m/z,I,S/N
516.21675,2.7944,36.13
516.22389,0.8236,10.25
516.232,0.9893,12.43
516.25317,0.454,5.4
517.06237,0.7646,9.47
517.06573,0.9059,11.33
517.07543,0.4234,4.99
517.0932,0.6904,8.5
517.09875,4.17,54.2
517.10213,9.1222,119.25
517.10845,0.4065,4.77
517.10998,1.7377,22.26
517.11182,3.2152,41.66
517.11336,1.4287,18.2
517.11867,0.5629,6.83
517.11989,3.7373,48.52
517.12146,0.7604,9.42
517.12709,0.5056,6.07
517.12959,2.445,31.55
517.13515,12.8459,168.16
517.13851,18.6398,244.26
517.14487,0.9626,12.07
517.14638,5.2278,68.1
517.14734,0.6149,7.51
517.1482,8.0793,105.55
517.14974,1.4654,18.68
517.15449,0.7111,8.77
517.15505,0.4377,5.18
517.15627,12.2381,160.18
517.15778,1.1119,14.04
517.15945,0.7031,8.67
517.1635,0.4689,5.59
517.16597,3.0546,39.55
517.16755,0.4967,5.95
517.17152,18.1654,238.03
517.1749,10.544,137.92
517.17563,0.6192,7.56
517.18124,0.9845,12.36
517.18276,4.2905,55.79
517.18372,0.9044,11.31
517.18459,5.4229,70.66
517.19084,0.6265,7.66
517.19265,7.8999,103.19
517.19404,0.6222,7.6
517.20233,1.2245,15.51
517.20792,12.9952,170.12
517.21128,1.6779,21.47
517.21767,0.4093,4.81
517.21914,0.9691,12.16
517.22097,1.3833,17.6
517.22906,1.5806,20.19
517.23535,0.4158,4.89
517.2443,4.6104,59.99
517.28067,1.1017,13.9
518.094,1.1376,14.37
518.09738,1.5692,20.04
518.10212,1.046,13.17
518.10546,2.1358,27.48
518.10706,0.5484,6.63
518.11334,0.4365,5.16
518.11516,0.8833,11.03
518.12322,0.9063,11.34
518.1304,5.0287,65.48
518.13376,3.7113,48.18
518.13851,3.4738,45.06
518.14179,5.7877,75.45
518.14345,1.0297,12.96
518.14496,0.4258,5.02
518.14904,0.4089,4.8
518.14973,1.5128,19.3
518.15156,2.7131,35.07
518.15962,2.8926,37.42
518.16121,0.4281,5.05
518.16677,6.3527,82.87
518.16933,0.6432,7.88
518.17015,2.2432,28.9
518.17488,5.3583,69.81
518.17806,5.4755,71.35
518.17986,0.5297,6.39
518.1846,0.3944,4.61
518.18612,1.3014,16.52
518.18794,1.7721,22.71
518.19602,2.1196,27.27
518.20317,3.0057,38.91
518.20571,0.4021,4.71
518.20649,0.424,5
518.21127,3.8465,49.95
518.21446,1.1676,14.77
518.22426,0.4363,5.16
518.2324,0.4609,5.48
518.23954,0.6282,7.68
518.24766,1.5863,20.27
519.07802,2.2475,28.95
519.0814,2.3473,30.26
519.08926,0.7076,8.73
519.09109,1.095,13.81
519.09262,0.3973,4.65
519.09665,0.3951,4.62
519.0973,0.4246,5.01
519.09791,0.4297,5.08
519.10887,1.287,16.34
519.11441,13.579,177.79
519.11777,13.7165,179.59
519.12564,5.282,68.81
519.12746,4.2017,54.62
519.12901,1.24,15.72
519.13304,0.5151,6.2
519.13375,0.9816,12.32
519.13432,0.6465,7.92
519.13554,1.9198,24.65
519.13707,1.1134,14.06
519.13871,0.4601,5.47
519.14183,0.4739,5.66
519.14275,0.841,10.48
519.14523,3.2096,41.59
519.14679,0.4497,5.34
519.15079,32.6817,428.7
519.15417,16.9295,221.8
519.16203,9.7308,127.24
519.16386,6.3631,83.01
519.1654,0.7332,9.06
519.17013,1.2149,15.39
519.17191,3.1075,40.25
519.17332,1.0638,13.4
519.17506,0.4159,4.89
519.1758,0.5769,7.01
519.17824,0.8861,11.07
519.17912,0.6428,7.87
519.1816,2.3925,30.86
519.18718,32.8973,431.53
519.19055,5.4957,71.62
519.19688,0.3757,4.37
519.19841,4.5296,58.93
519.20023,2.511,32.41
519.20651,0.8929,11.16
519.20831,1.0558,13.3
519.21462,0.501,6.01
519.21791,0.505,6.06
519.22356,17.035,223.18
519.22693,0.5392,6.51
519.23479,0.6129,7.48
519.25994,4.0484,52.61
519.29635,0.6365,7.79
520.07326,0.4231,4.99
520.07666,0.4416,5.23
520.08139,0.638,7.81
520.08474,0.7016,8.65
520.10966,3.599,46.7
520.11303,1.7129,21.93
520.11776,3.5413,45.95
520.12108,3.5466,46.02
520.1227,0.45,5.34
520.12827,0.3943,4.61
520.129,1.2455,15.79
520.13081,1.16,14.67
520.14044,0.4918,5.89
520.14603,10.5706,138.27
520.14861,0.6723,8.26
520.14941,2.4034,31
520.15415,8.7179,113.94
520.15735,6.9672,90.94
520.15911,0.4792,5.73
520.16538,2.4569,31.7
520.1672,1.7323,22.18
520.17526,0.9281,11.62
520.18243,8.4978,111.05
520.18498,0.5502,6.66
520.18582,0.7856,9.75
520.19053,9.4791,123.94
520.1937,3.8868,50.48
520.20178,1.1605,14.67
520.20357,0.8662,10.81
520.21881,2.6375,34.07
520.22691,4.8828,63.57
520.25521,0.4225,4.98
520.2633,1.3055,16.58
521.05728,0.7626,9.45
521.08814,0.3874,4.52
521.089,0.5733,6.96
521.09368,7.8869,103.02
521.09705,3.5611,46.21
521.1049,1.9109,24.53
521.10673,0.9202,11.52
521.11229,0.8412,10.48
521.11302,0.5782,7.03
521.11359,0.4275,5.05
521.11639,0.5716,6.94
521.11861,0.5214,6.28
521.12201,0.7994,9.93
521.12352,0.3899,4.55
521.1245,1.8442,23.66
521.13005,36.7191,481.73
521.13342,12.0439,157.63
521.1413,10.4481,136.66
521.14312,3.8246000000000002,49.67
521.14465,0.5788,7.03
521.14868,1.1382,14.38
521.1494,2.4647,31.8
521.14997,0.4094,4.81
521.15118,0.5339,6.44
521.15261,0.7367,9.11
521.15432,0.4726,5.64
521.15505,0.9185,11.5
521.1575,1.0295,12.95
521.1584,1.2849,16.31
521.15996,0.4346,5.14
521.16085,2.7742,35.87
521.16249,0.5495,6.65
521.16297,0.4248,5.01
521.16644,59.6965,783.53
521.16982,8.6487,113.03
521.17767,11.4145,149.36
521.17949,2.9906,38.71
521.18507,0.7818,9.7
521.18578,2.1266,27.36
521.18756,0.6596,8.09
521.18895,0.741,9.16
521.19143999999994,1.014,12.75
521.19389,1.1688,14.78
521.19476,0.82,10.2
521.19717,1.1897,15.06
521.19916,0.5361,6.47
521.20283,42.6337,559.41
521.20619,1.5681,20.03
521.21405,2.6366,34.06
521.21588,0.7079,8.73
521.22136,0.4429,5.25
521.22218,0.6636,8.15
521.23027,0.6746,8.29
521.23115,0.387,4.51
521.23921,14.3684,188.16
521.27559,2.1981,28.3
522.08892,0.9914,12.45
522.09231,0.4574,5.44
522.09702,1.8792,24.11
522.10038,0.7736,9.59
522.10754,0.48,5.74
522.11561,0.3997,4.68
522.12532,8.53,111.47
522.12788,0.4385,5.19
522.12867,1.4305,18.22
522.13342,9.035,118.1
522.13666,3.811,49.49
522.14392,0.657,8.06
522.14464,2.5393,32.78
522.14646,0.8803,10.99
522.15192,0.3879,4.53
522.15515,0.4344,5.14
522.15605,0.4075,4.78
522.16169,15.6732,205.29
522.16424,0.6022,7.34
522.16506,0.8538,10.65
522.1698,16.6016,217.49
522.17296,5.5691,72.58
522.1747,0.3994,4.68
522.18104,2.6948,34.83
522.18285,0.9038,11.3
522.19807,7.5089,98.06
522.2006,0.3935,4.6
522.20618,11.8844,155.53
522.20933,1.8312,23.48
522.21743,0.7992,9.93
522.21919,0.4306,5.09
522.23447,1.6008,20.46
522.24257,3.9364,51.13
522.27894,0.7419,9.18
523.07294,1.938,24.89
523.07633,0.4295,5.07
523.09156,1.1509,14.55
523.09796,0.595,7.25
523.09872,0.4053,4.75
523.09936,0.4105,4.82
523.10124,0.6069,7.4
523.1028,0.6272,7.67
523.10377,0.5141,6.18
523.10933,20.8536,273.34
523.11269,3.0406,39.37
523.12056,3.9764,51.66
523.12238,0.8783,10.97
523.12459,0.5085,6.11
523.12615,0.4133,4.86
523.12797,2.3899,30.82
523.12867,1.9196,24.65
523.12925,0.4043,4.74
523.13209,0.8196,10.2
523.13431,1.2732,16.15
523.13678,1.0769,13.58
523.13765,1.6512,21.12
523.13918,0.7462,9.23
523.14014,1.6146,20.64
523.14181,1.2229,15.49
523.1457,66.5673,873.78
523.14907,5.8179,75.85
523.1554,0.5234,6.31
523.15694,13.4862,176.57
523.15875,2.1224,27.31
523.16097,0.7967,9.9
523.16283,0.484,5.79
523.16434,2.3258,29.98
523.16504,4.0283,52.34
523.1682,0.5782,7.03
523.17069,1.7339,22.21
523.17316,2.2157,28.53
523.17402,1.9789,25.42
523.17639,1.6135,20.62
523.17804,1.0018,12.59
523.1821,74.987,984.37
523.18443,0.4819,5.76
523.18545,2.2787,29.36
523.19333,7.2806,95.06
523.19514,0.8552,10.66
523.1974,0.4521,5.37
523.1992,0.5534,6.7
523.20072,1.0673,13.45
523.20144,1.8958,24.33
523.20457,0.4476,5.31
523.20709,0.9681,12.15
523.20953,1.5628,19.96
523.21043,0.9527,11.95
523.21268,0.4748,5.67
523.2145,0.3903,4.56
523.21848,34.1546,448.04
523.22092,0.4233,4.99
523.22175,0.5044,6.06
523.22971,1.1473,14.5
523.23782,0.5458,6.6
523.24596,0.5917,7.2
523.25486,7.0984,92.67
523.29126,0.8644,10.79
524.0763,0.5937,7.23
524.08679,0.4803,5.74
524.10459,2.7309,35.3
524.10794,0.4242,5
524.11268,5.27,68.65
524.11601,0.8911,11.14
524.11985,0.4167,4.91
524.12321,1.0856,13.69
524.12392,0.8295,10.33
524.13126,0.6536,8.02
524.13446,0.718,8.86
524.13771,0.3795,4.42
524.14096,14.4257,188.91
524.14431,0.7088,8.74
524.14907,16.3727,214.48
524.15223,3.428,44.46
524.15958,0.7824,9.71
524.1603,3.0686,39.74
524.16212,0.5561,6.74
524.16592,0.4273,5.04
524.1676,0.7906,9.82
524.16841,0.4386,5.19
524.16925,0.3898,4.55
524.17406,0.398,4.66
524.17735,14.065,184.17
524.17992,0.8183,10.18
524.18057,0.8625,10.76
524.18546,20.0794,263.17
524.18858,2.933,37.96
524.19669,1.6167,20.67
524.19851,0.3914,4.57
524.20398,0.3963,4.64
524.21374,4.1264,53.63
524.22184,9.1856,120.08
524.22494,0.3954,4.62
524.25013,0.6924,8.53
524.25824,1.9614,25.19
525.07084,0.6283,7.68
525.0886,5.4938,71.59
525.09195,0.406,4.76
525.09985,0.4789,5.72
525.10386,1.024,12.88
525.10723,3.128,40.52
525.10796,0.6061,7.39
525.11139,0.7026,8.66
525.11361,0.6634,8.15
525.11604,0.4908,5.88
525.11691,1.5439,19.71
525.11846,1.0714,13.5
525.11941,0.5121,6.16
525.12024,0.3905,4.56
525.12087,0.3842,4.48
525.12498,38.428,504.17
525.12833,1.6896,21.62
525.13384,0.4457,5.29
525.13468,0.9406,11.79
525.13622,5.1722,67.37
525.13803,0.5324,6.42
525.14026,1.472,18.77
525.14118,0.7846,9.74
525.1421,0.7542,9.34
525.14361,5.0571,65.85
525.14432,3.1932,41.37
525.14756,1.1225,14.18
525.1482,1.0371,13.05
525.14997,1.8715,24.01
525.15146,0.5901,7.18
525.15244,1.8566,23.82
525.15331,3.2766,42.47
525.15486,1.0789,13.6
525.15573,1.1235,14.19
525.15733,1.0718,13.51
525.15773,0.9882,12.41
525.16138,82.6585,1085.13
525.16366,0.6458,7.91
525.16468,1.958,25.15
525.1711,0.6018,7.34
525.1726,9.5249,124.54
525.17442,0.6915,8.51
525.17663,1.5123,19.3
525.17849,0.4301,5.08
525.18,3.0486,39.47
525.18072,3.277,42.47
525.18387,0.5405,6.53
525.18635,1.7876,22.91
525.18882,2.5075,32.37
525.18969,2.8579,36.97
525.19198,1.0302,12.96
525.19352,0.8045,10
525.19775,58.6712,770.06
525.20004,0.5576,6.75
525.20106,0.6802,8.37
525.20744,0.4018,4.71
525.20901,2.293,29.55
525.21301,1.1046,13.94
525.21639,0.9919,12.46
525.21709,1.1856,15
525.22274,0.864,10.78
525.2252,1.2913,16.39
525.22607,1.1417,14.43
525.23415,15.7842,206.75
525.24942,0.4189,4.93
525.27053,2.4091,31.07
526.09197,1.1252,14.21
526.09908,0.4519,5.37
526.10247,1.1038,13.93
526.11058,0.8947,11.18
526.11373,0.6605,8.11
526.12024,4.8155,62.68
526.12352,0.3941,4.61
526.12834,9.5478,124.84
526.1315,0.515,6.2
526.13549,0.63,7.71
526.13885,1.7146,21.95
526.13958,1.0926,13.78
526.14524,0.4006,4.69
526.1469,1.541,19.67
526.14853,0.6632,8.14
526.15009,0.4887,5.85
526.15328,0.5085,6.11
526.15662,14.3489,187.9
526.15984,1.039,13.08
526.16472,20.0139,262.31
526.16784,1.9062,24.47
526.17189,0.5534,6.7
526.17525,0.9718,12.2
526.17596,2.0188,25.95
526.17997,0.4824,5.77
526.18325,1.2357,15.66
526.1841,0.4064,4.77
526.18495,0.3997,4.68
526.1897,0.5068,6.09
526.19301,7.9371,103.68
526.1962,0.5263,6.34
526.20112,15.4649,202.56
526.20422,1.0006,12.57
526.20827,0.4574,5.44
526.21235,0.585,7.12
526.22939,1.6787,21.48
526.23749,4.6175,60.08
526.27391,0.6822,8.39
527.06785,0.7238,8.94
527.08312,0.8652,10.8
527.08649,2.303,29.68
527.09439,0.3959,4.63
527.09618,1.0959,13.83
527.09771,1.1577,14.64
527.10425,9.518,124.45
527.11397,0.5387,6.51
527.1155,0.7626,9.45
527.11951,2.4279,31.32
527.12288,7.1061,92.77
527.1236,0.8799,10.99
527.12684,0.4947,5.93
527.12922,1.0935,13.79
527.13075,0.8865,11.08
527.13171,1.0017,12.59
527.13257,3.64,47.24
527.13412,1.8833,24.17
527.13592,0.3921,4.58
527.14063,45.5236,597.37
527.14386,0.9343,11.7
527.15034,1.5046,19.19
527.15186,4.3776,56.93
527.15588,3.4825,45.17
527.15926,8.0284,104.88
527.15998,3.0745,39.81
527.16309,0.5708,6.93
527.16562,1.9657,25.25
527.16713,1.0859,13.69
527.16808,2.4427,31.52
527.16895,5.4114,70.51
527.17054,2.4037,31
527.17139,3.1341,40.6
527.17235,3.1974,41.43
527.17703,61.4266,806.25
527.17847,0.5205,6.27
527.17937,0.5582,6.76
527.18021,0.7782,9.65
527.1817,0.4107,4.83
527.18673,0.898,11.23
527.18827,3.5221,45.69
527.19228,3.2244,41.78
527.19565,3.2488,42.1
527.19637,2.0407,26.24
527.202,1.1707,14.81
527.20352,0.4593,5.46
527.20447,1.8771,24.09
527.20535,2.8877,37.36
527.20935,0.5025,6.03
527.20976,0.4348,5.14
527.2134,26.0766,341.94
527.22465,0.796,9.89
527.22866,1.8369,23.56
527.23201,0.7532,9.32
527.23275,0.375,4.36
527.2384,0.3921,4.58
527.24084,0.626,7.65
527.24174,0.7317,9.04
527.2498,4.1425,53.84
527.26507,0.6579,8.07
527.28616,0.4255,5.02
528.08172,0.6069,7.4
528.08982,0.6658,8.18
528.09952,0.5537,6.7
528.10761,2.1245,27.34
528.11477,0.9037,11.3
528.11813,2.3941,30.88
528.12288,0.5133,6.17
528.12619,2.0593,26.48
528.12782,0.5303,6.4
528.12938,0.8701,10.86
528.13589,5.3606,69.84
528.13907,0.6886,8.48
528.14399,11.7189,153.36
528.14715,0.5723,6.95
528.15114,1.6294,20.83
528.15368,0.4647,5.54
528.15451,2.8344,36.66
528.15523,1.0652,13.42
528.15927,0.9381,11.75
528.16253,2.7255,35.23
528.16418,0.7958,9.88
528.1657,0.3915,4.57
528.16897,0.538,6.5
528.17228,8.9552,117.06
528.17558,0.4236,5
528.18037,15.4374,202.2
528.18348,0.6923,8.52
528.18752,1.288,16.35
528.1909,1.0592,13.34
528.19162,0.5634,6.83
528.19563,1.1368,14.36
528.1972,0.4362,5.16
528.19887,1.5403,19.66
528.20866,3.0507,39.5
528.21073,0.418,4.92
528.21676,7.0653,92.23
528.22393,0.4959,5.94
528.23203,0.6256,7.65
528.24503,0.4912,5.88
528.25315,1.3507,17.17
528.44212,0.3801,4.42
528.48304,0.4094,4.81
528.51453,0.4069,4.78
529.0624,0.6569,8.06
529.06575,0.8275,10.3
529.07546,0.4915,5.89
529.08351,1.0884,13.73
529.09877,2.1019,27.04
529.10215,5.9385,77.43
529.11002,0.8518,10.62
529.11183,2.3589,30.42
529.11337,1.5801,20.18
529.1199,10.5736,138.31
529.12145,0.5174,6.23
529.12308,0.6256,7.65
529.12961,1.4206,18.09
529.13115,0.8376,10.43
529.13516,4.9247,64.12
529.13852,13.1486,172.13
529.13925,0.9229,11.55
529.14238,0.4651,5.54
529.14489,1.2897,16.37
529.14638,2.2915,29.53
529.14735,1.1891,15.05
529.14822,6.4678,84.38
529.14977,1.9121,24.55
529.15179,0.4757,5.68
529.15244,0.5119,6.15
529.15628,34.1299,447.72
529.1578,0.7427,9.19
529.15948,0.9927,12.47
529.166,1.9196,24.64
529.16753,1.7995,23.07
529.17154,7.3411,95.85
529.17492,9.8096,128.28
529.17563,2.0011,25.72
529.18127,1.4399,18.34
529.18278,1.9533,25.09
529.18373,1.7555,22.49
529.18459,5.5535,72.37
529.18615,0.4067,4.77
529.188,0.4577,5.44
529.18857,0.5091,6.12
529.18911,0.3947,4.62
529.19087,0.3761,4.37
529.19268,25.5435,334.94
529.20236,1.2633,16.02
529.20391,1.2988,16.49
529.20504,0.3935,4.6
529.20793,5.9571,77.68
529.21129,2.2016,28.35
529.21201,0.6329,7.74
529.21763,0.7373,9.11
529.21915,0.4613,5.49
529.22013,0.7823,9.71
529.22099,1.9367,24.87
529.22905,6.959,90.84
529.24431,2.378,30.67
529.2574,0.4728,5.64
529.26545,0.8174,10.17
529.28068,0.7143,8.81
530.09403,0.7656,9.49
530.09739,1.3961,17.77
530.10213,0.4398,5.21
530.10546,1.5067,19.22
530.10863,0.384,4.47
530.11518,1.1599,14.67
530.12326,2.4184,31.2
530.1304,2.155,27.74
530.13378,3.6889,47.88
530.13852,1.3804,17.56
530.14182,3.8666,50.22
530.14347,1.0957,13.82
530.145,0.7332,9.06
530.14975,0.6475,7.94
530.15155,4.5125,58.7
530.15309,0.545,6.59
530.15963,8.48,110.81
530.16274,0.3872,4.52
530.16679,2.9179,37.76
530.16935,0.5778,7.02
530.17016,2.2842,29.43
530.17089,0.5025,6.03
530.1749,2.178,28.04
530.17811,3.8292,49.73
530.17983,0.7358,9.1
530.18463,0.5174,6.23
530.18613,0.5707,6.93
530.18794,3.563,46.23
530.19603,6.6773,87.14
530.20316,1.6658,21.31
530.20654,0.5278,6.36
530.21129,1.9043,24.44
530.21446,1.0528,13.26
530.22435,0.8564,10.68
530.23241,1.8653,23.93
530.23957,0.5091,6.12
530.24764,0.7214,8.91
531.07802,1.3192,16.76
531.08141,1.9749,25.37
531.08929,0.4772,5.7
531.09111,0.7158,8.83
531.09262,0.4418,5.23
531.09917,1.3056,16.58
531.10888,1.046,13.17
531.11442,5.8144,75.8
531.11778,11.9403,156.26
531.12566,2.2479,28.96
531.12747,4.2209,54.87
531.12902,1.8894,24.25
531.13375,0.4757,5.68
531.13435,0.4954,5.94
531.13554,7.5057,98.02
531.13706,1.0631,13.39
531.13872,0.5093,6.12
531.14277,0.4745,5.66
531.14525,2.5131,32.44
531.14681,0.6573,8.06
531.15081,12.9751,169.86
531.15417,16.6168,217.69
531.15491,0.6302,7.71
531.16053,0.8932,11.16
531.16203,4.5305,58.94
531.163,0.8202,10.2
531.16386,7.4477,97.26
531.16542,1.369,17.41
531.16615,0.3863,4.51
531.17011,0.6091,7.43
531.17194,13.7871,180.52
531.17335,1.0028,12.6
531.17509,0.6172,7.54
531.18162,2.24,28.85
531.18314,0.6953,8.56
531.18718,14.3537,187.96
531.19057,6.5967,86.08
531.19127,0.5282,6.37
531.19693,0.861,10.74
531.19842,2.6571,34.33
531.19939,0.6478,7.94
531.20024,3.8678,50.23
531.20653,0.5133,6.17
531.20831,5.5867000000000004,72.81
531.21799,0.7293,9.01
531.22358,9.1442,119.54
531.22694,0.9484,11.89
531.23478,0.4223,4.98
531.23663,0.7431,9.19
531.2447,1.046,13.17
531.25995,2.8549,36.93
531.29634,0.689,8.48
532.08471,0.602,7.34
532.10966,1.7435,22.33
532.11304,2.2654,29.19
532.11778,1.6431,21.01
532.1211,3.1738,41.12
532.12273,0.5528,6.69
532.12899,0.6959,8.57
532.13084,1.3651,17.36
532.13236,0.4307,5.09
532.13889,1.8364,23.55
532.14606,4.7315,61.58
532.14864,0.6619,8.13
532.14942,3.6092,46.84
532.15416,3.5137,45.58
532.1574,5.7195,74.56
532.15913,1.087,13.71
532.16064,0.3938,4.6
532.16539,1.1835,14.98
532.16721,2.7638,35.73
532.17529,3.4485,44.73
532.18243,4.439,57.74
532.18501,0.4177,4.92
532.18581,1.5524,19.82
532.19054,4.3077,56.01
532.19373,3.5819,46.48
532.1955,0.3968,4.64
532.20178,0.7038,8.68
532.20359,1.529,19.51
532.21168,1.4247,18.14
532.21882,1.8531,23.77
532.22693,2.5954,33.52
532.23009,0.6536,8.02
532.25519,0.52,6.26
532.26333,0.828,10.31
533.05729,0.5092,6.12
533.08812,0.4016,4.71
533.09367,4.0799,53.02
533.09705,4.2994,55.9
533.10491,1.1785,14.91
533.10675,1.5755,20.12
533.10827,0.8455,10.54
533.11304,0.4114,4.84
533.11359,0.614,7.5
533.11478,0.8932,11.16
533.11637,0.6421,7.86
533.12202,0.6751,8.3
533.12451,1.988,25.54
533.13007,16.117,211.12
533.13343,15.7004,205.65
533.1413,6.1816,80.63
533.14314,5.2346,68.19
533.14467,1.2645,16.04
533.14942,1.155,14.6
533.14999,0.5348,6.46
533.1512,3.2238,41.77
533.1527,1.1629,14.71
533.15439,0.4629,5.51
533.15749,0.4242,5
533.15842,0.6695,8.22
533.16089,2.8159,36.42
533.16646,28.8575,378.47
533.16983,12.6028,164.97
533.17621,0.5475,6.62
533.17769,7.3725,96.27
533.1795,5.1028,66.46
533.18107,0.4642,5.53
533.18577,0.9832,12.35
533.18759,3.1953,41.4
533.18896,1.1715,14.82
533.19391,0.6877,8.46
533.19478,0.5301,6.39
533.19723,2.0082,25.81
533.20284,22.496,294.91
533.20622,2.9765,38.53
533.21407,2.1439,27.59
533.21589,1.664,21.29
533.22397,0.777,9.64
533.23027,0.3886,4.54
533.23363,0.5219,6.29
533.23922,9.9123,129.63
533.27561,2.301,29.65
533.31197,0.4122,4.85
534.08891,0.7494,9.27
534.0923,0.6062,7.39
534.09703,1.2056,15.27
534.1004,1.0887,13.73
534.11012,0.5149,6.19
534.12531,4.9065,63.88
534.12868,2.2683,29.22
534.13343,4.083,53.06
534.13671,4.8718,63.42
534.13841,0.6493,7.96
534.14466,1.4315,18.23
534.14648,1.5449,19.72
534.15453,0.776,9.62
534.1617,8.8777,116.04
534.16423,0.5667,6.87
534.16507,1.9573,25.14
534.16981,7.7204,100.84
534.17299,6.7294,87.82
534.17475,0.4848,5.8
534.18104,1.9031,24.43
534.18286,1.8373,23.56
534.19094,0.945,11.84
534.19235,0.3944,4.61
534.1981,5.5432,72.24
534.20147,0.4866,5.82
534.20619,7.0612,92.18
534.20936,2.1188,27.26
534.21746,0.6052,7.38
534.21925,0.5128,6.17
534.23448,1.48,18.87
534.24258,2.8879,37.36
534.27898,0.7604,9.42
535.07294,1.5187,19.38
535.07631,0.7262,8.97
535.09153,0.4974,5.96
535.10377,0.7086,8.74
535.10933,11.8665,155.29
535.11269,5.832,76.03
535.12056,3.464,44.93
535.12238,1.8979,24.36
535.12393,0.6463,7.92
535.12796,0.8449,10.53
535.12867,1.1366,14.36
535.12924,0.5253,6.33
535.13201,0.6748,8.29
535.1343,0.4422,5.24
535.13677,0.5457,6.6
535.13767,0.8579,10.7
535.14014,2.0741,26.67
535.14571,36.1833,474.69
535.14908,11.8206,154.69
535.15696,10.9435,143.17
535.15877,3.9728,51.61
535.1603,0.5311,6.41
535.16097,0.4595,5.47
535.16279,0.4376,5.18
535.16434,0.9087,11.37
535.16505,2.1537,27.72
535.16685,0.9174,11.48
535.16824,1.1602,14.67
535.17071,0.575,6.98
535.17316,0.9819,12.33
535.17403,1.0709,13.5
535.17649,4.2525,55.29
535.17733,2.2491,28.97
535.17804,2.3488,30.28
535.1821,47.9053,628.66
535.18547,5.2191,67.98
535.1878,0.438,5.18
535.19334,6.9317,90.48
535.19515,2.5181,32.51
535.20072,0.506,6.08
535.20144,1.4204,18.09
535.20321,0.4846,5.8
535.20457,0.8155,10.14
535.20707,0.6793,8.35
535.20954,0.7553,9.35
535.21043,0.5461,6.6
535.21283,0.8275,10.3
535.21439,0.5416,6.55
535.21476,0.4928,5.9
535.21849,27.5554,361.36
535.22189,1.7811,22.83
535.22255,1.3052,16.57
535.2236,1.2014,15.21
535.22973,1.0959,13.83
535.24596,0.453,5.38
535.25488,8.1229,106.12
535.29125,1.0324,12.99
536.01589,0.4034,4.73
536.07631,0.5169,6.22
536.10457,2.2052,28.4
536.10794,0.6439,7.89
536.11268,3.2909,42.66
536.11599,1.5818,20.21
536.12323,0.5482,6.63
536.12393,0.7164,8.84
536.12572,0.5525,6.69
536.13451,0.4315,5.1
536.14096,10.0314,131.19
536.14349,0.4602,5.48
536.14433,1.4584,18.59
536.14907,9.9916,130.67
536.15229,5.1454,67.01
536.15401,0.4272,5.04
536.16031,2.8644,37.05
536.16213,1.2292,15.58
536.16342,0.4511,5.36
536.17735,10.9181,142.84
536.17984,0.5399,6.52
536.1807,0.4655,5.55
536.18545,13.2111,172.96
536.18862,4.2675,55.48
536.19669,1.5784,20.16
536.19852,0.6335,7.75
536.21374,4.2994,55.9
536.22184,7.8459,102.48
536.22497,0.7702,9.55
536.25014,0.8038,9.99
536.25823,2.3392,30.16
537.07085,0.3836,4.47
537.08389,0.4142,4.87
537.0886,4.4771,58.24
537.09199,0.9326,11.68
537.09981,0.848,10.57
537.10163,0.4019,4.71
537.10385,0.4457,5.29
537.10723,1.136,14.35
537.10795,0.5074,6.1
537.1136,0.4531,5.38
537.11694,0.6531,8.01
537.11847,0.7195,8.88
537.11944,0.8366,10.42
537.12498,29.3011,384.29
537.12835,4.8713,63.42
537.13622,6.6747,87.1
537.13801,1.3631,17.34
537.14026,0.605,7.38
537.14361,1.973,25.35
537.14433,2.2859,29.46
537.14747,0.9613,12.06
537.14995,0.887,11.08
537.15244,1.0973,13.84
537.15332,1.7265,22.11
537.15486,0.4551,5.41
537.15579,2.512,32.43
537.15677,1.4153,18.02
537.15736,1.4733,18.78
537.16136,62.8276,824.66
537.16371,0.4801,5.74
537.16474,5.4857,71.48
537.1711,0.3953,4.62
537.1726,11.547,151.1
537.17442,1.9368,24.87
537.17662,0.6552,8.04
537.17999,1.4546,18.54
537.18071,2.695,34.83
537.18251,0.6694,8.22
537.18383,1.4583,18.59
537.18634,0.9793,12.29
537.18882,1.7371,22.25
537.1897,1.7051,21.83
537.19202,1.3972,17.78
537.1937,0.9569,12
537.19775,53.5487,702.78
537.20111,1.152,14.56
537.20898,3.8249,49.67
537.21077,0.579,7.04
537.21304,0.59,7.18
537.21636,0.5534,6.7
537.2171,1.1401,14.41
537.22276,0.463,5.51
537.22522,1.084,13.67
537.22608,0.7109,8.77
537.23029,0.4573,5.44
537.23414,20.0976,263.41
537.24534,0.4796,5.73
537.27052,3.9755,51.65
537.30692,0.3893,4.55
538.09197,1.0836,13.66
538.10248,0.7479,9.25
538.11046,0.5163,6.21
538.11377,0.4147,4.88
538.12022,5.0022,65.13
538.12358,0.4583,5.45
538.12833,7.7185,100.81
538.13159,1.5146,19.33
538.13548,0.4407,5.22
538.13885,0.8399,10.46
538.13958,1.3111,16.65
538.14688,0.6228,7.61
538.15011,0.5966,7.27
538.15334,0.4646,5.53
538.15662,14.2667,186.82
538.15992,0.4438,5.26
538.16471,16.5885,217.32
538.16788,3.7014,48.05
538.17181,0.3935,4.6
538.17523,0.4873,5.83
538.17596,2.9067,37.61
538.17774,0.6359,7.78
538.18322,0.6047,7.37
538.19301,9.2715,121.21
538.2011,14.7781,193.54
538.20423,1.7104,21.9
