m/z,I,S/N
465.19187,0.7131,6.44
465.19597,1.3226,12.39
465.19903,0.5061,4.42
465.20161,0.6239,5.57
465.20408,1.1429,10.64
465.20496,0.5605,4.95
465.21301,25.2345,245.8
465.22421,0.5968,5.31
465.24939,4.3773,42.21
465.3044,4.5975,44.36
465.62741,0.5747,5.09
465.65564,0.4518,3.89
466.05226,0.4747,4.11
466.06273,1.3871,13.02
466.06842,0.5733,5.08
466.07081,1.9374,18.39
466.07161,0.5694,5.04
466.08129,0.8176,7.46
466.08203,0.4983,4.34
466.08862,1.2038,11.23
466.09672,1.3419,12.58
466.0991,10.7504,104.42
466.09986,0.6522,5.85
466.1023,0.494,4.3
466.1048,0.6686,6.01
466.1072,10.0697,97.77
466.11033,4.5006,43.41
466.1177,0.4812,4.18
466.11844,3.7501,36.08
466.12022,0.4886,4.25
466.12502,0.7548,6.85
466.12655,0.458,3.95
466.13311,0.934,8.6
466.13549,18.4695,179.76
466.13867,0.9205,8.46
466.14118,0.5289,4.64
466.1436,21.3322,207.71
466.14672,8.0125,77.69
466.15483,4.016,38.68
466.16047,0.523,4.58
466.16857,0.4846,4.21
466.17188,11.6182,112.89
466.17998,17.7499,172.74
466.1831,2.708,25.91
466.19123,1.0785,10.01
466.20825,3.2377,31.08
466.21636,6.6008,63.91
466.24464,0.4487,3.86
466.25277,1.2015,11.21
466.30777,1.2,11.19
467.03628,0.6601,5.92
467.04674,2.0181,19.18
467.05403,0.6155,5.49
467.06293,0.593,5.27
467.06531,0.9873,9.12
467.07265,3.6696,35.3
467.07507,0.5967,5.3
467.08072,1.4723,13.85
467.08312,24.6968,240.55
467.08388,1.3049,12.22
467.08647,0.7352,6.66
467.09043,1.5457,14.57
467.09436,5.9143,57.21
467.09605,0.5663,5.01
467.09933,0.543,4.78
467.10018,0.5271,4.62
467.10174,1.21,11.29
467.10245,2.228,21.23
467.10479,0.469,4.06
467.10554,0.7441,6.74
467.10811,1.0421,9.65
467.10903,4.5944,44.33
467.11057,1.5469,14.58
467.11144,2.2786,21.72
467.11297,0.5819,5.16
467.11368,0.482,4.18
467.11555,1.2961,12.13
467.11709,1.0893,10.11
467.1195,73.393,715.88
467.1218,1.0524,9.75
467.12278,1.377,12.92
467.12683,0.6443,5.77
467.12808,0.8152,7.44
467.13074,16.0477,156.12
467.13478,0.9503,8.76
467.13662,0.6746,6.06
467.13813,0.9838,9.08
467.13884,3.7789,36.37
467.14062,0.6109,5.44
467.14198,0.8556,7.83
467.14449,1.615,15.24
467.14541,1.1464,10.67
467.14695,2.4683,23.57
467.14783,3.4882,33.53
467.15009,1.4788,13.91
467.15175,0.4955,4.32
467.153,0.9445,8.7
467.15342,1.1672,10.87
467.15589,90.9916,887.66
467.1582,1.3395,12.55
467.15905,1.3992,13.14
467.16403,0.7019,6.33
467.16712,8.2613,80.12
467.17115,1.1239,10.45
467.17304,0.6777,6.1
467.17524,2.5649,24.52
467.17836,0.5108,4.47
467.18087,1.288,12.05
467.18333,1.9633,18.64
467.1842,1.817,17.22
467.18646,0.5059,4.42
467.19227,46.2762,451.19
467.2035,1.0838,10.06
467.20753,0.7511,6.81
467.21161,0.7123,6.43
467.21727,0.517,4.53
467.21971,0.7588,6.89
467.22865,9.9253,96.36
467.26503,1.0026,9.27
467.51165,0.61,5.43
467.66618,0.483,4.19
468.0501,0.5113,4.47
468.06786,0.7503,6.8
468.076,0.7065,6.38
468.07837,3.6137,34.75
468.08648,5.2017,50.25
468.08962,0.7562,6.86
468.09697,0.6885,6.2
468.09771,1.337,12.53
468.10429,0.651,5.83
468.1067,0.6255,5.59
468.10822,0.5745,5.09
468.11239,1.0864,10.08
468.11476,13.6803,133.02
468.11792,0.7106,6.42
468.12286,16.0272,155.92
468.12599,3.4058,32.72
468.13336,0.7286,6.59
468.13409,3.1853,30.57
468.14126,0.7006,6.32
468.14307,0.6628,5.95
468.14783,0.4865,4.23
468.15114,13.0014,126.39
468.15431,0.7344,6.65
468.15925,20.3357,197.98
468.16237,2.7924,26.74
468.17048,1.7201,16.27
468.17761,0.8368,7.65
468.18753,4.9082,47.39
468.19564,11.0255,107.1
468.19875,0.4863,4.23
468.2239,0.9985,9.23
468.23202,2.4097,23
469.0519,1.2678,11.85
469.06238,5.7023,55.14
469.06313,0.4742,4.11
469.06969,1.1423,10.63
469.07364,0.7227,6.53
469.07523,0.672,6.04
469.07761,0.6103,5.44
469.07862,0.5948,5.29
469.08099,2.217,21.12
469.08172,0.7425,6.73
469.08648,0.4656,4.02
469.08829,3.5669,34.3
469.08986,0.7201,6.51
469.0907,1.6195,15.29
469.09224,0.7085,6.4
469.09636,0.4932,4.29
469.09877,36.2973,353.78
469.10196,1.1269,10.48
469.10609,1.2884,12.06
469.1085,0.6577,5.9
469.11,5.2797,51.02
469.11162,1.2454,11.64
469.11402,1.4808,13.93
469.11739,2.8835,27.63
469.1181,2.6228,25.08
469.12285,0.7715,7.01
469.12374,1.513,14.25
469.12469,2.1781,20.74
469.12528,0.5765,5.11
469.12621,2.0394,19.39
469.12709,4.7642,45.98
469.12936,0.5937,5.27
469.13182,3.1052,29.79
469.13515,65.7561,641.34
469.1366,0.6648,5.97
469.13753,1.5308,14.42
469.13832,3.1517,30.24
469.14486,0.7071,6.38
469.14639,6.7032,64.91
469.14802,0.7438,6.74
469.14962,0.5917,5.26
469.15042,2.3565,22.48
469.1523,0.7802,7.09
469.15379,1.2621,11.8
469.1545,2.52,24.08
469.15763,0.5998,5.33
469.16014,1.6497,15.58
469.16164,0.693,6.24
469.1626,2.379,22.7
469.16347,4.3446,41.89
469.16572,0.5759,5.1
469.16847,0.9764,9.01
469.17154,50.3716,491.16
469.17961,0.5703,5.05
469.18278,1.794,16.99
469.1868,2.3593,22.51
469.19087,1.0065,9.3
469.19652,0.8262,7.54
469.19898,1.2122,11.31
469.19986,1.562,14.73
469.20792,14.9287,145.2
469.2232,0.9229,8.49
469.24432,2.0776,19.76
469.66416,0.6708,6.03
470.06574,1.1197,10.41
470.073,0.465,4.02
470.07622,0.906,8.32
470.09166,0.852,7.8
470.09402,4.5388,43.78
470.10212,7.5254,72.94
470.10523,0.6313,5.64
470.10689,0.6475,5.8
470.10934,0.6019,5.36
470.11264,1.1841,11.04
470.11335,1.063,9.86
470.11811,0.806,7.35
470.12052,1.1435,10.64
470.12232,0.8961,8.23
470.1239,0.6828,6.14
470.12801,0.6272,5.6
470.13041,8.8686,86.05
470.13358,0.4964,4.32
470.13851,14.7448,143.41
470.14164,1.5324,14.44
470.14568,0.9751,9
470.14902,0.6378,5.7
470.14975,1.35,12.66
470.15133,0.5335,4.69
470.15376,0.5534,4.88
470.15689,1.9427,18.44
470.15872,0.8166,7.45
470.1668,5.7646,55.75
470.17489,11.3708,110.47
470.17799,0.837,7.65
470.18204,0.5922,5.26
470.19015,0.6869,6.18
470.19326,0.8382,7.66
470.20318,1.2934,12.11
470.21127,3.6121,34.74
470.88269,0.4567,3.94
471.02802,0.5183,4.54
471.04165,0.5937,5.27
471.05451,0.5768,5.11
471.05782,0.5172,4.53
471.06026,1.5625,14.73
471.06441,0.6634,5.95
471.066,0.548,4.83
471.06756,1.5576,14.68
471.06995,0.7848,7.14
471.0715,0.5719,5.06
471.07803,9.1016,88.32
471.08121,0.5377,4.73
471.08534,1.2597,11.78
471.08776,0.6478,5.8
471.08927,0.8587,7.86
471.09088,1.9305,18.32
471.09329,1.3119,12.29
471.09666,4.4128,42.55
471.09738,1.0004,9.24
471.10213,1.1883,11.08
471.10302,0.9677,8.93
471.10395,1.9951,18.95
471.10454,0.7772,7.07
471.10547,0.937,8.63
471.10635,3.5863,34.49
471.1079,1.1222,10.43
471.11139,0.7243,6.55
471.11182,0.5374,4.73
471.11442,32.1932,313.72
471.11759,1.0741,9.96
471.12173,0.7882,7.17
471.12414,1.0017,9.26
471.12566,2.6093,24.95
471.12727,2.7432,26.26
471.12968,4.0366,38.88
471.13305,3.699,35.59
471.13376,1.9234,18.25
471.13536,0.6524,5.85
471.1385,0.6319,5.65
471.13939,1.5214,14.33
471.14034,0.631,5.64
471.14092,1.9703,18.71
471.14187,1.6795,15.87
471.14274,6.8569,66.41
471.14428,0.5249,4.6
471.14745,0.5509,4.86
471.1479,0.6631,5.95
471.15081,35.7781,348.72
471.15217,0.7375,6.68
471.15396,0.6043,5.38
471.16051,1.381,12.96
471.16204,1.8576,17.61
471.16365,1.1154,10.37
471.16606,5.3679,51.88
471.16943,1.0785,10.01
471.17015,1.2112,11.3
471.17577,1.1766,10.96
471.17729,1.2731,11.91
471.17824,1.1635,10.84
471.17912,3.4983,33.63
471.18719,15.1581,147.44
471.1969,0.4837,4.2
471.20244,3.4985,33.63
471.2137,0.4886,4.25
471.21548,0.7451,6.75
471.22357,3.09,29.64
471.23664,4.4759,43.17
471.23882,1.285,12.02
471.66121,0.7012,6.32
472.0733,0.8176,7.46
472.08139,1.8442,17.48
472.08614,0.9609,8.86
472.08855,0.6705,6.02
472.09191,1.4487,13.62
472.09422,0.6006,5.34
472.09739,0.5412,4.76
472.09998,0.9117,8.38
472.10161,0.5555,4.9
472.10314,0.4646,4.01
472.10729,0.5579,4.93
472.10967,3.6731,35.33
472.11777,7.0237,68.04
472.12088,0.5967,5.3
472.12252,0.9712,8.96
472.12493,1.8783,17.81
472.12829,1.3933,13.08
472.12903,0.5749,5.09
472.13062,0.8731,8
472.13303,0.921,8.47
472.13379,0.5604,4.95
472.13616,3.4486,33.14
472.13801,0.7503,6.8
472.13954,0.4532,3.9
472.14424,0.4603,3.97
472.14606,4.4765,43.18
472.15416,8.1461,78.99
472.1573,0.6136,5.47
472.1613,2.0628,19.61
472.16473,0.4872,4.24
472.16941,1.3301,12.46
472.17255,3.2272,30.98
472.17436,0.5681,5.02
472.18067,0.5377,4.73
472.18245,2.125,20.22
472.19054,3.8536,37.1
472.19771,1.1355,10.56
472.2058,1.0111,9.35
472.20891,0.599,5.33
472.22692,0.6365,5.69
472.23999,1.1057,10.27
473.00727,0.5695,5.04
473.03951,0.7798,7.09
473.04367,0.9365,8.62
473.04527,0.7326,6.63
473.0573,0.9125,8.39
473.06395,0.6488,5.81
473.06461,0.8146,7.43
473.07015,2.2384,21.33
473.07256,1.1924,11.12
473.07592,3.9615,38.15
473.08004,0.4677,4.04
473.0814,1.1109,10.32
473.0832,0.9494,8.75
473.0838,0.7448,6.75
473.08562,1.7523,16.58
473.08714,1.2591,11.77
473.09368,8.2309,79.82
473.09687,0.5275,4.63
473.09847,0.5588,4.93
473.10098,0.8051,7.34
473.10339,1.1827,11.02
473.10489,0.4922,4.28
473.10653,4.3471,41.91
473.10893,5.5963,54.11
473.11231,6.3883,61.84
473.11305,0.57,5.04
473.11776,1.4768,13.9
473.11867,0.8909,8.18
473.12017,3.4648,33.3
473.12111,0.7559,6.86
473.122,5.4181,52.37
473.12354,1.0626,9.85
473.13006,16.4466,160.02
473.13143,0.9528,8.78
473.13326,0.8646,7.92
473.13977,2.4006,22.91
473.14132,0.9438,8.69
473.14291,3.5168,33.81
473.14532,11.6859,113.55
473.1487,3.5638,34.27
473.14942,0.8247,7.53
473.15416,0.5484,4.83
473.15506,0.9432,8.69
473.15655,3.9501,38.04
473.15753,1.1231,10.44
473.15838,5.5894,54.04
473.16171,0.5791,5.13
473.16466,0.5051,4.41
473.16645,10.8635,105.52
473.16779,1.2593,11.77
473.17616,1.3279,12.44
473.17931,1.102,10.24
473.18171,11.8874,115.51
473.18509,0.6203,5.53
473.1858,0.5099,4.46
473.19293,1.5893,14.99
473.19392,0.5714,5.06
473.19476,2.0824,19.81
473.20283,2.7825,26.64
473.20417,0.5065,4.42
473.21809,5.795,56.05
473.23368,1.6092,15.19
473.25448,1.3426,12.58
473.2826,0.6936,6.25
473.47516,0.4632,4
473.65918,0.6392,5.72
474.06541,0.6691,6.01
474.0678,0.4851,4.21
474.07118,0.9631,8.88
474.07349,0.5411,4.76
474.07925,0.8102,7.39
474.08896,0.8551,7.83
474.09703,1.7976,17.03
474.10178,1.5477,14.59
474.10419,2.3879,22.79
474.10755,1.5845,14.95
474.10989,1.1153,10.37
474.1123,1.4346,13.48
474.113,0.7561,6.86
474.11544,3.8453,37.01
474.11725,0.6427,5.75
474.11881,0.4903,4.27
474.12351,0.8693,7.96
474.12535,2.319,22.12
474.13342,3.7562,36.14
474.13817,0.9827,9.07
474.14057,4.1545,40.03
474.14394,0.9292,8.55
474.14628,0.8885,8.15
474.14868,2.9925,28.69
474.15182,7.0785,68.57
474.15364,0.7894,7.18
474.15991,1.1871,11.07
474.16173,1.9628,18.64
474.16981,2.5499,24.37
474.17695,3.2971,31.66
474.18506,3.3485,32.17
474.18818,3.183,30.55
474.19811,0.6636,5.96
474.2062,0.9017,8.28
474.21335,1.1775,10.97
474.22145,1.7351,16.42
474.80303,0.5017,4.38
475.02295,0.7753,7.05
475.03894,0.5538,4.89
475.04321,0.6858,6.17
475.0494,1.1484,10.69
475.05181,0.7603,6.9
475.05518,1.7488,16.55
475.0593,0.8026,7.31
475.06088,0.8872,8.14
475.06487,0.5355,4.71
475.06642,0.6543,5.87
475.07293,0.9585,8.84
475.07533,0.7524,6.82
475.07774,0.7449,6.75
475.07961,0.7442,6.74
475.08023,0.4548,3.92
475.08265,0.7873,7.16
475.08579,4.7343,45.69
475.0882,5.7814,55.91
475.08898,0.7229,6.54
475.09157,6.2804,60.78
475.09703,1.604,15.14
475.09944,3.2368,31.07
475.10126,2.5894,24.76
475.1028,1.479,13.92
475.10753,0.6523,5.85
475.10934,4.1202,39.7
475.11069,0.5254,4.61
475.11253,0.5245,4.6
475.11412,1.3733,12.88
475.11659,0.4759,4.12
475.11905,1.7901,16.95
475.12219,6.1386,59.4
475.12459,18.2747,177.86
475.12796,6.6275,64.17
475.12869,0.4719,4.09
475.13341,1.1545,10.75
475.13582,8.7673,85.06
475.13764,4.3963,42.39
475.13921,0.5262,4.62
475.14394,1.1059,10.27
475.14571,4.9648,47.94
475.14707,1.5595,14.7
475.1496,0.537,4.72
475.15046,0.4834,4.2
475.15206,0.464,4.01
475.15514,0.5258,4.61
475.15545,0.8273,7.56
475.15694,0.6202,5.53
475.15856,2.9051,27.84
475.16097,29.6974,289.36
475.16434,2.3033,21.96
475.16503,0.6472,5.8
475.17221,5.9387,57.45
475.17403,2.8295,27.1
475.1803,1.0682,9.91
475.1821,2.1496,20.46
475.18344,1.1737,10.94
475.1884,0.6948,6.26
475.19167,0.8854,8.12
475.19493,0.5728,5.07
475.19735,20.8495,202.99
475.20073,0.5323,4.68
475.20138,0.4736,4.1
475.20859,1.5205,14.32
475.21043,0.6543,5.87
475.21851,0.7095,6.4
475.2235,0.5893,5.23
475.23375,6.2581,60.57
475.27013,0.9663,8.91
475.71579,0.4523,3.89
476.08105,1.1909,11.1
476.08345,1.9289,18.31
476.08423,0.4848,4.21
476.08681,1.3865,13.01
476.08916,1.2015,11.21
476.09156,1.4309,13.45
476.09473,1.9909,18.91
476.1028,0.7361,6.66
476.10462,0.7237,6.54
476.11269,0.9329,8.59
476.11743,1.5201,14.32
476.11983,6.6001,63.9
476.12238,0.4934,4.3
476.1232,1.3148,12.31
476.12554,1.3159,12.32
476.12793,5.0508,48.78
476.13107,8.7851,85.23
476.13445,0.478,4.15
476.13917,2.1563,20.53
476.141,1.4444,13.58
476.14907,0.9722,8.97
476.15381,0.5577,4.92
476.15622,7.8952,76.55
476.15958,0.5391,4.74
476.16192,0.7555,6.85
476.16432,7.8857,76.45
476.16745,8.161,79.14
476.17555,1.624,15.33
476.17737,0.8348,7.63
476.18545,0.6635,5.96
476.19261,4.4695,43.11
476.20071,5.8165,56.26
476.20383,1.5038,14.16
476.21192,0.5103,4.46
476.22899,1.1531,10.74
476.23708,1.8744,17.78
476.85683,0.4883,4.25
477.03104,0.4824,4.19
477.03862,0.4883,4.25
477.0402,0.6066,5.4
477.05461,0.996,9.2
477.05699,1.0149,9.39
477.05887,1.0032,9.27
477.06506,2.5204,24.08
477.06746,3.912,37.67
477.06823,0.6877,6.19
477.07083,2.9953,28.72
477.07479,0.4674,4.04
477.07651,0.7412,6.71
477.07871,1.4569,13.7
477.08049,0.7802,7.1
477.08208,0.6496,5.82
477.08444,0.4646,4.01
477.08863,0.5078,4.44
477.09099,0.5933,5.27
477.09338,2.2174,21.12
477.09582,0.5483,4.83
477.09827,0.984,9.08
477.10145,5.6787,54.91
477.10385,20.9727,204.2
477.10462,0.9627,8.88
477.10722,5.9918,57.97
477.11269,1.0751,9.97
477.11508,10.0426,97.51
477.1169,2.1418,20.39
477.11845,0.9811,9.06
477.12319,1.647,15.56
477.12499,1.1639,10.84
477.12634,1.2498,11.68
477.12976,1.9961,18.96
477.13216,0.6064,5.4
477.13445,2.2338,21.28
477.13783,4.2212,40.68
477.14023,48.1901,469.87
477.14255000000003,1.3306,12.47
477.14301,1.3262,12.42
477.1436,4.0473,38.99
477.14909,0.8186,7.47
477.15146,13.6075,132.3
477.15329,2.4228,23.13
477.15738,0.5246,4.6
477.15958,2.1444,20.41
477.16137,1.0552,9.78
477.16272,1.5261,14.38
477.16525,0.609,5.42
477.16768,0.9747,8.99
477.17083,1.9121,18.14
477.17264,0.454,3.91
477.17421,0.9019,8.28
477.17662,50.971,497.02
477.17997,0.9422,8.68
477.1807,0.4743,4.11
477.18785,4.9199,47.5
477.18967,0.9345,8.6
477.19598,1.0685,9.91
477.19908,0.5083,4.44
477.2016,0.4848,4.21
477.20406,0.7815,7.11
477.21301,23.0112,224.1
477.22054,0.4774,4.14
477.22424,0.8363,7.64
477.24939,5.0125,48.41
477.28578,0.6207,5.54
477.71373,0.7007,6.32
478.05221,0.5118,4.48
478.06032,0.4894,4.26
478.06272,0.7267,6.57
478.06344,0.5452,4.8
478.06844,0.6096,5.43
478.07083,0.9414,8.67
478.07416,0.531,4.66
478.08206,0.4734,4.1
478.08861,0.8608,7.88
478.09672,1.6572,15.66
478.0991,6.8521,66.36
478.09987,0.7804,7.1
478.10243,0.7664,6.96
478.10481,1.392,13.07
478.1072,5.0944,49.21
478.10797,0.5946,5.28
478.11034,5.2393,50.62
478.11843,2.525,24.13
478.12022,0.621,5.54
478.12501,0.4696,4.06
478.12967,0.4853,4.22
478.13308,1.1947,11.14
478.13549,13.1936,128.26
478.13803,0.5367,4.72
478.13879,0.7493,6.79
478.14119,0.9702,8.95
478.14359,12.2685,119.23
478.14672,10.5615,102.57
478.15483,3.4721,33.37
478.1566,0.6416,5.74
478.17187,10.0388,97.47
478.17997,12.969,126.07
478.1831,4.7071,45.43
478.19122,1.1307,10.52
478.19299,0.5302,4.66
478.20825,3.4289,32.95
478.21637,6.6626,64.51
478.24461,0.6466,5.79
478.25274,1.2929,12.1
478.57164,0.6028,5.36
479.03815,0.6001,5.34
479.04432,0.5912,5.25
479.04674,1.5676,14.78
479.05165,0.5375,4.73
479.05408,0.4985,4.35
479.06531,0.5665,5.01
479.07025,0.6023,5.36
479.07264,3.3007,31.7
479.07453,0.6255,5.58
479.08072,2.7141,25.97
479.08311,15.6027,151.78
479.08388,1.3592,12.75
479.08649,2.8786,27.58
479.09042,1.0629,9.85
479.092,0.5282,4.64
479.09435,5.5811,53.96
479.09616,0.7525,6.82
479.0977,0.4774,4.14
479.1017,0.7778,7.07
479.10247,1.7055,16.13
479.10314,1.0006,9.25
479.10429,0.4835,4.2
479.10567,0.4818,4.18
479.10902,4.2008,40.48
479.11056,0.6119,5.45
479.11143,0.6879,6.19
479.11373,1.2547,11.73
479.11544,0.5932,5.27
479.11588,0.5832,5.17
479.11709,3.5396,34.03
479.1195,52.074,507.78
479.12025,0.6052,5.39
479.12286,5.0463,48.74
479.12679,0.5606,4.95
479.12834,0.5877,5.22
479.13074,17.4841,170.14
479.13252,1.0351,9.58
479.1366,0.7592,6.89
479.13884,3.2352,31.06
479.14196,1.4341,13.48
479.14451,0.8811,8.08
479.14541,1.7819,16.87
479.14695,1.5023,14.14
479.14781,1.4072,13.22
479.15008,2.2575,21.52
479.15239,0.5376,4.73
479.15346,1.1938,11.13
479.15589,77.4829,755.8
479.15816,0.4833,4.2
479.15924,1.9528,18.54
479.16561,0.4995,4.35
479.16712,11.4843,111.58
479.16892,0.8652,7.92
479.17113,0.4712,4.08
479.17301,0.6715,6.03
479.17523,2.6646,25.49
479.17836,0.8763,8.03
479.18088,0.9181,8.44
479.18334,1.6628,15.71
479.1842,0.9538,8.79
479.18648,1.1044,10.26
479.18841,1.07,9.92
479.18862,1.0552,9.78
479.18924,1.1148,10.36
479.18979,0.941,8.66
479.19228,53.5513,522.2
479.19466,1.0492,9.72
479.19517,1.0528,9.76
479.20351,2.0291,19.29
479.21161,1.0855,10.08
479.21972,0.9054,8.32
479.22866,16.9499,164.93
479.26504,2.2396,21.34
480.05005,0.464,4.01
480.06787,0.7294,6.6
480.076,0.9387,8.64
480.07837,3.2643,31.34
480.07913,0.6671,5.99
480.08408,0.5311,4.66
480.08648,3.6129,34.75
480.08727,0.5217,4.57
480.08961,1.0535,9.76
480.09772,1.2731,11.91
480.10427,1.0197,9.43
480.11236,1.2771,11.95
480.11475,13.2792,129.1
480.11798,0.6071,5.41
480.12044,0.8549,7.82
480.12286,12.4851,121.35
480.12368,0.6133,5.47
480.12599,7.0121,67.93
480.1341,3.9629,38.16
480.14535,0.5194,4.55
480.14877,0.6228,5.56
480.15114,15.0112,146.01
480.15432,0.5982,5.32
480.15923,19.5085,189.91
480.16237,6.6952,64.83
480.17048,2.5406,24.28
480.17356,0.4799,4.16
480.1794,0.4962,4.32
480.18753,7.9477,77.06
480.19562,13.7532,133.73
480.19875,1.4294,13.43
480.20686,0.5812,5.15
480.2239,1.924,18.26
480.23201,4.5275,43.67
480.26841,0.5554,4.9
480.30956,1.4805,13.93
481.05191,1.7661,16.72
481.06,0.8282,7.56
481.06238,5.8674,56.75
481.06312,0.9449,8.7
481.06731,0.5691,5.03
481.06969,1.1533,10.74
481.07363,0.988,9.12
481.07861,0.706,6.37
481.08099,1.2111,11.3
481.08173,0.9247,8.51
481.08259,0.6282,5.61
481.08829,5.2143,50.38
481.0898,0.4652,4.02
481.0907,0.6282,5.61
481.09223,0.5302,4.65
481.09317,0.5908,5.25
481.09475,0.4946,4.31
481.09635,1.4754,13.88
481.09877,37.3984,364.53
481.09953,1.3079,12.25
481.10212,1.4302,13.44
481.10608,1.6243,15.33
481.10762,0.5442,4.79
481.11,9.9567,96.67
481.11167,0.665,5.97
481.11321,0.5581,4.93
481.11739,1.5435,14.55
481.11811,2.9989,28.75
481.12125,0.5415,4.77
481.12376,1.2671,11.85
481.12468,4.0798,39.3
481.12529,0.525,4.6
481.12621,1.5519,14.63
481.12708,2.4741,23.63
481.12936,1.5303,14.42
481.13157,0.8515,7.79
481.13273,1.0054,9.29
481.13515,79.6905,777.35
481.13841,4.6607,44.97
481.14246,0.4958,4.32
481.14638,14.5103,141.12
481.1481,0.5789,5.13
481.1504,0.7472,6.77
481.1523,0.8106,7.39
481.1538,1.0241,9.48
481.15449,3.5705,34.33
481.15763,1.0937,10.16
481.16013,1.6469,15.56
481.16108,1.2557,11.74
481.1626,2.3307,22.23
481.16347,3.083,29.57
481.16573,1.3599,12.75
481.16784,1.2435,11.62
481.16836,1.304,12.21
481.17153,79.0082,770.69
481.17483,1.207,11.26
481.17532,1.1266,10.48
481.18011,0.5857,5.2
481.18122,0.5084,4.44
481.18277,4.5827,44.21
481.18677,0.8391,7.67
481.18868,0.6303,5.63
481.19087,1.8463,17.5
481.19652,1.115,10.36
481.19897,1.83,17.34
481.19985,1.5238,14.35
481.20462,0.6003,5.34
481.20524,0.4939,4.3
481.20792,33.0429,322.02
481.21135,0.6713,6.03
481.21916,0.7606,6.9
481.22726,0.472,4.09
481.23537,0.6093,5.43
481.2443,6.3319,61.29
481.28065,0.59,5.24
481.31292,0.5179,4.53
481.46146,0.7062,6.37
482.04715,0.5388,4.74
482.05763,0.522,4.58
482.06573,1.2859,12.03
482.07622,0.6182,5.51
482.08353,0.9187,8.45
482.09164,1.3954,13.1
482.09401,6.9058,66.89
482.09476,0.5978,5.31
482.10211,8.744,84.83
482.10524,1.7045,16.12
482.10936,0.6849,6.16
482.11262,0.8335,7.62
482.11335,2.3037,21.97
482.11503,0.4656,4.02
482.11994,0.7366,6.67
482.12073,0.5629,4.97
482.12234,0.5906,5.24
482.12387,0.5154,4.51
482.12711,0.603,5.37
482.12802,1.1198,10.41
482.13039,14.8166,144.11
482.13278,0.601,5.35
482.13357,1.338,12.54
482.1385,19.4759,189.59
482.14163,4.6928,45.29
482.14568,0.5094,4.45
482.14974,3.3186,31.87
482.1569,0.8851,8.12
482.15781,0.544,4.79
482.1587,0.6205,5.54
482.16347,0.6735,6.05
482.16679,11.0272,107.12
482.17489,19.2606,187.49
482.178,2.4767,23.66
482.18019,4.0518,39.03
482.18103,1.4195,13.34
482.18612,1.345,12.61
482.19016,0.4803,4.17
482.19327,0.5052,4.41
482.20317,3.6361,34.97
482.21127,9.054,87.86
482.21432,0.5089,4.45
482.24765,1.8032,17.08
482.92712,0.5429,4.78
483.03118,0.5259,4.61
483.04164,1.0966,10.18
483.04891,0.674,6.06
483.05448,0.4817,4.18
483.05784,0.5752,5.09
483.06025,1.1678,10.88
483.06755,3.011,28.87
483.06996,0.489,4.25
483.07152,0.566,5
483.07245,0.5753,5.09
483.07803,15.5179,150.95
483.07879,0.546,4.81
483.08136,0.5817,5.16
483.08533,1.7011,16.08
483.08926,2.1189,20.16
483.09086,1.1741,10.94
483.09426,0.649,5.82
483.09664,2.7894,26.71
483.09737,1.65,15.59
483.10302,1.0285,9.52
483.10394,4.5938,44.32
483.10546,0.8217,7.5
483.10634,2.5621,24.49
483.10787,1.0471,9.7
483.11112,0.7785,7.08
483.11197,0.5476,4.83
483.11441,56.3964,549.97
483.1167,0.5679,5.02
483.11759,1.368,12.83
483.11836,0.4962,4.32
483.12171,1.5188,14.31
483.12432,1.0336,9.57
483.12564,9.5336,92.54
483.12726,1.5868,14.97
483.12967,1.6818,15.9
483.13153,0.6607,5.93
483.13304,3.0548,29.3
483.13375,3.5155,33.79
483.13423,0.4749,4.12
483.13464,0.5005,4.37
483.13689,0.7774,7.07
483.13939,2.1769,20.73
483.14032,2.0412,19.4
483.14093,0.7492,6.79
483.14185,1.9687,18.7
483.14273,5.4078,52.27
483.14427,0.6193,5.52
483.14498,0.8001,7.29
483.14709,0.9017,8.28
483.14754,1.1122,10.34
483.15079,77.7383,758.3
483.15165,1.2092,11.28
483.15396,1.115,10.36
483.15867,0.5461,4.81
483.15914,0.6484,5.81
483.1605,1.292,12.09
483.16202,6.3806,61.76
483.16364,0.8093,7.38
483.16606,2.4915,23.8
483.1679,0.769,6.99
483.16943,1.3922,13.07
483.17014,2.63,25.15
483.17327,0.6011,5.35
483.17577,2.0716,19.7
483.17728,0.7697,6.99
483.17825,2.4077,22.98
483.17911,4.2582,41.04
483.18387,0.5246,4.6
483.18439,0.5448,4.8
483.18717,44.7863,436.65
483.19038,0.4719,4.09
483.19691,0.6035,5.37
483.19842,1.2822,12
483.20244,1.8034,17.08
483.20653,0.8722,7.99
483.21216,0.9318,8.57
483.21462,0.9565,8.82
483.2155,1.3641,12.79
483.22356,11.4292,111.04
483.23884,0.658,5.9
483.25994,1.4126,13.27
484.06278,0.6102,5.44
484.07093,0.7754,7.05
484.07329,1.4476,13.61
484.08137,3.6326,34.94
484.08617,0.5237,4.59
484.08867,0.6013,5.35
484.0919,1.3265,12.43
484.09259,0.515,4.51
484.09736,0.5705,5.05
484.09918,0.6366,5.69
484.09994,0.6669,5.99
484.10312,0.5797,5.14
484.10729,1.2836,12.01
484.10966,8.6275,83.69
484.11283,0.7735,7.03
484.11776,13.1016,127.37
484.12089,1.4599,13.73
