m/z,I,S/N
488.22901,0.9009,8.03
488.23709,1.4129,12.91
488.30903,7.9563,75.24
489.03863,0.6807,5.93
489.0402,0.5456,4.65
489.05218,0.6957,6.07
489.05458,0.534,4.53
489.05891,0.5418,4.61
489.06507,1.32,12.02
489.06747,2.3572,21.9
489.07085,3.7181,34.87
489.07495,0.5583,4.77
489.07653,0.6901,6.02
489.0787,0.743,6.53
489.08052,1.2223,11.09
489.08209,0.85,7.54
489.0886,4.4709,42.04
489.09338,0.8017,7.08
489.09591,0.5351,4.54
489.09832,1.3004,11.84
489.10145,3.7735,35.39
489.10386,8.1252,76.85
489.10723,8.5336,80.74
489.11269,0.9647,8.64
489.11357,1.0175,9.14
489.1151,3.9828,37.39
489.116,0.5078,4.29
489.11692,4.1833,39.3
489.11846,1.3362,12.18
489.12319,0.6681,5.81
489.12498,13.1359,124.58
489.12634,0.8745,7.78
489.12812,0.7227,6.33
489.12977,0.6926,6.05
489.13469,2.8199,26.31
489.13624,0.7932,7
489.13784,3.6107,33.84
489.14025,17.7458,168.5
489.14361,7.2981,68.97
489.14434,0.7104,6.22
489.14998,1.1127,10.05
489.15147,6.497,61.34
489.15242,0.8098,7.16
489.1533,6.742,63.67
489.15486,0.6236,5.39
489.15958,0.8897,7.92
489.16137,12.0735,114.46
489.16273,1.4411,13.18
489.17106,2.3545,21.88
489.1726,0.5665,4.84
489.17423,1.4741,13.49
489.17662,24.4543,232.41
489.17821,1.0793,9.73
489.17897,1.4509,13.27
489.18,2.74,25.55
489.18064,1.0771,9.71
489.18634,0.5775,4.95
489.18786,3.4547,32.36
489.18969,3.6677,34.39
489.19601,0.7003,6.12
489.19776,4.2981,40.39
489.19913,0.5086,4.29
489.20748,0.865,7.69
489.21301,15.7411,149.4
489.22425,0.7588,6.68
489.22608,0.7638,6.72
489.23412,0.569,4.87
489.24941,5.1817,48.81
489.28579,0.94,8.4
489.30271,9.797,92.78
489.31238,1.0554,9.5
490.06031,0.6326,5.47
490.06612,0.7221,6.33
490.07418,0.9454,8.45
490.08389,0.592,5.09
490.09196,0.9519,8.52
490.09669,1.1393,10.3
490.09912,2.8651,26.74
490.10247,2.0969,19.42
490.10481,0.8577,7.62
490.10721,2.0389,18.87
490.11039,3.2094,30.02
490.11217,0.6943,6.06
490.11845,1.0499,9.45
490.12024,1.8507,17.08
490.12834,3.0371,28.38
490.12994,0.5696,4.87
490.1331,0.9022,8.04
490.13549,6.6888,63.17
490.13805,0.8351,7.4
490.13887,1.524,13.97
490.14117,0.8332,7.38
490.1436,5.2503,49.46
490.14673,7.4402,70.33
490.14852,0.6619,5.75
490.15483,1.5422,14.14
490.15664,2.6784,24.96
490.16473,2.6166,24.37
490.16783,0.5532,4.72
490.17188,6.341,59.85
490.17444,0.8362,7.41
490.17998,6.5193,61.55
490.18312,4.5016,42.33
490.19123,0.9026,8.05
490.19302,1.3214,12.04
490.20111000000003,1.1404,10.31
490.20826,3.1823,29.76
490.21637,4.4763,42.09
490.21948,0.8504,7.55
490.2446,0.8737,7.77
490.25275,1.4862,13.61
490.30607,2.6017,24.23
490.80227,0.9835,8.82
491.04433,0.6825,5.95
491.04675,1.2173,11.04
491.05011,0.9633,8.62
491.05165,0.5239,4.44
491.05423,0.5019,4.23
491.07265,0.8444,7.49
491.07452,0.7559,6.65
491.07753,0.5888,5.06
491.08071,3.0003,28.03
491.08313,7.3026,69.02
491.08649,6.038,56.97
491.09436,2.7001,25.17
491.09617,2.0807,19.27
491.0977,0.9187,8.2
491.10246,0.7922,6.99
491.10302,0.584,5.01
491.10425,2.5376,23.62
491.10568,0.6643,5.78
491.10902,1.5856,14.55
491.11148,0.6219,5.37
491.11394,1.4711,13.46
491.1171,4.52,42.51
491.11951,23.8376,226.53
491.12287,8.7709,83
491.12837,0.6361,5.51
491.13075,9.8038,92.84
491.13162,0.5152,4.36
491.13257,3.9798,37.36
491.1341,0.6108,5.27
491.13884,1.3559,12.36
491.14064,4.6279,43.53
491.142,1.4123000000000001,12.9
491.14453,0.7109,6.22
491.14541,1.089,9.82
491.14694,0.6129,5.29
491.14783,0.9244,8.25
491.15026,2.5216,23.47
491.15349,3.0138,28.16
491.15589,40.9483,389.54
491.15707,0.4982,4.19
491.15926,3.9278,36.86
491.16712,8.5438,80.84
491.16896,3.9287,36.87
491.17524,1.6143,14.83
491.17702,2.7994,26.12
491.17836,1.1567,10.47
491.18183,0.4966,4.18
491.18331,0.7326,6.43
491.18419,0.5391,4.58
491.19228,37.6523,358.14
491.19566,0.6877,6
491.19643,0.5387,4.58
491.20351,2.1223,19.67
491.20533,1.5085,13.82
491.21161,1.1364,10.27
491.2134,0.7958,7.03
491.21973,0.8181,7.24
491.22867,17.2832,164.09
491.23985,0.6074,5.23
491.24971,0.554,4.73
491.26505,3.9108,36.7
491.30141,0.4962,4.17
491.3094,0.6659,5.79
491.31871,0.5369,4.56
491.32736,0.5771,4.95
491.33513,0.5941,5.11
491.33844,0.4991,4.2
491.33901,0.6078,5.24
491.35874,0.5442,4.63
491.37758,0.5488,4.68
491.38197,0.545,4.64
491.38718,0.6048,5.21
491.39532,0.5101,4.31
491.40352,0.5192,4.39
491.405,0.5105,4.31
491.42155,0.5462,4.65
491.46222,0.5349,4.54
492.07598,0.7976,7.05
492.07838,1.7162,15.8
492.08173,0.7436,6.53
492.08406,0.8461,7.51
492.08647,1.8224,16.81
492.08973,1.5076,13.81
492.09771,0.796,7.03
492.10759,0.5526,4.71
492.11235,1.1656,10.55
492.11475,7.6162,72
492.11813,1.3906,12.7
492.12043,1.0912,9.84
492.12287,5.7168,53.91
492.12601,6.2619,59.1
492.12782,0.5508,4.69
492.13409,2.1899,20.31
492.13591,1.307,11.9
492.144,1.2526,11.38
492.15114,10.8617,102.92
492.15368,0.598,5.14
492.15446,0.8758,7.79
492.15685,0.9588,8.58
492.15925,11.3163,107.25
492.16238,7.8088,73.84
492.17047,2.3003,21.36
492.1723,1.3442,12.25
492.18038,0.7769,6.85
492.18753,6.9219,65.39
492.19002,0.5537,4.72
492.19563,11.0167,104.4
492.19875,2.6183,24.39
492.20686,0.5868,5.04
492.22392,2.3868,22.18
492.23202,4.9582,46.68
492.26841,1.219,11.06
493.04951,0.6801,5.93
493.05195,0.784,6.92
493.05381,0.5636,4.82
493.05998,1.2953,11.79
493.06238,4.8232,45.4
493.06575,1.5101,13.83
493.07363,1.0416,9.37
493.08099,0.6443,5.59
493.08588,0.552,4.71
493.0883,2.0343,18.83
493.0899,0.5004,4.21
493.09076,0.7305,6.41
493.09323,0.8688,7.72
493.09637,3.326,31.13
493.09876,22.1235,210.2
493.09952,0.7099,6.21
493.10213,5.6419,53.19
493.10606,0.5813,4.99
493.10763,0.5172,4.37
493.11,8.1967,77.53
493.1118,1.8331,16.91
493.1174,0.6989,6.11
493.1181,1.7355,15.98
493.11871,0.7073,6.19
493.11991,1.0539,9.49
493.12129,0.8099,7.16
493.12376,0.5935,5.1
493.12468,2.3435,21.77
493.12623,0.5459,4.65
493.12709,1.1227,10.14
493.12942,1.5617,14.32
493.13275,3.2537,30.44
493.13515,54.1581,515.38
493.13596,0.6176,5.33
493.13645,0.5644,4.82
493.13852,5.1658,48.66
493.14638,13.4078,127.18
493.14821,2.5264,23.51
493.15224,0.5785,4.96
493.15378,0.5302,4.5
493.15449,2.9311,27.37
493.15629,1.4044,12.83
493.15762,1.2457,11.31
493.16013,1.5401,14.12
493.16105,1.0035,9.01
493.16259,1.2036,10.91
493.16347,1.5915,14.61
493.16576,1.8575,17.14
493.16756,0.7465,6.56
493.16913,0.7219,6.32
493.17154,67.4478,641.98
493.17298,0.5909,5.08
493.17489,1.368,12.48
493.18277,6.8308,64.52
493.18459,1.5386,14.1
493.18864,0.68,5.93
493.19088,1.7441,16.06
493.19265,0.606,5.22
493.19401,0.5538,4.72
493.1965,1.1328,10.24
493.19898,1.2355,11.22
493.19986,0.76,6.69
493.20213,0.6347,5.49
493.20241,0.5091,4.3
493.20793,42.8083,407.25
493.20941,0.5502,4.69
493.20999,0.8585,7.63
493.21042,0.8341,7.39
493.21082,0.7951,7.02
493.21915,1.2316,11.18
493.22727,0.7482,6.57
493.23535,0.6713,5.84
493.24432,12.0847,114.57
493.28069,1.9828,18.34
494.06574,1.0455,9.41
494.09164,0.9734,8.72
494.09401,5.8276,54.96
494.09738,0.6207,5.36
494.09972,0.805,7.12
494.10212,5.4943,51.79
494.1029,0.5123,4.33
494.10528,2.5016,23.28
494.11336,1.7962,16.56
494.11994,0.5905,5.07
494.12232,0.5551,4.74
494.12802,0.9276,8.28
494.1304,14.8237,140.66
494.13369,0.7361,6.46
494.13611,0.7311,6.41
494.13851,14.1136,133.9
494.14164,7.3418,69.39
494.14974,3.3554,31.41
494.15153,0.8372,7.42
494.15283,0.5022,4.23
494.16679,13.3166,126.31
494.16996,0.5102,4.31
494.1749,16.8531,160
494.17803,4.5402,42.7
494.18612,1.6745,15.4
494.18794,0.775,6.83
494.20318,5.7591,54.31
494.21127,11.8173,112.02
494.21434,0.7118,6.23
494.23956,1.2402,11.26
494.24766,3.6903,34.6
495.03922,0.5757,4.93
495.04163,1.508,13.81
495.06022,0.5391,4.58
495.06756,1.7456,16.08
495.07249,0.5837,5.01
495.07564,1.3249,12.07
495.07803,14.1137,133.9
495.07878,0.7262,6.37
495.08141,1.6142,14.82
495.08534,0.8501,7.55
495.08927,2.6594,24.78
495.09103,0.592,5.09
495.09665,1.3893,12.68
495.09738,1.1967,10.85
495.10302,0.7595,6.68
495.10394,3.5519,33.28
495.10546,0.6442,5.58
495.10635,1.4431,13.2
495.11201,1.8034,16.63
495.11442,47.2749,449.81
495.11519,0.6411,5.55
495.11777,3.3337,31.21
495.12174,0.9575,8.57
495.12565,13.9407,132.25
495.12743,1.0953,9.88
495.12968,0.5237,4.44
495.13152,0.5316,4.51
495.13303,1.4101,12.88
495.13377,2.9998,28.02
495.13689,0.8197,7.26
495.13872,0.9384,8.39
495.1394,1.9512,18.04
495.14033,2.499,23.25
495.14187,1.1534,10.44
495.14274,2.5439,23.68
495.14501,1.9429,17.96
495.14838,0.7873,6.95
495.1508,85.4501,813.47
495.15166,1.0491,9.44
495.15215,0.9963,8.94
495.15299,0.708,6.19
495.15412,2.0853,19.31
495.15967,0.5728,4.9
495.16048,1.0778,9.72
495.162,11.2138,106.27
495.16378,1.3755,12.55
495.16601000000003,0.9107,8.12
495.16784,0.5505,4.69
495.16939,0.7092,6.2
495.1701,3.1802,29.74
495.17187,0.5471,4.66
495.17323,1.1804,10.69
495.17514,0.9255,8.26
495.17574,2.177,20.19
495.17669,0.7785,6.86
495.17821,1.6546,15.21
495.17909,2.8403,26.51
495.18134,0.8129,7.19
495.18318,0.5308,4.5
495.18719,69.8452,664.82
495.18863,1.2911,11.75
495.18893,1.264,11.49
495.18965,1.4408,13.17
495.19841,3.0609,28.61
495.20027,0.5028,4.24
495.20245,0.6852,5.97
495.20654,1.4788,13.54
495.21215,1.1336,10.25
495.21462,1.6228,14.91
495.21551,1.2124,11
495.22356,29.2001,277.62
495.22504,0.7065,6.18
495.2267,1.1841,10.73
495.22719,1.1011,9.94
495.25996,5.4154,51.04
495.29634,0.6518,5.66
496.07094,0.5494,4.68
496.07328,1.9695,18.21
496.08139,2.9753,27.79
496.08454,0.7,6.12
496.09187,0.8552,7.59
496.09264,0.7928,7
496.09918,0.6328,5.48
496.1073,0.943,8.43
496.10966,11.9478,113.27
496.11293,0.5327,4.52
496.11538,0.5855,5.03
496.11776,11.7997,111.86
496.1209,3.5333,33.11
496.1283,0.725,6.35
496.129,3.1097,29.07
496.13623,0.657,5.71
496.13795,0.586,5.03
496.13956,0.5133,4.34
496.14369,0.7776,6.86
496.14604,16.6706,158.26
496.14925,0.7429,6.52
496.15416,21.3088,202.44
496.155,0.5737,4.91
496.15728,4.6767,44
496.1654,2.99,27.93
496.16715,0.7423,6.52
496.17257,0.8854,7.88
496.17912,0.5589,4.77
496.18244,10.6295,100.71
496.19054,19.0163,180.6
496.19367,1.9449,17.98
496.20176,0.7034,6.15
496.21882,2.9665,27.71
496.22692,7.3636,69.6
496.25517,0.5639,4.82
496.26331,1.6444,15.11
497.04681,0.7407,6.5
497.05729,4.1899,39.36
497.0646,0.7732,6.81
497.0759,1.3926,12.71
497.0832,2.8607,26.7
497.08562,0.9733,8.72
497.08712,0.6064,5.22
497.08806,0.5293,4.49
497.09128,0.6169,5.32
497.09367,30.1668,286.83
497.09442,0.591,5.08
497.09704,1.2921,11.76
497.10098,1.2859,11.7
497.10491,5.5703,52.51
497.10659,0.7592,6.68
497.10895,0.9842,8.82
497.11229,3.2119,30.04
497.11303,2.5372,23.62
497.11622,0.4913,4.13
497.11865,1.4038,12.82
497.11959,3.2327,30.24
497.12112,1.4364,13.13
497.122,3.3908,31.75
497.12355,0.7731,6.81
497.1243,0.7584,6.67
497.13005,72.7169,692.17
497.13095,1.0887,9.82
497.13142,1.3015,11.85
497.13227,0.7391,6.49
497.13336,1.4531,13.29
497.13737,0.9758,8.74
497.13915,0.5755,4.93
497.13976,1.1332,10.24
497.14129,11.7558,111.44
497.14297,1.0107,9.08
497.14533,1.8968,17.52
497.14719,0.6099,5.26
497.14869,2.2931,21.29
497.1494,3.9048,36.65
497.15256,0.8931,7.96
497.1544,0.8501,7.55
497.15502,2.4309,22.61
497.15597,1.4544,13.3
497.1575,2.4002,22.31
497.15838,5.8402,55.08
497.16065,1.1292,10.2
497.1628,1.8851,17.41
497.16645,80.8071,769.24
497.16732,7.7873,73.63
497.16787,0.539,4.58
497.1687,1.0187,9.15
497.16963,1.0278,9.24
497.17615,1.4558,13.32
497.17767,5.0826,47.87
497.1794,0.5,4.21
497.18171,2.1337,19.77
497.18357,0.6131,5.29
497.18508,0.8696,7.73
497.18578,2.3434,21.77
497.19086,0.8321,7.37
497.19142,2.0793,19.26
497.19389,2.1234,19.68
497.19477,4.3769,41.14
497.19959,0.5769,4.94
497.20283,45.4451,432.37
497.20522,0.5323,4.52
497.20607,0.6652,5.78
497.21253,0.9309,8.32
497.21405,0.8342,7.39
497.21808,1.3122,11.95
497.22217,0.752,6.61
497.22782,0.7548,6.64
497.23024,0.9963,8.94
497.23115,1.0739,9.68
497.23922,12.0203,113.96
497.25445,0.5938,5.1
497.27559,1.2856,11.69
498.06064,0.856,7.6
498.07116,0.6262,5.41
498.07842,0.6951,6.07
498.08656,0.8606,7.65
498.08893,4.1179,38.68
498.09702,6.625,62.56
498.10016,0.7965,7.04
498.10177,0.5757,4.93
498.1042,0.5057,4.27
498.10754,1.2588,11.44
498.10827,1.1261,10.18
498.11549,0.8532,7.57
498.11642,0.4943,4.16
498.11726,0.6201,5.35
498.11881,0.7385,6.48
498.122,0.5159,4.36
498.12293,0.9705,8.69
498.12531,14.1072,133.84
498.12848,0.9414,8.42
498.13341,17.1667,162.98
498.13653,2.384,22.16
498.13818,0.5821,4.99
498.14058,1.0444,9.4
498.14394,0.8708,7.74
498.14465,2.807,26.19
498.14631,0.5274,4.47
498.14865,0.5226,4.43
498.15183,1.5314,14.04
498.15278,0.5688,4.87
498.15361,1.1628,10.52
498.15839,0.5508,4.69
498.1617,12.8678,122.03
498.16491,0.7461,6.56
498.1698,21.2706,202.08
498.17067,2.8796,26.88
498.17291,1.7107,15.74
498.17696,0.8241,7.3
498.18104,1.2423,11.28
498.18504,0.6629,5.76
498.1882,1.4186,12.96
498.19001,0.5415,4.61
498.19474,0.6186,5.34
498.19809,5.3682,50.59
498.20619,11.4618,108.64
498.20929,0.7773,6.85
498.21331,0.6964,6.08
498.23446,1.1599,10.5
498.24258,3.0903,28.89
499.03654,0.817,7.23
499.05185,0.7956,7.03
499.05518,0.8395,7.45
499.06245,1.3355,12.17
499.07293,9.439,89.37
499.08024,0.9956,8.93
499.08416,0.8777,7.81
499.08581,1.1373,10.28
499.08818,1.1358,10.27
499.08915,0.5935,5.1
499.09156,3.6876,34.58
499.09227,1.0447,9.4
499.09712,0.7377,6.47
499.0979,0.7713,6.79
499.09884,2.6601,24.79
499.10039,0.7518,6.61
499.10125,2.5068,23.33
499.1028,1.5317,14.04
499.10932,41.7493,397.17
499.11066,0.8458,7.5
499.11254,0.9126,8.14
499.11663,1.2013,10.89
499.11903,1.3099,11.93
499.12055,5.4092,50.98
499.12218,1.6279,14.96
499.12458,2.7734,25.87
499.12794,5.6879,53.63
499.12866,3.0396,28.4
499.13431,2.1429,19.86
499.13523,1.9795,18.3
499.13583,1.364,12.44
499.13676,2.0581,19.05
499.13764,6.5218,61.58
499.13919,1.2009,10.89
499.13995,0.5012,4.22
499.14225,0.6578,5.71
499.1457,68.6876,653.79
499.1471,1.3767,12.56
499.14799,0.6059,5.22
499.14889,1.1625,10.52
499.15541,2.2973,21.33
499.15694,5.1661,48.66
499.15857,1.3096,11.92
499.16096,4.5363,42.66
499.16306,1.0211,9.17
499.16433,3.0704,28.7
499.16504,2.5605,23.84
499.17001,0.9158,8.17
499.17069,2.6192,24.4
499.17219,1.1929,10.81
499.17315,2.4879,23.15
499.17403,7.7684,73.45
499.17835,0.8436,7.48
499.18209,51.1027,486.27
499.18341,0.9474,8.47
499.19178,1.7454,16.07
499.19333,1.501,13.75
499.19496,0.5188,4.39
499.19734,4.8808,45.94
499.20071,0.7654,6.74
499.20142,1.1343,10.25
499.20705,1.254,11.39
499.20857,0.5306,4.5
499.20955,1.3342,12.16
499.21041,3.3894,31.74
499.21848,16.3858,155.54
499.23372,2.3738,22.06
499.24679,0.7197,6.3
499.25485,2.4159,22.46
499.27009,0.8312,7.37
500.06821,0.6992,6.11
500.07629,2.1993,20.4
500.08104,0.5333,4.53
500.08347,0.5535,4.72
500.0868,1.1839,10.73
500.09483,0.7797,6.87
500.10219,0.7523,6.61
500.10457,5.6273,53.06
500.11268,9.1722,86.83
500.11577,0.8743,7.78
500.11743,0.6886,6.01
500.11983,1.3306,12.12
500.12321,1.9241,17.78
500.12391,0.9898,8.88
500.12551,0.6853,5.98
500.12793,0.7832,6.91
500.12869,0.5049,4.26
500.12957,0.5691,4.87
500.13109,2.3966,22.28
500.13287,0.9988,8.96
500.13443,0.8017,7.08
500.13768,0.6267,5.42
500.13856,0.6519,5.66
500.14095,9.5467,90.39
500.14412,0.7557,6.65
500.14906,15.4105,146.25
500.15217,1.3522,12.33
500.1538,0.658,5.72
500.15621,1.7535,16.15
500.15956,0.9465,8.46
500.16028,1.2136,11.01
500.16432,1.4923,13.66
500.16745,3.5066,32.85
500.16924,0.8275,7.33
500.17402,0.6666,5.8
500.17734,6.1795,58.32
500.18543,12.5241,118.76
500.18854,0.726,6.36
500.19259,1.6038,14.73
500.19516,0.5137,4.34
500.19669,0.5851,5.02
500.2007,1.3563,12.37
500.20381,1.2754,11.6
500.21374,2.022,18.71
500.22182,4.5776,43.06
500.22898,0.8627,7.67
500.23708,0.8435,7.48
500.25822,0.7123,6.23
501.03858,0.6015,5.18
501.05219,1.3064,11.89
501.0595,0.618,5.33
501.06503,0.9336,8.34
501.06747,1.4776,13.52
501.07083,2.7418,25.57
501.07649,0.7248,6.35
501.07808,1.3106,11.93
501.0805,1.5287,14.01
501.08204,1.0534,9.48
501.08858,12.394,117.52
501.09529,0.555,4.73
501.0959,0.7696,6.78
501.09827,0.8358,7.41
501.09981,0.8763,7.8
501.10143,2.3033,21.39
501.10383,3.6971,34.67
501.1072,6.9568,65.72
501.10792,1.1865,10.75
501.11268,0.8498,7.54
501.11356,1.3031,11.86
501.11447,1.4242,13.01
501.11508,1.9794,18.3
501.11602,0.978,8.76
501.1169,5.009,47.17
501.11844,1.6292,14.97
501.12496,32.8278,312.18
501.12813,1.007,9.04
501.13224,0.5432,4.62
501.13465,2.5095,23.35
501.1362,2.7003,25.17
501.13781,2.5764,23.99
501.14022,8.4685,80.12
501.14358,7.1026,67.11
501.14431,2.3839,22.16
501.14995,1.6554,15.22
501.15086,0.5617,4.8
501.15145,2.8068,26.19
501.15241,1.4968,13.71
501.15328,8.095,76.56
501.16134,37.4797,356.49
501.16269,1.4237,13.01
501.16453,1.6253,14.93
501.16517,1.2437,11.3
501.17104,2.6059,24.27
501.17258,1.7652,16.26
501.17421,1.558,14.29
501.17661,12.0053,113.81
501.17997,2.8953,27.03
501.1807,1.1605,10.5
501.18633,1.452,13.28
501.18784,1.9616,18.13
501.1888,1.3771,12.57
501.18966,6.0607,57.18
501.19341,0.535,4.54
501.19773,17.1033,162.38
501.19907,0.8956,7.98
501.20089,0.5141,4.34
501.20743,1.3557,12.36
501.21059,0.5485,4.67
501.21298,9.0128,85.31
501.21637,0.5533,4.72
501.21706,0.6183,5.34
501.2227,0.64,5.54
501.22606,1.8683,17.25
501.2341,3.5752,33.51
501.24937,3.5517,33.28
501.28575,0.8146,7.21
501.31388,0.95,8.5
502.06606,0.7223,6.33
502.08383,0.7561,6.65
502.09194,2.3189,21.54
502.0967,0.8404,7.45
502.09908,1.8852,17.41
502.10244,1.8906,17.46
502.10718,0.8362,7.41
502.11037,1.9217,17.75
502.11213,0.6789,5.91
502.12022,4.3603,40.98
502.12831,7.6898,72.7
502.13307,1.0173,9.14
502.13547,3.2918,30.81
502.13803,0.6024,5.19
502.13884,2.019,18.68
502.14117,0.9002,8.02
502.14357,2.033,18.81
502.14672,5.7383,54.11
502.14852,1.1219,10.13
502.1548,0.7835,6.91
502.1566,5.2565,49.52
502.1647,9.2033,87.12
502.16782,0.5883,5.05
502.17184,3.6752,34.46
502.17441,0.5505,4.69
502.17523,0.5494,4.68
502.17995,3.3813,31.66
502.18309,4.2632,40.06
502.1849,0.7767,6.85
502.18968,0.5418,4.61
502.19118,0.5223,4.42
502.193,2.6768,24.95
502.20108,4.3677,41.06
502.20824,2.1058,19.51
502.21633,2.8147,26.26
502.21945,1.0469,9.42
502.22939,0.8205,7.26
502.23748,0.9078,8.1
502.24458,0.6377,5.52
502.25272,0.9814,8.8
503.04433,0.5223,4.42
503.0467,0.8681,7.72
503.05007,1.1747,10.64
503.05423,0.5027,4.24
503.05577,0.6596,5.73
503.05975,0.5001,4.21
503.06781,1.8137,16.72
503.07018,0.825,7.31
503.07449,0.6346,5.49
503.07752,0.6752,5.88
503.08069,2.1081,19.53
503.08309,3.8875,36.48
503.08646,5.8724,55.39
503.09196,1.2352,11.21
503.09277,0.6272,5.42
503.09376,0.6071,5.23
503.09431,1.3288,12.11
503.09614,2.2668,21.04
503.09769,1.297,11.8
503.10422,9.6264,91.15
503.10577,0.7407,6.5
503.10901,0.7446,6.54
503.11391,1.8257,16.84
503.11544,0.9025,8.05
503.11707,4.5565,42.85
503.11947,11.1562,105.72
503.12284,9.9305,94.05
503.12358,0.8974,8
503.12832,0.8336,7.39
503.1292,1.1284,10.2
503.13072,5.1697,48.7
503.13167,0.5271,4.47
503.13254,5.8517,55.19
503.13409,1.3619,12.42
503.1388,0.8588,7.63
503.1406,17.9823,170.75
503.14196,1.3553,12.36
503.15029,3.1619,29.57
503.15186,1.1093,10.02
503.15345,3.2527,30.43
503.15586,20.2945,192.78
503.15924,6.1088,57.64
503.15993,1.0485,9.44
503.16559,1.4921,13.66
503.16709,6.1324,57.87
503.16805,1.0842,9.78
503.16891,6.9247,65.41
503.1752,1.1199,10.12
503.17699,11.5175,109.17
503.17834,1.6068,14.75
503.18016,0.4982,4.19
503.1842,0.5215,4.42
503.18666,2.2709,21.08
503.18987,0.9698,8.69
503.19224,23.5698,223.98
503.19561,1.3067,11.9
503.20199,0.54,4.59
503.20348,2.0094,18.59
503.20444,0.5466,4.65
503.20531,3.1568,29.52
503.21159,0.72,6.31
503.21338,3.7634,35.3
503.21471,0.5542,4.73
503.22309,0.7846,6.92
503.22862,13.0734,123.99
503.24168,0.7023,6.14
503.26502,3.7176,34.86
503.30142,0.5594,4.78
503.58483,0.7026,6.14
504.07598,0.758,6.67
504.07837,1.1079,10
504.08174,1.2241,11.11
504.08407,0.5851,5.02
504.08648,0.8239,7.3
504.08981,1.583,14.53
504.0914,0.5025,4.23
504.09952,0.7837,6.91
504.10761,2.1172,19.62
504.11235,1.1991,10.87
504.11476,4.1008,38.51
504.11812,2.2807,21.17
504.12044,1.2897,11.73
504.12287,2.9018,27.09
504.12603,5.1815,48.81
504.12781,0.6142,5.3
504.1341,1.2538,11.39
504.13591,2.728,25.44
504.144,3.9421,37
504.14555,0.556,4.74
504.14872,0.9384,8.39
504.15115,6.9216,65.39
504.15368,0.9416,8.42
504.15449,1.2012,10.89
504.15685,0.9434,8.43
504.15925,5.7116,53.86
504.16238,7.7151,72.94
504.16419,0.5895,5.06
504.17048,1.5811,14.51
504.17229,2.7469,25.62
504.18038,2.9513,27.56
504.18753,5.6404,53.18
504.1901,0.6813,5.94
504.19327,0.7614,6.7
504.19563,6.3342,59.79
504.19877,3.0065,28.09
504.2069,0.5249,4.45
504.20869,1.0318,9.28
504.21676,0.8916,7.94
504.22391,2.117,19.62
504.23203,3.511,32.89
504.26028,0.5882,5.05
504.2684,1.1428,10.33
504.81793,1.406,12.84
505.04952,0.5216,4.42
505.05377,0.5711,4.89
505.05998,1.373,12.53
505.06238,2.9853,27.89
505.06325,0.5259,4.46
505.06576,2.3355,21.7
505.06732,0.5089,4.3
505.07362,0.5222,4.42
505.07542,0.9621,8.61
505.077,0.7119,6.23
505.08352,1.4514,13.27
505.08589,0.6215,5.37
505.08829,0.9861,8.84
505.09019,0.5049,4.26
505.09073,0.5652,4.83
505.09322,0.9152,8.17
505.09636,3.8401,36.03
505.09877,10.5375,99.83
505.10214,7.8353,74.09
505.10762,0.7498,6.59
505.11,5.1442,48.45
505.11181,2.6347,24.55
505.11337,1.0376,9.33
505.11812,1.0025,9
505.11989,4.7064,44.28
505.12131,0.9863,8.84
505.12468,1.7226,15.86
505.12713,0.7745,6.83
505.12959,2.3778,22.1
505.13112,0.5197,4.4
505.13274,4.5398,42.7
505.13516,28.5551,271.47
505.13853,7.8434,74.17
505.14396,0.5485,4.67
505.14486,0.6679,5.81
505.14639,10.5148,99.62
505.14727,0.5164,4.37
505.14822,4.7732,44.92
505.15215,0.5353,4.55
505.1545,1.7606,16.22
505.15628,5.8302,54.99
505.15764,1.6599,15.26
505.16016,0.5021,4.23
505.16106,0.8111,7.17
505.1626,0.7076,6.19
505.16348,0.7427,6.52
505.16596,2.7407,25.56
505.16753,0.581,4.98
505.16914,2.1802,20.22
505.17154,42.5944,405.22
505.17492,2.7818,25.95
505.18125,0.5273,4.47
505.18278,6.4648,61.03
505.1846,3.6407,34.13
505.19088,1.6883,15.53
505.19267,2.6291,24.49
505.194,0.7976,7.05
505.199,0.9137,8.15
505.19983,0.5668,4.85
505.20235,1.0987,9.91
505.20391,0.539,4.58
505.20792,33.1439,315.19
505.21915,1.5704,14.41
505.22097,1.1295,10.21
505.22728,0.7864,6.94
505.23538,0.5574,4.76
505.24431,12.3483,117.08
505.28069,2.7246,25.4
505.5819,0.9502,8.5
505.5828,0.6774,5.9
505.8175,0.5862,5.03
506.06332,0.5091,4.3
506.06576,0.6229,5.38
506.06907,0.6721,5.85
506.07064,0.5689,4.87
506.09163,0.9219,8.23
506.09402,3.4758,32.56
506.09739,1.4521,13.28
506.09974,1.0675,9.62
506.10213,2.7795,25.93
506.10535,2.5868,24.09
506.11334,1.2474,11.33
506.11518,0.7191,6.3
506.11995,0.5336,4.53
506.12323,0.913,8.14
506.12801,1.3878,12.67
506.1304,9.1402,86.52
506.13292,0.5244,4.44
506.13378,1.346,12.27
506.13609,1.0573,9.52
506.13851,7.3212,69.19
506.14165,8.1176,76.78
506.14344,0.528,4.48
506.14974,2.3621,21.95
506.15155,1.8872,17.43
506.15964,1.3591,12.39
506.16439,0.5136,4.34
506.16678,10.4887,99.37
506.16931,0.5616,4.8
506.1701,0.5918,5.09
506.17252,0.527,4.47
