m/z,I,S/N
559.1765,2.6354,29.09
559.17809,0.8173,8.65
559.17968,2.8366,31.35
559.18209,15.4276,172.89
559.18546,4.2356,47.07
559.18621,0.8621,9.15
559.18926,0.4846,4.91
559.19183,0.7979,8.43
559.19332,3.7643,41.78
559.19426,0.9473,10.11
559.19516,5.5121,61.42
559.20146,0.6863,7.18
559.20322,8.8618,99.08
559.20456,1.7706,19.36
559.21292,1.6,17.45
559.21446,0.42,4.18
559.21608,1.0696,11.48
559.21847,13.2907,148.87
559.22185,1.2223,13.2
559.22260000000006,0.527,5.38
559.22971,1.4806,16.1
559.23154,2.4393,26.88
559.23961,2.6233,28.95
559.24096,0.4183,4.16
559.24928,0.5803,5.98
559.25486,5.5399,61.74
559.26791,0.5949,6.15
559.276,0.4896,4.96
559.29125,0.7985,8.44
560.07155,0.4735,4.78
560.07965,0.4144,4.12
560.08935,0.413,4.1
560.09743,0.8334,8.83
560.10218,0.9651,10.31
560.1046,1.5755,17.17
560.10531,0.5355,5.48
560.10795,1.7168,18.76
560.11028,0.8021,8.48
560.1127,0.9908,10.6
560.11354,0.4244,4.23
560.11592,2.5057,27.63
560.11757,0.4505,4.52
560.11917,0.5752,5.93
560.12393,0.4398,4.4
560.12573,1.7693,19.35
560.12728,0.5939,6.14
560.12883,0.4584,4.61
560.1338,2.3321,25.68
560.13531,0.4428,4.44
560.13855,1.114,11.98
560.14096,3.7443,41.55
560.14433,2.0483,22.49
560.14665,1.2444,13.45
560.14906,2.6313,29.04
560.14982,0.43,4.29
560.15223,5.9129,65.93
560.15401,0.813,8.6
560.15555,0.5915,6.11
560.1596,0.403,3.99
560.1603,1.1774,12.7
560.16211,2.5052,27.62
560.16351,0.5023,5.11
560.1702,3.5822,39.73
560.17161,0.7994,8.45
560.17334,0.4329,4.33
560.17494,0.7369,7.74
560.17734,4.9554,55.17
560.17988,0.5663,5.83
560.1807,1.048,11.24
560.18306,0.8681,9.22
560.18545,4.2495,47.23
560.18859,5.7372,63.95
560.19036,0.7505,7.9
560.19668,1.0758,11.55
560.1985,2.4061,26.51
560.20658,2.3394,25.76
560.20793,0.4899,4.97
560.21372,3.3466,37.08
560.21629,0.6672,6.96
560.21942,0.4038,4
560.22184,4.2376,47.1
560.22496,1.7219,18.82
560.23313,0.4154,4.13
560.23488,1.1253,12.11
560.24295,0.7257,7.62
560.25011,1.2229,13.21
560.25822,1.759,19.23
560.27137,0.4111,4.08
561.02338,0.5296,5.41
561.02635,0.4008,3.97
561.05224,0.6134,6.36
561.05559,0.8808,9.36
561.05971,0.8033,8.49
561.06132,0.7481,7.87
561.06527,0.5501,5.64
561.07333,0.6134,6.36
561.07569,0.7496,7.89
561.07813,0.5619,5.78
561.07998,0.8177,8.65
561.08306,0.4332,4.33
561.08619,2.1913,24.09
561.0886,2.8363,31.34
561.08945,0.4867,4.93
561.09197,3.8314,42.53
561.09605,0.7319,7.69
561.09759,1.1499,12.39
561.09983,0.8423,8.93
561.10163,1.1354,12.22
561.1032,0.9823,10.5
561.10973,2.3191,25.53
561.11121,0.7592,7.99
561.1121,0.6483,6.75
561.11449,1.2521,13.54
561.11635,0.704,7.37
561.117,0.5751,5.93
561.11939,1.2028,12.98
561.12257,4.0757,45.28
561.12496,10.714,119.9
561.12834,8.288,92.63
561.13233,0.5556,5.71
561.13385,1.1904,12.84
561.13621,5.0382,56.1
561.13708,0.434,4.34
561.13802,3.0489,33.73
561.13957,1.5248,16.6
561.14432,0.7803,8.23
561.1461,4.9689,55.32
561.14749,2.1352,23.46
561.14924,0.4367,4.37
561.1509,1.4906,16.22
561.1533,0.7768,8.19
561.15573,2.7912,30.84
561.15734,0.6393,6.65
561.15896,4.3486,48.34
561.16137,23.6781,265.64
561.16473,6.5345,72.92
561.17108,0.5916,6.11
561.17258,6.7918,75.81
561.17351,0.4443,4.45
561.17442,4.5943,51.11
561.17595,0.4165,4.14
561.18072,1.1392,12.27
561.18249,4.1768,46.41
561.18383,2.6097,28.8
561.18727,0.7187,7.54
561.18882,0.594,6.14
561.18968,0.6068,6.28
561.19209,2.6099,28.8
561.1937,0.4945,5.02
561.19533,1.7257,18.86
561.19774,28.9761,325.19
561.20111,2.0013,21.96
561.20192,0.4003,3.96
561.20746,0.5423,5.56
561.20898,3.8335,42.55
561.2108,3.1137,34.46
561.2171,1.1087,11.92
561.21888,1.8843,20.64
561.22021,0.982,10.5
561.22519,0.5449,5.59
561.22852,1.1366,12.24
561.23414,17.2803,193.71
561.23748,0.4602,4.63
561.24535,1.0702,11.49
561.2472,1.0173,10.9
561.25344,0.4778,4.83
561.27052,5.4725,60.98
561.3069,0.8811,9.36
562.08143,0.6942,7.26
562.08387,0.7216,7.57
562.08465,0.4189,4.17
562.08722,1.0642,11.42
562.08955,0.5246,5.36
562.09196,0.7157,7.51
562.09524,1.1431,12.31
562.10498,0.437,4.37
562.11306,0.4565,4.59
562.11784,1.2545,13.56
562.12023,3.489,38.68
562.121,0.5509,5.65
562.12359,1.8609,20.38
562.12594,0.9139,9.73
562.12834,2.7444,30.31
562.13151,5.339,59.48
562.13327,0.5735,5.91
562.13483,0.4792,4.85
562.13956,1.2647,13.68
562.14138,1.1387,12.26
562.14281,0.6407,6.66
562.14946,1.1744,12.66
562.15096,0.4182,4.16
562.15249,0.5257,5.37
562.15423,1.3144,14.24
562.1566,7.3782,82.4
562.15996,1.4269,15.5
562.1623,1.1038,11.87
562.16471,6.6331,74.02
562.16788,8.4393,94.33
562.16964,0.6167,6.39
562.17113,0.4505,4.52
562.17596,2.0702,22.73
562.17777,1.6978,18.55
562.17909,0.611,6.33
562.18586,1.1261,12.12
562.18723,0.9624,10.28
562.19058,0.6026,6.23
562.193,7.1627,79.98
562.19557,0.6716,7.01
562.19633,0.4731,4.78
562.19868,0.5969,6.17
562.20111,9.2923,103.92
562.20423,4.4721,49.73
562.21233,1.2135,13.1
562.21416,0.9923,10.61
562.22222,0.449,4.51
562.22938,3.6595,40.6
562.23193,0.4313,4.31
562.23749,5.3044,59.09
562.24061,0.7667,8.08
562.26577,0.7558,7.96
562.27387,1.6849,18.4
562.35719,0.4298,4.29
562.37531,0.4401,4.41
562.95684,0.9299,9.91
563.03091,0.419,4.17
563.03901,0.5171,5.27
563.04208,0.456,4.59
563.055,0.6347,6.59
563.05741,0.4231,4.22
563.05922,0.5617,5.77
563.06547,0.9667,10.33
563.06787,1.7106,18.69
563.07123,1.2231,13.21
563.07275,0.4594,4.62
563.07534,0.569,5.86
563.07693,0.7985,8.44
563.0809,0.519,5.29
563.09138,0.7857,8.29
563.09378,1.4828,16.13
563.09565,0.788,8.32
563.09868,0.7418,7.8
563.10184,2.5062,27.63
563.10424,9.4277,105.44
563.10503,0.6247,6.48
563.10762,5.1033,56.83
563.1116,0.5141,5.24
563.1132,0.8682,9.22
563.11548,3.9683,44.07
563.11726,1.4401,15.65
563.11885,0.8905,9.47
563.12287,0.4737,4.79
563.12359,0.7596,8
563.12538,0.9359,9.98
563.1268,1.2693,13.73
563.12775,0.4759,4.81
563.12925,0.5219,5.33
563.13016,2.3372,25.73
563.13176,0.4085,4.05
563.13258,0.7776,8.2
563.13419,0.4512,4.53
563.13496,1.9551,21.44
563.13822,3.9031,43.34
563.14063,26.4205,296.46
563.144,6.3178,70.48
563.14558,0.5019,5.1
563.14612,0.4748,4.8
563.14794,0.6782,7.08
563.14949,0.5345,5.47
563.15187,9.4266,105.43
563.15367,2.6401,29.14
563.15517,0.7763,8.19
563.15768,0.6252,6.49
563.15924,0.4796,4.85
563.15998,1.8246,19.97
563.16177,1.3894,15.08
563.16311,2.7923,30.85
563.16564,0.6782,7.08
563.16654,1.6584,18.1
563.16808,0.8949,9.52
563.16897,1.1649,12.55
563.17129,3.1806,35.21
563.17462,2.4833,27.38
563.17702,43.6429,490.07
563.18037,3.2962,36.51
563.1822,0.842,8.92
563.18826,8.1253,90.8
563.19006,3.2168,35.62
563.19411,0.5765,5.94
563.19637,1.9654,21.55
563.19815,1.041,11.16
563.19949,2.1726,23.88
563.202,0.6791,7.09
563.20449,1.1628,12.53
563.20535,0.9539,10.18
563.20767,1.9326,21.18
563.20935,0.4679,4.72
563.21099,0.8115,8.58
563.21341,37.887,425.36
563.21673,0.6898,7.21
563.22464,2.9388,32.5
563.22645,1.2525,13.54
563.23274,1.1458,12.34
563.23588,0.4514,4.53
563.23836,0.3994,3.95
563.24085,0.8435,8.94
563.24173,0.5479,5.62
563.24409,0.6015,6.22
563.24978,17.0946,191.63
563.26102,0.7478,7.87
563.28617,3.9046,43.35
563.32256,0.4791,4.85
564.0712,0.5815,6
564.09711,0.9886,10.57
564.0995,2.0589,22.6
564.10029,0.4948,5.02
564.10287,0.9607,10.26
564.10521,0.7376,7.75
564.10761,2.2901,25.2
564.11082,2.1292,23.39
564.11809,0.4545,4.57
564.11885,0.8309,8.8
564.12066,0.443,4.44
564.12543,0.5232,5.34
564.13351,1.204,13
564.13588,7.5468,84.3
564.13665,0.5184,5.29
564.13924,1.2627,13.65
564.14156,1.1287,12.15
564.14399,7.1947,80.34
564.14713,7.2844,81.35
564.14887,0.4611,4.64
564.15523,2.3756,26.17
564.15699,0.8968,9.54
564.15842,0.5077,5.17
564.16652,0.5933,6.13
564.16989,0.7489,7.88
564.17226,10.6425,119.1
564.17559,0.6594,6.87
564.17798,0.7184,7.54
564.18037,12.7882,143.22
564.18351,6.9158,77.2
564.19161,2.2402,24.64
564.19343,0.9538,10.18
564.19472,0.4826,4.88
564.20283,0.4303,4.3
564.20865,7.3128,81.67
564.21676,11.7908,132.01
564.21988,2.4515,27.02
564.22802,0.8676,9.21
564.22981,0.6224,6.46
564.24503,2.7369,30.23
564.25315,5.491,61.19
564.25622,0.5413,5.55
564.28146,0.5176,5.28
564.28953,1.422,15.44
565.04715,0.5048,5.13
565.06337,0.4677,4.72
565.06433,0.4153,4.13
565.06909,0.4114,4.08
565.07064,0.4838,4.9
565.07306,1.0419,11.17
565.07797,0.4659,4.7
565.07959,0.9166,9.76
565.08112,1.1899,12.84
565.08352,4.5804,50.95
565.08431,0.6425,6.68
565.0869,1.8212,19.93
565.08841,0.6522,6.79
565.09085,0.4977,5.06
565.09254,0.4448,4.46
565.09475,1.495,16.27
565.09649,0.576,5.93
565.09974,0.6404,6.66
565.10212,0.6949,7.27
565.10285,0.4698,4.74
565.10705,0.4607,4.64
565.10943,3.0021,33.21
565.11098,0.4382,4.39
565.11185,0.5635,5.79
565.11343,0.5423,5.56
565.11428,0.9293,9.91
565.11751,2.1713,23.87
565.1199,19.2356,215.7
565.12067,0.6088,6.3
565.12327,4.213,46.82
565.12475,0.769,8.1
565.12721,1.0015,10.72
565.12879,0.4162,4.14
565.13113,7.7407,86.48
565.13289,1.5827,17.25
565.13441,0.6456,6.72
565.13699,0.4839,4.9
565.13851,0.9965,10.66
565.13926,1.688,18.44
565.14001,0.4227,4.21
565.14116,0.8257,8.74
565.1424,2.0582,22.6
565.14489,0.6538,6.81
565.14582,3.1278,34.62
565.14735,0.9214,9.82
565.14822,1.5565,16.96
565.1498,0.7753,8.18
565.15055,2.1819,23.99
565.15388,1.8874,20.68
565.15629,45.4616,510.51
565.15863,0.5421,5.55
565.15963,3.1937,35.36
565.16358,0.5248,5.36
565.16751,10.6151,118.79
565.1693,1.9802,21.72
565.17073,0.4398,4.4
565.17338,0.5826,6.01
565.1749,0.8217,8.7
565.17564,2.6203,28.92
565.17877,2.5847,28.52
565.18126,1.0579,11.35
565.18219,1.1114,11.95
565.18373,1.6951,18.52
565.18462,2.3345,25.7
565.18691,2.4276,26.75
565.19028,0.8881,9.44
565.19267,57.2189,642.68
565.19406,0.621,6.44
565.19494,0.6364,6.61
565.19596,1.137,12.24
565.1981,0.8111,8.58
565.20238,0.4135,4.11
565.2039,5.3047,59.09
565.20576,1.2005,12.96
565.212,1.8521,20.28
565.21511,0.9946,10.64
565.21764,0.943,10.06
565.22012,1.4284,15.52
565.221,1.4211,15.43
565.2233,0.9946,10.64
565.22905,35.6762,400.51
565.23139,0.7555,7.95
565.23244,0.8737,9.28
565.2403,2.0511,22.52
565.24204,1.153,12.42
565.24839,0.6265,6.5
565.25651,0.7272,7.63
565.25739,0.4792,4.85
565.26543,10.8575,121.51
565.2929,0.4096,4.06
565.30182,1.8416,20.16
566.0764,0.521,5.32
566.07877,0.7855,8.29
566.08687,1.2517,13.53
566.0902,0.5913,6.11
566.0974,0.5724,5.89
566.10467,0.6374,6.63
566.10858,0.5703,5.87
566.10954,0.4644,4.68
566.11278,1.0096,10.81
566.11514,5.0935,56.72
566.11595,0.5349,5.47
566.11849,0.4707,4.75
566.12083,0.5323,5.44
566.12325,5.1511,57.37
566.12641,2.9286,32.38
566.13373,0.5028,5.11
566.1345,1.6439,17.94
566.14106,0.6085,6.3
566.1418,0.4918,4.99
566.14502,0.6295,6.54
566.14915,0.8518,9.04
566.15153,10.2794,115.01
566.15476,0.7802,8.23
566.15621,0.4192,4.17
566.15723,0.5455,5.59
566.15964,12.9307,144.82
566.16277,5.9368,66.2
566.16454,0.4515,4.54
566.16685,0.45,4.52
566.17087,2.5403,28.02
566.17261,0.6831,7.14
566.17403,0.5549,5.7
566.17984,0.5012,5.09
566.18211,0.5546,5.69
566.1855,0.4491,4.51
566.18791,10.8349,121.26
566.19116,0.45,4.52
566.19601,15.8894,178.08
566.19914000000006,3.2831,36.37
566.20725,1.1608,12.51
566.20899,0.6085,6.3
566.2243,4.7876,53.28
566.23241,10.3059,115.31
566.23554,0.6862,7.17
566.24361,0.4066,4.03
566.2607,1.3421,14.55
566.26879,3.2775,36.3
566.30514,0.6032,6.24
567.05235,0.5926,6.12
567.05722,0.4227,4.21
567.0604,0.4133,4.11
567.06277,1.5111,16.45
567.06766,0.4365,4.37
567.07007,0.4452,4.46
567.07897,0.651,6.78
567.08134,0.6392,6.64
567.08868,1.8183,19.9
567.09357,0.5356,5.48
567.09675,0.8315,8.81
567.09915,10.6466,119.14
567.09993,0.4394,4.4
567.10251,1.28,13.85
567.10406,0.4365,4.37
567.10646,0.9642,10.3
567.11039,3.0016,33.2
567.11207,0.9511,10.15
567.11446,0.4397,4.4
567.11536,0.7263,7.62
567.11777,1.5624,17.02
567.11852,0.937,9.99
567.12186,0.4777,4.83
567.12416,0.5094,5.19
567.12507,3.1411,34.77
567.12662,0.5738,5.91
567.12748,1.5822,17.25
567.12899,0.8319,8.81
567.12985,0.804,8.5
567.13312,1.0135,10.85
567.13554,33.0764,371.29
567.13789,0.4251,4.24
567.13887,1.9738,21.65
567.14034,0.7331,7.7
567.14283,0.7919,8.36
567.14527,0.5173,5.27
567.14677,8.7419,97.73
567.14845,1.9892,21.82
567.1499,0.7568,7.97
567.15079,0.73740000000000006,7.75
567.15417,1.9829,21.75
567.15488,2.3401,25.77
567.15801,2.8725,31.75
567.16053,1.1254,12.11
567.16146,2.1301,23.41
567.16299,1.5063,16.39
567.16387,3.3319,36.92
567.16543,1.0018,10.72
567.16616,2.2156,24.37
567.1695,0.4608,4.64
567.17194,52.7682,592.65
567.17329,0.618,6.41
567.17523,1.2892,13.95
567.1768,1.0082,10.79
567.17922,0.4089,4.06
567.18165,0.4839,4.9
567.18317,6.8901,76.91
567.1849,0.8962,9.53
567.18718,0.9042,9.62
567.18906,0.5463,5.6
567.19057,1.2455,13.46
567.19128,2.4379,26.87
567.19441,1.7765,19.43
567.19691,1.4208,15.43
567.19784,0.5604,5.76
567.19938,2.1204,23.3
567.20025,3.8266,42.48
567.20251,1.3664,14.82
567.20831,44.8681,503.84
567.20963,0.472,4.77
567.21156,0.4378,4.38
567.21805,0.5093,5.19
567.21956,2.1419,23.54
567.22135,0.5711,5.88
567.22358,0.9068,9.65
567.22695,0.4535,4.56
567.22769,1.0446,11.2
567.23333,0.6837,7.15
567.23579,1.2226,13.2
567.23665,1.7601,19.25
567.24471,19.9552,223.78
567.25595,0.5713,5.88
567.26406,0.5064,5.15
567.27305,0.4741,4.79
567.28111,4.307,47.88
567.31745,0.5831,6.01
568.06616,0.5868,6.06
568.09047,0.4087,4.05
568.09203,0.8438,8.95
568.09443,1.7188,18.78
568.10253,2.4855,27.4
568.10572,0.7442,7.83
568.10738,0.4194,4.17
568.11302,0.863,9.16
568.11378,0.6237,6.47
568.1203,0.5005,5.09
568.12109,0.4534,4.56
568.12278,0.4166,4.14
568.12427,0.9741,10.41
568.12844,0.8692,9.23
568.1308,6.3225,70.53
568.13398,0.478,4.83
568.13891,7.8801,88.04
568.14205,2.5718,28.37
568.14367,0.6333,6.58
568.14943,0.7429,7.81
568.15014,1.747,19.1
568.15181,0.6091,6.31
568.1549,0.4092,4.06
568.15741,0.77,8.12
568.15913,0.7914,8.36
568.16066,0.9033,9.61
568.16481,0.6617,6.9
568.16719,9.1896,102.76
568.17037,0.9047,9.63
568.17529,14.0798,157.74
568.17841,3.171,35.11
568.17999,0.6153,6.38
568.18248,0.5187,5.29
568.18582,0.5787,5.97
568.18654,1.5791,17.21
568.18825,0.5351,5.48
568.19376,0.9327,9.95
568.19552,0.5561,5.71
568.20033,0.4852,4.91
568.20358,6.2077,69.24
568.21167,12.6857,142.06
568.21478,1.0667,11.45
568.22293,0.5106,5.2
568.23996,2.3132,25.46
568.24806,5.9882,66.78
568.27634,0.4745,4.79
568.28443,1.3276,14.38
569.06797,0.8975,9.55
569.07286,0.4803,4.86
569.07843,3.6935,40.98
569.08336,0.5154,5.25
569.08572,0.5325,5.45
569.0913,0.5194,5.3
569.09369,0.6308,6.55
569.09463,0.5955,6.15
569.09704,1.6352,17.84
569.09779,0.5196,5.3
569.1027,0.4436,4.45
569.10434,2.2311,24.54
569.10593,0.5591,5.75
569.10676,1.0177,10.9
569.1083,0.7623,8.03
569.11481,15.0511,168.66
569.11808,0.872,9.26
569.11961,0.6244,6.48
569.12213,1.0023,10.73
569.12605,3.2374,35.85
569.12767,1.8371,20.11
569.12846,0.7962,8.41
569.12912,0.7617,8.02
569.13005,1.3011,14.09
569.13104,0.5229,5.34
569.13344,3.0969,34.27
569.13417,1.4177,15.4
569.13735,0.5108,5.2
569.13892,0.5281,5.4
569.13982,0.6422,6.68
569.14072,2.083,22.88
569.14226,0.9778,10.45
569.14314,3.1744,35.15
569.14469,1.3079,14.16
569.14545,0.78,8.23
569.14709,0.6196,6.43
569.1512,33.4555,375.55
569.15258,0.7535,7.93
569.15355,0.415,4.12
569.15444,0.8642,9.17
569.15607,0.9714,10.38
569.1585,0.7946,8.39
569.16091,0.9407,10.03
569.16242,5.5302,61.63
569.16405,2.0524,22.53
569.16647,1.908,20.91
569.16983,2.7395,30.26
569.17055,2.0999,23.07
569.17228,1.0738,11.53
569.17273,1.0683,11.47
569.17368,1.5426,16.8
569.17618,1.5625,17.02
569.17711,0.8559,9.08
569.17864,1.6955,18.52
569.17952,5.2289,58.24
569.18102,0.5541,5.69
569.18182,0.8586,9.11
569.18759,39.6464,445.14
569.18894,1.0532,11.3
569.19078,0.5347,5.47
569.19726,1.0508,11.27
569.19882,3.1572,34.95
569.20042,1.3304,14.41
569.20285,2.0966,23.03
569.20622,1.4817,16.12
569.20692,1.8493,20.25
569.20866,0.613,6.35
569.2094,0.6106,6.32
569.20993,0.6381,6.63
569.21256,0.9844,10.53
569.21503,1.5011,16.33
569.2159,4.1048,45.6
569.21807,0.4869,4.93
569.22398,23.4398,262.96
569.2253,0.6006,6.21
569.22714,2.9293,32.39
569.23364,0.4234,4.22
569.2352,0.4945,5.02
569.23924,1.4746,16.04
569.2426,0.4257,4.25
569.2433,0.5032,5.12
569.25143,0.5431,5.57
569.25229,1.3674,14.83
569.26036,6.8245,76.18
569.27566,0.5119,5.21
569.29676,0.7885,8.32
570.08181,0.888,9.44
570.08902,0.4422,4.43
570.0923,0.6641,6.93
570.09789,0.4238,4.22
570.10038,0.5556,5.71
570.10355,0.5997,6.2
570.10766,0.6785,7.09
570.11006,2.4993,27.56
570.11818,3.6533,40.53
570.12134,0.7009,7.34
570.12536,0.7215,7.57
570.12869,1.209,13.05
570.12941,0.571,5.88
570.13108,0.4432,4.44
570.1342,0.5448,5.58
570.13666,1.1765,12.68
570.13839,0.603,6.24
570.13991,0.8911,9.48
570.14406,0.6693,6.98
570.14646,5.9858,66.75
570.14962,0.9604,10.26
570.15454,9.1696,102.54
570.15768,1.4419,15.67
570.15932,0.544,5.58
570.1617,0.8504,9.02
570.16506,1.0062,10.77
570.16581,1.1474,12.36
570.16743,0.6993,7.32
570.16979,0.6733,7.03
570.17299,1.9525,21.41
570.17475,0.8483,9
570.17631,0.4219,4.2
570.18284,6.1288,68.36
570.18421,0.4192,4.17
570.186,0.5572,5.72
570.19094,10.9943,123.05
570.19405,1.107,11.9
570.19811,1.0744,11.54
570.20218,0.7437,7.82
570.20392,0.4976,5.05
570.20619,0.8338,8.83
570.20937,1.3693,14.85
570.21923,3.2173,35.63
570.22733,6.8445,76.4
570.23047,1.1058,11.89
570.23451,0.6031,6.24
570.2426,0.5334,5.46
570.25562,0.8844,9.4
570.2637,2.1084,23.16
571.04409,0.6253,6.49
571.05769,0.6664,6.95
571.07059,0.5303,5.42
571.07304,0.486,4.92
571.07392,0.5679,5.84
571.07633,1.2056,13.01
571.08044,0.7526,7.92
571.08201,0.6916,7.23
571.0836,0.9062,9.65
571.08603,0.4753,4.8
571.08759,0.6182,6.41
571.08854,0.4341,4.34
571.09408,4.8657,54.16
571.10138,0.4704,4.75
571.10376,0.4488,4.51
571.10533,0.5831,6.01
571.10693,1.6708,18.24
571.10933,1.2112,13.08
571.11027,0.4731,4.78
571.11269,3.8744,43.01
571.11346,0.5026,5.11
571.11683,0.5599,5.75
571.11825,0.758,7.98
571.11907,0.4358,4.36
571.11999,1.5,16.32
571.12151,0.4387,4.39
571.12239,1.9705,21.61
571.12393,1.5432,16.81
571.13046,15.7523,176.54
571.13184,0.5495,5.64
571.13366,0.4907,4.98
571.13523,0.817,8.64
571.13774,0.8459,8.97
571.14017,1.1226,12.08
571.14171,2.5605,28.24
571.1433,2.626,28.98
571.14573,2.9107,32.18
571.14909,5.2349,58.31
571.1498,1.5318,16.68
571.15142,0.4454,4.47
571.15459,0.531,5.43
571.15546,1.0116,10.83
571.15634,0.7648,8.06
571.15697,1.0968,11.79
571.15791,1.0356,11.1
571.15878,5.0017,55.69
571.1603,1.1894,12.83
571.16684,25.3199,284.09
571.16819,1.5141,16.48
571.16999,0.8807,9.36
571.17163,0.467,4.71
571.17412,0.5063,5.15
571.17652,1.9245,21.09
571.17809,2.3476,25.85
571.1797,2.2477,24.73
571.1821,4.9337,54.92
571.18548,3.3096,36.66
571.18621,1.3395,14.52
571.18934,0.5201,5.31
571.19183,1.011,10.82
571.19335,1.2275,13.26
571.19429,1.3069,14.15
571.19517,5.5557,61.91
571.20324,19.8264,222.34
571.2046,1.0457,11.21
571.21292,1.1876,12.81
571.21447,0.8561,9.08
571.2161,0.8233,8.72
571.21849,5.0006,55.67
571.22184,1.1575,12.47
571.22260000000006,0.6275,6.51
571.22417,0.9698,10.36
571.22821,0.6274,6.51
571.22972,0.8092,8.56
571.23068,0.9024,9.6
571.23155,3.0703,33.97
571.23961,7.624,85.16
571.25488,2.273,25.01
571.26796,0.8505,9.02
571.27601,1.4166,15.38
572.08693,0.4166,4.14
572.08933,0.5724,5.89
572.09744,1.2788,13.84
572.10217,0.5037,5.12
572.10463,0.4405,4.41
572.10794,1.2957,14.03
572.11026,0.5033,5.12
572.1127,0.4639,4.67
572.11347,0.4824,4.88
572.11596,1.5123,16.46
572.11917,1.0191,10.92
572.12571,2.6029,28.72
572.12723,0.4264,4.25
572.13381,4.2252,46.96
572.13698,0.6365,6.61
572.13857,0.9597,10.25
572.14098,1.2761,13.8
572.14433,1.7144,18.73
572.14666,0.8739,9.28
572.14906,0.73,7.67
572.15227,2.9488,32.61
572.15402,0.7324,7.69
572.15557,0.6592,6.87
572.15972,0.469,4.73
572.16028,0.5043,5.13
572.1621,4.3699,48.58
572.16527,0.6288,6.53
572.17019,6.6635,74.37
572.17161,0.4229,4.21
572.17335,0.6696,6.99
572.17501,0.7107,7.45
572.17735,2.0105,22.06
572.17992,0.4344,4.34
572.18073,0.8994,9.57
572.18307,0.6747,7.04
572.18546,1.6376,17.87
572.18862,3.1929,35.35
572.19041,0.675,7.05
572.19668,0.4895,4.96
572.19849,3.4256,37.97
572.1999,0.4578,4.61
572.20658,5.6407,62.87
572.20965,0.5386,5.51
572.21374,1.5371,16.74
572.21626,0.5169,5.27
572.21952,0.4134,4.11
572.22185,1.5294,16.65
572.22501,1.3184,14.28
572.23489,1.6235,17.71
572.24297,2.2675,24.95
572.25012,0.7666,8.08
572.25824,0.7285,7.65
572.27123,0.4215,4.2
573.02335,0.4393,4.4
573.03935,0.4337,4.33
573.05556,0.4552,4.58
573.05972,0.6727,7.02
573.06133,0.4222,4.21
573.06285,0.5478,5.62
573.07334,1.016,10.88
573.08619,1.0865,11.67
573.0886,1.0827,11.63
573.0895,0.4185,4.16
573.09197,2.7641,30.53
573.09611,0.662,6.9
573.09760000000006,0.787,8.31
573.09924,0.8628,9.16
573.09985,0.6772,7.07
573.10166,0.965,10.31
573.10322,1.1057,11.89
573.10972,4.591,51.07
573.11127,0.568,5.84
573.11451,0.7588,7.99
573.11635,0.5585,5.74
573.11703,0.4627,4.66
573.11942,0.8632,9.16
573.12258,2.6985,29.79
573.12498,4.1423,46.03
573.12834,6.1774,68.9
573.12909,0.5666,5.83
573.13058,0.4137,4.11
573.13242,0.4618,4.65
573.13387,1.0325,11.07
573.13473,0.43120000000000003,4.31
573.13561,0.5353,5.48
573.13624,1.698,18.55
573.13712,0.4183,4.16
573.13804,3.1876,35.29
573.13959,1.5652,17.05
573.14611,10.9152,122.16
573.14749,1.3237,14.34
573.14925,0.5583,5.74
573.1509,0.7319,7.69
573.15338,0.4965,5.04
573.15579,1.943,21.3
573.15734,0.9867,10.55
573.15896,3.2607,36.11
573.16136,8.9817,100.43
573.16473,5.8682,65.43
573.16548,0.6996,7.32
573.1687,0.4183,4.16
573.17021,0.5896,6.09
573.1711,0.692,7.24
573.1726,3.1764,35.17
573.17355,0.8167,8.64
573.17443,5.0178,55.87
573.17596,0.7472,7.86
573.18071,0.4821,4.88
573.1825,11.6721,130.67
573.18385,2.0924,22.98
573.18567,0.443,4.44
573.19215,2.3984,26.42
573.19376,0.6102,6.32
573.19534,1.808,19.78
573.19774,11.5165,128.92
573.20112,2.7147,29.98
573.20187,0.6075,6.29
573.20746,0.5258,5.37
573.20898,2.3654,26.05
573.20995,0.693,7.25
573.21082,4.2099,46.79
573.21707,0.4787,4.84
573.21889,6.3264,70.58
573.22024,1.0174,10.9
573.22857,1.2494,13.5
573.23172,0.5108,5.2
573.23413,8.0339,89.77
573.2375,0.6734,7.03
573.24537,0.9442,10.07
573.24719,1.8281,20.01
573.25527,1.6788,18.33
573.27051,2.5792,28.45
573.30689,0.5229,5.34
574.08387,0.469,4.73
574.08721,0.7469,7.86
574.09529,0.8291,8.78
574.10496,0.5466,5.6
574.11308,1.1337,12.2
574.11782,0.8972,9.55
574.12025,1.4213,15.44
574.1236,1.776,19.42
574.12591,0.8144,8.62
574.12833,0.8654,9.19
574.1291,0.4613,4.65
574.13154,3.1858,35.27
574.13328,0.5706,5.87
574.13482,0.6397,6.65
574.13959,0.4921,4.99
574.14137,1.8335,20.07
574.14464,0.4141,4.12
574.14947,2.7988,30.92
574.15091,0.5693,5.86
574.15423,1.0357,11.1
574.15662,3.3675,37.32
574.15998,1.702,18.59
574.16234,1.1481,12.37
574.16473,2.8418,31.41
574.16789000000006,5.0713,56.47
574.16966,0.5543,5.69
574.1712,0.4098,4.07
574.17594,0.7797,8.22
574.17776,2.6562,29.32
574.1791,0.4711,4.76
574.18585,3.1446,34.81
