m/z,I,S/N
459.16607,12.5805,129.71
459.16945,1.4934,14.97
459.17018,0.4403,4.08
459.1758,0.4725,4.41
459.17729,2.8764,29.28
459.17826,0.6159,5.89
459.17913,2.8155,28.65
459.18538,0.4595,4.27
459.1872,4.6421,47.56
459.18852,0.6194,5.93
459.19669,0.5544,5.26
459.20245,6.9499,71.44
459.21365,0.4379,4.05
459.22358,0.4918,4.61
459.23883,1.573,15.8
459.25434,0.4152,3.82
459.27513,0.4116,3.78
459.30913,0.4444,4.12
459.30967,0.5473,5.18
459.31057,0.4606,4.29
459.32879,0.524,4.94
459.33134,0.4419,4.09
459.33632,0.4452,4.13
459.33972,0.508,4.78
459.34036,0.5077,4.77
459.34137,0.5118,4.81
459.3418,0.4863,4.55
459.34248,0.5599,5.31
459.35184,0.4948,4.64
459.35464,0.4415,4.09
459.35521,0.5453,5.16
459.36417,0.4703,4.39
459.36471,0.4288,3.96
459.37255,0.4324,3.99
459.37354,0.5509,5.22
459.37407,0.5078,4.77
459.37483,0.4308,3.98
459.37728,0.5351,5.06
459.39122,0.4819,4.51
459.40589,0.5051,4.75
459.44032,0.5317,5.02
459.46125,0.5057,4.75
460.05553,0.8208,8.01
460.06363,0.5817,5.54
460.07329,0.4486,4.16
460.08138,0.9922,9.79
460.08612,1.1901,11.83
460.08854,1.5656,15.72
460.09191,1.8152,18.3
460.09422,0.9448,9.3
460.09664,0.8327,8.14
460.09738,0.4174,3.84
460.09984,1.6653,16.75
460.10158,0.5496,5.21
460.10313,0.5184,4.88
460.10787,0.5955,5.68
460.10969,1.5793,15.86
460.11777,2.7525,28
460.12251,0.9121,8.96
460.12492,4.2104,43.09
460.12747,0.5424,5.13
460.1283,1.5109,15.15
460.13063,0.7705,7.49
460.13304,2.5667,26.08
460.13617,7.1841,73.86
460.138,0.9039,8.87
460.14428,1.1991,11.93
460.14608,2.204,22.33
460.15417,2.9547,30.1
460.15888,0.4027,3.69
460.16131,4.1433,42.39
460.167,0.4742,4.43
460.16942,3.4468,35.19
460.17254,5.4401,55.81
460.17437,0.4472,4.15
460.18065,0.6843,6.6
460.18246,0.7238,7.01
460.19055,1.1414,11.33
460.1977,1.8409,18.57
460.2058,1.8235,18.39
460.20891,0.707,6.84
460.23406,0.4448,4.12
460.2422,0.552,5.23
461.00728,0.4702,4.39
461.03952,0.728,7.05
461.04368,0.5671,5.39
461.04527,0.7914,7.71
461.04919,0.4269,3.94
461.06214,0.4182,3.85
461.06397,0.7081,6.85
461.06456,0.4379,4.05
461.07015,2.5492,25.9
461.07255,3.4553,35.28
461.07337,0.4208,3.87
461.07592,4.7377,48.55
461.08137,0.5291,4.99
461.08378,1.9121,19.31
461.08561,1.6459,16.55
461.08715,0.9719,9.58
461.09246,0.4233,3.9
461.09368,2.1549,21.82
461.09519,0.4371,4.04
461.09689,0.469,4.37
461.09846,0.7883,7.68
461.10097,0.4159,3.82
461.1034,1.4224,14.24
461.10654,4.5215,46.31
461.10894,14.9542,154.27
461.10974,0.4514,4.19
461.11231,7.4467,76.58
461.11776,1.0099,9.97
461.12017,8.5832,88.34
461.122,4.6195,47.32
461.12354,0.8332,8.14
461.1283,0.8859,8.69
461.13007,4.358,44.62
461.13141,1.4587,14.61
461.13321,0.5583,5.3
461.13487,0.4065,3.73
461.13641,0.4761,4.45
461.1398,0.9009,8.84
461.1413,0.5102,4.8
461.14292,2.5063,25.45
461.14532,29.0253,299.88
461.14694,0.4231,3.9
461.14773,0.5902,5.63
461.14869,3.902,39.9
461.15655,9.0287,92.95
461.15839,3.3415,34.1
461.16467,1.0879,10.78
461.16645,2.7517,27.99
461.16779,1.3806,13.81
461.17275,0.6377,6.12
461.17589,0.5697,5.41
461.17931,0.6097,5.83
461.18171,23.34,241.05
461.18503,0.4763,4.45
461.19295,3.0085,30.65
461.19478,0.68,6.56
461.20106,0.5155,4.85
461.20284,0.8141,7.94
461.21811,8.2532,84.93
461.22934,0.4813,4.5
461.25447,1.2503,12.46
461.48017,0.689,6.65
461.63239,0.435,4.02
462.06541,0.8209,8.01
462.06781,1.2072,12.01
462.07117,0.7887,7.68
462.0735,0.6549,6.3
462.07592,0.6482,6.23
462.07925,0.9499,9.35
462.09371,0.4474,4.15
462.09704,0.491,4.6
462.10178,1.1809,11.74
462.10419,5.6945,58.45
462.10494,0.5224,4.92
462.10756,1.5457,15.51
462.10989,1.0095,9.97
462.11229,3.4952,35.69
462.11543,6.5876,67.69
462.11725,0.4317,3.99
462.12353,2.2347,22.64
462.12536,1.2452,12.41
462.12664,0.4683,4.37
462.13341,0.8777,8.6
462.13819,0.7868,7.66
462.14058,9.0606,93.28
462.14394,0.7861,7.65
462.14629,0.723,7
462.14868,7.1941,73.97
462.1518,10.6842,110.08
462.15363,0.4247,3.91
462.1599,2.2834,23.15
462.16174,0.9669,9.52
462.16982,0.49370000000000003,4.63
462.17116,0.4459,4.13
462.17696,6.1968,63.65
462.17944,0.4622,4.3
462.18506,6.5074,66.86
462.1882,3.1984,32.62
462.19629,0.7034,6.8
462.21335,1.9043,19.23
462.22145,2.2747,23.06
462.25779,0.4061,3.72
463.02292,0.4371,4.04
463.04323,0.7359,7.13
463.04941,0.9939,9.8
463.05183,1.8324,18.48
463.05261,0.4371,4.04
463.05519,1.6312,16.4
463.0609,0.6594,6.34
463.06304,0.4812,4.5
463.06485,0.5389,5.1
463.07773,1.4781,14.81
463.07963,0.4411,4.08
463.08267,0.6143,5.88
463.0858,3.913,40.01
463.08821,15.1978,156.79
463.08897,0.9766,9.62
463.09158,5.4705,56.13
463.09704,0.6934,6.69
463.09944,7.792,80.15
463.10127,1.5493,15.55
463.1028,0.8342,8.15
463.10755,1.3053,13.03
463.10933,0.7448,7.23
463.11072,0.7673,7.46
463.11412,1.2544,12.5
463.11564,0.6302,6.04
463.11654,0.5279,4.98
463.11907,0.7603,7.39
463.1206,0.4255,3.92
463.12218,3.4844,35.58
463.12459,45.0679,465.9
463.12689,0.4863,4.55
463.12796,4.6494,47.63
463.13343,0.4809,4.49
463.13582,18.3721,189.64
463.13765,2.5225,25.62
463.14393,2.3934,24.29
463.14572,1.147,11.39
463.14706,1.6409,16.5
463.14956,0.5315,5.02
463.15202,1.0464,10.35
463.15291,0.5766,5.49
463.15517,2.5172,25.57
463.15698,1.0718,10.61
463.15857,0.9301,9.14
463.16097,57.1958,591.4
463.16332,2.3583,23.92
463.16433,3.2497,33.15
463.16498,1.774,17.88
463.16977,0.4031,3.69
463.1722,9.6002,98.87
463.17403,1.2863,12.83
463.17626,0.4856,4.54
463.17657,0.4464,4.14
463.18032,1.4512,14.54
463.18209,0.6049,5.78
463.18343,0.9722,9.58
463.18596,0.4912,4.6
463.18841,1.0984,10.89
463.18936,0.4285,3.95
463.19156,0.7628,7.41
463.19737,30.285,312.92
463.19979,0.5392,5.1
463.20041,0.4644,4.32
463.20859,1.5357,15.41
463.2167,0.528,4.98
463.22481,0.4378,4.05
463.23375,7.1649,73.66
463.27012,0.7676,7.46
464.05518,0.4579,4.26
464.05851,0.4449,4.12
464.073,0.5228,4.93
464.08106,0.7953,7.75
464.08346,4.1453,42.42
464.08421,0.5782,5.5
464.08683,1.0336,10.21
464.08915,0.8972,8.8
464.09156,3.3566,34.25
464.09469,2.3299,23.63
464.10204,0.4643,4.32
464.1028,1.6649,16.75
464.1046,0.4201,3.87
464.11745,0.8878,8.71
464.11984,13.8988,143.35
464.12236,0.4259,3.93
464.12317,0.7412,7.19
464.12553,0.9043,8.88
464.12794,10.6424,109.65
464.13108,10.361,106.74
464.13917,4.2921,43.93
464.14098,0.9088,8.92
464.14225,0.4387,4.06
464.15042,0.4108,3.77
464.15622,13.3053,137.21
464.15947,0.4615,4.29
464.16191,0.4822,4.51
464.16433,14.57,150.29
464.16745,8.2294,84.68
464.17557,2.3785,24.13
464.17735,0.4363,4.03
464.19261,5.9118,60.7
464.20071,7.9904,82.21
464.20384,1.1754,11.68
464.21195,0.4249,3.92
464.22899,1.1207,11.12
464.23711,1.887,19.05
465.05699,1.1427,11.34
465.05886,0.5286,4.99
465.06505,1.566,15.72
465.06747,8.9122,91.75
465.06823,0.9572,9.42
465.07083,1.5317,15.37
465.07477,0.4916,4.61
465.0787,2.6427,26.87
465.08047,0.5001,4.69
465.08606,0.7906,7.7
465.08681,0.9881,9.74
465.09338,2.7721,28.21
465.09581,0.7395,7.17
465.09829,0.5241,4.94
465.10017,0.4131,3.79
465.10144,2.6828,27.28
465.10385,45.2008,467.27
465.10461,0.9145,8.98
465.10618,1.0102,9.97
465.10722,3.9161,40.04
465.11275,0.4653,4.33
465.11508,16.5384,170.66
465.11691,0.9133,8.97
465.11849,0.904,8.87
465.1191,0.923,9.07
465.12247,0.6474,6.22
465.1232,2.8905,29.43
465.12489,0.674,6.49
465.12633,1.0343,10.22
465.12884,0.8239,8.04
465.12978,1.5495,15.55
465.13129,1.7454,17.58
465.13217,1.3014,12.99
465.13445,2.0692,20.93
465.13602,0.4284,3.95
465.13782,1.3439,13.43
465.14024,85.3823,883.09
465.1436,2.5316,25.72
465.14861,3.0659,31.25
465.15147,18.0102,185.9
465.1533,0.9027,8.86
465.15552,2.1924,22.21
465.15736,0.609,5.82
465.15958,3.1176,31.78
465.1627,1.2184,12.13
465.16524,1.1174,11.08
465.16619,0.9569,9.42
465.1668,1.1492,11.41
465.16767,1.9555,19.76
465.16855,0.9121,8.96
465.17082,1.6556,16.65
465.17331,2.5574,25.98
465.17662,67.8336,701.49
465.17896,2.4567,24.94
465.17981,2.4958,25.35
465.18786,4.542,46.52
465.1907,0.4666,4.35
465.19189,0.5683,5.4
465.19597,1.2807,12.77
465.1991,0.4574,4.25
465.20161,0.6399,6.14
465.20407,1.2356,12.31
465.21301,22.7186,234.62
465.22428,0.5028,4.72
465.24939,3.5578,36.34
466.05224,0.461,4.29
466.06273,1.3482,13.47
466.07082,1.9592,19.79
466.08132,0.458,4.26
466.08204,0.5685,5.4
466.08863,0.8313,8.12
466.09673,0.9784,9.64
466.0991,10.717,110.42
466.09987,0.7008,6.77
466.10238,0.4733,4.42
466.10479,0.4422,4.09
466.1072,10.1572,104.63
466.11033,4.3002,44.02
466.11206,0.4996,4.69
466.11772,0.4447,4.12
466.11844,3.7756,38.59
466.12658,0.5283,4.99
466.12741,0.4944,4.64
466.12893,0.5219,4.92
466.1331,0.5171,4.87
466.13549,19.4489,200.78
466.13866,0.9106,8.94
466.1436,20.4204,210.84
466.14672,8.1124,83.47
466.15076,0.4202,3.87
466.15483,4.1841,42.82
466.15663,0.5442,5.15
466.15792,0.4824,4.51
466.16381,0.4668,4.35
466.17188,11.675,120.34
466.17998,16.0644,165.76
466.1831,2.8637,29.15
466.19121,1.296,12.93
466.20825,3.1567,32.19
466.21636,5.944,61.03
466.24464,0.5653,5.37
466.25275,0.9256,9.1
467.03628,0.5687,5.4
467.04673,2.0783,21.03
467.0475,0.4588,4.27
467.05404,0.534,5.05
467.06294,0.4525,4.2
467.06533,0.852,8.34
467.06609,0.4416,4.09
467.07265,2.8161,28.66
467.07503,0.5789,5.51
467.0766,0.4931,4.62
467.08071,1.1434,11.35
467.08312,25.0709,258.96
467.08388,0.9407,9.25
467.08645,0.6845,6.6
467.09043,1.124,11.15
467.09196,0.6069,5.8
467.09435,5.9756,61.36
467.09777,0.6004,5.73
467.09834,0.6573,6.32
467.09933,0.5663,5.38
467.10173,1.3805,13.81
467.10246,2.1245,21.5
467.10812,0.9295,9.14
467.10904,2.8907,29.43
467.11057,1.2273,12.22
467.11144,1.8173,18.32
467.11297,0.4573,4.25
467.11651,0.4303,3.97
467.11709,0.6674,6.43
467.1195,72.6742,751.58
467.12026,0.4618,4.3
467.12185,1.1942,11.88
467.12272,1.5524,15.58
467.12846,0.6311,6.05
467.13074,16.3364,168.57
467.13476000000003,1.6944,17.05
467.13663,0.4488,4.16
467.13813,1.0668,10.56
467.13884,4.041,41.34
467.14058,0.4226,3.89
467.14196,0.8604,8.42
467.14449,1.5523,15.58
467.14541,0.7603,7.39
467.14694,2.3874,24.22
467.14783,2.3851,24.2
467.15008,1.3803,13.8
467.15251,3.3005,33.67
467.15589,88.6691,917.1
467.15821999999997,2.1976,22.26
467.15868,1.9524,19.72
467.15904,2.1215,21.47
467.16374,0.4656,4.34
467.1641,0.4009,3.67
467.16712,8.4993,87.47
467.17116,1.4861,14.9
467.17524,2.7116,27.58
467.17694,0.4772,4.46
467.17838,0.4156,3.82
467.18087,1.0604,10.49
467.18245,0.7047,6.81
467.18333,2.2588,22.89
467.18421,1.4752,14.79
467.18645,0.7615,7.4
467.18905,0.6266,6
467.18934,0.5904,5.63
467.18968,0.4918,4.61
467.19227,45.1225,466.46
467.20352,1.1632,11.56
467.20751,0.7234,7
467.21162,0.6675,6.43
467.21726,0.456,4.24
467.21971,0.5204,4.9
467.22865,8.9851,92.5
467.26505,1.0919,10.82
468.0679,0.7313,7.09
468.07596,0.733,7.1
468.07837,3.6411,37.2
468.08647,5.0044,51.31
468.08961,0.6756,6.51
468.09699,0.8357,8.17
468.09771,1.3331,13.31
468.10429,0.5782,5.5
468.10503,0.4016,3.67
468.1067,0.7197,6.97
468.10823,0.4974,4.67
468.11238,1.1101,11.01
468.11476,13.7052,141.35
468.11792,0.7555,7.34
468.12286,16.071,165.83
468.12369,0.4232,3.9
468.12599,3.5195,35.94
468.13006,0.5112,4.81
468.13335,0.5592,5.31
468.13409,3.4255,34.97
468.14126,0.8171,7.97
468.14221,0.559,5.3
468.14307,0.7986,7.78
468.14873,0.4858,4.55
468.15114,13.6033,140.29
468.15428000000003,0.7367,7.14
468.15924,20.1023,207.54
468.16236,3.0707,31.3
468.17048,1.9643,19.85
468.17765,0.5658,5.37
468.17858,0.4024,3.68
468.18753,5.473,56.16
468.19563,10.3654,106.78
468.19875,0.6502,6.25
468.22391,0.7935,7.73
468.23201,2.0208,20.43
469.0446,0.6277,6.01
469.05189,1.3656,13.65
469.05427,0.4497,4.17
469.06237,6.4687,66.46
469.0697,0.7062,6.83
469.07361,0.5761,5.48
469.07766,0.4248,3.91
469.07862,0.4433,4.11
469.08099,2.0998,21.25
469.08173,0.6723,6.48
469.08737,0.5411,5.12
469.08829,2.7062,27.52
469.08982,0.6707,6.46
469.09069,1.5535,15.59
469.09225,0.8241,8.05
469.09573,0.682,6.58
469.09628,0.7081,6.85
469.09876,36.761,379.94
469.10193,1.027,10.15
469.10606,0.7974,7.77
469.10847,0.5239,4.94
469.10999,5.7931,59.47
469.11162,0.8014,7.81
469.11402,1.2495,12.45
469.11739,2.676,27.21
469.1181,2.7426,27.9
469.12375,1.3856,13.86
469.12467,1.626,16.35
469.12527,0.6294,6.03
469.1262,1.7753,17.89
469.12708,3.8239,39.09
469.12865,0.5933,5.66
469.12933,0.4239,3.91
469.13185,2.3937,24.29
469.13514,67.273,695.69
469.13831,1.2766,12.73
469.14311,0.4593,4.27
469.14638,7.0259,72.23
469.14804,0.4739,4.42
469.14957,0.7403,7.18
469.1504,2.0309,20.54
469.15378,1.3472,13.46
469.15449,2.8149,28.65
469.15524,0.4868,4.56
469.1556,0.4743,4.43
469.15598,0.4476,4.15
469.15762,0.572,5.44
469.16013,1.681,16.91
469.16165,0.7348,7.12
469.1626,2.1061,21.31
469.16346,3.502,35.76
469.1657,0.6213,5.95
469.16872,0.5125,4.82
469.17154,50.9507,526.78
469.1729,0.4973,4.66
469.17469,0.5274,4.98
469.17974,0.5983,5.71
469.18124,0.4148,3.81
469.18276,2.2075,22.36
469.18679,1.699,17.1
469.19086,1.1933,11.87
469.19651,0.8088,7.89
469.19897,1.2077,12.02
469.19985,1.1293,11.21
469.20791,14.7883,152.55
469.22317,0.5828,5.55
469.24432,1.7568,17.7
470.06573,1.2513,12.47
470.07289,0.4773,4.46
470.07626,0.68,6.56
470.08353,0.4624,4.3
470.08431,0.5751,5.47
470.08749,0.5357,5.06
470.09166,0.6884,6.64
470.09401,4.5459,46.56
470.10212,7.7311,79.52
470.10524,0.6032,5.76
470.10687,0.5026,4.72
470.10928,0.632,6.06
470.11265,1.2375,12.32
470.11335,1.1374,11.29
470.11499,0.4272,3.94
470.11813,0.4755,4.44
470.12051,1.0567,10.45
470.12231,1.0203,10.08
470.12389,0.7966,7.76
470.12711,0.5194,4.89
470.12806,0.5136,4.83
470.1304,9.0581,93.26
470.13357,0.8327,8.14
470.1385,15.04,155.16
470.14163,1.6364,16.45
470.14565,0.86,8.42
470.14903,0.6839,6.6
470.14973,1.5069,15.11
470.15134,0.4515,4.19
470.15376,0.7577,7.36
470.1545,0.4093,3.75
470.15689,1.8311,18.47
470.15871,0.89,8.73
470.16351,0.5278,4.98
470.16679,5.6646,58.14
470.16999,0.4899,4.59
470.17488,11.4524,118.03
470.17799,0.7739,7.53
470.18203,0.5854,5.58
470.18612,0.498,4.67
470.19017,0.5263,4.97
470.19326,0.619,5.92
470.20318,1.5266,15.32
470.21127,3.2562,33.22
471.02806,0.5147,4.84
471.04165,0.596,5.69
471.06026,1.6487,16.58
471.06439,0.5294,5
471.06598,0.4669,4.35
471.06756,1.1095,11
471.06995,0.9492,9.34
471.07151,0.552,5.23
471.07803,9.6667,99.55
471.08534,0.8503,8.32
471.08773,0.4845,4.53
471.08926,0.7915,7.71
471.09088,1.4549,14.57
471.09327,1.5213,15.26
471.09665,4.4014,45.07
471.09737,0.9983,9.85
471.10213,0.773,7.52
471.10302,1.0317,10.19
471.10395,1.7182,17.3
471.10452,0.8724,8.55
471.10546,0.7921,7.72
471.10635,3.4289,35
471.10788,1.2918,12.89
471.11442,32.5455,336.31
471.11758,0.9822,9.68
471.12171,0.6289,6.03
471.12412,1.027,10.15
471.12565,2.7222,27.69
471.12727,1.6835,16.94
471.12967,3.6059,36.83
471.13305,3.8888,39.76
471.13376,2.0276,20.5
471.13846,0.4367,4.04
471.1394,1.5201,15.25
471.14035,0.4388,4.06
471.14091,1.6661,16.76
471.14186,1.4094,14.1
471.14274,5.8161,59.71
471.14425,0.4594,4.27
471.1508,37.3492,386.02
471.15214,0.6964,6.73
471.15395,0.7293,7.07
471.1605,1.3815,13.81
471.16204,1.6262,16.35
471.16367,0.6689,6.44
471.16606,4.9445,50.69
471.16665,0.4265,3.93
471.16941,1.3211,13.19
471.17014,1.1812,11.74
471.17578,1.1203,11.11
471.1773,1.1533,11.45
471.17824,1.5761,15.83
471.17912,3.207,32.71
471.18718,16.2803,167.99
471.1885,0.4315,3.98
471.20243,2.654,26.98
471.21553,0.6176,5.91
471.22356,3.0155,30.72
471.23663,10.3704,106.84
471.23884,0.7909,7.7
472.0733,0.6688,6.44
472.08139,2.0186,20.41
472.08616,0.4978,4.67
472.08857,0.6299,6.04
472.0919,1.4966,15.01
472.09739,0.4109,3.77
472.09994,1.0161,10.03
472.10161,0.5156,4.85
472.10314,0.7707,7.49
472.10967,3.758,38.41
472.11776,7.4262,76.37
472.12084,0.5219,4.92
472.12253,0.7222,6.99
472.12493,1.5634,15.7
472.12744,0.4746,4.43
472.12829,1.4212,14.23
472.12902,0.6277,6.01
472.13063,0.5255,4.96
472.13303,0.828,8.09
472.13374,0.4413,4.09
472.13616,3.1955,32.59
472.13796,0.9213,9.05
472.13952,0.4199,3.86
472.14277,0.4108,3.77
472.14606,4.5285,46.38
472.15416,8.5083,87.57
472.15727,0.5694,5.41
472.1589,0.4185,3.85
472.16129,1.6435,16.53
472.16465,0.5349,5.05
472.16539,0.5428,5.14
472.16941,1.1795,11.72
472.17254,2.9123,29.66
472.17439,0.5621,5.34
472.18245,2.0263,20.49
472.19054,4.0404,41.33
472.1977,1.1213,11.12
472.20579,0.788,7.67
472.20892,0.5279,4.98
472.21882,0.4304,3.97
472.22692,0.4971,4.66
472.23999,2.6069,26.5
472.24222,0.4519,4.2
473.00727,0.5033,4.73
473.03953,0.6759,6.51
473.04368,0.6304,6.04
473.04525,0.5552,5.26
473.04684,0.5345,5.05
473.0573,0.9837,9.7
473.06397,0.5411,5.12
473.06461,0.4626,4.31
473.07015,1.5835,15.91
473.07255,1.166,11.58
473.07591,3.9143,40.03
473.0832,0.892,8.75
473.08378,0.8384,8.19
473.08561,1.6295,16.38
473.08715,1.3432,13.42
473.09367,8.4116,86.57
473.09524,0.4985,4.68
473.09616,0.427,3.94
473.09684,0.7246,7.02
473.10097,0.5766,5.49
473.10339,1.4226,14.24
473.10491,0.5468,5.18
473.10653,2.9388,29.93
473.10893,5.0921,52.21
473.11231,7.245,74.49
473.11302,0.7275,7.05
473.11777,1.0645,10.53
473.11866,0.8869,8.7
473.12017,2.7979,28.47
473.12111,0.8829,8.65
473.12199,5.5017,56.45
473.12354,1.2646,12.61
473.12588,0.443,4.1
473.12829,0.5444,5.15
473.13006,16.6784,172.11
473.1314,0.9196,9.03
473.13323,0.9917,9.78
473.13976,1.9191,19.38
473.14129,1.0999,10.9
473.1429,2.2924,23.24
473.14531,10.3192,106.31
473.14869,3.7591,38.42
473.14942,0.609,5.82
473.15412,0.4257,3.92
473.15504,1.0102,9.97
473.15655,3.7969,38.81
473.15751,0.8344,8.15
473.15838,5.5064,56.5
473.16644,11.7294,120.9
473.16778,1.3452,13.44
473.17612,1.1656,11.58
473.17929,0.5713,5.43
473.1817,9.6253,99.12
473.18509,0.6682,6.43
473.19141,0.477,4.46
473.19293,1.697,17.08
473.19476,1.7,17.11
473.20284,3.0345,30.92
473.21808,4.1418,42.38
473.23367,3.5505,36.26
473.2545,0.9146,8.98
474.0654,0.6862,6.62
474.0678,0.4225,3.89
474.07118,1.0601,10.49
474.07926,0.8043,7.84
474.08242,0.4548,4.23
474.08894,0.8251,8.06
474.09704,1.6888,16.99
474.10179,1.0246,10.12
474.10418,2.113,21.38
474.10674,0.49,4.59
474.10755,1.8528,18.69
474.1099,0.7987,7.78
474.1123,1.111,11.02
474.11303,0.5841,5.56
474.11544,3.5198,35.94
474.11727,0.7593,7.38
474.11877,0.7094,6.86
474.12353,0.7643,7.43
474.12534,2.2131,22.42
474.13341,3.831,39.16
474.13503,0.4354,4.02
474.13816,0.6686,6.44
474.14057,4.0562,41.49
474.14315,0.4809,4.5
474.14395,1.0929,10.83
474.14625,0.7303,7.08
474.14867,2.7729,28.21
474.14939,0.4722,4.41
474.15181,6.913,71.06
474.15362,0.6812,6.57
474.15991,0.9197,9.04
474.16173,2.091,21.16
474.1698,2.793,28.42
474.17695,3.1482,32.1
474.18505,2.8965,29.49
474.18818,3.2281,32.92
474.1963,0.5277,4.98
474.19811,0.9011,8.84
474.20618,0.819,7.99
474.21332,1.0672,10.56
474.22145,1.3121,13.1
474.23702,0.8668,8.49
475.02295,0.6274,6.01
475.03892,0.4772,4.46
475.04322,0.5566,5.28
475.04942,0.958,9.43
475.05184,0.7965,7.76
475.05519,1.9132,19.32
475.05928,0.6819,6.58
475.0609,1.0263,10.14
475.06485,0.697,6.73
475.06643,0.4926,4.62
475.07295,0.9799,9.66
475.07773,0.4497,4.17
475.07958,0.7513,7.29
475.08026,0.4651,4.33
475.08264,0.9087,8.92
475.08579,3.4789,35.52
475.0882,5.5142,56.58
475.08898,0.4301,3.97
475.09156,6.8765,70.68
475.09704,1.163,11.55
475.09943,3.1801,32.43
475.10126,2.8709,29.23
475.10279,1.4507,14.53
475.10754,0.4252,3.92
475.10933,3.8925,39.8
475.11071,0.6186,5.92
475.1125,0.4066,3.73
475.11409,0.7223,6.99
475.11905,1.8662,18.83
475.12218,3.9699,40.6
475.12459,16.5169,170.44
475.12536,0.4052,3.71
475.12627,0.5318,5.02
475.12707,0.7347,7.12
475.12796,7.3543,75.62
475.1334,0.8879,8.71
475.13433,0.4329,4
475.13582,8.2656,85.05
475.13764,4.6623,47.77
475.13921,0.5148,4.85
475.14395,1.0592,10.48
475.14571,5.1155,52.46
475.14706,1.7308,17.43
475.15516,0.5597,5.31
475.15544,0.5632,5.35
475.1569,0.4931,4.62
475.15856,1.7747,17.88
475.16097,26.1034,269.65
475.16337,1.4722,14.75
475.16433,3.3625,34.32
475.1722,6.0068,61.68
475.17403,3.0518,31.1
475.1803,1.0102,9.97
475.1821,1.972,19.93
475.18343,1.1139,11.05
475.1884,0.508,4.78
475.19156,0.8553,8.37
475.19735,16.5933,171.23
475.20858,1.3672,13.67
475.22348,0.5673,5.39
475.23375,4.9207,50.44
475.27014,0.7524,7.31
476.05855,0.5231,4.93
476.08105,1.0443,10.33
476.08345,1.5541,15.6
476.08423,0.559,5.3
476.08682,1.2066,12
476.08915,0.8986,8.82
476.09156,1.4306,14.32
476.09473,1.9052,19.23
476.10279,0.803,7.83
476.1046,0.8338,8.15
476.1127,0.8541,8.36
476.11743,1.2461,12.41
476.11983,6.7176,69.03
476.12061,0.4433,4.11
476.12242,0.424,3.91
476.1232,1.4803,14.84
476.12552,1.1521,11.44
476.12794,4.469,45.77
476.13107,8.628,88.8
476.1329,0.5111,4.81
476.13918,2.0993,21.24
476.141,1.4738,14.77
476.14907,1.1699,11.62
476.15381,0.4586,4.27
476.15622,7.6359,78.54
476.15876,0.5064,4.76
476.15961,0.5944,5.67
476.16191,0.5651,5.37
476.16432,6.9787,71.74
476.16745,8.1009,83.35
476.17556,1.6818,16.92
476.17737,0.9226,9.07
476.18544,0.6959,6.72
476.1926,4.1692,42.66
476.19512,0.4491,4.17
476.2007,4.6533,47.67
476.20383,1.5585,15.65
476.22899,1.1176,11.08
476.23709,1.3826,13.83
477.03443,0.4388,4.06
477.03857,0.5058,4.75
477.04018,0.4212,3.88
477.057,0.5739,5.46
477.05887,0.8425,8.24
477.06507,1.9596,19.8
477.06746,3.6861,37.66
477.06825,0.5874,5.6
477.07083,3.1167,31.77
477.07489,0.5119,4.82
477.07653,0.7256,7.03
477.0787,1.656,16.66
477.0805,0.9421,9.27
477.08682,0.4101,3.76
477.08741,0.4689,4.37
477.08856,0.4841,4.53
477.09013,0.4335,4
477.09336,1.5918,15.99
477.09581,0.4792,4.48
477.0983,1.1354,11.27
477.10145,3.9287,40.17
477.10384,21.0991,217.86
477.10463,0.7298,7.07
477.10722,6.7835,69.72
477.11271,0.7222,6.99
477.11508,10.0729,103.76
477.1169,2.2631,22.94
477.11786,0.4141,3.8
477.11843,0.866,8.48
477.12319,1.6654,16.75
477.12378,0.4074,3.73
477.12496,1.1243,11.15
477.12633,1.2464,12.42
477.12975,1.0221,10.1
477.13131,0.6014,5.74
477.13217,0.425,3.92
477.1345,1.9429,19.62
477.13783,2.615,26.58
477.14023,46.091,476.49
477.1436,4.1766,42.74
477.15146,13.8034,142.36
477.15329,2.6981,27.44
477.15958,2.0318,20.54
477.16135,0.9818,9.68
477.16271,1.5803,15.87
477.1652,0.5104,4.8
477.16768,0.9013,8.85
477.17082,2.0695,20.93
477.17263,0.5212,4.91
477.17296,0.4525,4.2
477.17662,45.5284,470.66
477.17903,2.087,21.12
477.17995,2.3578,23.92
477.18553000000003,0.43,3.97
477.18785,5.2379,53.72
477.18968,0.9097,8.93
477.19595,1.1312,11.22
477.19909,0.5254,4.96
477.2016,0.5404,5.11
477.20404,0.6878,6.64
477.21301,19.1098,197.27
477.22424,0.7946,7.74
477.23231,0.5101,4.8
477.24938,3.7772,38.61
478.06271,0.8658,8.48
478.06605,0.4174,3.84
478.06842,0.6483,6.23
478.07081,0.7038,6.8
478.07413,0.5632,5.35
478.08864,0.7298,7.07
478.0967,1.11,11.01
478.0991,6.7625,69.5
478.09985,0.6477,6.22
478.10247,1.0907,10.81
478.1048,0.9166,9
478.1072,5.1149,52.45
478.11034,4.8261,49.46
478.11844,2.346,23.8
478.12025,0.5495,5.21
478.125,0.4843,4.53
478.1331,0.5676,5.39
478.13549,13.0337,134.4
478.13803,0.4495,4.17
478.13883,0.7244,7.02
478.14118,0.5926,5.65
478.14359,11.4984,118.51
478.14672,10.6279,109.5
