m/z,I,S/N
438.13162,0.4266,3.94
438.14057,16.7042,172.59
438.14373,0.6387,6.14
438.14867,18.1172,187.23
438.14953,0.5036,4.74
438.1518,5.8802,60.45
438.1599,2.5581,26.03
438.17696,6.1672,63.42
438.18507,9.1747,94.58
438.18819,1.2065,12.02
438.19632,0.4522,4.21
438.21333,0.9405,9.27
438.22145,1.7159,17.3
439.04137,0.5337,5.05
439.05181,3.9287,40.23
439.05258,0.6388,6.14
439.05909,0.5606,5.33
439.06303,0.6322,6.07
439.0704,1.0565,10.47
439.07114,0.6108,5.85
439.07454,0.4011,3.68
439.0777,1.9905,20.15
439.08013,1.1052,10.98
439.08059,0.5176,4.89
439.08095,0.4404,4.09
439.08121,0.4267,3.95
439.08164,0.6898,6.67
439.08578,0.5561,5.29
439.0882,37.3501,386.49
439.08896,1.0455,10.36
439.09051,0.7182,6.97
439.09149,0.9123,8.98
439.09551,0.8707,8.55
439.09944,9.5617,98.59
439.10109,0.6641,6.4
439.10347,0.428,3.96
439.10534,0.4503,4.19
439.10627,0.7344,7.13
439.10683,1.6503,16.62
439.10754,3.1219,31.87
439.1107,0.6162,5.91
439.11319,1.2112,12.07
439.11413,1.3736,13.76
439.11565,1.6824,16.95
439.11653,2.7875,28.4
439.11695,0.8205,8.03
439.1173,0.5492,5.21
439.11879,0.7963,7.77
439.12135,4.5348,46.51
439.12183,4.5625,46.79
439.1246,83.282,862.37
439.12631,0.691,6.68
439.12684,0.9419,9.28
439.12778,1.7591,17.75
439.13192,0.4421,4.1
439.13258,0.6713,6.48
439.13318,0.7235,7.02
439.13582,15.4861,159.97
439.13986,0.8064,7.88
439.14172,0.4808,4.51
439.14321,0.6677,6.44
439.14393,3.6878,37.73
439.14707,0.9555,9.42
439.14957,1.5796,15.89
439.15203,2.1451,21.75
439.15291,1.8522,18.71
439.15517,0.9321,9.18
439.15805,1.0769,10.68
439.15834,1.1089,11.01
439.15851,1.1147,11.07
439.16098,62.4692,646.74
439.16236,1.0223,10.12
439.16298,0.9747,9.62
439.16417,0.7064,6.84
439.16799,0.4773,4.47
439.17221,3.8792,39.71
439.17623,0.5922,5.66
439.18031,1.3308,13.31
439.18345,0.4179,3.85
439.18594,0.6713,6.48
439.18841,1.2409,12.38
439.18931,0.5363,5.08
439.19737,17.6645,182.54
439.23375,1.7083,17.22
439.24681,11.7738,121.51
440.05517,0.9908,9.79
440.06565,0.4731,4.43
440.073,0.5653,5.38
440.08109,0.5396,5.12
440.08345,6.4184,66.02
440.09156,8.5777,88.39
440.09468,0.9531,9.4
440.10208,0.7903,7.71
440.10279,1.796,18.13
440.10995,0.5578,5.3
440.11177,0.8284,8.11
440.11331,0.6822,6.59
440.11656,0.4129,3.8
440.11984,16.2737,168.13
440.123,0.9782,9.66
440.12794,18.6058,192.29
440.12882,0.4102,3.77
440.13107,3.5814,36.63
440.13507,0.4771,4.47
440.13918,3.227,32.96
440.14479,0.3997,3.67
440.14633,0.9408,9.27
440.14727,0.4444,4.13
440.14816,0.5835,5.57
440.15043,0.4209,3.88
440.15622,9.6944,99.96
440.16433,15.4899,160.01
440.16745,1.8365,18.55
440.17555,0.8934,8.78
440.18271,0.5749,5.48
440.19261,2.1675,21.98
440.2007,4.4157,45.27
440.23712,0.588,5.62
440.25016,2.9355,29.94
441.03837,0.4512,4.2
441.04632,0.4094,3.77
441.04971,0.9155,9.01
441.057,1.1083,11.01
441.05946,0.5278,4.99
441.06095,0.4774,4.47
441.06748,11.1033,114.56
441.06824,0.4317,4
441.07479,0.8738,8.58
441.07873,1.2999,12.99
441.08034,0.7423,7.21
441.08274,0.5573,5.3
441.08611,3.0824,31.46
441.08683,1.2371,12.34
441.09159,0.5998,5.74
441.09247,0.9267,9.13
441.0934,1.8805,19.01
441.09494,0.9174,9.03
441.09582,2.7932,28.46
441.09735,1.1552,11.49
441.10036,0.4344,4.03
441.10156,0.4272,3.95
441.10388,52.9201,547.8
441.10618,0.521,4.92
441.10705,1.8174,18.35
441.11117,0.6727,6.49
441.11239,0.6525,6.28
441.11361,0.5851,5.59
441.11511,7.7777,80.11
441.11673,1.1684,11.63
441.11913,1.4827,14.89
441.12101,0.4593,4.28
441.1225,3.1465,32.12
441.12321,3.2764,33.47
441.12634,0.9412,9.28
441.12669,0.6795,6.56
441.12797,0.4827,4.53
441.12886,2.0039,20.29
441.12978,0.6438,6.19
441.13037,0.866,8.5
441.13133,2.1651,21.96
441.13219,4.8426,49.7
441.13374,0.4541,4.23
441.13445,0.4452,4.14
441.13775,1.5971,16.07
441.14026,68.4936,709.15
441.14343,1.4912,14.97
441.14401,0.8364,8.19
441.14753,0.4832,4.53
441.1515,4.5634,46.8
441.15314,0.6668,6.43
441.15551,1.9833,20.07
441.15888,0.7666,7.47
441.1596,2.0179,20.43
441.16278,0.4417,4.1
441.16525,1.4795,14.85
441.16678,0.7252,7.04
441.1677,1.9329,19.55
441.16858,2.2621000000000002,22.96
441.17416,0.4155,3.83
441.17665,29.3702,303.82
441.18788,0.7847,7.65
441.19191,1.3954,13.98
441.196,0.5648,5.38
441.20409,0.5554,5.28
441.21303,4.7493,48.73
441.24388,4.0227,41.2
441.25357,0.5112,4.82
442.06039,0.3988,3.66
442.06274,0.9769,9.65
442.07002,0.4687,4.38
442.07084,2.3486,23.86
442.07561,0.4432,4.12
442.07801,0.4716,4.41
442.08135,1.2134,12.1
442.08945,0.6271,6.02
442.09105,0.5758,5.49
442.09259,0.7994,7.81
442.09674,0.4579,4.27
442.09913,6.8881,70.89
442.10229,0.4363,4.04
442.10723,11.1353,114.89
442.11036,1.1491,11.43
442.11196,0.7019,6.8
442.11437,1.0109,10
442.11775,1.1388,11.32
442.11847,1.484,14.9
442.12009,0.6711,6.48
442.1225,0.4207,3.88
442.1232,0.5823,5.56
442.12412,0.4573,4.26
442.12562,2.0713,20.98
442.12743,1.1826,11.78
442.12898,0.5527,5.25
442.13222,0.578,5.51
442.13551,9.3733,96.64
442.13867,0.6413,6.17
442.14362,15.4514,159.61
442.14674,1.1979,11.94
442.15076,1.0939,10.86
442.15415,0.4384,4.07
442.15485,0.8342,8.17
442.15645,0.402,3.69
442.15887,0.6873,6.65
442.16199,2.8477,29.03
442.16382,0.6828,6.6
442.17189,3.3473,34.2
442.18,7.0969,73.05
442.1831,0.5465,5.19
442.18713,0.4308,3.99
442.19525,0.4227,3.9
442.19838,0.4639,4.33
442.21639,1.0516,10.42
442.24723,0.9396,9.26
443.03314,0.4431,4.12
443.04675,1.0816,10.73
443.05404,0.5192,4.9
443.0596,0.9902,9.78
443.06203,0.5175,4.89
443.06536,3.2233,32.92
443.07081,0.8711,8.55
443.07266,1.0667,10.58
443.07506,1.4946,15.01
443.07661,1.5238,15.31
443.08314,15.8798,164.05
443.08629,0.7382,7.17
443.09045,0.6809,6.58
443.09284,0.804,7.85
443.09437,1.4297,14.34
443.09598,2.379,24.17
443.09839,2.0929,21.21
443.10176,6.361,65.43
443.10248,1.3648,13.66
443.10722,1.3006,13
443.10812,1.2923,12.91
443.10906,0.821,8.03
443.10963,1.8659,18.86
443.11059,1.3269,13.27
443.11145,5.5908,57.45
443.113,1.645,16.57
443.117,0.6421,6.18
443.11772,0.5498,5.22
443.11952,37.3541,386.53
443.12269,1.2304,12.27
443.12924,1.0651,10.56
443.13075,2.944,30.03
443.13236,1.9029,19.24
443.13477,5.4909,56.41
443.13814,3.7202,38.07
443.13885,1.6095,16.2
443.14203,0.5291,5.01
443.1436,0.4672,4.36
443.1445,1.4168,14.2
443.14601,2.7081,27.58
443.14695,1.5506,15.59
443.14784,5.1883,53.28
443.1559,28.1767,291.45
443.15724,0.6622,6.38
443.15907,0.5308,5.02
443.16716,0.9901,9.78
443.17116,4.6047,47.23
443.17451,0.4623,4.31
443.17523,0.8832,8.67
443.18087,0.5809,5.54
443.1824,1.4279,14.32
443.18334,0.7584,7.38
443.18422,1.4218,14.26
443.19229,6.6813,68.75
443.20755,2.2714,23.06
443.22868,0.6716,6.48
443.26079,0.5015,4.72
444.06062,1.0171,10.06
444.06871,0.7203,6.99
444.07032,0.4681,4.37
444.07186,0.5921,5.66
444.0784,0.9106,8.96
444.08649,3.1067,31.71
444.09124,1.0413,10.31
444.09364,1.326,13.26
444.0944,0.4147,3.82
444.09701,1.9559,19.79
444.09934,0.8008,7.82
444.10173,0.5993,5.73
444.10247,0.9273,9.13
444.10486,0.6728,6.49
444.10671,1.1046,10.97
444.10823,0.908,8.93
444.11298,0.476,4.46
444.11477,4.0024,40.99
444.11634,0.4846,4.55
444.11792,0.7045,6.82
444.12287,7.678,79.07
444.126,0.409,3.76
444.12762,0.6973,6.75
444.13002,2.4003,24.39
444.13259,0.4191,3.87
444.13338,1.1873,11.83
444.13409,0.5109,4.82
444.13573,0.7244,7.03
444.13814,1.2627,12.61
444.13887,0.3942,3.61
444.14126,5.4194,55.67
444.14309,0.9136,8.99
444.14462,0.4324,4
444.14788,0.5023,4.73
444.14937,0.8614,8.45
444.15117,2.9285,29.86
444.15927,6.2156,63.92
444.16641,2.0801,21.08
444.17452,1.1177,11.1
444.17764,2.9874,30.47
444.18754,0.7263,7.05
444.19563,1.5407,15.49
444.20279,0.7757,7.56
444.21089,0.6306,6.06
444.86313,0.3975,3.64
445.01238,0.4205,3.88
445.03267,0.5007,4.71
445.03887,0.5419,5.14
445.04128,0.4776,4.47
445.04464,1.2707,12.69
445.04877,0.5502,5.22
445.05433,0.5877,5.61
445.05586,0.7546,7.34
445.0624,1.6134,16.24
445.07209,0.5577,5.3
445.07523,2.7188,27.69
445.07765,2.3129,23.49
445.08101,6.0196,61.89
445.08648,1.7143,17.28
445.08888,1.5651,15.74
445.0907,2.6343,26.82
445.09226,1.925,19.47
445.09695,0.4439,4.12
445.09878,9.8039,101.1
445.10026,0.4368,4.05
445.10191,0.7756,7.56
445.10357,0.4374,4.06
445.10849,1.7443,17.6
445.11004,0.7245,7.03
445.11163,3.8808,39.73
445.11403,9.1889,94.73
445.11741,6.8984,71
445.1181,0.9418,9.28
445.12286,1.2347,12.32
445.12377,0.9732,9.61
445.12528,6.2344,64.12
445.12623,0.6925,6.7
445.1271,6.0294,61.99
445.12864,0.887,8.71
445.13339,0.5656,5.38
445.13516,12.6159,130.23
445.13651,1.6308,16.42
445.13831,0.6123,5.87
445.14243,0.4055,3.73
445.14457,0.4659,4.35
445.14489,1.0756,10.67
445.1464,0.7426,7.22
445.14802,1.917,19.39
445.15042,12.9573,133.77
445.15379,2.3742,24.12
445.15453,0.5405,5.12
445.16014,0.6391,6.15
445.16165,5.1918,53.31
445.16259,0.5607,5.33
445.16348,3.1188,31.84
445.16976,0.6086,5.83
445.17154,5.2479,53.9
445.17288,0.8559,8.39
445.1868,8.5918,88.54
445.19803,1.2003,11.96
445.19987,0.4206,3.88
445.20794,0.9052,8.9
445.2232,2.6218,26.69
445.25957,0.4717,4.41
446.07049,1.0387,10.29
446.07288,0.8612,8.45
446.07364,0.416,3.83
446.07626,1.6076,16.18
446.0786,0.5006,4.71
446.081,0.5289,5
446.08175,0.4569,4.26
446.08436,1.1309,11.24
446.08751,0.5327,5.04
446.08981,0.4533,4.22
446.09405,1.0095,9.98
446.09564,0.5365,5.08
446.10213,1.917,19.39
446.10688,1.3111,13.11
446.10928,4.0321,41.3
446.11265,1.7033,17.17
446.11498,0.8129,7.95
446.11739,2.1314,21.61
446.11812,0.6295,6.05
446.12051,6.2469,64.25
446.12233,0.7801,7.61
446.12389,0.4928,4.63
446.12863,1.4103,14.14
446.13044,1.8718,18.92
446.13851,2.6046,26.51
446.14004,0.4373,4.06
446.14324,0.5146,4.86
446.14566,5.0933,52.29
446.1482,0.4169,3.84
446.14903,0.5111,4.82
446.15376,3.4241,35
446.15689,8.0096,82.51
446.165,1.3039,13.03
446.16681,0.9916,9.8
446.1749,1.1316,11.25
446.18205,2.6361,26.84
446.19016,2.1464,21.76
446.19329,1.7003,17.14
446.21128,0.4742,4.44
446.21842,0.7723,7.53
446.22655,0.7004,6.78
446.64438,0.409,3.76
447.02802,0.5669,5.4
447.04829,0.4256,3.93
447.05449,1.8005,18.18
447.05692,1.665,16.77
447.06028,2.9084,29.66
447.06814,0.8232,8.05
447.06994,0.8488,8.32
447.07153,0.8405,8.23
447.07395,0.4479,4.17
447.07803,0.9919,9.8
447.08282,0.6472,6.23
447.08776,0.927,9.13
447.09089,4.8019,49.27
447.09329,10.4625,107.92
447.09407,0.4977,4.68
447.09666,7.0335,72.39
447.10213,1.4477,14.52
447.10453,6.928,71.3
447.10635,2.9062,29.63
447.10791,1.1804,11.75
447.11263,0.9309,9.17
447.11441,3.0726,31.36
447.11579,1.0255,10.15
447.12164,0.5293,5.01
447.12412,1.8982,19.19
447.12727,3.5584,36.39
447.12967,25.8648,267.5
447.13305,4.4539,45.67
447.13371,0.4293,3.97
447.1385,0.4478,4.16
447.14091,12.1264,125.16
447.14274,3.0432,31.05
447.14902,1.2178,12.14
447.1508,2.2573,22.91
447.15214,1.7301,17.45
447.15711,0.4537,4.22
447.16025,1.2807,12.79
447.16199,0.4476,4.16
447.16367,1.1159,11.09
447.16606,25.0836,259.4
447.16942,0.9709,9.58
447.1773,4.8351,49.62
447.17911,1.0821,10.74
447.18539,0.6558,6.32
447.18718,0.8645,8.48
447.18853,0.6447,6.2
447.19218,0.5122,4.83
447.20245,9.8001,101.06
447.21365,0.5363,5.08
447.23883,1.9878,20.12
448.05216,0.4842,4.54
448.05553,0.6438,6.19
448.05787,0.4244,3.92
448.06028,0.4193,3.87
448.06362,0.5376,5.09
448.08616,1.3355,13.36
448.08855,3.9645,40.6
448.0893,0.6472,6.23
448.09192,1.3756,13.78
448.09424,0.8847,8.69
448.09665,2.3742,24.12
448.09738,0.4643,4.33
448.09979,3.4373,35.14
448.10162,0.4653,4.35
448.10788,1.3267,13.27
448.10969,0.7249,7.03
448.11778,0.5128,4.84
448.12252,0.7387,7.18
448.12492,9.2176,95.02
448.12827,0.9717,9.59
448.13063,0.9576,9.45
448.13303,6.0454,62.16
448.13615,10.9677,113.16
448.13797,0.4056,3.73
448.14425,2.6953,27.45
448.14608,0.9897,9.78
448.1474,0.5054,4.76
448.16131,7.714,79.45
448.16942,6.1996,63.76
448.17255,5.9679,61.35
448.18065,1.1132,11.06
448.19769,2.5297,25.73
448.2058,2.3401,23.77
448.20892,0.6428,6.18
448.2422,0.6314,6.07
449.03615,0.5696,5.43
449.04524,0.4836,4.53
449.06208,0.826,8.08
449.06701,0.451,4.2
449.07016,3.1168,31.82
449.07256,7.6702,78.99
449.07331,0.8471,8.3
449.0748,0.4805,4.5
449.07593,3.1265,31.92
449.08137,0.7436,7.23
449.08379,3.8552,39.47
449.08459,0.4675,4.37
449.08562,1.0511,10.41
449.08716,0.5915,5.65
449.08957,0.4732,4.43
449.09189,0.6069,5.81
449.09521,0.7361,7.15
449.09846,1.2651,12.63
449.09998,0.9971,9.85
449.10094,0.6787,6.56
449.10342,0.527,4.98
449.10654,4.2697,43.76
449.10894,34.0386,352.18
449.10969,0.4531,4.22
449.11130000000003,0.4538,4.23
449.11231,4.3844,44.95
449.11628,0.4016,3.69
449.11781,0.443,4.11
449.12017,16.5619,171.11
449.12198,1.7795,17.96
449.12615,0.4741,4.44
449.12756,0.4178,3.85
449.12828,2.0974,21.25
449.13006,0.6244,5.99
449.13141,1.9666,19.9
449.13637,1.2595,12.57
449.13726,0.8639,8.47
449.13768,0.4819,4.52
449.13951,2.2851,23.2
449.14129,0.4481,4.17
449.1429,2.6629,27.11
449.14532,54.5821,565.02
449.14758,0.5088,4.8
449.14868,2.1885,22.2
449.15656,13.2015,136.3
449.15838,1.3546,13.56
449.16466,1.7599,17.76
449.16643,0.6908,6.68
449.16779,1.7437,17.59
449.17205,0.4347,4.03
449.17276,1.0865,10.78
449.17365,0.6742,6.51
449.17401,0.5162,4.87
449.17589,1.2835,12.82
449.17926,0.7536,7.33
449.18172,32.4199,335.41
449.18922,0.4525,4.21
449.19027,0.4087,3.76
449.19294,2.7726,28.25
449.20103,0.5695,5.42
449.21809,7.8199,80.54
449.25447,0.9204,9.06
450.05734,0.5545,5.27
450.06538,0.5017,4.72
450.0678,1.9066,19.28
450.06858,0.5339,5.06
450.07348,0.5988,5.73
450.0759,1.7224,17.37
450.08715,0.946,9.33
450.09371,0.4968,4.67
450.10181,1.0671,10.58
450.10419,12.0699,124.57
450.10495,0.7838,7.65
450.10751,0.6239,5.99
450.10989,0.9071,8.92
450.11229,8.5942,88.57
450.11307,0.6002,5.74
450.11542,8.1218,83.67
450.12352,4.0349,41.33
450.12532,0.598,5.72
450.13162,0.4013,3.68
450.13816,0.4881,4.58
450.14056,14.8593,153.47
450.14376,0.5938,5.68
450.14627,0.4571,4.26
450.14867,13.2449,136.75
450.1518,10.104,104.21
450.15991,2.9581,30.17
450.16173,0.4435,4.12
450.17697,7.5347,77.59
450.18507,8.3645,86.19
450.1882,2.281,23.16
450.19631,0.6728,6.5
450.21335,1.5855,15.95
450.22145,2.3539,23.91
451.04133,0.5184,4.9
451.04941,0.7725,7.53
451.05182,3.2799,33.51
451.05258,0.7787,7.59
451.05519,0.7823,7.63
451.05913,0.4445,4.13
451.06307,0.8035,7.85
451.06479,0.4169,3.84
451.068,0.4672,4.36
451.07039,0.6801,6.57
451.07119,0.4531,4.22
451.07773,2.2868,23.22
451.08013,0.5995,5.74
451.08167,0.5225,4.94
451.0858,2.8061,28.6
451.08821,29.8839,309.14
451.08896,1.3348,13.35
451.09157,2.2197,22.52
451.09553,0.7279,7.07
451.09944,11.3801,117.43
451.10123,0.668,6.45
451.10441,0.6317,6.07
451.10682,0.6956,6.73
451.10753,2.4384,24.79
451.11068,0.8587,8.42
451.11318,0.7799,7.6
451.11412,1.7635,17.79
451.11563,1.8565,18.76
451.11654,1.1271,11.2
451.11878,1.4295,14.33
451.12097,1.5513,15.6
451.12219,2.051,20.77
451.12459,73.9308,765.49
451.12687,0.4335,4.02
451.12793,1.9509,19.74
451.1325,3.6551,37.39
451.13581,22.2113,229.65
451.13762,0.7272,7.06
451.13984,0.4595,4.28
451.14171,0.6015,5.76
451.14392,3.7091,37.95
451.14706,1.8212,18.39
451.14955,0.961,9.48
451.15059,0.6066,5.81
451.15202,2.6893,27.39
451.15292,1.1049,10.97
451.15516,2.0099,20.35
451.158,4.5106,46.26
451.16097,71.2943,738.17
451.16436,1.0531,10.44
451.16909,2.4877,25.3
451.1722,7.9691,82.09
451.17625,0.5127,4.84
451.18031,1.6083,16.19
451.18346,0.7289,7.08
451.18595,0.6921,6.69
451.18843,1.3395,13.4
451.18932,0.4179,3.85
451.19152,0.4898,4.6
451.19736,27.7976,287.52
451.2086,1.0299,10.19
451.21673,0.495,4.65
451.23374,4.5238,46.39
451.67133,0.4078,3.75
452.05519,0.6525,6.28
452.0633,0.4138,3.81
452.07299,1.044,10.34
452.08107,0.865,8.49
452.08345,6.7149,69.09
452.08421,0.6817,6.59
452.08678,0.4341,4.02
452.08915,0.56,5.33
452.09155,6.4914,66.78
452.09468,2.294,23.29
452.10203,0.8092,7.91
452.10278,2.5069,25.5
452.10937,0.7105,6.89
452.11176,0.5257,4.97
452.11331,0.5173,4.88
452.11746,0.5255,4.97
452.11984,20.3125,209.97
452.12302,0.6775,6.54
452.12794,17.4714,180.54
452.13107,8.2118,84.6
452.13918,5.0076,51.41
452.14485,0.394,3.61
452.14729,0.6988,6.76
452.14819,0.4518,4.2
452.15621,14.3671,148.38
452.16433,17.6756,182.65
452.16745,4.4348,45.47
452.17556,1.8447,18.64
452.19261,4.2891,43.96
452.20071,6.8598,70.6
452.20384,0.6292,6.04
452.22898,0.5409,5.13
452.2371,1.3915,13.94
453.03112,0.5047,4.75
453.0473,0.6757,6.53
453.04968,0.6155,5.9
453.057,1.5208,15.28
453.05942,0.419,3.86
453.06092,0.4007,3.68
453.06507,0.6564,6.32
453.06746,13.7262,141.73
453.06822,1.4075,14.11
453.07083,0.5693,5.42
453.07476,0.9124,8.98
453.07869,2.6541,27.02
453.08036,0.4489,4.18
453.08278,0.4569,4.26
453.08367,0.6301,6.05
453.08607,1.7303,17.45
453.0868,1.3849,13.87
453.09245,0.6634,6.4
453.09337,3.5364,36.16
453.09406,1.1749,11.7
453.09489,1.6886,17.02
453.09577,1.5972,16.07
453.09732,0.6068,5.81
453.10014,1.3136,13.13
453.10143,0.763,7.43
453.10385,64.1891,664.56
453.1046,0.6471,6.23
453.10622,0.9627,9.5
453.10706,1.3483,13.49
453.11115,0.7247,7.03
453.1118,0.5036,4.74
453.11265,0.6119,5.86
453.11347,0.4166,3.84
453.11509,16.1627,166.98
453.11673,0.4329,4.01
453.11828,0.4129,3.8
453.1191,0.5735,5.47
453.12098,0.6988,6.76
453.12247,1.2501,12.48
453.1232,3.9159,40.1
453.12632,0.9623,9.49
453.12883,1.7059,17.2
453.12978,2.0267,20.52
453.13038,1.5754,15.85
453.13087,1.5242,15.32
453.1313,3.0078,30.69
453.13218,3.1062,31.71
453.13442,1.5028,15.09
453.13623,0.6034,5.78
453.13645,0.5817,5.55
453.13784,1.8593,18.79
453.14025,97.917,1014
453.14251,0.4497,4.18
453.14347,1.7058,17.2
453.1487,0.5221,4.93
453.15148,12.9791,133.99
453.15463,0.4041,3.71
453.15551,1.108,11
453.15738,0.6684,6.45
453.15885,0.4712,4.41
453.15958,3.3089,33.81
453.16271,1.0223,10.12
453.16522,1.4239,14.28
453.16677,0.8726,8.56
453.16768,2.5513,25.96
453.16857,1.8055,18.23
453.1708,0.9363,9.22
453.17361,2.8252,28.8
453.17394,2.7534,28.05
453.17662,54.4442,563.59
453.18414,0.6922,6.7
453.18785,2.4818,25.24
453.19188,0.5979,5.72
453.19596,1.0644,10.55
453.20163,0.6388,6.14
453.20405,1.042,10.32
453.20499,0.4552,4.24
453.213,12.3349,127.32
453.22607,4.6618,47.82
453.24941,1.505,15.12
453.26247,3.0598,31.23
454.05224,0.5679,5.41
454.06271,1.5072,15.14
454.07001,0.4666,4.36
454.07083,2.8302,28.85
454.08132,0.801,7.82
454.08205,0.5115,4.82
454.08863,0.9329,9.19
454.08941,0.4068,3.74
454.09104,0.5341,5.06
454.09258,0.6003,5.74
454.09673,0.7979,7.79
454.09911,11.8643,122.44
454.10229,0.6269,6.02
454.10721,14.1549,146.18
454.11034,2.6526,27.01
454.11773,0.9015,8.86
454.11845,3.2915,33.63
454.12321,0.4285,3.96
454.1256,0.6247,6
454.12652,0.4854,4.55
454.1274,0.6976,6.75
454.12897,0.5963,5.7
454.13309,0.3959,3.63
454.13549,17.3841,179.63
454.13866,0.9389,9.25
454.14023,0.4413,4.1
454.14359,21.666,224
454.14672,3.9736,40.69
454.15072,0.4998,4.7
454.15484,3.0219,30.83
454.16198,0.8452,8.28
454.1638,0.4929,4.63
454.1686,0.5283,5
454.17188,7.7813,80.14
454.17999,13.4608,138.99
454.18311,1.0837,10.75
454.19121,0.4253,3.93
454.19837,0.4573,4.26
454.20826,1.5552,15.64
454.21637,3.0833,31.47
454.22942,1.2413,12.38
454.26583,0.7642,7.44
455.03311,0.4101,3.77
455.03626,0.5731,5.46
455.04674,2.2987,23.34
455.05406,0.6152,5.9
455.05958,0.4263,3.94
455.06297,0.5249,4.96
455.06535,2.099,21.27
455.07264,2.5999,26.46
455.07415,0.5083,4.79
455.07505,0.9479,9.35
455.0766,0.8767,8.61
455.08312,27.0771,280.06
455.08389,0.7251,7.04
455.08632,0.5513,5.24
455.09043,1.2473,12.45
455.09436,3.6251,37.08
455.09597,1.1261,11.19
455.09838,0.9066,8.92
455.10173,3.4196,34.95
455.10245,2.3521,23.89
455.10721,0.6981,6.76
455.1081,1.2954,12.95
455.10903,2.0975,21.26
455.10961,0.45,4.19
455.11057,1.5483,15.57
455.11144,3.8461,39.37
455.11297,0.8764,8.6
455.11539,0.437,4.05
455.11706,1.5796,15.89
455.11951,72.0603,746.11
455.12269,1.0819,10.73
455.12679,0.4917,4.62
455.12922,0.6906,6.68
455.13075,9.2612,95.48
455.13236,1.0064,9.95
455.13477,1.9223,19.44
455.13662,0.4461,4.15
455.13813,2.0723,20.99
455.13885,3.2842,33.55
455.14197,0.6653,6.42
455.14449,1.8876,19.08
455.14599,0.9199,9.05
455.14695,2.5061,25.49
455.14783,4.3646,44.74
455.15011,0.618,5.93
455.15312,1.2744,12.73
455.15347,1.2534,12.51
455.15589,62.0974,642.89
455.15722,0.444,4.12
455.15907,0.8585,8.42
455.16378,0.4546,4.23
455.16712,3.7592,38.47
455.17114,1.821,18.39
455.17454,0.4111,3.78
455.17522,1.4873,14.93
455.18086,1.0165,10.06
455.18238,0.505,4.76
455.18333,1.6415,16.53
455.18421,1.303,13.02
455.19227,21.6082,223.4
455.19565,3.4473,35.24
455.20351,0.521,4.92
455.20754,0.7921,7.73
455.22314,1.527,15.35
455.22867,2.7668,28.19
455.24173,6.578,67.68
455.25949,0.9637,9.51
455.397,0.3953,3.62
455.66631,0.4605,4.3
456.05011,0.4441,4.13
456.06061,0.7689,7.49
456.06791,0.4194,3.87
456.06871,0.4152,3.83
456.07599,0.5214,4.93
456.07839,2.6151,26.62
456.08649,5.8574,60.21
456.09126,0.6757,6.53
456.09366,0.6315,6.07
456.09699,1.6267,16.38
456.09771,0.7894,7.7
456.0993,0.4689,4.38
456.10245,0.6011,5.75
456.10502,0.9255,9.11
456.10669,0.7992,7.8
456.10823,0.847,8.3
456.11145,0.4574,4.26
456.11476,10.2275,105.49
456.11792,0.7677,7.48
456.12286,15.3061,158.1
456.12598,1.5363,15.44
456.12762,0.5069,4.78
456.13002,1.0609,10.52
456.13338,0.9752,9.63
456.1341,1.886,19.06
456.13568,0.6767,6.54
456.1381,0.4164,3.84
456.13973,0.4646,4.34
456.14124,2.4003,24.39
456.14219,0.4307,3.99
456.14306,1.0428,10.33
456.14784,0.4977,4.68
456.15114,8.1433,83.89
456.1543,0.6096,5.84
456.15925,14.1803,146.44
456.16237,1.1312,11.24
456.1664,0.8791,8.63
456.17049,0.783,7.64
456.17452,0.5527,5.25
456.17765,1.7025,17.16
456.17945,0.5275,4.99
456.18421,0.4178,3.85
456.18754,2.1059,21.34
456.19563,5.1658,53.05
456.19901,0.7479,7.27
456.20276,0.4547,4.24
456.22645,0.4593,4.28
456.23201,0.7034,6.81
456.24509,1.5374,15.45
456.48425,0.4313,3.99
457.01238,0.5303,5.02
457.04463,0.9598,9.47
457.04877,0.5941,5.68
457.05038,0.4191,3.87
457.05191,0.9222,9.08
457.05587,0.4843,4.54
457.06239,4.6648,47.85
457.06969,0.8021,7.83
457.07525,1.4523,14.57
457.07764,0.8874,8.72
457.08101,4.2604,43.66
457.08647,1.0662,10.57
457.08737,0.5535,5.26
457.0883,1.5785,15.88
457.08888,0.6966,6.74
457.08982,0.7021,6.8
457.0907,2.5052,25.48
457.09225,1.5981,16.08
457.09877,25.9819,268.71
457.10195,1.1613,11.56
457.10607,0.7962,7.77
457.1085,1.0375,10.27
457.11001,2.4369,24.77
457.11162,2.4558,24.97
457.11403,3.2127,32.81
457.1174,5.693,58.51
457.11811,1.8288,18.47
457.12286,0.9769,9.65
457.12377,1.8495,18.69
457.12471,0.7299,7.09
457.12527,2.388,24.26
457.12623,1.5275,15.35
457.1271,6.1855,63.61
457.12863,0.9054,8.9
457.13242,0.4266,3.94
457.13516,41.2091,426.47
457.13833,1.0511,10.41
457.14487,1.2772,12.76
457.14639,2.4672,25.09
457.14801,1.3686,13.7
457.15042,5.1275,52.65
457.15378,2.1108,21.39
457.15451,1.4884,14.95
457.16014,1.1546,11.49
457.16165,2.1748,22.06
457.1626,1.5863,15.96
457.16348,4.1563,42.59
457.17154,21.4986,222.26
457.1729,0.7436,7.23
457.18278,0.7769,7.57
457.18679,3.6795,37.65
