"M_cal";"MF";"C";"H";"N";"O";"P";"S";"O/C";"H/C";"N/C";"S/C";"DBE";"AI";"NOSC";"n_occurrence";"BottomWater";"NPEqIW";"SRNOM";"U1382A";"U1383C_Deep";"U1383C_Middle";"U1383C_Shallow"
278.07903816864;"C14H14O6";14;14;0;6;0;0;0.429;1;0;0;8;0.2;-0.14;1;0;0;7.35239;0;0;0;0
280.13107374245;"C15H20O5";15;20;0;5;0;0;0.333;1.333;0;0;6;0.1;-0.67;1;0;0;7.43401;0;0;0;0
282.07395278821;"C13H14O7";13;14;0;7;0;0;0.538;1.077;0;0;7;0;0;1;0;0;10.52583;0;0;0;0
282.11033829756;"C14H18O6";14;18;0;6;0;0;0.429;1.286;0;0;6;0;-0.43;1;0;0;12.8956;0;0;0;0
284.08960285267;"C13H16O7";13;16;0;7;0;0;0.538;1.231;0;0;6;-0.2;-0.15;1;0;0;15.56743;0;0;0;0
284.12598836202;"C14H20O6";14;20;0;6;0;0;0.429;1.429;0;0;5;-0.1;-0.57;1;0;0;8.22378;0;0;0;0
286.06886740778;"C12H14O8";12;14;0;8;0;0;0.667;1.167;0;0;6;-0.5;0.17;1;0;0;8.69203;0;0;0;0
290.07903816864;"C15H14O6";15;14;0;6;0;0;0.4;0.933;0;0;9;0.3;-0.13;1;0;0;7.0406;0;0;0;0
292.05830272375;"C14H12O7";14;12;0;7;0;0;0.5;0.857;0;0;9;0.3;0.14;1;0;0;7.7876;0;0;0;0
292.0946882331;"C15H16O6";15;16;0;6;0;0;0.4;1.067;0;0;8;0.2;-0.27;1;0;0;10.40111;0;0;0;0
292.20721606447;"C15H32O3S";15;32;0;3;0;1;0.2;2.133;0;0.0667;0;-0.4;-1.6;1;0;0;100;0;0;0;0
294.03756727886;"C13H10O8";13;10;0;8;0;0;0.615;0.769;0;0;9;0.2;0.46;1;0;0;6.12698;0;0;0;0
294.07395278821;"C14H14O7";14;14;0;7;0;0;0.5;1;0;0;8;0.1;0;1;0;0;13.44217;0;0;0;0
294.11033829756;"C15H18O6";15;18;0;6;0;0;0.4;1.2;0;0;7;0.1;-0.4;2;5.40776;0;17.70023;0;0;0;0
296.05321734332;"C13H12O8";13;12;0;8;0;0;0.615;0.923;0;0;8;0;0.31;1;0;0;9.55499;0;0;0;0
296.08960285267;"C14H16O7";14;16;0;7;0;0;0.5;1.143;0;0;7;0;-0.14;1;0;0;20.37227;0;0;0;0
296.12598836202;"C15H20O6";15;20;0;6;0;0;0.4;1.333;0;0;6;0;-0.53;2;6.8283;0;17.7429;0;0;0;0
298.06886740778;"C13H14O8";13;14;0;8;0;0;0.615;1.077;0;0;7;-0.2;0.15;1;0;0;19.37135;0;0;0;0
298.08412354907;"C17H14O5";17;14;0;5;0;0;0.294;0.824;0;0;11;0.5;-0.24;1;0;0;4.44316;0;0;0;0
298.10525291713;"C14H18O7";14;18;0;7;0;0;0.5;1.286;0;0;6;-0.1;-0.29;2;9.58904;0;28.51379;0;0;0;0
298.14163842648;"C15H22O6";15;22;0;6;0;0;0.4;1.467;0;0;5;-0.1;-0.67;2;6.06677;0;10.72998;0;0;0;0
300.08451747224;"C13H16O8";13;16;0;8;0;0;0.615;1.231;0;0;6;-0.4;0;1;0;0;22.95702;0;0;0;0
300.09977361353;"C17H16O5";17;16;0;5;0;0;0.294;0.941;0;0;10;0.4;-0.35;1;0;0;6.17052;0;0;0;0
300.12090298159;"C14H20O7";14;20;0;7;0;0;0.5;1.429;0;0;5;-0.3;-0.43;2;6.89185;0;15.39424;0;0;0;0
302.07903816864;"C16H14O6";16;14;0;6;0;0;0.375;0.875;0;0;10;0.4;-0.12;1;0;0;7.74931;0;0;0;0
302.11542367799;"C17H18O5";17;18;0;5;0;0;0.294;1.059;0;0;9;0.3;-0.47;1;0;0;6.41569;0;0;0;0
304.05830272375;"C15H12O7";15;12;0;7;0;0;0.467;0.8;0;0;10;0.4;0.13;1;0;0;10.05956;0;0;0;0
304.0946882331;"C16H16O6";16;16;0;6;0;0;0.375;1;0;0;9;0.3;-0.25;1;0;0;11.26102;0;0;0;0
304.13107374245;"C17H20O5";17;20;0;5;0;0;0.294;1.176;0;0;8;0.2;-0.59;1;0;0;8.67988;0;0;0;0
306.07395278821;"C15H14O7";15;14;0;7;0;0;0.467;0.933;0;0;9;0.2;0;1;0;0;12.89505;0;0;0;0
306.11033829756;"C16H18O6";16;18;0;6;0;0;0.375;1.125;0;0;8;0.2;-0.38;1;0;0;13.41778;0;0;0;0
306.14672380691;"C17H22O5";17;22;0;5;0;0;0.294;1.294;0;0;7;0.2;-0.71;1;0;0;6.8219;0;0;0;0
308.05321734332;"C14H12O8";14;12;0;8;0;0;0.571;0.857;0;0;9;0.2;0.29;1;0;0;11.43081;0;0;0;0
308.08960285267;"C15H16O7";15;16;0;7;0;0;0.467;1.067;0;0;8;0.1;-0.13;1;0;0;20.28158;0;0;0;0
308.12598836202;"C16H20O6";16;20;0;6;0;0;0.375;1.25;0;0;7;0.1;-0.5;4;9.11009;7.19246;17.33964;0;0;0;5.80033
310.06886740778;"C14H14O8";14;14;0;8;0;0;0.571;1;0;0;8;0;0.14;1;0;0;19.66028;0;0;0;0
310.10525291713;"C15H18O7";15;18;0;7;0;0;0.467;1.2;0;0;7;0;-0.27;3;11.43955;8.20738;33.87495;0;0;0;0
310.14163842648;"C16H22O6";16;22;0;6;0;0;0.375;1.375;0;0;6;0;-0.62;4;10.20508;7.32049;15.23988;0;0;0;6.76263
312.08451747224;"C14H16O8";14;16;0;8;0;0;0.571;1.143;0;0;7;-0.2;0;2;6.63584;0;28.30844;0;0;0;0
312.12090298159;"C15H20O7";15;20;0;7;0;0;0.467;1.333;0;0;6;-0.1;-0.4;4;13.98815;7.65747;27.06782;0;0;0;6.02709
314.06378202735;"C13H14O9";13;14;0;9;0;0;0.692;1.077;0;0;7;-0.5;0.31;1;0;0;16.30327;0;0;0;0
314.07903816864;"C17H14O6";17;14;0;6;0;0;0.353;0.824;0;0;11;0.5;-0.12;1;0;0;5.67875;0;0;0;0
314.1001675367;"C14H18O8";14;18;0;8;0;0;0.571;1.286;0;0;6;-0.3;-0.14;2;11.31695;0;26.17662;0;0;0;0
314.13655304605;"C15H22O7";15;22;0;7;0;0;0.467;1.467;0;0;5;-0.2;-0.53;2;9.1048;0;10.8652;0;0;0;0
316.07943209181;"C13H16O9";13;16;0;9;0;0;0.692;1.231;0;0;6;-0.8;0.15;1;0;0;13.27348;0;0;0;0
316.0946882331;"C17H16O6";17;16;0;6;0;0;0.353;0.941;0;0;10;0.4;-0.24;1;0;0;8.67354;0;0;0;0
316.11581760116;"C14H20O8";14;20;0;8;0;0;0.571;1.429;0;0;5;-0.5;-0.29;2;7.33162;0;11.33924;0;0;0;0
318.07395278821;"C16H14O7";16;14;0;7;0;0;0.438;0.875;0;0;10;0.3;0;1;0;0;10.145;0;0;0;0
320.05321734332;"C15H12O8";15;12;0;8;0;0;0.533;0.8;0;0;10;0.3;0.27;1;0;0;10.39149;0;0;0;0
320.08960285267;"C16H16O7";16;16;0;7;0;0;0.438;1;0;0;9;0.2;-0.12;1;0;0;13.52992;0;0;0;0
320.12598836202;"C17H20O6";17;20;0;6;0;0;0.353;1.176;0;0;8;0.2;-0.47;4;5.54786;5.63609;11.61012;0;0;0;5.02127
322.03248189843;"C14H10O9";14;10;0;9;0;0;0.643;0.714;0;0;10;0.2;0.57;1;0;0;7.69581;0;0;0;0
322.06886740778;"C15H14O8";15;14;0;8;0;0;0.533;0.933;0;0;9;0.1;0.13;1;0;0;19.2276;0;0;0;0
322.10525291713;"C16H18O7";16;18;0;7;0;0;0.438;1.125;0;0;8;0.1;-0.25;4;9.42916;8.08223;25.13993;0;0;0;6.49741
322.11648630642;"C15H18N2O6";15;18;2;6;0;0;0.4;1.2;0.1333;0;8;0;0;4;6.63265;0;0;5.36834;5.68022;5.04264;0
322.14163842648;"C17H22O6";17;22;0;6;0;0;0.353;1.294;0;0;7;0.1;-0.59;4;11.70366;9.26097;16.99896;0;0;0;10.3494
322.17802393583;"C18H26O5";18;26;0;5;0;0;0.278;1.444;0;0;6;0.1;-0.89;1;4.08455;0;0;0;0;0;0
324.04813196289;"C14H12O9";14;12;0;9;0;0;0.643;0.857;0;0;9;0;0.43;1;0;0;14.17626;0;0;0;0
324.08451747224;"C15H16O8";15;16;0;8;0;0;0.533;1.067;0;0;8;0;0;2;7.97724;0;30.64856;0;0;0;0
324.12090298159;"C16H20O7";16;20;0;7;0;0;0.438;1.25;0;0;7;0;-0.38;4;19.99826;14.22977;35.15955;0;0;0;13.40632
324.13213637088;"C15H20N2O6";15;20;2;6;0;0;0.4;1.333;0.1333;0;7;-0.1;-0.13;1;6.90474;0;0;0;0;0;0
324.15728849094;"C17H24O6";17;24;0;6;0;0;0.353;1.412;0;0;6;0;-0.71;4;10.4452;6.91705;11.2213;0;0;0;8.52327
325.11615195379;"C15H19NO7";15;19;1;7;0;0;0.467;1.267;0.0667;0;7;-0.1;-0.13;1;6.98368;0;0;0;0;0;0
326.06378202735;"C14H14O9";14;14;0;9;0;0;0.643;1;0;0;8;-0.2;0.29;1;0;0;22.90527;0;0;0;0
326.07903816864;"C18H14O6";18;14;0;6;0;0;0.333;0.778;0;0;12;0.5;-0.11;1;0;0;5.13699;0;0;0;0
326.1001675367;"C15H18O8";15;18;0;8;0;0;0.533;1.2;0;0;7;-0.1;-0.13;4;20.3451;10.40512;44.53535;0;0;0;9.34635
326.13655304605;"C16H22O7";16;22;0;7;0;0;0.438;1.375;0;0;6;-0.1;-0.5;4;20.7466;12.61014;26.23165;0;0;0;12.71083
326.1729385554;"C17H26O6";17;26;0;6;0;0;0.353;1.529;0;0;5;-0.1;-0.82;1;4.79402;0;0;0;0;0;0
327.0954165089;"C14H17NO8";14;17;1;8;0;0;0.571;1.214;0.0714;0;7;-0.4;0.14;1;6.00092;0;0;0;0;0;0
328.04304658246;"C13H12O10";13;12;0;10;0;0;0.769;0.923;0;0;8;-0.7;0.62;1;0;0;10.26152;0;0;0;0
328.05830272375;"C17H12O7";17;12;0;7;0;0;0.412;0.706;0;0;12;0.5;0.12;1;0;0;7.60982;0;0;0;0
328.07943209181;"C14H16O9";14;16;0;9;0;0;0.643;1.143;0;0;7;-0.4;0.14;2;10.35866;0;33.19709;0;0;0;0
328.11581760116;"C15H20O8";15;20;0;8;0;0;0.533;1.333;0;0;6;-0.3;-0.27;4;26.21951;12.98369;38.68231;0;0;0;10.95893
328.13107374245;"C19H20O5";19;20;0;5;0;0;0.263;1.053;0;0;10;0.4;-0.53;1;0;0;5.13076;0;0;0;0
328.15220311051;"C16H24O7";16;24;0;7;0;0;0.438;1.5;0;0;5;-0.2;-0.62;4;11.02746;6.11655;10.0438;0;0;0;5.55439
330.05869664692;"C13H14O10";13;14;0;10;0;0;0.769;1.077;0;0;7;-1;0.46;1;0;0;13.07589;0;0;0;0
330.07395278821;"C17H14O7";17;14;0;7;0;0;0.412;0.824;0;0;11;0.4;0;1;0;0;10.90787;0;0;0;0
330.09508215627;"C14H18O9";14;18;0;9;0;0;0.643;1.286;0;0;6;-0.6;0;2;11.59064;0;22.59555;0;0;0;0
330.11033829756;"C18H18O6";18;18;0;6;0;0;0.333;1;0;0;10;0.3;-0.33;1;0;0;9.86504;0;0;0;0
330.13146766562;"C15H22O8";15;22;0;8;0;0;0.533;1.467;0;0;5;-0.4;-0.4;2;11.94997;0;11.52796;0;0;0;0
330.14672380691;"C19H22O5";19;22;0;5;0;0;0.263;1.158;0;0;9;0.3;-0.63;1;0;0;6.19273;0;0;0;0
332.05321734332;"C16H12O8";16;12;0;8;0;0;0.5;0.75;0;0;11;0.4;0.25;1;0;0;11.2154;0;0;0;0
332.08960285267;"C17H16O7";17;16;0;7;0;0;0.412;0.941;0;0;10;0.3;-0.12;1;0;0;13.37445;0;0;0;0
332.12598836202;"C18H20O6";18;20;0;6;0;0;0.333;1.111;0;0;9;0.2;-0.44;4;3.84133;5.25736;11.54393;0;0;0;4.08421
332.16237387137;"C19H24O5";19;24;0;5;0;0;0.263;1.263;0;0;8;0.2;-0.74;1;0;0;5.80796;0;0;0;0
334.03248189843;"C15H10O9";15;10;0;9;0;0;0.6;0.667;0;0;11;0.3;0.53;1;0;0;8.18495;0;0;0;0
334.06886740778;"C16H14O8";16;14;0;8;0;0;0.5;0.875;0;0;10;0.2;0.12;1;0;0;19.40647;0;0;0;0
334.10525291713;"C17H18O7";17;18;0;7;0;0;0.412;1.059;0;0;9;0.2;-0.24;4;6.54341;6.97335;20.88056;0;0;0;5.7419
334.14163842648;"C18H22O6";18;22;0;6;0;0;0.333;1.222;0;0;8;0.2;-0.56;5;11.2489;9.93084;16.22472;6.61497;0;0;11.18867
334.17802393583;"C19H26O5";19;26;0;5;0;0;0.263;1.368;0;0;7;0.1;-0.84;3;5.11528;0;4.75966;0;0;0;4.82839
336.04813196289;"C15H12O9";15;12;0;9;0;0;0.6;0.8;0;0;10;0.2;0.4;1;0;0;18.57698;0;0;0;0
336.08451747224;"C16H16O8";16;16;0;8;0;0;0.5;1;0;0;9;0.1;0;2;6.557;0;29.46264;0;0;0;0
336.12090298159;"C17H20O7";17;20;0;7;0;0;0.412;1.176;0;0;8;0.1;-0.35;7;19.05517;16.00006;32.21411;7.31017;6.4427;5.88097;17.32945
336.13213637088;"C16H20N2O6";16;20;2;6;0;0;0.375;1.25;0.125;0;8;0;-0.12;5;6.91184;0;0;7.17399;8.27405;6.46031;5.90775
336.15728849094;"C18H24O6";18;24;0;6;0;0;0.333;1.333;0;0;7;0.1;-0.67;7;17.1385;11.67194;16.3816;8.91964;6.94466;6.63033;15.37444
337.11615195379;"C16H19NO7";16;19;1;7;0;0;0.438;1.188;0.0625;0;8;0;-0.12;2;6.76035;5.15294;0;0;0;0;0
338.027396518;"C14H10O10";14;10;0;10;0;0;0.714;0.714;0;0;10;0;0.71;1;0;0;6.86763;0;0;0;0
338.06378202735;"C15H14O9";15;14;0;9;0;0;0.6;0.933;0;0;9;0;0.27;1;0;0;28.50613;0;0;0;0
338.1001675367;"C16H18O8";16;18;0;8;0;0;0.5;1.125;0;0;8;0;-0.12;4;20.69244;15.02619;45.42654;0;0;0;14.77444
338.11140092599;"C15H18N2O7";15;18;2;7;0;0;0.467;1.2;0.1333;0;8;-0.2;0.13;5;10.66793;0;0;8.71757;9.88347;8.27651;8.15431
338.13655304605;"C17H22O7";17;22;0;7;0;0;0.412;1.294;0;0;7;0;-0.47;7;30.70476;21.50433;35.95775;11.00035;9.21331;9.31455;25.7459
338.14778643534;"C16H22N2O6";16;22;2;6;0;0;0.375;1.375;0.125;0;7;-0.1;-0.25;3;5.16084;0;0;4.62465;4.9016;0;0
338.1729385554;"C18H26O6";18;26;0;6;0;0;0.333;1.444;0;0;6;0;-0.78;7;12.90906;6.9582;10.5394;6.18673;5.02681;4.62392;11.37956
339.0954165089;"C15H17NO8";15;17;1;8;0;0;0.533;1.133;0.0667;0;8;-0.2;0.13;1;9.00677;0;0;0;0;0;0
339.13180201825;"C16H21NO7";16;21;1;7;0;0;0.438;1.312;0.0625;0;7;-0.1;-0.25;3;8.22086;5.89286;0;0;0;0;6.10689
340.04304658246;"C14H12O10";14;12;0;10;0;0;0.714;0.857;0;0;9;-0.2;0.57;1;0;0;17.2682;0;0;0;0
340.05830272375;"C18H12O7";18;12;0;7;0;0;0.389;0.667;0;0;13;0.5;0.11;1;0;0;6.77978;0;0;0;0
340.07943209181;"C15H16O9";15;16;0;9;0;0;0.6;1.067;0;0;8;-0.2;0.13;4;14.15912;6.4631;46.14225;0;0;0;7.00321
340.11581760116;"C16H20O8";16;20;0;8;0;0;0.5;1.25;0;0;7;-0.1;-0.25;7;44.51165;28.73575;58.88293;10.04548;9.64644;9.02696;29.48301
340.12705099045;"C15H20N2O7";15;20;2;7;0;0;0.467;1.333;0.1333;0;7;-0.3;0;5;10.09586;0;0;7.32167;8.67204;7.13129;6.96038
340.15220311051;"C17H24O7";17;24;0;7;0;0;0.412;1.412;0;0;6;-0.1;-0.59;7;27.83111;17.62887;22.96566;9.15251;8.07715;7.3126;20.47938
340.1674592518;"C21H24O4";21;24;0;4;0;0;0.19;1.143;0;0;10;0.4;-0.76;4;6.27871;0;9.97959;7.03261;0;0;8.94689
341.11106657336;"C15H19NO8";15;19;1;8;0;0;0.533;1.267;0.0667;0;7;-0.3;0;3;12.1758;6.54341;0;0;0;0;7.42046
342.05869664692;"C14H14O10";14;14;0;10;0;0;0.714;1;0;0;8;-0.5;0.43;1;0;0;28.81552;0;0;0;0
342.07395278821;"C18H14O7";18;14;0;7;0;0;0.389;0.778;0;0;12;0.5;0;1;0;0;9.55215;0;0;0;0
342.09508215627;"C15H18O9";15;18;0;9;0;0;0.6;1.2;0;0;7;-0.3;0;4;28.776;12.83841;54.01299;0;0;0;14.32062
342.13146766562;"C16H22O8";16;22;0;8;0;0;0.5;1.375;0;0;6;-0.2;-0.38;6;37.2102;22.65796;37.45854;7.87269;7.66414;0;21.96337
342.16785317497;"C17H26O7";17;26;0;7;0;0;0.412;1.529;0;0;5;-0.2;-0.71;2;10.45369;0;0;0;0;0;6.8934
343.12671663782;"C15H21NO8";15;21;1;8;0;0;0.533;1.4;0.0667;0;6;-0.5;-0.13;1;5.25837;0;0;0;0;0;0
344.05321734332;"C17H12O8";17;12;0;8;0;0;0.471;0.706;0;0;12;0.4;0.24;1;0;0;10.18953;0;0;0;0
344.07434671138;"C14H16O10";14;16;0;10;0;0;0.714;1.143;0;0;7;-0.8;0.29;2;7.40327;0;23.52744;0;0;0;0
344.08960285267;"C18H16O7";18;16;0;7;0;0;0.389;0.889;0;0;11;0.4;-0.11;1;0;0;12.00528;0;0;0;0
344.11073222073;"C15H20O9";15;20;0;9;0;0;0.6;1.333;0;0;6;-0.5;-0.13;4;22.25018;9.73385;26.62857;0;0;0;9.33602
344.12598836202;"C19H20O6";19;20;0;6;0;0;0.316;1.053;0;0;10;0.3;-0.42;1;0;0;9.05557;0;0;0;0
344.14711773008;"C16H24O8";16;24;0;8;0;0;0.5;1.5;0;0;5;-0.4;-0.5;4;11.92199;7.17691;9.21902;0;0;0;6.08284
346.03248189843;"C16H10O9";16;10;0;9;0;0;0.562;0.625;0;0;12;0.4;0.5;1;0;0;7.46344;0;0;0;0
346.06886740778;"C17H14O8";17;14;0;8;0;0;0.471;0.824;0;0;11;0.3;0.12;1;0;0;16.89678;0;0;0;0
346.08999677584;"C14H18O10";14;18;0;10;0;0;0.714;1.286;0;0;6;-1;0.14;2;7.15476;0;12.6198;0;0;0;0
346.10525291713;"C18H18O7";18;18;0;7;0;0;0.389;1;0;0;10;0.3;-0.22;2;0;4.37217;16.05657;0;0;0;0
346.12638228519;"C15H22O9";15;22;0;9;0;0;0.6;1.467;0;0;5;-0.7;-0.27;1;9.49021;0;0;0;0;0;0
346.14163842648;"C19H22O6";19;22;0;6;0;0;0.316;1.158;0;0;9;0.2;-0.53;4;6.46477;6.93897;13.29021;0;0;0;6.86757
346.17802393583;"C20H26O5";20;26;0;5;0;0;0.25;1.3;0;0;8;0.2;-0.8;1;0;0;5.1475;0;0;0;0
348.04813196289;"C16H12O9";16;12;0;9;0;0;0.562;0.75;0;0;11;0.3;0.38;1;0;0;18.17744;0;0;0;0
348.08451747224;"C17H16O8";17;16;0;8;0;0;0.471;0.941;0;0;10;0.2;0;1;0;0;27.99993;0;0;0;0
348.12090298159;"C18H20O7";18;20;0;7;0;0;0.389;1.111;0;0;9;0.2;-0.33;7;11.93419;12.92161;27.07449;6.93182;6.01336;5.92561;13.25845
348.13213637088;"C17H20N2O6";17;20;2;6;0;0;0.353;1.176;0.1176;0;9;0.1;-0.12;2;0;0;0;5.84978;6.20801;0;0
348.15728849094;"C19H24O6";19;24;0;6;0;0;0.316;1.263;0;0;8;0.2;-0.63;7;13.97856;11.24618;16.68279;9.61984;7.04025;7.60632;13.83262
349.07976644444;"C16H15NO8";16;15;1;8;0;0;0.5;0.938;0.0625;0;10;0.1;0.25;1;0;0;4.97191;0;0;0;0
349.11615195379;"C17H19NO7";17;19;1;7;0;0;0.412;1.118;0.0588;0;9;0.1;-0.12;1;4.65193;0;0;0;0;0;0
350.06378202735;"C16H14O9";16;14;0;9;0;0;0.562;0.875;0;0;10;0.1;0.25;1;0;0;27.29034;0;0;0;0
350.1001675367;"C17H18O8";17;18;0;8;0;0;0.471;1.059;0;0;9;0.1;-0.12;4;12.73649;11.41786;35.8896;0;0;0;12.3987
350.11140092599;"C16H18N2O7";16;18;2;7;0;0;0.438;1.125;0.125;0;9;0;0.12;5;7.05803;0;0;7.43945;8.73117;7.06548;6.52961
350.13655304605;"C18H22O7";18;22;0;7;0;0;0.389;1.222;0;0;8;0.1;-0.44;7;26.48472;20.73073;33.82145;14.8628;11.62188;11.27979;26.33685
350.14778643534;"C17H22N2O6";17;22;2;6;0;0;0.353;1.294;0.1176;0;8;0;-0.24;3;4.72867;0;0;6.13733;6.10211;0;0
350.1729385554;"C19H26O6";19;26;0;6;0;0;0.316;1.368;0;0;7;0.1;-0.74;7;13.41278;9.62196;12.3941;8.67868;6.78585;6.8633;13.10185
351.0954165089;"C16H17NO8";16;17;1;8;0;0;0.5;1.062;0.0625;0;9;0;0.12;1;5.36939;0;0;0;0;0;0
351.13180201825;"C17H21NO7";17;21;1;7;0;0;0.412;1.235;0.0588;0;8;0;-0.24;4;6.79552;5.70823;0;4.54096;0;0;6.11374
352.04304658246;"C15H12O10";15;12;0;10;0;0;0.667;0.8;0;0;10;0;0.53;1;0;0;16.67885;0;0;0;0
352.07943209181;"C16H16O9";16;16;0;9;0;0;0.562;1;0;0;9;0;0.12;4;10.55182;6.1578;37.44169;0;0;0;7.72901
352.0906654811;"C15H16N2O8";15;16;2;8;0;0;0.533;1.067;0.1333;0;9;-0.2;0.4;1;5.77469;0;0;0;0;0;0
352.11581760116;"C17H20O8";17;20;0;8;0;0;0.471;1.176;0;0;8;0;-0.24;7;38.2873;28.50728;50.09332;15.06038;13.3126;12.24648;33.13724
352.12705099045;"C16H20N2O7";16;20;2;7;0;0;0.438;1.25;0.125;0;8;-0.1;0;6;11.82936;6.06165;0;12.09659;13.26726;11.34125;9.64993
352.15220311051;"C18H24O7";18;24;0;7;0;0;0.389;1.333;0;0;7;0;-0.56;7;37.23738;24.36856;31.80396;20.04117;15.18194;15.05994;34.75141
352.18858861986;"C19H28O6";19;28;0;6;0;0;0.316;1.474;0;0;6;0;-0.84;5;9.48152;5.02979;5.60917;5.11148;0;0;8.01271
352.22834543253;"C17H36O5S";17;36;0;5;0;1;0.294;2.118;0;0.0588;0;-0.5;-1.41;1;0;0;0;5.83638;0;0;0
353.11106657336;"C16H19NO8";16;19;1;8;0;0;0.5;1.188;0.0625;0;8;-0.1;0;6;12.47578;8.43157;0;6.34331;6.98959;5.76974;9.66384
353.14745208271;"C17H23NO7";17;23;1;7;0;0;0.412;1.353;0.0588;0;7;-0.1;-0.35;3;7.06542;0;0;0;4.82572;0;5.76873
354.03756727886;"C18H10O8";18;10;0;8;0;0;0.444;0.556;0;0;14;0.6;0.33;1;0;0;4.71711;0;0;0;0
354.05869664692;"C15H14O10";15;14;0;10;0;0;0.667;0.933;0;0;9;-0.2;0.4;1;0;0;34.33838;0;0;0;0
354.07395278821;"C19H14O7";19;14;0;7;0;0;0.368;0.737;0;0;13;0.5;0;1;0;0;7.50162;0;0;0;0
354.09508215627;"C16H18O9";16;18;0;9;0;0;0.562;1.125;0;0;8;-0.1;0;7;34.38112;19.28915;56.64029;9.27489;9.51602;8.66297;25.48515
354.10631554556;"C15H18N2O8";15;18;2;8;0;0;0.533;1.2;0.1333;0;8;-0.4;0.27;5;11.60473;0;0;9.03833;9.61488;8.66158;9.29806
354.11033829756;"C20H18O6";20;18;0;6;0;0;0.3;0.9;0;0;12;0.4;-0.3;1;0;0;5.08175;0;0;0;0
354.13146766562;"C17H22O8";17;22;0;8;0;0;0.471;1.294;0;0;7;-0.1;-0.35;7;59.10405;44.31802;57.65084;21.79693;19.75612;19.07335;47.63882
354.14270105491;"C16H22N2O7";16;22;2;7;0;0;0.438;1.375;0.125;0;7;-0.3;-0.12;5;7.6267;0;0;7.1066;7.92712;6.58827;5.7266
354.16785317497;"C18H26O7";18;26;0;7;0;0;0.389;1.444;0;0;6;-0.1;-0.67;7;28.92709;16.19645;18.31857;13.19164;10.5042;10.8198;24.43093
355.09033112847;"C15H17NO9";15;17;1;9;0;0;0.6;1.133;0.0667;0;8;-0.4;0.27;1;10.21157;0;0;0;0;0;0
355.10558726976;"C19H17NO6";19;17;1;6;0;0;0.316;0.895;0.0526;0;12;0.4;-0.11;1;0;0;1.56183;0;0;0;0
355.12671663782;"C16H21NO8";16;21;1;8;0;0;0.5;1.312;0.0625;0;7;-0.3;-0.12;3;11.99224;8.24196;0;0;0;0;8.63059
356.05321734332;"C18H12O8";18;12;0;8;0;0;0.444;0.667;0;0;13;0.5;0.22;1;0;0;8.69301;0;0;0;0
356.07434671138;"C15H16O10";15;16;0;10;0;0;0.667;1.067;0;0;8;-0.4;0.27;3;13.41308;0;43.65509;0;0;0;7.52033
356.08960285267;"C19H16O7";19;16;0;7;0;0;0.368;0.842;0;0;12;0.4;-0.11;1;0;0;9.15688;0;0;0;0
356.11073222073;"C16H20O9";16;20;0;9;0;0;0.562;1.25;0;0;7;-0.3;-0.12;7;46.51315;27.30184;55.55261;12.0695;12.07962;11.46862;31.38833
356.12196561002;"C15H20N2O8";15;20;2;8;0;0;0.533;1.333;0.1333;0;7;-0.6;0.13;1;6.66422;0;0;0;0;0;0
356.12598836202;"C20H20O6";20;20;0;6;0;0;0.3;1;0;0;11;0.4;-0.4;1;0;0;6.98568;0;0;0;0
356.14711773008;"C17H24O8";17;24;0;8;0;0;0.471;1.412;0;0;6;-0.2;-0.47;7;36.59127;25.46569;28.7024;11.41019;10.67026;10.53498;26.38306
356.18350323943;"C18H28O7";18;28;0;7;0;0;0.389;1.556;0;0;5;-0.2;-0.78;1;8.12303;0;0;0;0;0;0
357.10598119293;"C15H19NO9";15;19;1;9;0;0;0.6;1.267;0.0667;0;7;-0.6;0.13;1;8.6981;0;0;0;0;0;0
358.05361126649;"C14H14O11";14;14;0;11;0;0;0.786;1;0;0;8;-1;0.57;1;0;0;16.60916;0;0;0;0
358.06886740778;"C18H14O8";18;14;0;8;0;0;0.444;0.778;0;0;12;0.4;0.11;1;0;0;11.42731;0;0;0;0
358.08999677584;"C15H18O10";15;18;0;10;0;0;0.667;1.2;0;0;7;-0.6;0.13;3;18.30423;0;32.07943;0;0;0;9.34715
358.10525291713;"C19H18O7";19;18;0;7;0;0;0.368;0.947;0;0;11;0.3;-0.21;1;0;0;10.78895;0;0;0;0
358.12638228519;"C16H22O9";16;22;0;9;0;0;0.562;1.375;0;0;6;-0.4;-0.25;7;29.23686;16.0724;23.6875;6.95852;6.84958;6.19964;16.68752
358.14163842648;"C20H22O6";20;22;0;6;0;0;0.3;1.1;0;0;10;0.3;-0.5;1;0;0;8.21919;0;0;0;0
358.16276779454;"C17H26O8";17;26;0;8;0;0;0.471;1.529;0;0;5;-0.3;-0.59;3;10.33218;6.28225;0;0;0;0;6.01507
360.04813196289;"C17H12O9";17;12;0;9;0;0;0.529;0.706;0;0;12;0.4;0.35;1;0;0;13.3471;0;0;0;0
360.06926133095;"C14H16O11";14;16;0;11;0;0;0.786;1.143;0;0;7;-1.3;0.43;1;0;0;11.14275;0;0;0;0
360.08451747224;"C18H16O8";18;16;0;8;0;0;0.444;0.889;0;0;11;0.3;0;1;0;0;18.10163;0;0;0;0
360.1056468403;"C15H20O10";15;20;0;10;0;0;0.667;1.333;0;0;6;-0.8;0;3;13.66359;0;14.59801;0;0;0;6.15598
