"M_cal";"MF";"C";"H";"N";"O";"P";"S";"O/C";"H/C";"N/C";"S/C";"DBE";"AI";"NOSC";"n_occurrence";"BottomWater";"NPEqIW";"SRNOM";"U1382A";"U1383C_Deep";"U1383C_Middle";"U1383C_Shallow"
512.22576197555;"C25H36O11";25;36;0;11;0;0;0.44;1.44;0;0;8;-0.2;-0.56;7;28.67698;24.88748;10.18865;27.20576;23.77749;25.61046;22.57321
512.2621474849;"C26H40O10";26;40;0;10;0;0;0.385;1.538;0;0;7;-0.2;-0.77;6;6.59357;3.66473;0;5.55182;4.2773;4.86718;5.10027
513.09072505164;"C24H19NO12";24;19;1;12;0;0;0.5;0.792;0.0417;0;16;0.3;0.33;1;0;0;5.80982;0;0;0;0
513.1118544197;"C21H23NO14";21;23;1;14;0;0;0.667;1.095;0.0476;0;11;-0.7;0.38;5;6.60866;0;0;6.34221;7.2538;6.48466;4.99424
513.14823992905;"C22H27NO13";22;27;1;13;0;0;0.591;1.227;0.0455;0;10;-0.5;0.09;6;13.11031;11.22635;0;11.54657;12.72741;12.67054;9.72555
513.1846254384;"C23H31NO12";23;31;1;12;0;0;0.522;1.348;0.0435;0;9;-0.4;-0.17;6;9.05833;10.51512;0;7.74981;8.20062;8.39408;6.41533
514.0383551252;"C23H14O14";23;14;0;14;0;0;0.609;0.609;0;0;17;0.3;0.61;1;0;0;18.35358;0;0;0;0
514.05948449326;"C20H18O16";20;18;0;16;0;0;0.8;0.9;0;0;12;-1;0.7;1;0;0;18.10206;0;0;0;0
514.07474063455;"C24H18O13";24;18;0;13;0;0;0.542;0.75;0;0;16;0.3;0.33;1;0;0;30.89515;0;0;0;0
514.09587000261;"C21H22O15";21;22;0;15;0;0;0.714;1.048;0;0;11;-0.7;0.38;6;15.15478;0;39.91178;13.67107;15.51018;14.23042;11.81272
514.1111261439;"C25H22O12";25;22;0;12;0;0;0.48;0.88;0;0;15;0.2;0.08;1;0;0;24.66873;0;0;0;0
514.11449744722;"C22H26O12S";22;26;0;12;0;1;0.545;1.182;0;0.0455;10;-0.3;0;5;0;5.6611;0;4.47797;5.26589;4.90093;3.69746
514.12235953319;"C24H22N2O11";24;22;2;11;0;0;0.458;0.917;0.0833;0;15;0.2;0.25;1;0;0;2.69732;0;0;0;0
514.13225551196;"C22H26O14";22;26;0;14;0;0;0.636;1.182;0;0;10;-0.5;0.09;7;42.63065;30.67532;36.37064;39.66641;45.43174;41.37256;34.1691
514.14348890125;"C21H26N2O13";21;26;2;13;0;0;0.619;1.238;0.0952;0;10;-0.8;0.29;4;5.52297;0;0;4.9484;5.42327;5.33786;0
514.1450097298;"C30H26O6S";30;26;0;6;0;1;0.2;0.867;0;0.0333;18;0.5;-0.4;2;0;0;0;2.8232;2.1075;0;0
514.14751165325;"C26H26O11";26;26;0;11;0;0;0.423;1;0;0;14;0.2;-0.15;2;0;0;19.99462;3.38522;0;0;0
514.15088295657;"C23H30O11S";23;30;0;11;0;1;0.478;1.304;0;0.0435;9;-0.3;-0.26;1;0;9.69629;0;0;0;0;0
514.16864102131;"C23H30O13";23;30;0;13;0;0;0.565;1.304;0;0;9;-0.4;-0.17;7;56.54236;62.1915;24.71654;50.98861;52.75162;52.48708;44.62761
514.1838971626;"C27H30O10";27;30;0;10;0;0;0.37;1.111;0;0;13;0.2;-0.37;7;4.02329;3.50052;15.08299;5.41334;3.87737;4.33881;4.1334
514.18726846592;"C24H34O10S";24;34;0;10;0;1;0.417;1.417;0;0.0417;8;-0.2;-0.5;1;0;0;1.302;0;0;0;0
514.20502653066;"C24H34O12";24;34;0;12;0;0;0.5;1.417;0;0;8;-0.3;-0.42;7;33.78127;36.00104;12.18591;28.90202;26.32342;29.81666;25.74451
514.22028267195;"C28H34O9";28;34;0;9;0;0;0.321;1.214;0;0;12;0.2;-0.57;4;3.2171;0;8.38811;3.66288;0;0;2.94831
514.24141204001;"C25H38O11";25;38;0;11;0;0;0.44;1.52;0;0;7;-0.3;-0.64;6;9.84145;7.28931;0;7.74741;6.72427;7.55169;7.39741
515.06998960675;"C23H17NO13";23;17;1;13;0;0;0.565;0.739;0.0435;0;16;0.2;0.52;1;0;0;7.47744;0;0;0;0
515.1063751161;"C24H21NO12";24;21;1;12;0;0;0.5;0.875;0.0417;0;15;0.2;0.25;1;0;0;6.59303;0;0;0;0
515.12750448416;"C21H25NO14";21;25;1;14;0;0;0.667;1.19;0.0476;0;10;-0.8;0.29;6;7.07741;0;4.41264;6.01665;6.99705;6.23546;4.98331
515.16388999351;"C22H29NO13";22;29;1;13;0;0;0.591;1.318;0.0455;0;9;-0.6;0;6;8.6974;8.40875;0;7.23148;7.27402;7.6274;5.97334
515.20027550286;"C23H33NO12";23;33;1;12;0;0;0.522;1.435;0.0435;0;8;-0.5;-0.26;3;0;4.21763;0;3.86116;3.57129;0;0
516.01761968031;"C22H12O15";22;12;0;15;0;0;0.682;0.545;0;0;17;0.3;0.82;1;0;0;7.09967;0;0;0;0
516.05400518966;"C23H16O14";23;16;0;14;0;0;0.609;0.696;0;0;16;0.2;0.52;1;0;0;32.66266;0;0;0;0
516.07513455772;"C20H20O16";20;20;0;16;0;0;0.8;1;0;0;11;-1.2;0.6;1;0;0;19.45504;0;0;0;0
516.09039069901;"C24H20O13";24;20;0;13;0;0;0.542;0.833;0;0;15;0.2;0.25;1;0;0;41.13162;0;0;0;0
516.09376200233;"C21H24O13S";21;24;0;13;0;1;0.619;1.143;0;0.0476;10;-0.6;0.19;3;0;0;0;4.40828;6.00488;4.76158;0
516.11152006707;"C21H24O15";21;24;0;15;0;0;0.714;1.143;0;0;10;-0.8;0.29;7;18.11946;4.86528;28.04653;14.34968;16.53717;15.0352;13.12709
516.12427428491;"C29H24O7S";29;24;0;7;0;1;0.241;0.828;0;0.0345;18;0.5;-0.28;2;0;0;0;5.14277;4.6568;0;0
516.12677620836;"C25H24O12";25;24;0;12;0;0;0.48;0.96;0;0;14;0.2;0;7;4.26621;4.16721;31.85768;5.37654;5.13894;4.79691;4.34009
516.13014751168;"C22H28O12S";22;28;0;12;0;1;0.545;1.273;0;0.0455;9;-0.4;-0.09;1;0;12.53411;0;0;0;0;0
516.14790557642;"C22H28O14";22;28;0;14;0;0;0.636;1.273;0;0;9;-0.6;0;7;35.6123;25.89852;20.3807;26.51936;29.05982;27.71109;24.86955
516.16065979426;"C30H28O6S";30;28;0;6;0;1;0.2;0.933;0;0.0333;17;0.4;-0.47;2;0;0;0;4.50686;3.54984;0;0
516.16316171771;"C26H28O11";26;28;0;11;0;0;0.423;1.077;0;0;13;0.1;-0.23;7;7.55376;7.28353;27.70301;10.78468;9.56218;9.12009;8.31519
516.174395107;"C25H28N2O10";25;28;2;10;0;0;0.4;1.12;0.08;0;13;0.1;-0.08;2;0;0;0;3.36323;3.66484;0;0
516.18429108577;"C23H32O13";23;32;0;13;0;0;0.565;1.391;0;0;8;-0.5;-0.26;7;29.76726;30.08646;10.58371;21.72984;21.43785;23.06965;20.66769
516.19954722706;"C27H32O10";27;32;0;10;0;0;0.37;1.185;0;0;12;0.1;-0.44;7;9.74062;7.44604;20.37764;12.92218;9.40204;10.16773;9.78378
516.22067659512;"C24H36O12";24;36;0;12;0;0;0.5;1.5;0;0;7;-0.4;-0.5;6;11.39489;10.54392;0;7.7958;7.64362;8.0676;7.46279
516.23593273641;"C28H36O9";28;36;0;9;0;0;0.321;1.286;0;0;11;0.1;-0.64;6;5.8838;0;9.79229;6.72265;4.56162;4.96951;5.61709
517.08563967121;"C23H19NO13";23;19;1;13;0;0;0.565;0.826;0.0435;0;15;0.1;0.43;1;0;0;8.78447;0;0;0;0
517.12202518056;"C24H23NO12";24;23;1;12;0;0;0.5;0.958;0.0417;0;14;0.1;0.17;1;0;0;7.87337;0;0;0;0
517.14315454862;"C21H27NO14";21;27;1;14;0;0;0.667;1.286;0.0476;0;9;-1;0.19;2;5.50179;0;3.22322;0;0;0;0
517.15841068991;"C25H27NO11";25;27;1;11;0;0;0.44;1.08;0.04;0;13;0.1;-0.08;1;0;0;0;3.90375;0;0;0
517.16178199323;"C22H31NO11S";22;31;1;11;0;1;0.5;1.409;0.0455;0.0455;8;-0.6;-0.18;1;0;3.29098;0;0;0;0;0
517.19479619926;"C26H31NO10";26;31;1;10;0;0;0.385;1.192;0.0385;0;12;0.1;-0.31;2;0;0;0;3.87605;0;3.25198;0
518.03326974477;"C22H14O15";22;14;0;15;0;0;0.682;0.636;0;0;16;0.1;0.73;1;0;0;18.60608;0;0;0;0
518.06965525412;"C23H18O14";23;18;0;14;0;0;0.609;0.783;0;0;15;0.1;0.43;1;0;0;48.82633;0;0;0;0
518.09078462218;"C20H22O16";20;22;0;16;0;0;0.8;1.1;0;0;10;-1.5;0.5;1;0;0;14.69724;0;0;0;0
518.10353884002;"C28H22O8S";28;22;0;8;0;1;0.286;0.786;0;0.0357;18;0.5;-0.14;3;0;0;0;5.49593;5.08921;3.90218;0
518.10604076347;"C24H22O13";24;22;0;13;0;0;0.542;0.917;0;0;14;0.1;0.17;7;4.79552;4.15495;49.452;5.90377;5.92788;5.34132;4.48726
518.10941206679;"C21H26O13S";21;26;0;13;0;1;0.619;1.238;0;0.0476;9;-0.7;0.1;1;0;9.08929;0;0;0;0;0
518.11727415276;"C23H22N2O12";23;22;2;12;0;0;0.522;0.957;0.087;0;14;0;0.35;1;0;0;4.42927;0;0;0;0
518.12717013153;"C21H26O15";21;26;0;15;0;0;0.714;1.238;0;0;9;-1;0.19;6;13.99125;0;14.05975;8.78176;9.58414;8.90919;8.81234
518.13992434937;"C29H26O7S";29;26;0;7;0;1;0.241;0.897;0;0.0345;17;0.4;-0.34;3;3.6189;0;0;7.51174;6.26398;0;0
518.14242627282;"C25H26O12";25;26;0;12;0;0;0.48;1.04;0;0;13;0.1;-0.08;7;12.53793;12.79955;39.51771;16.75214;16.86786;15.36931;12.95289
518.14579757614;"C22H30O12S";22;30;0;12;0;1;0.545;1.364;0;0.0455;8;-0.6;-0.18;1;0;18.57255;0;0;0;0;0
518.15365966211;"C24H26N2O11";24;26;2;11;0;0;0.458;1.083;0.0833;0;13;0;0.08;6;5.06841;5.20894;0;6.85073;7.46346;6.42122;4.45238
518.16355564088;"C22H30O14";22;30;0;14;0;0;0.636;1.364;0;0;8;-0.8;-0.09;7;17.5369;12.19395;8.06449;9.97099;11.02148;10.60554;11.07827
518.17881178217;"C26H30O11";26;30;0;11;0;0;0.423;1.154;0;0;12;0.1;-0.31;7;19.08205;18.09986;37.40931;27.41623;23.35784;23.74864;19.57452
518.19004517146;"C25H30N2O10";25;30;2;10;0;0;0.4;1.2;0.08;0;12;0;-0.16;5;4.0167;4.27502;0;5.22676;5.28539;5.4383;0
518.19994115023;"C23H34O13";23;34;0;13;0;0;0.565;1.478;0;0;7;-0.6;-0.35;6;9.2313;7.8714;0;5.37714;5.26528;5.80942;6.26012
518.21519729152;"C27H34O10";27;34;0;10;0;0;0.37;1.259;0;0;11;0.1;-0.52;7;18.44672;12.94831;24.00783;22.99546;17.08018;18.45176;17.80166
518.25158280087;"C28H38O9";28;38;0;9;0;0;0.321;1.357;0;0;10;0.1;-0.71;7;8.4315;4.59377;8.53;8.62078;5.54224;6.796;6.93385
519.06490422632;"C22H17NO14";22;17;1;14;0;0;0.636;0.773;0.0455;0;15;0;0.64;1;0;0;7.1965;0;0;0;0
519.10128973567;"C23H21NO13";23;21;1;13;0;0;0.565;0.913;0.0435;0;14;0;0.35;1;0;0;10.52561;0;0;0;0
519.13767524502;"C24H25NO12";24;25;1;12;0;0;0.5;1.042;0.0417;0;13;0;0.08;6;4.33176;0;6.88437;5.94946;6.39317;5.63831;4.1969
519.14104654834;"C21H29NO12S";21;29;1;12;0;1;0.571;1.381;0.0476;0.0476;8;-0.9;0;1;0;3.69791;0;0;0;0;0
519.17406075437;"C25H29NO11";25;29;1;11;0;0;0.44;1.16;0.04;0;12;0;-0.16;6;5.93627;6.32978;0;7.60643;7.51381;7.45857;5.3642
519.21044626372;"C26H33NO10";26;33;1;10;0;0;0.385;1.269;0.0385;0;11;0;-0.38;5;3.85982;0;0;5.27396;4.54671;4.62353;3.17537
520.04891980923;"C22H16O15";22;16;0;15;0;0;0.682;0.727;0;0;15;0;0.64;1;0;0;34.93823;0;0;0;0
520.06417595052;"C26H16O12";26;16;0;12;0;0;0.462;0.615;0;0;19;0.5;0.31;1;0;0;7.02167;0;0;0;0
520.08280339513;"C27H20O9S";27;20;0;9;0;1;0.333;0.741;0;0.037;18;0.5;0;1;0;0;0;3.90915;0;0;0
520.08530531858;"C23H20O14";23;20;0;14;0;0;0.609;0.87;0;0;14;0;0.35;6;4.31558;0;63.87924;4.61775;4.76975;4.41541;3.86659
520.0886766219;"C20H24O14S";20;24;0;14;0;1;0.7;1.2;0;0.05;9;-1.2;0.3;4;4.00531;0;0;4.54536;6.13101;5.18624;0
520.10056145987;"C27H20O11";27;20;0;11;0;0;0.407;0.741;0;0;18;0.4;0.07;1;0;0;5.80008;0;0;0;0
520.10643468664;"C20H24O16";20;24;0;16;0;0;0.8;1.2;0;0;9;-1.8;0.4;1;0;0;6.95428;0;0;0;0
520.11918890448;"C28H24O8S";28;24;0;8;0;1;0.286;0.857;0;0.0357;17;0.4;-0.21;3;4.07885;0;0;7.70811;7.01553;0;0
520.12169082793;"C24H24O13";24;24;0;13;0;0;0.542;1;0;0;13;0;0.08;7;14.21368;13.53001;51.76969;18.96813;20.6435;18.04135;14.62956
520.12506213125;"C21H28O13S";21;28;0;13;0;1;0.619;1.333;0;0.0476;8;-0.9;0;1;0;13.66701;0;0;0;0;0
520.13292421722;"C23H24N2O12";23;24;2;12;0;0;0.522;1.043;0.087;0;13;-0.1;0.26;6;6.30569;5.26294;0;8.88365;10.15431;9.1185;5.9155
520.14282019599;"C21H28O15";21;28;0;15;0;0;0.714;1.333;0;0;8;-1.2;0.1;1;6.52403;0;0;0;0;0;0
520.15557441383;"C29H28O7S";29;28;0;7;0;1;0.241;0.966;0;0.0345;16;0.4;-0.41;2;0;0;0;6.51818;5.60393;0;0
520.15807633728;"C25H28O12";25;28;0;12;0;0;0.48;1.12;0;0;12;0;-0.16;7;29.35997;32.56379;51.10737;42.82636;40.22366;39.82772;31.33755
520.16930972657;"C24H28N2O11";24;28;2;11;0;0;0.458;1.167;0.0833;0;12;-0.1;0;6;8.82221;9.69569;0;11.95881;12.98059;11.9957;7.46866
520.17920570534;"C22H32O14";22;32;0;14;0;0;0.636;1.455;0;0;7;-0.9;-0.18;1;5.51698;0;0;0;0;0;0
520.19446184663;"C26H32O11";26;32;0;11;0;0;0.423;1.231;0;0;11;0;-0.38;7;37.71263;32.77861;42.38646;50.96771;43.37265;45.14202;37.88664
520.20569523592;"C25H32N2O10";25;32;2;10;0;0;0.4;1.28;0.08;0;11;-0.1;-0.24;5;4.21345;4.51326;0;4.9481;5.6168;5.23721;0
520.23084735598;"C27H36O10";27;36;0;10;0;0;0.37;1.333;0;0;10;0;-0.59;7;23.86417;16.97354;21.13393;28.80524;21.47982;23.46966;21.82763
520.26723286533;"C28H40O9";28;40;0;9;0;0;0.321;1.429;0;0;9;0;-0.79;7;8.21177;4.03379;5.32735;8.41661;5.47729;6.43339;6.82364
521.08055429078;"C22H19NO14";22;19;1;14;0;0;0.636;0.864;0.0455;0;14;-0.1;0.55;1;0;0;9.46288;0;0;0;0
521.11693980013;"C23H23NO13";23;23;1;13;0;0;0.565;1;0.0435;0;13;-0.1;0.26;6;4.6845;0;9.39778;6.09884;7.21213;5.85564;4.44433
521.15332530948;"C24H27NO12";24;27;1;12;0;0;0.5;1.125;0.0417;0;12;-0.1;0;6;9.13308;10.53246;0;11.12893;12.10086;11.60736;7.8411
521.18971081883;"C25H31NO11";25;31;1;11;0;0;0.44;1.24;0.04;0;11;-0.1;-0.24;6;8.80602;8.46714;0;10.32424;10.16504;10.28935;6.87403
521.22609632818;"C26H35NO10";26;35;1;10;0;0;0.385;1.346;0.0385;0;10;-0.1;-0.46;4;3.86671;0;0;4.47837;4.20489;4.01282;0
522.02818436434;"C21H14O16";21;14;0;16;0;0;0.762;0.667;0;0;15;-0.2;0.86;1;0;0;10.24467;0;0;0;0
522.04344050563;"C25H14O13";25;14;0;13;0;0;0.52;0.56;0;0;19;0.5;0.48;1;0;0;9.18117;0;0;0;0
522.06456987369;"C22H18O15";22;18;0;15;0;0;0.682;0.818;0;0;14;-0.1;0.55;1;0;0;53.69474;0;0;0;0
522.07982601498;"C26H18O12";26;18;0;12;0;0;0.462;0.692;0;0;18;0.4;0.23;1;0;0;11.2969;0;0;0;0
522.10095538304;"C23H22O14";23;22;0;14;0;0;0.609;0.957;0;0;13;-0.1;0.26;7;12.06359;7.85844;64.60086;15.30894;16.33516;14.99948;12.20593
522.11218877233;"C22H22N2O13";22;22;2;13;0;0;0.591;1;0.0909;0;13;-0.3;0.45;5;4.47975;0;0;5.96956;6.76604;5.98241;3.89183
522.11621152433;"C27H22O11";27;22;0;11;0;0;0.407;0.815;0;0;17;0.4;0;1;0;0;8.3054;0;0;0;0
522.13483896894;"C28H26O8S";28;26;0;8;0;1;0.286;0.929;0;0.0357;16;0.4;-0.29;2;0;0;0;5.49792;5.39059;0;0
522.13734089239;"C24H26O13";24;26;0;13;0;0;0.542;1.083;0;0;12;-0.1;0;7;32.52311;36.58662;56.49676;44.60151;47.64035;42.67464;32.93592
522.14857428168;"C23H26N2O12";23;26;2;12;0;0;0.522;1.13;0.087;0;12;-0.2;0.17;6;11.98485;10.4104;0;16.12213;18.38608;16.14192;10.02485
522.17372640174;"C25H30O12";25;30;0;12;0;0;0.48;1.2;0;0;11;-0.1;-0.24;7;55.99827;59.48112;54.5576;76.19116;70.70294;72.3662;55.90452
522.18495979103;"C24H30N2O11";24;30;2;11;0;0;0.458;1.25;0.0833;0;11;-0.2;-0.08;6;8.6998;11.37332;0;11.15213;11.04252;11.73077;6.61795
522.21011191109;"C26H34O11";26;34;0;11;0;0;0.423;1.308;0;0;10;-0.1;-0.46;7;48.76747;42.47988;35.76553;60.75303;52.61099;53.84893;44.97093
522.22134530038;"C25H34N2O10";25;34;2;10;0;0;0.4;1.36;0.08;0;10;-0.2;-0.32;2;0;0;0;3.07987;0;4.55643;0
522.24649742044;"C27H38O10";27;38;0;10;0;0;0.37;1.407;0;0;9;-0.1;-0.67;7;21.34216;14.31656;12.6454;23.02375;17.82469;20.01263;18.79546
522.28288292979;"C28H42O9";28;42;0;9;0;0;0.321;1.5;0;0;8;-0.1;-0.86;4;5.42075;0;0;4.9362;0;3.88218;4.08809
523.09620435524;"C22H21NO14";22;21;1;14;0;0;0.636;0.955;0.0455;0;13;-0.3;0.45;1;0;0;9.70236;0;0;0;0
523.13258986459;"C23H25NO13";23;25;1;13;0;0;0.565;1.087;0.0435;0;12;-0.2;0.17;7;10.46328;8.49922;8.29041;12.39215;13.04625;12.10545;8.8179
523.16897537394;"C24H29NO12";24;29;1;12;0;0;0.5;1.208;0.0417;0;11;-0.2;-0.08;6;12.53474;15.61665;0;14.38207;16.04206;15.102;10.62733
523.20536088329;"C25H33NO11";25;33;1;11;0;0;0.44;1.32;0.04;0;10;-0.2;-0.32;6;8.15761;7.48181;0;8.99223;8.51058;9.10227;6.32908
524.02270506074;"C24H12O14";24;12;0;14;0;0;0.583;0.5;0;0;19;0.5;0.67;1;0;0;6.8859;0;0;0;0
524.0438344288;"C21H16O16";21;16;0;16;0;0;0.762;0.762;0;0;14;-0.4;0.76;1;0;0;19.94725;0;0;0;0
524.05909057009;"C25H16O13";25;16;0;13;0;0;0.52;0.64;0;0;18;0.4;0.4;1;0;0;16.6771;0;0;0;0
524.08021993815;"C22H20O15";22;20;0;15;0;0;0.682;0.909;0;0;13;-0.3;0.45;6;6.78803;0;59.81384;6.98681;7.57785;7.41948;5.85677
524.09547607944;"C26H20O12";26;20;0;12;0;0;0.462;0.769;0;0;17;0.4;0.15;1;0;0;16.23883;0;0;0;0
524.1166054475;"C23H24O14";23;24;0;14;0;0;0.609;1.043;0;0;12;-0.2;0.17;7;27.08477;20.77836;58.66763;32.5924;37.53036;32.68277;25.77551
524.12783883679;"C22H24N2O13";22;24;2;13;0;0;0.591;1.091;0.0909;0;12;-0.4;0.36;5;8.69381;0;0;10.87197;13.12019;10.90343;6.83299
524.13186158879;"C27H24O11";27;24;0;11;0;0;0.407;0.889;0;0;16;0.3;-0.07;1;0;0;10.32212;0;0;0;0
524.15299095685;"C24H28O13";24;28;0;13;0;0;0.542;1.167;0;0;11;-0.2;-0.08;7;58.11009;66.32713;55.47636;72.91902;74.0373;73.83207;55.58018
524.16422434614;"C23H28N2O12";23;28;2;12;0;0;0.522;1.217;0.087;0;11;-0.3;0.09;6;12.36826;13.43754;0;14.57544;15.852;15.96092;9.6543
524.16824709814;"C28H28O10";28;28;0;10;0;0;0.357;1;0;0;15;0.3;-0.29;1;0;0;7.67601;0;0;0;0
524.1893764662;"C25H32O12";25;32;0;12;0;0;0.48;1.28;0;0;10;-0.2;-0.32;7;69.46901;74.71645;43.41517;84.27622;79.07289;81.25442;64.02624
524.20060985549;"C24H32N2O11";24;32;2;11;0;0;0.458;1.333;0.0833;0;10;-0.3;-0.17;6;5.99322;7.25433;0;6.32631;6.13826;6.86993;3.94728
524.22576197555;"C26H36O11";26;36;0;11;0;0;0.423;1.385;0;0;9;-0.1;-0.54;7;39.7636;34.03137;20.1759;43.69184;37.19354;40.52186;34.60156
524.2621474849;"C27H40O10";27;40;0;10;0;0;0.37;1.481;0;0;8;-0.1;-0.74;7;12.57401;7.07279;4.65464;12.01271;8.89662;10.56586;9.97676
525.1118544197;"C22H23NO14";22;23;1;14;0;0;0.636;1.045;0.0455;0;12;-0.4;0.36;6;6.30089;0;8.14086;7.0947;7.96777;7.04707;5.395
525.14823992905;"C23H27NO13";23;27;1;13;0;0;0.565;1.174;0.0435;0;11;-0.3;0.09;7;13.36711;14.37365;5.81277;14.51315;16.193;14.97632;10.98268
525.1846254384;"C24H31NO12";24;31;1;12;0;0;0.5;1.292;0.0417;0;10;-0.3;-0.17;6;12.00993;14.01425;0;12.56013;12.35567;12.7318;8.94897
525.22101094775;"C25H35NO11";25;35;1;11;0;0;0.44;1.4;0.04;0;9;-0.2;-0.4;6;5.26027;4.11151;0;5.13738;5.14037;5.25601;3.73701
526.0383551252;"C24H14O14";24;14;0;14;0;0;0.583;0.583;0;0;18;0.4;0.58;1;0;0;15.30224;0;0;0;0
526.05948449326;"C21H18O16";21;18;0;16;0;0;0.762;0.857;0;0;13;-0.6;0.67;1;0;0;29.50476;0;0;0;0
526.07474063455;"C25H18O13";25;18;0;13;0;0;0.52;0.72;0;0;17;0.3;0.32;1;0;0;25.55708;0;0;0;0
526.07811193787;"C22H22O13S";22;22;0;13;0;1;0.591;1;0;0.0455;12;-0.2;0.27;1;0;0;3.49596;0;0;0;0
526.09587000261;"C22H22O15";22;22;0;15;0;0;0.682;1;0;0;12;-0.4;0.36;7;14.61448;5.47398;54.32654;14.98279;17.67119;15.5225;12.37058
526.1071033919;"C21H22N2O14";21;22;2;14;0;0;0.667;1.048;0.0952;0;12;-0.8;0.57;1;0;0;0;0;3.74164;0;0
526.1111261439;"C26H22O12";26;22;0;12;0;0;0.462;0.846;0;0;16;0.3;0.08;1;0;0;19.52539;0;0;0;0
526.13225551196;"C23H26O14";23;26;0;14;0;0;0.609;1.13;0;0;11;-0.3;0.09;7;45.50301;38.28935;50.45577;49.84267;53.75563;51.26121;40.08609
526.14348890125;"C22H26N2O13";22;26;2;13;0;0;0.591;1.182;0.0909;0;11;-0.6;0.27;6;9.84744;5.15354;0;10.27145;12.1651;10.70599;7.50642
526.14751165325;"C27H26O11";27;26;0;11;0;0;0.407;0.963;0;0;15;0.2;-0.15;1;0;0;14.4559;0;0;0;0
526.15088295657;"C24H30O11S";24;30;0;11;0;1;0.458;1.25;0;0.0417;10;-0.2;-0.25;2;0;5.03885;0;0;0;0;2.85937
526.16864102131;"C24H30O13";24;30;0;13;0;0;0.542;1.25;0;0;10;-0.3;-0.17;7;68.31467;82.36027;40.40431;75.08611;78.10482;76.14626;59.7724
526.1798744106;"C23H30N2O12";23;30;2;12;0;0;0.522;1.304;0.087;0;10;-0.4;0;6;7.70165;9.49053;0;7.49504;7.96174;8.469;5.33727
526.1838971626;"C28H30O10";28;30;0;10;0;0;0.357;1.071;0;0;14;0.2;-0.36;1;0;0;9.80345;0;0;0;0
526.18726846592;"C25H34O10S";25;34;0;10;0;1;0.4;1.36;0;0.04;9;-0.1;-0.48;1;0;3.0376;0;0;0;0;0
526.20502653066;"C25H34O12";25;34;0;12;0;0;0.48;1.36;0;0;9;-0.2;-0.4;7;51.55729;58.45952;25.18741;55.62916;50.80803;56.09909;43.75196
526.24141204001;"C26H38O11";26;38;0;11;0;0;0.423;1.462;0;0;8;-0.2;-0.62;7;21.47876;15.72725;7.26356;20.38863;16.43494;19.30365;17.09235
526.27779754936;"C27H42O10";27;42;0;10;0;0;0.37;1.556;0;0;7;-0.2;-0.81;4;4.39062;0;0;3.58449;0;3.1926;3.26003
527.06998960675;"C24H17NO13";24;17;1;13;0;0;0.542;0.708;0.0417;0;17;0.3;0.5;1;0;0;7.0453;0;0;0;0
527.12750448416;"C22H25NO14";22;25;1;14;0;0;0.636;1.136;0.0455;0;11;-0.6;0.27;6;9.52568;0;6.4414;9.02463;10.46407;9.37828;7.12831
527.16388999351;"C23H29NO13";23;29;1;13;0;0;0.565;1.261;0.0435;0;10;-0.4;0;6;12.21128;14.29713;0;11.83413;12.16357;12.88084;9.41422
527.20027550286;"C24H33NO12";24;33;1;12;0;0;0.5;1.375;0.0417;0;9;-0.4;-0.25;6;7.4911;7.90846;0;6.96402;6.73009;7.0449;5.32047
528.01761968031;"C23H12O15";23;12;0;15;0;0;0.652;0.522;0;0;18;0.4;0.78;1;0;0;8.23046;0;0;0;0
528.05400518966;"C24H16O14";24;16;0;14;0;0;0.583;0.667;0;0;17;0.3;0.5;1;0;0;28.03854;0;0;0;0
528.07513455772;"C21H20O16";21;20;0;16;0;0;0.762;0.952;0;0;12;-0.8;0.57;5;4.50773;0;32.48116;3.68908;3.98531;3.92761;0
528.09039069901;"C25H20O13";25;20;0;13;0;0;0.52;0.8;0;0;16;0.2;0.24;1;0;0;33.04688;0;0;0;0
528.11152006707;"C22H24O15";22;24;0;15;0;0;0.682;1.091;0;0;11;-0.6;0.27;7;22.76779;9.48366;42.97144;22.24726;25.7321;22.04586;18.39281
528.12677620836;"C26H24O12";26;24;0;12;0;0;0.462;0.923;0;0;15;0.2;0;1;0;0;24.72879;0;0;0;0
528.13014751168;"C23H28O12S";23;28;0;12;0;1;0.522;1.217;0;0.0435;10;-0.3;-0.09;1;0;7.08046;0;0;0;0;0
528.14790557642;"C23H28O14";23;28;0;14;0;0;0.609;1.217;0;0;10;-0.4;0;7;49.95019;45.35935;34.54099;47.91714;50.41821;49.99852;39.84741
528.15913896571;"C22H28N2O13";22;28;2;13;0;0;0.591;1.273;0.0909;0;10;-0.7;0.18;4;6.21746;4.36181;0;0;5.62333;5.62277;0
528.16316171771;"C27H28O11";27;28;0;11;0;0;0.407;1.037;0;0;14;0.2;-0.22;4;0;0;18.08379;4.09242;0;3.49296;3.38693
528.16653302103;"C24H32O11S";24;32;0;11;0;1;0.458;1.333;0;0.0417;9;-0.2;-0.33;1;0;7.99943;0;0;0;0;0
528.174395107;"C26H28N2O10";26;28;2;10;0;0;0.385;1.077;0.0769;0;14;0.1;-0.08;1;0;0;1.43405;0;0;0;0
528.18429108577;"C24H32O13";24;32;0;13;0;0;0.542;1.333;0;0;9;-0.4;-0.25;7;51.78702;61.20498;21.99668;48.68414;48.72678;49.42907;40.53873
