

Dataset: BottomWater.csv

Pre-alignment:

Start ppm error: 2.50000000

Error StdDev distribution along mass:

MassMedian,LowError,HighError,ErrorMean,ErrorStdDev,Count
487.61938500,-0.119346437560286,0.089198787461853,-0.01400406,0.03507518,631
492.60227000,-0.111919056878715,0.132102457357949,0.01380112,0.04047216,598
497.11515500,-0.110980289942076,0.13092093695829,0.00456546,0.03713411,552
501.14676000,-0.0987116301533115,0.139927278644037,0.02275260,0.03724535,620
505.19457500,-0.13780563626689,0.0997161592740731,-0.01832122,0.03747385,592
509.70046500,-0.116922492620219,0.118284184681934,0.00184013,0.03694985,606
514.63527500,-0.0586616694328308,0.0974357750771377,0.01872939,0.03068078,608
519.12568000,-0.0801261045679601,0.109712250976277,0.01262567,0.03152408,608
523.15373500,-0.152673353906054,0.152571492547396,0.00260935,0.04153973,561
527.15717000,-0.142002469759633,0.0852014818557796,-0.02098738,0.03494298,598
531.18677500,-0.0947887712902451,0.056873262774147,-0.01992796,0.02998818,621
535.67682500,-0.108810762947785,0.081366155253009,-0.01229355,0.03375522,593
540.15724000,-0.101828658759687,0.120255079675124,0.01099236,0.03664607,609
544.20953000,-0.0886209127777278,0.0984676746891706,0.00704656,0.03205431,640
548.69721500,-0.0940585912828151,0.0856253535494104,-0.00129740,0.03168472,592
553.14857500,-0.162482142653303,0.126128500244998,-0.01475622,0.04284889,582
557.13863000,-0.116623417727079,0.0985051369961623,-0.00850268,0.03297871,601
561.14845000,-0.115806449506568,0.0978958841128358,-0.00508184,0.03357584,596
565.19909500,-0.105612874070754,0.107023367250909,0.00570569,0.03490933,586
569.25057500,-0.11417786872566,0.0966180523327677,-0.00062897,0.03389059,569
573.74472500,-0.104089414221173,0.105452433089793,0.00364493,0.03511138,608
578.70945000,-0.0952929682708226,0.112330322876633,0.00739904,0.03413218,591
583.22300500,-0.114128110300034,0.123125778900144,0.00586790,0.03799950,603
588.20267000,-0.112777282526038,0.121942464419175,0.00367443,0.03835600,649
593.69893500,-0.109541605991091,0.0925244155749993,-0.00863561,0.03475329,643
598.70613500,-0.108300367537347,0.0794019315139134,-0.01320014,0.03288550,620
603.70887500,-0.10777188501247,0.0910653757774023,-0.00889979,0.03317482,639
608.74712000,-0.119870164141911,0.112333541936491,-0.00340737,0.03796653,625
613.75541000,-0.103602077896323,0.109125193572238,0.00097846,0.03564640,636
619.22420000,-0.0890712151175652,0.105037532495015,0.00864294,0.03451901,645
624.71040500,-0.106357652220382,0.115001173676436,0.00729912,0.03954973,634
629.73333000,-0.142957248327934,0.111041510764623,-0.01051412,0.03959281,617
635.22112000,-0.135836937930204,0.0815021627581222,-0.02433816,0.03915743,628
640.70856500,-0.146536392884227,0.112638853114497,-0.02073668,0.04146462,617
646.23282500,-0.118483635875363,0.0957147921036708,-0.01281985,0.03669278,638
652.23844500,-0.122561711947578,0.12237089058426,0.00177654,0.03925889,601
658.23434000,-0.101420774006176,0.109620861634258,0.00777083,0.03822733,639
665.18286500,-0.117273223492612,0.155454211777275,0.02469984,0.04319423,624
671.69218000,-0.116496769392925,0.154234032400962,0.02275357,0.04394354,586
678.20801000,-0.139656153524524,0.154315175202624,0.01410799,0.04549806,631
685.23401000,-0.205207729663998,0.146325644311774,-0.02720021,0.05598256,638
692.26567000,-0.289430647264624,0.173510419018033,-0.05170444,0.06781795,648
699.73069000,-0.185682602333271,0.156894446268074,-0.01090425,0.05418675,628
707.22691000,-0.257874231045745,0.279575008546086,0.02072379,0.07368373,629
715.21839500,-0.139931649975134,0.195970686551464,0.03608578,0.05234305,639
723.71426000,-0.159166177837616,0.174192985195143,0.01125091,0.05268247,635
732.20607000,-0.116511263104297,0.157547283119257,0.02653695,0.04614693,653
740.19022500,-0.161541014024613,0.161366738339031,0.00535330,0.05263855,624
747.76283500,-0.167053692492711,0.100232215495626,-0.02299816,0.04393875,621
755.75496500,-0.171841347184312,0.145493475616838,-0.00673670,0.05049736,610
764.77481000,-0.151027543541255,0.111416863937382,-0.01719192,0.04495479,648
774.23085000,-0.136123933643788,0.123059686563612,-0.00219453,0.04654549,646
782.74736000,-0.144855622599582,0.139019891655063,-0.00003887,0.04652766,623
791.22863000,-0.169772860294512,0.122058954326222,-0.01516417,0.05055065,631
798.75991000,-0.193916463127871,0.156156188417525,-0.01617423,0.05736568,620
806.30101500,-0.157615123542768,0.114452302748452,-0.01691128,0.04932987,637
813.81047500,-0.12292582552612,0.171756580778228,0.02438162,0.05047931,616
820.81464500,-0.152686905824933,0.18925061944724,0.02710833,0.05727198,605
827.79465500,-0.15061132230245,0.139333177104325,-0.00460530,0.04800154,623
834.78427000,-0.169728656103354,0.14011545645847,-0.01291369,0.05330130,633
841.28593500,-0.229132503257504,0.128700054779695,-0.04388815,0.05585852,600
847.28551000,-0.207161036417354,0.124174963856426,-0.03901361,0.05241171,619
853.29804000,-0.177632898333149,0.218962817312984,0.02451321,0.06039624,584
859.76220000,-0.133320492396296,0.160274698727127,0.01677801,0.04818233,649
866.26761500,-0.196744103863363,0.173515478476861,-0.00680577,0.06365388,628
872.29789000,-0.160281951311389,0.205854135475898,0.02734396,0.05485942,604
878.30346000,-0.182912308368995,0.274261554987833,0.05555118,0.07611300,624
884.30880000,-0.158367987597937,0.203337117447895,0.02391689,0.06100642,615
890.32706000,-0.196788565697471,0.148462236842667,-0.01946451,0.05705950,651
896.33964500,-0.250348553422836,0.150094519722378,-0.05064804,0.06814501,622
902.29879500,-0.206547609799018,0.12381479703323,-0.03633871,0.05634979,620
907.81316500,-0.197678505762367,0.189144399525139,-0.00047177,0.06296942,596
913.34340500,-0.160427333290215,0.166453617246184,0.00646580,0.05524574,593
919.35199500,-0.177116357304834,0.150294135720201,-0.00586218,0.05361980,627
925.81416500,-0.173084674024616,0.173001435490351,0.00587887,0.06005766,617
932.28690500,-0.180412014131474,0.18633537136587,0.01321379,0.05953727,620
938.30801000,-0.26132472903088,0.208007550952916,-0.02189303,0.07820461,618
944.35980500,-0.195241835347716,0.143117187893559,-0.02395926,0.05699626,632
950.89021000,-0.192445534106465,0.208461004352275,0.01021241,0.06884644,618
957.90659500,-0.156832974452045,0.177467078733054,0.01165108,0.05559784,615
965.37543000,-0.193129196473409,0.198523143214516,0.00653990,0.06941385,631
972.85013000,-0.197820292830981,0.193053933890355,0.00442311,0.06396112,633
980.34327000,-0.200437530474221,0.185639466679742,-0.00201639,0.06937671,626
987.83254000,-0.194606976947559,0.162135423065225,-0.01294318,0.06414903,634
995.32667000,-0.197592533711407,0.214866159952042,0.01209624,0.07137720,633
1002.82425000,-0.179243022626858,0.218840396694755,0.01800501,0.06497041,644
1009.92127500,-0.222895137315656,0.212972694330107,0.00092840,0.07509464,616
1017.42107500,-0.216720156853569,0.17725294291843,-0.01217418,0.06661119,619
1025.36112000,-0.253490425104658,0.214351271105037,-0.01468573,0.08004653,626
1033.84861000,-0.237993418241064,0.189318618246308,-0.02227346,0.07447274,633
1042.89024500,-0.219020734562909,0.262712299318768,0.02789982,0.07804616,642
1052.88513500,-0.218677911450766,0.237235399057042,0.01107058,0.07547227,617
1063.83328000,-0.269785281557764,0.267296541448579,0.00090206,0.09138859,644
1074.87078500,-0.256797056673718,0.228416836097926,-0.01671342,0.08532675,645
1086.40263500,-0.288848005748633,0.217555063370763,-0.02528112,0.08730088,642
1098.90877500,-0.275173234676303,0.252138000635124,-0.00903916,0.09367812,664
1111.91654000,-0.283129360103047,0.256049591831115,-0.01863932,0.09214582,643
1126.41158000,-0.263096701327525,0.285640376851803,0.01884978,0.09518656,634
1146.41166500,-0.314504334188097,0.269287643895049,-0.01967365,0.10320165,650
1222.92297500,-0.433209903285953,0.375485793979289,-0.02188824,0.14312246,704
Calibration: 


Calibration failed; using uncalibrated masses



Dataset: SRNOM.csv

Pre-alignment:

Start ppm error: 2.50000000

Error StdDev distribution along mass:

MassMedian,LowError,HighError,ErrorMean,ErrorStdDev,Count
270.02757000,-0.0852695618778684,0.051161737126721,-0.01129460,0.02728860,656
320.03262500,-0.0461012559273317,0.0762823147551513,0.00774964,0.02360675,704
342.57445000,-0.0442008956047115,0.0731603238676864,0.01275348,0.02523909,704
360.57506000,-0.0700716192920777,0.0420429715752466,-0.01052033,0.02390144,678
376.08650500,-0.0697506399989661,0.083566408094343,0.00299106,0.02571065,698
389.62834000,-0.0644998082822887,0.0386998849693732,-0.00924750,0.02155766,658
401.60362500,-0.0987196665645511,0.0985734979365179,0.00096317,0.02963708,688
413.05906000,-0.0638960048954044,0.0770131618183012,0.00779946,0.02550967,685
424.08293000,-0.0787285274978403,0.0674813504550787,-0.00814983,0.02874497,675
434.10408000,-0.0923459018165799,0.0919417295032141,-0.00101134,0.03217519,682
443.08996000,-0.0932409676953204,0.127455342956809,0.01410857,0.03529296,675
451.11450500,-0.0886970493488241,0.088971288642254,0.00654874,0.03106142,668
459.15717500,-0.0970187127782906,0.0769553201644337,-0.01081616,0.02959067,668
467.19990500,-0.0714878687946075,0.0614344633406689,-0.00859181,0.02460428,633
475.17064500,-0.0841783291060483,0.0840410146578424,0.00247215,0.02996336,676
483.07713500,-0.0926444241546843,0.073358292757471,-0.01117498,0.02942404,672
490.05138500,-0.132931248643178,0.112065324934305,-0.01558103,0.04050347,668
496.06194000,-0.110782250546957,0.130559763558846,0.00994714,0.03634476,651
501.64070000,-0.0901239106260668,0.149866937107617,0.03227607,0.04132615,666
507.01039000,-0.101765961994145,0.0924084380949074,-0.00598995,0.03487864,640
512.16286000,-0.0783103577235691,0.0780034070908152,-0.00412261,0.02857446,650
518.08921500,-0.0992609445369629,0.090178536014338,-0.00698129,0.03097920,638
523.56570500,-0.0767380667510333,0.0767204207053497,0.00129877,0.02795018,617
528.60082500,-0.0759848247897549,0.0757171555099041,-0.00374790,0.02809099,628
533.65554500,-0.0752486327446186,0.0751621979572513,0.00218942,0.02862008,621
538.68017500,-0.0958110196499111,0.0870810162200757,-0.00624896,0.03263949,631
544.11857000,-0.0946242960850023,0.0860417443076074,-0.00403722,0.03152921,653
549.09255500,-0.118297405038895,0.100034404080448,-0.00636216,0.03734286,649
553.65582500,-0.0870280223208079,0.0966125981785991,0.00182252,0.03034082,614
558.66537500,-0.0983743483497102,0.11587162658731,0.00486970,0.03582243,638
563.60297500,-0.097781177994187,0.115312664933857,0.00267555,0.03504270,614
568.60738500,-0.108533148136297,0.0651198888817783,-0.02199472,0.03282071,638
574.10570500,-0.133268901174238,0.107844148287628,-0.01335591,0.04238851,635
579.16135500,-0.0953124102937416,0.112503197951846,0.00894589,0.03495086,580
584.20046500,-0.0794553299776159,0.156869813364727,0.03840132,0.04292918,656
590.14064000,-0.107191444602898,0.133312351292272,0.01237185,0.04143239,653
596.13214500,-0.0808266951664053,0.0897649923517976,0.00437277,0.02971109,653
602.11349500,-0.107627658844842,0.0911058583874552,-0.00796446,0.03522684,667
608.10945000,-0.106884709725801,0.090148032770488,-0.01265355,0.03332200,642
614.07756000,-0.100401830317975,0.0602410981907853,-0.01885153,0.03060075,639
620.05253500,-0.118087458346176,0.110526035421135,-0.00737715,0.03976661,659
625.62315000,-0.111844784753644,0.143846958291938,0.01906931,0.04162311,666
631.14663500,-0.10961800108904,0.192120413889512,0.03740020,0.04503914,645
637.12193000,-0.141233895369916,0.109768231622078,-0.01415189,0.04045499,639
643.14014500,-0.155004495896664,0.0930026975379987,-0.02848877,0.04017460,641
649.61394500,-0.135716602374879,0.143785951123884,0.00575509,0.04512203,626
656.10750500,-0.106533166014242,0.136914584152419,0.01520995,0.03947818,635
662.68195500,-0.100058540844492,0.108180989722429,0.00406777,0.03651393,649
669.69028000,-0.119428253562701,0.119466611727933,0.00724040,0.04033051,626
676.64352500,-0.118315789636563,0.118183341335081,0.00100940,0.03840153,621
683.69220000,-0.131327553210879,0.102064887723711,-0.01461458,0.03946284,669
691.17624000,-0.195077334777438,0.209240742538131,0.00824333,0.06158477,650
698.59593500,-0.121429292228727,0.163997773449555,0.01850860,0.04717368,665
705.65073500,-0.254557237549855,0.198038293786081,-0.02586817,0.06923009,637
713.11776000,-0.154685467302426,0.0703367265622286,-0.03886135,0.04127338,634
721.07881000,-0.126598809619152,0.120068481203641,-0.00526793,0.04205828,674
729.11553000,-0.107168737707745,0.142042715939534,0.02228010,0.04196605,667
736.69781500,-0.108606876419302,0.108690114767409,0.00231587,0.03911088,657
744.15432000,-0.131967743675066,0.112362193084336,-0.01427132,0.04229109,635
751.20501500,-0.139261675873366,0.125963078915155,-0.00604272,0.03959671,624
759.13733000,-0.124928764793078,0.13784791703178,0.00529652,0.04287029,634
767.63761500,-0.0916389693027554,0.11762888503272,0.01176572,0.03906531,656
776.18372000,-0.108793638712696,0.097061908510345,-0.00386870,0.03653841,648
784.21347000,-0.135847722856922,0.108284125703883,-0.01498163,0.04199282,639
792.18869000,-0.125483397018063,0.126358402643064,-0.00231676,0.04175493,627
799.74309000,-0.119098382395789,0.131540726311652,0.00291327,0.04341473,608
807.69363000,-0.119560968669765,0.150866074285662,0.01446963,0.04713933,658
815.58957500,-0.134832356334588,0.159402217573833,0.01287260,0.04656518,595
822.17546000,-0.1597957614087,0.15403153405153,-0.00707885,0.04853186,612
829.15745000,-0.144934583047917,0.14472313899917,-0.00080890,0.05133010,645
836.15351500,-0.133197385624826,0.175255633957539,0.01926231,0.05195999,630
842.30030500,-0.148498402764603,0.183969893664384,0.01453076,0.05661008,618
848.72921000,-0.159006021670933,0.170910183288795,0.00044406,0.04789085,578
855.13180000,-0.165566857633366,0.136643155015446,-0.01546278,0.05068989,616
861.66306500,-0.278375970702903,0.185455311011459,-0.05267982,0.07204603,635
868.66802000,-0.26473032150819,0.195494858582029,-0.03694423,0.07320147,653
875.65259500,-0.243702054839877,0.37541444803322,0.06306182,0.09337423,640
882.22791500,-0.210129152172256,0.289562499539017,0.03343190,0.08130167,647
889.23023000,-0.252005533262429,0.196694090089807,-0.03140276,0.07759531,686
896.63823000,-0.137472276203769,0.199208454350286,0.02848764,0.05571915,662
903.62669500,-0.151390889435517,0.179608027179759,0.00708359,0.05513777,619
910.17216500,-0.203756971296287,0.192476596946714,-0.01283464,0.06596833,613
917.26449500,-0.158604670346873,0.147474649264176,-0.01131610,0.05271184,662
925.72431500,-0.166184361358668,0.148097726957271,-0.01396243,0.05460790,677
934.64214500,-0.132038454302418,0.191378438416989,0.02457612,0.05381501,666
944.12124500,-0.143410552121912,0.153924607592434,-0.00483326,0.05028066,635
955.11641000,-0.15835735004544,0.167216093891112,-0.00043900,0.05711830,670
967.63628500,-0.145132600222772,0.186222746347352,0.01369240,0.05953566,691
981.18217000,-0.173591657310172,0.153271605759738,-0.01139980,0.06194365,698
995.70397000,-0.180240675020764,0.220432407637742,0.01679045,0.06926994,694
1011.16839500,-0.218276392577018,0.178550932931624,-0.02349233,0.07464496,709
1029.68832500,-0.19227605560743,0.216559475047714,0.00929974,0.07365436,722
1057.71955000,-0.242098264786626,0.249880536150283,0.00183758,0.08675185,723
1141.18529000,-0.305169815845981,0.301202001101633,-0.00306378,0.10605558,719
Calibration: 


Calibration failed; using uncalibrated masses



Dataset: U1382A.csv

Pre-alignment:

Start ppm error: 2.50000000

Error StdDev distribution along mass:

MassMedian,LowError,HighError,ErrorMean,ErrorStdDev,Count
288.02979500,-0.115953107339705,0.0695718644038228,-0.02392542,0.03460599,621
338.62587000,-0.120500898048952,0.119067001308896,-0.00280677,0.04581641,712
357.62437500,-0.138260135513739,0.0826740167716469,-0.02344754,0.03879350,689
371.63711500,-0.13405183458068,0.0801557875696616,-0.02593882,0.03064579,664
383.10309000,-0.0692423132432129,0.0834820537769584,0.01146555,0.02815693,652
392.12095000,-0.16506685898865,0.13978737997107,-0.00729699,0.04003063,607
399.62796500,-0.111601599303985,0.0883070500654687,-0.01118524,0.03041360,630
407.09637500,-0.0979889527585111,0.0981755278143327,0.00881068,0.02787990,631
414.08959500,-0.0723149908578537,0.120110576949976,0.01907008,0.02888761,621
420.13654500,-0.094990326278774,0.0947479944714242,0.00137343,0.02830771,633
426.15473000,-0.128536891594875,0.151794547462675,0.01465302,0.03988169,666
432.11517500,-0.0700514774517725,0.116356255555617,0.02743057,0.03445593,641
437.11992500,-0.0951021127852554,0.13043442571727,0.02358453,0.03346248,544
441.14339500,-0.147636786091607,0.124782562658541,-0.01252376,0.04593477,613
445.61487500,-0.137440327510703,0.0822339498580082,-0.02529067,0.03259950,626
450.12524500,-0.111462009588436,0.0666500094222759,-0.02205576,0.03070426,598
