m/z,I,S/N,Res.
404.09156,0.5518,6.01,1623118
404.09631,0.6755,7.47,2038393
404.0987,3.2547,38.04,1922248
404.10207,1.1409,12.99,2144932
404.1068,1.7228,19.89,1950180
404.10994,4.2183,49.46,1850468
404.11176,0.4707,5.04,1601813
404.11805,1.0905,12.39,2017963
404.11985,0.7526,8.39,1750392
404.12794,0.6915,7.66,2022568
404.13508,5.444,63.99,2006433
404.14319,3.2152,37.57,1975039
404.14631,6.2476,73.52,1903052
404.15443,1.1979,13.66,1937076
404.15625,0.4248,4.5,1638454
404.17147,2.9559,34.5,1973141
404.17958,2.0587,23.87,2046017
404.1827,1.18,13.45,2151279
404.20785,0.5603,6.11,1960435
404.21595,0.5636,6.15,1689738
405.04392,0.4584,4.9,1639662
405.04631,0.502,5.42,1926185
405.04972,0.8879,9.99,1928818
405.07716,0.4212,4.46,1959729
405.08031,1.2658,14.47,1961622
405.08271,7.8196,92.15,1999833
405.08608,2.8267,32.97,1930780
405.09154,0.6305,6.94,2013861
405.09395,5.4506,64.07,2067632
405.09577,1.1651,13.27,1874973
405.09732,0.7112,7.89,1836257
405.10205,0.7525,8.38,2166841
405.10385,0.9336,10.53,1875495
405.10518,0.711,7.89,1354577
405.11328,0.5545,6.04,2437982
405.11356,0.6393,7.04,3177234
405.1167,1.5893,18.3,1541672
405.11743,0.4474,4.77,361413
405.1191,26.7244,316.23,2007033
405.12247,1.6823,19.41,1938044
405.13033,12.2125,144.22,1982781
405.13216,1.5352,17.66,2089619
405.13844,1.3508,15.48,1887220
405.14022,0.6888,7.63,2141669
405.14157,1.2793,14.63,1807767
405.14828,0.8354,9.37,261635
405.14967,1.5421,17.74,1836235
405.15548,26.7314,316.31,1986881
405.16672,5.1489,60.5,1965191
405.16855,0.6898,7.64,1628486
405.17483,0.5647,6.16,2030394
405.17796,0.4831,5.19,1600729
405.18608,0.4985,5.37,1641365
405.19187,8.9657,105.74,1986917
405.20311,0.5405,5.87,1820951
405.22826,1.2012,13.7,1799267
406.07796,2.9529,34.47,1985527
406.07871,0.446,4.75,2141714
406.08134,0.774,8.64,1627246
406.08607,1.7544,20.26,1975277
406.08919,1.5786,18.18,2227112
406.09731,1.1557,13.16,2009885
406.11196,0.5826,6.37,759630
406.11435,9.5184,112.29,1960182
406.12245,5.502,64.68,1957057
406.12558,8.1238,95.76,1963919
406.13368,2.6188,30.51,1972422
406.1355,0.5201,5.63,1786455
406.15073,7.2381,85.26,2010988
406.15884,5.8138,68.38,1907728
406.16197,4.5945,53.92,1899273
406.17008,0.9993,11.31,1819408
406.18712,2.3324,27.11,2080730
406.19523,2.1097,24.47,1969242
406.19835,0.4885,5.26,2078542
406.2607,0.4034,4.25,1069205
406.26724,0.414,4.37,1604497
406.27836,0.4367,4.64,1906282
406.29073,0.4441,4.73,1321861
406.316,0.4676,5.01,1859837
406.90045,0.4047,4.26,1781963
407.05958,0.5745,6.28,1567445
407.06198,3.5374,41.39,1917753
407.06276,0.4318,4.58,1811708
407.06534,1.1748,13.39,1838635
407.07321,2.0752,24.06,2071338
407.08131,0.7084,7.86,1649664
407.09597,1.0115,11.46,1937169
407.09836,26.227,310.33,2001987
407.10174,1.5246,17.54,1601204
407.10959,14.0753,166.3,2009507
407.11141,0.8257,9.25,1164803
407.11541,0.4343,4.61,2395551
407.11771,1.7788,20.55,1886359
407.12083,0.854,9.59,2009940
407.12333,0.5893,6.45,1651217
407.12581,0.4518,4.82,2202315
407.12894,1.6795,19.37,1931883
407.13237,0.7784,8.69,1296999
407.13279,0.4748,5.09,387985
407.13475,49.9122,591.07,1976865
407.14598,12.1003,142.89,1885063
407.14781,0.5324,5.78,1770220
407.15409,1.5908,18.32,1794995
407.15721,0.6027,6.61,2054448
407.15975,0.4353,4.63,1879349
407.1622,0.4503,4.8,2108325
407.16531,0.9413,10.62,1935299
407.17113,26.6105,314.88,1906601
407.17343,0.5238,5.67,648944
407.17386,0.5727,6.25,320800
407.18237,2.0865,24.2,1982130
407.20753,5.0441,59.25,1962894
407.24392,0.4857,5.22,1589723
408.05723,0.8329,9.34,1939298
408.05801,0.504,5.44,1786487
408.06535,0.5149,5.57,1722848
408.07653,0.5009,5.4,2001111
408.08709,0.4356,4.63,1408371
408.09361,7.9048,93.16,1966221
408.10172,5.0025,58.76,1949991
408.10485,4.2166,49.44,1951767
408.11296,2.3243,27.01,1969162
408.13,11.6932,138.06,1901037
408.1381,9.6235,113.53,1935202
408.14123,6.341,74.63,1912360
408.14935,2.4459,28.46,1909407
408.16639,5.1871,60.95,1949370
408.17449,5.4417,63.97,1828516
408.17762,1.4,16.06,1942476
408.18573,0.5811,6.35,1715599
408.20278,0.9897,11.2,1958157
408.21088,0.98740000000000006,11.17,1932324
409.04124,0.8284,9.28,1890667
409.06716,0.5119,5.53,1790622
409.0752,0.5236,5.67,1746679
409.07763,12.8211,151.43,1909973
409.07839,0.7802,8.71,1806161
409.08887,5.8451,68.75,1886690
409.09627,0.4278,4.54,1486506
409.09697,1.4012,16.07,1969183
409.10262,0.4165,4.4,2101797
409.10357,0.4555,4.86,2148667
409.10821,0.7642,8.52,1898513
409.11169,0.4427,4.71,158694
409.11206,0.4911,5.29,484174
409.11402,46.9869,556.4,1982447
409.11723,0.4674,5.01,644397
409.12526,13.9914,165.31,1931198
409.13115,0.4357,4.63,825607
409.13335,2.3424,27.23,1958248
409.13648,0.8291,9.29,1849889
409.13901,0.9204,10.37,1870431
409.14146,0.8335,9.34,2091845
409.14458,1.1489,13.08,1839589
409.14805,1.5076,17.33,279044
409.1504,47.1549,558.39,1955731
409.15354,0.5402,5.87,465817
409.16164,5.5766,65.56,1917883
409.16974,1.1269,12.82,1793324
409.17784,0.8195,9.18,1580854
409.18099,0.4117,4.35,1923441
409.18679,15.0428,177.77,1959074
409.19804,0.5445,5.92,1562358
409.22317,1.4363,16.49,1946072
410.07288,2.9877,34.88,1989444
410.08099,2.4856,28.93,1976164
410.08411,0.5479,5.96,1554464
410.09223,1.0962,12.46,1735124
410.10926,10.8377,127.92,1936746
410.11244,0.409,4.31,1844477
410.11737,9.0971,107.29,1935884
410.12051,3.3083,38.68,1820199
410.12861,2.4392,28.38,1967850
410.13424,0.4118,4.35,1097014
410.14565,8.7028,102.62,1886462
410.15376,10.1791,120.12,1915136
410.15689,2.001,23.18,1830610
410.165,1.1087,12.61,1814812
410.18204,2.2936,26.65,1914472
410.19014,3.1106,36.34,1914517
410.2184,0.4503,4.8,1203352
411.0569,4.3015,50.45,1994870
411.05767,0.4634,4.96,1869815
411.06813,0.7668,8.55,1797006
411.07552,0.6243,6.87,1847079
411.07625,0.4725,5.07,2028627
411.0828,0.4669,5,2005722
411.08521,0.4843,5.21,2129149
411.08675,0.5342,5.8,1543507
411.09156,0.5149,5.57,382019
411.09328,29.4742,348.82,1972847
411.09558,0.4698,5.03,476511
411.09648,0.5603,6.11,1580446
411.10452,7.1917,84.71,1979965
411.10615,0.4888,5.26,1127865
411.11191,0.8388,9.41,2017918
411.11262,2.2919,26.63,1984248
411.11827,1.0885,12.37,1887160
411.12073,0.6983,7.74,2252677
411.12161,1.7198,19.85,1751457
411.12385,0.4931,5.31,2434143
411.12708,3.0148,35.2,108940
411.1275,2.8314,33.03,187989
411.12967,53.0464,628.22,1955691
411.13198,0.4289,4.55,1961829
411.13283,0.9158,10.32,851910
411.14091,6.8508,80.67,1963671
411.14492,0.6884,7.62,1875297
411.149,1.8481,21.37,2015485
411.15465,1.1157,12.69,1978386
411.15711,0.8918,10.04,2147547
411.15798,0.5644,6.16,2051227
411.16369,0.8165,9.14,139016
411.16401,0.8994,10.13,535807
411.16432,0.7938,8.87,241745
411.16605,29.3651,347.53,1953726
411.17728,1.3493,15.46,1932990
411.18131,0.5693,6.21,2209555
411.1854,0.573,6.26,1834826
411.20244,5.1512,60.52,1886912
411.21551,7.8979,93.08,1830795
412.06026,0.9202,10.37,1664857
412.07078,0.5045,5.44,1714402
412.08853,5.1801,60.87,1915930
412.09664,5.7559,67.69,1911595
412.0998,0.7404,8.24,1753887
412.10719,0.4424,4.71,1767420
412.10788,1.6238,18.71,1875099
412.11502,0.4236,4.49,2117385
412.11686,0.5122,5.54,2083704
412.12492,8.4241,99.32,1876731
412.12809,0.6343,6.98,1610924
412.13303,10.9791,129.6,1892463
412.13614,1.8067,20.88,1519421
412.14426,1.431,16.43,1869372
412.1514,0.7503,8.36,2065621
412.16131,3.975,46.58,1856816
412.16942,6.6502,78.29,1845347
412.17252,0.5988,6.56,885895
412.19769,0.6168,6.78,1914055
412.2058,1.0653,12.09,1829436
412.21885,1.7157,19.8,1887912
413.03616,0.5236,5.67,1504756
413.05479,0.6159,6.77,1910454
413.06207,0.4061,4.28,1817183
413.0645,0.4345,4.62,1355975
413.06603,0.511,5.52,1767495
413.07255,10.2888,121.42,1985964
413.08378,1.0883,12.37,1921403
413.0878,0.5019,5.41,2119327
413.09118,1.9797,22.93,1976247
413.0919,1.0681,12.13,1905321
413.09754,0.8994,10.13,1780055
413.09848,0.4767,5.12,1933288
413.09905,0.4609,4.93,2031230
413.10001,0.5084,5.49,2307006
413.10088,2.0834,24.16,2003091
413.10242,1.2793,14.63,1412678
413.10679,0.5726,6.25,3139792
413.10708,0.5204,5.63,414986
413.10894,35.8657,424.58,1981284
413.11209,1.0733,12.19,1306138
413.11866,0.5552,6.05,2237758
413.12018,4.1378,48.51,1884204
413.1218,0.6341,6.98,2049756
413.12421,1.4551,16.71,1862958
413.12756,1.6866,19.46,1901985
413.12828,1.9404,22.46,1798322
413.13392,1.3546,15.52,1620063
413.13542,0.8579,9.63,2126818
413.13639,1.1794,13.44,2264844
413.13726,2.7798,32.41,1904741
413.14285,1.7221,19.88,62567
413.14309,1.6604,19.15,204260
413.14532,33.4185,395.57,1954544
413.14849,0.6069,6.66,1523486
413.15657,1.774,20.49,1883191
413.16058,1.7383,20.07,1939581
413.16466,0.81,9.07,2145026
413.17032,0.7526,8.39,1879538
413.17182,0.5896,6.45,1786655
413.17277,0.5791,6.33,2081720
413.17365,0.702,7.79,1832672
413.18171,10.5647,124.69,1956179
413.19695,0.8696,9.77,1892455
413.21256,2.9393,34.31,1835601
413.21809,0.8403,9.43,1982331
414.05004,0.413,4.36,2010058
414.06781,0.9926,11.23,1936265
414.0759,2.0917,24.26,1938851
414.08307,0.4953,5.34,2015641
414.08643,0.8353,9.37,2051795
414.09612,0.561,6.11,1807862
414.10419,4.5261,53.11,1938409
414.10736000000003,0.6548,7.23,1838158
414.11229,7.1066,83.7,1925226
414.11542,0.6602,7.29,1889746
414.11945,0.9871,11.17,1734238
414.1228,0.7665,8.55,1631924
414.12353,0.9669,10.93,1773023
414.13068,1.5523,17.87,1807228
414.1325,0.6355,7,2063104
414.14058,4.0773,47.79,1865768
414.14868,7.2129,84.96,1916577
414.15181,0.5563,6.06,1187680
414.15584,0.8174,9.15,1958324
414.16393,0.5178,5.6,1386965
414.16707,1.4112,16.19,1785092
414.1689,0.4142,4.37,2028462
414.17696,0.9847,11.14,2068822
414.18506,2.3578,27.41,1877884
414.21591,0.8857,9.96,1798277
415.05183,1.152,13.12,1844595
415.06465,0.644,7.1,1657749
415.06709,0.5982,6.56,1665041
415.07044,2.1347,24.77,1954775
415.0759,0.7159,7.95,1062753
415.08013,1.4482,16.63,1769576
415.08168,1.5028,17.28,1743765
415.08821,11.1639,131.79,1875579
415.09136,0.9357,10.56,1809061
415.09791,0.7189,7.99,1755703
415.09943,0.8085,9.05,1786269
415.10106,1.455,16.71,1851637
415.10346,2.5951,30.22,1969559
415.10683,3.471,40.61,1878855
415.10755,0.6847,7.58,1666609
415.11229,0.671,7.42,2029651
415.11318,1.1399,12.98,1657360
415.11469,1.9303,22.34,1953387
415.11566,0.4718,5.06,2021601
415.11652,4.1465,48.61,1945024
415.11807,0.9164,10.33,1974489
415.12458,19.2667,227.83,1887065
415.12708,0.5681,6.2,1111663
415.12774,1.5354,17.66,1303301
415.13432,0.6567,7.25,2279195
415.13581,1.3934,15.98,1738355
415.13743,0.6558,7.24,2132153
415.13984,5.3437,62.8,1894359
415.14321,1.3397,15.34,1961745
415.14394,0.8123,9.09,1728301
415.14956,0.7619,8.5,1774876
415.15107,2.1371000000000002,24.8,1900037
415.15203,0.8084,9.05,1991495
415.1529,3.0497,35.61,1866547
415.16097,9.8581,116.31,1895139
415.17623,3.9069,45.77,1863192
415.18745,0.6714,7.42,1650828
415.1893,0.4982,5.37,657504
415.19735,1.7018,19.64,1875560
415.21261,1.2766,14.6,1858222
415.39448,0.4527,4.83,1377595
415.68364,0.4392,4.67,1252970
415.6962,0.5285,5.73,1558336
415.72069,0.4045,4.26,1015815
415.72506,0.4068,4.29,1398367
416.06568,0.8588,9.64,1663418
416.08347,0.896,10.09,1932958
416.09156,2.3218,26.99,1988638
416.0963,0.574,6.27,1764180
416.09872,1.4015,16.08,1769755
416.1021,1.3357,15.3,1815237
416.10682,0.7291,8.11,1681208
416.10995,2.0553,23.83,1657977
416.11177,0.8964,10.09,1791278
416.11332,0.4216,4.46,2141943
416.11804,0.4274,4.53,1945818
416.11985,2.254,26.18,1920853
416.12794,4.1071,48.15,1879418
416.13509,2.1697,25.18,1880722
416.13848,0.4739,5.08,1537612
416.1432,1.3849,15.88,1677980
416.14632,4.1073,48.15,1914930
416.14816,0.6257,6.88,1773046
416.15445,0.5165,5.59,1997833
416.15625,1.1382,12.96,1706417
416.16433,2.1195,24.59,1898196
416.17149,1.5124,17.39,1752798
416.17959,0.9915,11.22,1882517
416.18272,1.2074,13.78,1795971
416.20786,0.5303,5.75,1440665
416.82126,0.4441,4.73,1632778
417.04636,0.4308,4.57,1784774
417.04972,1.4375,16.5,1824219
417.06094,0.6086,6.68,1562087
417.06746,1.1906,13.58,2023054
417.08032,1.383,15.86,1980407
417.08272,2.7846,32.47,1912526
417.0861,3.7484,43.89,1898856
417.09156,0.8638,9.7,1971140
417.09395,2.1077,24.45,1933557
417.09579,2.223,25.81,1827005
417.09734,1.3002,14.88,1880359
417.10385,5.1318,60.29,1928379
417.10702,0.6356,7,1911049
417.11358,0.9124,10.28,2282867
417.1167,1.7389,20.08,1770086
417.11911,10.1036,119.22,1905394
417.12248,3.097,36.17,1929337
417.12883,0.465,4.98,1589185
417.13034,5.7218,67.29,1959730
417.13218,3.352,39.2,1917559
417.13374,0.4487,4.78,1276176
417.13845,0.5245,5.68,2055997
417.14024,4.9474,58.11,1937355
417.14158,0.8704,9.78,2230767
417.1531,0.4275,4.53,2123201
417.15549,12.3238,145.54,1944758
417.15887,0.7334,8.16,1922574
417.16673,3.1334,36.61,1903992
417.16856,1.4287,16.4,1691975
417.17483,0.4724,5.06,1484227
417.17662,1.553,17.87,1975552
417.17795,0.5542,6.03,2036675
417.19188,5.5659,65.44,1954743
417.20312,0.5157,5.58,1702501
417.22827,1.0547,11.97,1652068
417.73157,0.4424,4.71,1187234
418.07556,0.5565,6.06,1994404
418.07798,1.1616,13.23,1999457
418.08135,1.1059,12.57,1995101
418.08369,0.4958,5.34,1725644
418.08608,0.6897,7.64,1698765
418.08919,0.712,7.9,2318839
418.0973,0.4744,5.09,1775756
418.09913,0.611,6.71,1959131
418.1072,0.8801,9.9,1853239
418.11436,4.0696,47.7,1862582
418.11774,0.9041,10.18,1894760
418.12006,0.6412,7.07,1611166
418.12247,2.2846,26.54,1829259
418.1256,5.2234,61.38,1841687
418.1274,0.4888,5.26,1776878
418.1337,1.3059,14.94,1775119
418.13552,0.7808,8.72,1918711
418.14358,0.9739,11.01,1899878
418.14489,0.4598,4.91,1674373
418.15075,4.1064,48.14,1847381
418.15886,2.7695,32.29,1913155
418.16198,4.3201,50.67,1861427
418.17008,0.6602,7.29,1808480
418.18713,1.6385,18.89,1734095
418.19523,1.4524,16.68,1823999
418.19835,0.5508,5.99,1698710
419.05959,0.8771,9.86,1900355
419.06198,1.5334,17.64,1923437
419.06537,1.5489,17.82,2062078
419.07322,0.9767,11.04,1972672
419.07504,0.5066,5.47,1545734
419.07661,0.5962,6.53,2110954
419.08311,0.4375,4.65,1424497
419.08632,0.4372,4.65,1311411
419.09285,0.6841,7.57,2028408
419.09598,1.8183,21.02,1916989
419.09838,11.6799,137.91,1897383
419.10175,3.11,36.33,1846390
419.10724,0.4804,5.16,1427824
419.10961,7.1933,84.73,1862924
419.11145,2.0139,23.34,1753274
419.113,0.4347,4.62,1865001
419.11773,0.8401,9.42,1915162
419.1195,1.1348,12.92,1927210
419.12085,1.0047,11.37,1713081
419.12269,0.5577,6.08,1178559
419.12893,0.8218,9.21,2423980
419.12924,0.5512,6,2465119
419.13236,1.48,17.01,1405277
419.13282,0.4681,5.01,14242643
419.13476000000003,25.1134,297.13,1936293
419.13812,1.4938,17.17,1726022
419.14599,8.8543,104.42,1838176
419.14782,1.5839,18.24,1582318
419.15411,0.8837,9.94,1901392
419.1559,0.5332,5.78,2005293
419.15721,0.8174,9.15,2055494
419.16533,0.8658,9.73,1894081
419.17115,18.1443,214.53,1928406
419.18239,2.1251,24.65,1866434
419.1905,0.467,5,1920805
419.20754,4.8442,56.88,1866040
419.24392,0.6918,7.67,1666321
420.05725,0.4288,4.55,2049358
420.06063,0.4059,4.28,2018221
420.09124,0.4803,5.16,1374172
420.09363,4.4975,52.77,1968488
420.09699,0.5388,5.85,1631658
420.10173,2.472,28.77,1836679
420.10486,4.1133,48.22,1831869
420.11296,1.5646,18.01,1883314
420.11479,0.5271,5.71,1458294
420.13001,8.2111,96.79,1908437
420.13812,5.6541,66.48,1928912
420.14124,7.1437,84.14,1861783
420.14935,2.0781,24.1,1801021
420.16639,4.9525,58.17,1914713
420.1745,4.5322,53.18,1888365
420.17763,2.2862,26.56,1833055
420.18573,0.4732,5.07,2051650
420.20278,1.2043,13.74,1832681
420.21089,1.1749,13.39,1927493
420.8778,0.4437,4.72,1832898
420.89413,0.436,4.63,2106438
420.90802,0.4326,4.59,1503485
421.03883,0.4539,4.84,1872812
421.04126,0.8708,9.79,1788262
421.04199,0.4545,4.85,1026647
421.04464,0.4413,4.7,1660821
421.07523,1.3713,15.72,1775065
421.07764,9.241,109,1899968
421.07841,0.6461,7.12,1741032
421.08101,1.6702,19.26,1677547
421.08887,5.4575,64.15,1890726
421.09067,0.5713,6.24,1460233
421.09224,0.4605,4.92,1459155
421.09698,1.1434,13.02,1903049
421.10263,0.4575,4.89,1178372
421.10593,0.4151,4.39,1653599
421.10821,0.6549,7.23,2308239
421.11162,1.5448,17.78,1709624
421.11403,37.433,443.16,1920589
421.11634,0.4879,5.25,1120069
421.1174,1.4459,16.6,1946062
421.12526,15.3085,180.92,1900073
421.12708,1.1931,13.61,1697482
421.13336,1.9328,22.37,1720911
421.13649,1.2938,14.8,1914761
421.14147,0.505,5.45,2375072
421.1446,1.3477,15.44,2093761
421.15041,45.5955,539.91,1906808
421.15215,0.5384,5.85,1066138
421.15254,0.6125,6.73,31590416
421.15294,0.6267,6.89,255474
421.16164,7.9611,93.83,1850755
421.16346,0.5585,6.08,1332496
421.16975,1.3602,15.59,1803822
421.17288,0.5712,6.24,1963106
421.18097,0.523,5.66,1315053
421.18679,18.6262,220.24,1911830
421.19804,1.1034,12.54,1793855
421.22318,2.9241,34.12,1794454
422.07288,2.9842,34.84,1919745
422.08099,2.128,24.69,1890646
422.08412,1.0382,11.77,1677485
422.09222,1.4175,16.27,1812436
422.10928,11.9708,141.35,1926708
422.11495,0.4492,4.79,1660805
422.11738,8.165,96.24,1841598
422.12051,7.127,83.94,1890142
422.12862,3.324,38.86,1824980
422.14565,11.7407,138.63,1884442
422.15377,10.8481,128.05,1899391
422.15689,5.2085,61.2,1833944
422.165,1.7649,20.38,1878271
422.18205,3.7569,44,1813828
422.19015,4.9339,57.95,1861659
422.19326,0.7089,7.87,1609219
422.21845,0.6785,7.51,1756143
422.22653,0.8699,9.78,1628078
422.66949,0.4243,4.49,1642080
423.0545,0.4624,4.95,1561379
423.0569,4.5703,53.64,1903706
423.05765,0.7517,8.38,1803246
423.06026,0.4346,4.62,1987754
423.06814,1.322,15.13,1854273
423.07548,0.5548,6.04,1379202
423.07626,0.7772,8.68,1695653
423.08282,0.9655,10.91,1990351
423.08524,0.5807,6.35,1428912
423.08675,0.4587,4.9,1116448
423.09089,1.0181,11.53,1728635
423.09329,34.2739,405.71,1918969
423.09405,0.6959,7.71,1967328
423.09666,0.9134,10.29,1542012
423.10452,13.1708,155.58,1863590
423.11191,0.7303,8.12,1646675
423.11264,2.5047,29.15,1885943
423.11577,0.5894,6.45,2047705
423.11827,0.645,7.11,2200268
423.12074,1.03,11.67,1822868
423.12161,1.1694,13.33,1706092
423.12261,0.4072,4.29,771850
423.1231,0.4082,4.3,402771
423.12386,1.2656,14.47,2211920
423.12696999999997,3.2551,38.05,2156
423.12723,3.3128,38.73,203670
423.12967,67.9838,805.28,1842556
423.13285,0.6568,7.25,767882
423.13642,1.1667,13.29,44152
423.13667,1.1408,12.99,270319
423.14091,15.1219,178.7,1937210
423.14901,2.7829,32.45,1910164
423.15215,0.7752,8.65,1884295
423.15466,0.6727,7.44,2345117
423.15713,1.0488,11.9,2132122
423.15798,0.5347,5.8,2004242
423.16025,1.1099,12.62,1925454
423.16372,0.6335,6.97,6615790
423.16403,0.528,5.72,362692
423.16606,49.6603,588.09,1901424
423.16834,0.5265,5.71,927772
423.1727,1.0073,11.4,473155
423.17318,0.9989,11.31,249180
423.17729,3.5377,41.4,1845152
423.18541,0.9525,10.75,2060438
423.19352,0.5093,5.5,1964991
423.20244,11.6107,137.09,1859691
423.23884,0.8305,9.31,1936346
424.05213,0.5611,6.12,1876101
424.06025,0.9384,10.59,1910355
424.07809,0.4653,4.98,1574963
424.08199,0.4484,4.78,1338217
424.08617,0.4473,4.77,1278868
424.08854,8.8303,104.13,1941250
424.09664,7.1737,84.49,1926468
424.09977,2.2991,26.72,1831737
424.10713,0.4829,5.19,1496200
424.10788,2.8167,32.85,1951334
424.12163,0.4352,4.62,1500065
424.12492,16.0716,189.96,1915187
424.12808,0.499,5.38,2129363
424.13303,15.8347,187.15,1892165
424.13616,5.3644,63.05,1814686
424.14426,2.9642,34.6,1918271
424.15554,0.4188,4.43,1562309
424.16131,8.8951,104.9,1815837
424.16941,11.3834,134.39,1866024
424.17253,1.9351,22.4,1669709
424.18066,0.8989,10.12,1616812
424.1977,1.8758,21.7,1730594
424.2058,2.86,33.36,1908421
424.24216,0.4275,4.53,1670538
425.03616,0.7608,8.48,1554345
425.03687,0.4067,4.29,1321115
425.05477,0.6359,7,1586305
425.06208,0.6963,7.72,1980485
425.06452,0.4161,4.4,1457943
425.07255,15.5678,183.99,1899426
425.07331,0.6399,7.05,1886752
425.08379,3.5556,41.61,1873396
425.09117,1.4133,16.22,1669047
425.09189,1.7641,20.37,1781177
425.09754,0.7945,8.88,2038049
425.09846,1.0688,12.13,2082357
425.10002,0.5244,5.68,2261253
425.10087,1.7182,19.83,1905203
425.10241,0.4326,4.59,2356617
425.10894,59.6146,706.08,1924815
425.11211,0.8043,9,663108
425.12017,12.4515,147.05,1834081
425.12182,0.4879,5.25,1186093
425.1242,0.6892,7.63,2222342
425.12756,1.3168,15.07,1582621
425.12828,3.3179,38.79,1825380
425.13141,0.6131,6.73,2163799
425.13392,1.3119,15.02,2038391
425.13638,1.3024,14.9,1935545
425.13726,2.0981,24.33,1744010
425.1383,0.4264,4.52,513585
425.13951,0.8391,9.41,2159248
425.14285,1.0138,11.48,314119
425.14532,70.2481,832.11,1910967
425.15655,6.282,73.93,1886913
425.16059,0.8033,8.99,1784484
425.16467,2.204,25.59,1776397
425.17031,0.928,10.47,2041454
425.17277,1.3611,15.6,1894390
425.17364,0.8071,9.03,1727836
425.18171,26.9278,318.64,1902640
425.19294,0.7493,8.35,1842417
425.19694,0.5216,5.65,1592873
425.20102,0.4675,5.01,1810702
425.20668,0.4635,4.96,1527800
425.21809,3.6214,42.39,1884153
425.26755000000003,0.9852,11.14,1838318
426.0678,1.8741,21.68,1745445
426.0759,3.108,36.3,1901152
426.07903,0.4621,4.94,1200561
426.08641,0.6838,7.57,1698573
426.08714,0.7239,8.05,1824498
426.09765,0.6349,6.99,1762705
426.10418,10.4814,123.7,1913333
426.10736000000003,0.5639,6.15,1675402
426.11228,11.9483,141.09,1923815
426.11541,2.0568,23.84,1772442
426.12279,0.509,5.5,1854221
426.12352,2.4839,28.91,1901065
426.13066,0.5294,5.74,2073755
426.13162,0.4262,4.52,1752702
426.13248,0.5857,6.41,1460830
426.14056,9.8798,116.57,1837665
426.14374,0.5057,5.46,1849411
426.14867,14.5188,171.56,1912544
426.15181,1.9309,22.35,1709843
426.15991,1.3186,15.09,1934175
426.16391,0.4342,4.61,1446840
426.16706,0.8061,9.02,1790977
426.17696,3.5057,41.02,1857248
426.18506,5.9824,70.37,1894246
426.18818,0.5164,5.59,1374583
426.21336,0.4839,5.2,1208561
426.22146,1.0701,12.15,1824659
426.84061,0.4508,4.81,2242564
427.03406,0.4186,4.43,1624204
427.05181,2.6185,30.5,1841727
427.06465,0.4401,4.68,2003017
427.0671,0.4679,5.01,1823916
427.07042,1.4086,16.16,1840786
427.07772,0.8002,8.95,1970232
427.08012,1.0683,12.13,1700578
427.08165,1.0066,11.4,1788207
427.08819,24.2594,287.01,1898376
427.09136,0.7053,7.83,1638220
427.09548,0.5497,5.98,1199727
427.09942,3.2471,37.95,1919244
427.10104,0.6468,7.13,1711728
427.10344,0.8266,9.26,1828885
427.10681,2.6956,31.42,1834666
427.10753,2.059,23.87,1844588
427.11229,0.5433,5.9,2162578
427.11317,1.1888,13.56,1990767
427.11411,0.5308,5.76,1880055
427.11469,0.648,7.15,1953726
427.11564,0.7906,8.84,2021563
427.11651,3.4848,40.77,1828103
427.11805,0.557,6.07,2018352
427.12239,0.4323,4.59,3707799
427.12458,49.0976,581.42,1893236
427.12774,1.1542,13.15,1451772
427.13186,0.463,4.95,956374
427.13429,0.663,7.32,1562253
427.13581,4.7586,55.87,1849415
427.13743,0.5462,5.94,1450026
427.13982,1.6647,19.2,1998298
427.1432,1.3452,15.41,1902377
427.14392,1.961,22.71,1899763
427.14955,1.2094,13.8,1888689
427.15105,0.7015,7.78,2068816
427.15202,1.508,17.34,1847123
427.15289,2.467,28.71,1720333
427.16095,31.9794,378.52,1887496
427.17218,0.936,10.56,1851452
427.17621,1.4753,16.95,1783338
427.1803,0.545,5.92,2198058
427.18593,0.4841,5.2,1978289
427.18743,0.4062,4.28,1802521
427.18841,0.7445,8.29,1791823
427.18927,0.5009,5.4,1834338
427.19734,6.8581,80.75,1882310
427.2126,0.6514,7.19,1979067
427.23373,0.6023,6.6,1698611
428.05517,0.6939,7.69,1848782
428.06567,0.4319,4.58,2023889
428.07691,0.4804,5.16,1839684
428.08344,2.3765,27.63,1783475
428.09154,4.3832,51.42,1903272
428.09869,0.4157,4.39,1915703
428.10206,1.1201,12.74,1751019
428.10278,0.5776,6.31,2038539
428.10993,0.8311,9.32,1388644
428.11175,0.7555,8.42,1667996
428.11331,0.5001,5.39,1855764
428.11983,5.7038,67.07,1823703
428.12299,0.6401,7.05,1746453
428.12794,9.1608,108.05,1801442
428.13107,0.7942,8.88,1584924
428.13507,0.8645,9.71,1715860
428.13846,0.5731,6.26,1491441
428.13916,1.0312,11.69,1685218
428.14322,0.4402,4.68,1666010
428.14632,1.6878,19.47,1675955
428.14815,0.5243,5.68,1794944
428.15622,3.1154,36.39,1734743
428.16432,6.3138,74.3,1876637
428.17147,0.6904,7.65,1655909
428.17956,0.4676,5.01,1830876
428.1827,0.7782,8.69,1747729
428.19262,0.5113,5.53,2231300
428.2007,1.4694,16.88,1810881
429.04969,0.8466,9.5,2081268
429.06093,0.4379,4.66,1965240
429.06745,3.9848,46.7,1815037
