m/z,I,S/N,Res.
606.18283,5.8235,87.44,1353653
606.18617,0.6072,8.71,1414490
606.18856,0.6008,8.62,1338075
606.19093,6.5384,98.23,1335252
606.19409,4.1223,61.77,1274556
606.20218,1.3699,20.23,1400576
606.204,0.704,10.17,1236953
606.21347,0.5743,8.22,1455004
606.21921,4.686,70.27,1273751
606.22733,6.4833,97.4,1287916
606.23046,1.7068,25.31,1200049
606.23853,0.709,10.25,1123603
606.24042,0.588,8.42,1408666
606.25562,1.9515,29,1282358
606.26372,3.2561,48.69,1336544
606.30011,0.8194,11.92,1286159
607.08367,0.5139,7.31,1416241
607.08853,0.5361,7.64,983301
607.09171,0.4525,6.38,1448800
607.0941,2.1681,32.27,1378478
607.09745,1.1876,17.47,1417692
607.09896,0.4799,6.79,1031485
607.10147,0.4487,6.32,1152921
607.10534,0.7576,10.98,1453190
607.1127,0.5062,7.19,1451370
607.12001,1.4922,22.07,1376754
607.12482,0.7102,10.27,990053
607.12806,1.527,22.6,1395256
607.13046,9.2819,139.64,1354914
607.13384,3.1118,46.52,1359118
607.1378,0.5435,7.75,1100205
607.14171,3.5188,52.66,1306538
607.14347,0.71,10.27,1304039
607.14909,0.4452,6.27,1627363
607.14981,0.9967,14.59,1418158
607.15161,0.4744,6.71,1341452
607.15299,1.0027,14.68,1332495
607.15637,1.7357,25.75,1470804
607.15879,1.0159,14.88,1408730
607.16118,1.4283,21.11,1109766
607.16445,1.7463,25.91,1295173
607.16686,21.594,325.46,1334579
607.1702,2.8903,43.17,1305710
607.17412,0.4951,7.02,1267040
607.17808,5.6943,85.49,1347760
607.1799,1.2716,18.74,1257456
607.18396,0.5309,7.56,1306450
607.18546,0.5779,8.27,1613993
607.1862,1.5126,22.38,1525022
607.18795,0.4425,6.23,1385106
607.18937,1.4328,21.18,1282704
607.19187,0.5799,8.3,1489901
607.19278,0.9836,14.4,1535598
607.19431,0.9469,13.84,1511551
607.19519,1.4598,21.58,1307931
607.19752,1.4562,21.53,1142574
607.20081,1.0265,15.04,1248980
607.20323,29.1609,439.67,1351128
607.20657,1.1576,17.02,1317643
607.21448,3.2721,48.94,1335582
607.2163,0.9834,14.39,1169423
607.2204,0.5864,8.4,1086651
607.22259,1.3184,19.45,1374525
607.22575,0.5512,7.87,1207795
607.22818,0.5356,7.63,1630414
607.23068,0.9666,14.14,1339284
607.23157,1.0861,15.94,1422768
607.2339,0.4872,6.9,969134
607.23963,19.8233,298.74,1345841
607.25086,1.0346,15.16,1395289
607.25892,0.8694,12.67,741303
607.26709,0.4899,6.94,1288344
607.276,7.327,110.13,1331247
607.31238,1.1813,17.38,1178713
608.08936,0.5993,8.59,839486
608.09743,0.7353,10.65,1580251
608.10066,0.662,9.54,1133026
608.11524,0.4652,6.57,1312649
608.12334,0.7337,10.62,1350280
608.12571,2.4472,36.48,1308052
608.12905,0.7239,10.48,1338106
608.13381,3.0544,45.65,1331808
608.137,2.3696,35.31,1123152
608.14504,0.8666,12.63,1418971
608.15974,0.7571,10.98,1441559
608.16209,5.9948,90.03,1317549
608.16542,0.5075,7.21,1031340
608.16781,0.6139,8.82,1264261
608.1702,6.8638,103.14,1347938
608.17337,3.9578,59.28,1251402
608.18143,1.3662,20.17,1436323
608.18321,0.5415,7.72,1436229
608.18457,0.4366,6.14,1421802
608.19043,0.4145,5.81,1771263
608.19274,0.5219,7.43,1247672
608.19847,6.6068,99.26,1344949
608.20658,9.4561,142.27,1361474
608.20972,2.5054,37.36,1130875
608.2178,1.171,17.22,1260230
608.21963,0.508,7.22,1112327
608.23486,4.051,60.69,1363527
608.24297,6.7932,102.08,1339678
608.24615,0.9401,13.74,1020478
608.27124,1.2929,19.06,1153589
608.27936,2.4728,36.87,1309076
608.30765,0.408,5.71,1297990
608.31577,0.5077,7.21,1245583
609.06294,0.4311,6.06,841406
609.07334,1.0083,14.77,1545626
609.09194,0.5933,8.5,1197296
609.09925,1.0648,15.62,1312819
609.10413,0.5643,8.07,1270281
609.10733,0.6267,9.01,1509932
609.10972,5.4817,82.28,1295969
609.11307,1.3771,20.33,1326258
609.117,0.4502,6.35,1128386
609.12096,1.9511,29,1344320
609.12262,0.5321,7.58,1200813
609.12832,0.9112,13.3,1403971
609.12908,0.4955,7.03,1684401
609.13564,2.032,30.22,1441017
609.13718,0.5206,7.41,1375180
609.13806,1.0785,15.83,1317932
609.13958,0.5935,8.51,1442079
609.14041,0.9108,13.3,902539
609.1437,1.2215,17.99,1322005
609.14611,17.5887,265.01,1363252
609.14944,1.6944,25.12,1276677
609.15342,0.73740000000000006,10.68,1205598
609.15734,4.9642,74.47,1355472
609.15904,0.7275,10.53,1179096
609.16472,1.0572,15.51,1527466
609.16547,1.4404,21.29,1532026
609.16858,0.9765,14.29,1215757
609.17108,0.6242,8.97,1569406
609.17201,1.5659,23.18,1584753
609.17354,0.7896,11.47,1556525
609.17443,1.9938,29.64,1432324
609.17598,0.4213,5.91,1936222
609.17677,1.1073,16.26,1174146
609.18005,0.7474,10.83,1183701
609.18248,30.9641,466.88,1342841
609.18385,0.5847,8.37,1142855
609.18581,1.4281,21.1,1225383
609.19219,0.4699,6.64,1564106
609.19371,4.5094,67.61,1406095
609.19547,0.6751,9.74,1180408
609.19775,0.7109,10.28,1348264
609.19957,0.5165,7.35,1238640
609.2011,0.8022,11.66,1621052
609.20185,1.7685,26.24,1539896
609.20494,0.9005,13.14,1358708
609.20748,0.739,10.7,1384277
609.2084,0.7987,11.6,1323330
609.20994,1.0893,15.99,1460439
609.21082,2.3868,35.57,1410648
609.21235,0.5101,7.25,159357
609.21313,1.24,18.27,893700
609.21886,27.8515,419.9,1298961
609.22218,0.4697,6.64,1000506
609.22857,0.4561,6.43,1364170
609.23011,1.967,29.24,1255432
609.23192,0.6544,9.43,1139926
609.23413,0.6585,9.49,1318652
609.23821,1.0472,15.35,1537658
609.24385,0.5457,7.79,1348498
609.24633,0.9981,14.61,1386078
609.24721,1.1978,17.63,1259851
609.25526,14.396,216.82,1323884
609.26648,0.4184,5.86,1435990
609.27464,0.4282,6.01,1260325
609.28269,0.4576,6.46,1397462
609.29164,3.462,51.8,1306526
609.32807,0.5029,7.14,1157434
610.10256,0.5135,7.3,1166030
610.10498,1.0972,16.11,1593380
610.11308,1.4826,21.93,1412240
610.11629,0.7311,10.58,1100288
610.12363,0.5527,7.89,1341389
610.13482,0.4244,5.95,1201599
610.13897,0.6476,9.32,1390531
610.14136,4.2838,64.2,1279688
610.14464,0.4568,6.44,1322232
610.14946,4.8759,73.14,1399391
610.15262,2.1452,31.93,1203794
610.15667,0.5208,7.41,1066964
610.15996,0.6595,9.5,1568060
610.16071,1.0439,15.31,1592442
610.16799,0.682,9.84,1272760
610.16965,0.5954,8.54,1384280
610.17121,0.5729,8.2,1365868
610.17536,0.6082,8.73,1439842
610.17773,6.8591,103.07,1358700
610.18094,0.5145,7.31,1155749
610.18585,9.3697,140.96,1310106
610.18898,2.3921,35.65,1285948
610.19303,0.6673,9.62,1313808
610.19639,0.5873,8.41,1538184
610.19707,1.2825,18.91,1261117
610.19883,0.4849,6.87,1180199
610.20019,0.4647,6.56,1317164
610.20432,0.8804,12.84,994318
610.21413,5.5928,83.96,1322337
610.22222,9.3798,141.12,1329593
610.22537,1.164,17.12,1214120
610.23346,0.4951,7.02,1440253
610.25052,2.3658,35.26,1196111
610.25861,4.8112,72.16,1359706
610.26172,0.5369,7.65,926614
610.2869,0.4182,5.86,1567506
610.29497,1.0794,15.84,1237872
611.07851,0.6817,9.84,1223905
611.08898,2.2881,34.08,1405316
611.09634,0.4802,6.8,1416935
611.10019,0.4406,6.2,1362699
611.10522,0.6239,8.97,1406584
611.10763,0.9215,13.46,1446762
611.11492,1.324,19.53,1423797
611.1173,0.4396,6.18,1503497
611.11882,0.643,9.25,1438950
611.11978,0.5375,7.66,1328222
611.12298,0.4533,6.39,1306561
611.12536,9.185,138.18,1316023
611.12871,0.6128,8.8,1385072
611.13019,0.4828,6.84,1294183
611.1327,0.546,7.79,1548323
611.1366,2.641,39.41,1351464
611.13825,0.7965,11.57,1226139
611.14063,0.7084,10.24,1234253
611.14158,0.5337,7.6,1519204
611.144,1.969,29.27,1432208
611.14473,0.7648,11.09,1579714
611.14789,0.6559,9.45,1228482
611.15039,0.5128,7.29,1629275
611.15129,1.6242,24.06,1480227
611.15283,0.6231,8.95,1475229
611.15369,1.809,26.85,1385406
611.15523,0.8324,12.11,1203589
611.156,0.7555,10.95,902039
611.1593,0.4278,6.01,1227910
611.16175,21.6426,326.19,1280568
611.16317,0.5169,7.35,1252278
611.16507,0.77,11.17,1217204
611.16653,0.4566,6.44,819754
611.16904,0.7191,10.4,1085865
611.17143,0.6827,9.85,1319027
611.17298,3.97,59.47,1342650
611.17466,0.7634,11.07,1246339
611.17701,1.2264,18.06,1495331
611.18039,1.9287,28.66,1535057
611.18112,1.3392,19.76,1578508
611.18423,0.7604,11.03,1397573
611.18674,0.8218,11.95,1568750
611.18767,0.999,14.63,1648053
611.18921,1.218,17.93,1435965
611.19007,3.1561,47.18,1345383
611.19236,0.512,7.28,1315636
611.19814,27.2043,410.14,1270959
611.19949,0.8903,12.99,1300171
611.20144,0.4956,7.03,1304644
611.20784,0.757,10.97,1371387
611.20938,2.1535,32.05,1351552
611.21101,0.7069,10.22,1167053
611.21339,1.565,23.17,1347001
611.21677,1.1366,16.7,1596111
611.21749,1.0448,15.32,1578758
611.2231,0.765,11.1,1278724
611.22463,0.5583,7.98,1187853
611.2256,1.3069,19.28,1409990
611.22646,2.8593,42.7,1348089
611.23453,18.301,275.76,1283893
611.2359,0.5766,8.25,1298184
611.24574,0.5131,7.29,1563180
611.24976,1.1059,16.24,1287533
611.25388,0.5468,7.8,1564365
611.25952,0.4412,6.21,1562582
611.26196,0.6835,9.87,1430610
611.26285,1.1853,17.44,1308263
611.27091,6.6356,99.7,1284213
611.28617,0.4823,6.83,1510588
611.3073,1.1989,17.64,1268925
612.09237,0.6051,8.68,1429789
612.10286,0.4633,6.54,1145590
612.11095,0.4458,6.28,1135426
612.11417,0.535,7.62,1284228
612.11825,0.6673,9.62,1275572
612.12062,1.8377,27.29,1408578
612.12872,2.504,37.34,1382576
612.13192,0.6923,10,1274450
612.13923,1.0876,15.96,1321526
612.13995,0.5891,8.44,1464111
612.14727,0.8536,12.43,1254416
612.1489,0.5505,7.86,1288077
612.15049,0.6471,9.32,1356360
612.15462,0.5439,7.76,1461278
612.15702,4.345,65.13,1397464
612.16012,0.4459,6.28,981658
612.16511,6.6126,99.35,1368793
612.16825,1.3726,20.27,1213143
612.16985,0.54,7.7,1034425
612.17229,0.6843,9.88,1360779
612.17562,0.6705,9.67,1521137
612.17636,0.7142,10.33,1550084
612.17799,0.5596,8,1012207
612.18359,1.3619,20.1,1169859
612.1853,0.4184,5.87,1538903
612.19339,5.7969,87.04,1334732
612.20149,8.5311,128.31,1319719
612.20463,0.8049,11.7,1412390
612.20868,0.8592,12.52,1259961
612.21277,0.4782,6.77,1472858
612.2144,0.4714,6.67,948297
612.21676,0.7994,11.62,1225816
612.21992,0.9794,14.33,1191895
612.22167,0.4565,6.44,1324166
612.2298,2.9587,44.2,1367704
612.23789,6.1178,91.88,1313314
612.25621,0.4314,6.06,832986
612.26618,1.0188,14.93,1294416
612.27426,2.1324,31.73,1346552
612.31064,0.5272,7.51,943727
613.05462,0.4225,5.93,1237000
613.06824,0.5236,7.45,1628195
613.08347,0.4831,6.84,699266
613.08447,0.5605,8.01,1405817
613.08687,0.8299,12.08,1365511
613.09098,0.4077,5.7,1476442
613.09254,0.4702,6.65,1141554
613.09419,0.5665,8.1,1256663
613.09812,0.4408,6.2,1400204
613.10463,3.4075,50.98,1385924
613.10948,0.4499,6.34,1144997
613.11589,0.6149,8.83,1369171
613.11752,0.857,12.48,1213454
613.11991,0.865,12.61,1386983
613.12082,0.5586,7.98,1337945
613.12327,2.65,39.55,1246132
613.12734,0.5334,7.6,1121203
613.12891,0.5141,7.31,1431773
613.13056,1.1431,16.8,1257137
613.13295,1.2141,17.87,1443856
613.13449,0.8294,12.07,1418964
613.14103,11.2621,169.53,1360715
613.14243,0.4747,6.71,1238649
613.14426,0.4814,6.82,1310047
613.14579,0.4469,6.29,1306726
613.14831,0.6791,9.8,1295537
613.15071,0.6545,9.43,1372847
613.15226,1.816,26.96,1434989
613.1539,1.2618,18.59,1337679
613.15627,1.8533,27.52,1334735
613.15965,3.187,47.65,1361175
613.16036,0.5782,8.28,2121500
613.16599,0.612,8.79,1419447
613.16691,0.7032,10.16,1630415
613.16846,0.6127,8.8,1765753
613.16935,3.2032,47.9,1391614
613.17089,0.8843,12.9,1403005
613.17742,19.203,289.37,1319937
613.17879,1.109,16.29,1215451
613.18056,0.4819,6.82,1439976
613.18469,0.5783,8.28,1052549
613.18709,1.2462,18.36,1111533
613.18865,2.104,31.3,1382045
613.19024,1.2919,19.05,1309107
613.19268,3.1659,47.33,1385302
613.19604,2.8708,42.88,1274848
613.19675,1.4836,21.94,477784
613.20241,0.6938,10.02,1414030
613.20391,0.7337,10.62,1681819
613.20486,1.0046,14.71,1542446
613.20573,4.0588,60.81,1352112
613.20729,0.4776,6.76,206058
613.20797,0.4723,6.68,473297
613.21379,16.5141,248.79,1279003
613.21516,1.026,15.03,1293010
613.2235,1.077,15.81,1135162
613.22504,0.8805,12.84,1415579
613.22668,0.5217,7.42,1167767
613.22905,3.4153,51.1,1258185
613.23242,1.0736,15.75,1536233
613.23316,0.6995,10.11,1646234
613.23877,0.6036,8.66,1657358
613.24026,0.6738,9.72,1354170
613.24125,0.7105,10.27,1345040
613.24211,2.5711,38.35,1388562
613.25017,7.8967,118.73,1360387
613.25155,0.4397,6.19,1368569
613.25984,0.5137,7.3,1276033
613.26544,1.8319,27.2,1266554
613.2785,0.6973,10.07,1457655
613.28655,2.019,30.02,1305213
613.30186,0.5171,7.35,1102401
614.04979,0.4882,6.92,1265702
614.08214,0.4199,5.89,841686
614.09748,0.4219,5.92,1157135
614.09991,0.5347,7.62,1270586
614.10799,0.9625,14.08,1378597
614.11267,0.4651,6.57,897965
614.11521,0.5181,7.37,1122601
614.11851,1.0561,15.49,1369962
614.12652,1.1212,16.47,1089114
614.12972,0.7714,11.19,1147909
614.13628,2.0601,30.64,1328735
614.14438,2.8468,42.52,1366782
614.14757,0.4484,6.32,1353120
614.14913,0.5199,7.4,1378113
614.15156,1.0018,14.67,1330506
614.15491,1.2578,18.53,1341052
614.1556,0.5031,7.14,491737
614.15722,0.5072,7.2,912198
614.15957,0.49370000000000003,7,1595761
614.16284,1.7974,26.68,1205721
614.16457,0.5726,8.19,1500118
614.16615,0.5198,7.4,1433434
614.17267,3.6739,55,1331691
614.18077,5.4055,81.13,1368974
614.18389,0.6845,9.88,1164663
614.1855,0.4268,5.99,1247386
614.18791,1.2433,18.31,1255986
614.19128,0.9778,14.31,1411244
614.19362,0.5327,7.59,1068529
614.19602,0.8815,12.85,1273020
614.19919,2.1583,32.12,1190274
614.20099,0.5057,7.18,1416373
614.20726,0.4356,6.12,1393756
614.20906,3.2352,48.38,1323200
614.21715,5.2366,78.58,1316551
614.21854,0.4922,6.98,1287822
614.2243,1.2411,18.28,1259285
614.22686,0.4133,5.79,8591231
614.23242,0.9862,14.43,1558705
614.23557,0.8988,13.11,1183107
614.24544,1.634,24.21,1250466
614.25353,2.7639,41.27,1339796
614.26068,0.6304,9.06,1324089
614.26875,0.6529,9.4,1236119
614.28182,0.4851,6.87,1199132
614.28991,0.6588,9.49,1150746
615.06616,0.4463,6.29,1461096
615.07029,0.4406,6.2,1454452
615.0839,0.9336,13.64,1430970
615.09673,0.7108,10.28,1236480
615.09919,0.7112,10.28,1629068
615.10251,1.8439,27.38,1328839
615.1067,0.4136,5.79,1519913
615.10818,0.6541,9.42,1003195
615.11222,0.6645,9.58,1539183
615.11375,0.6327,9.1,1397300
615.12029,4.0437,60.58,1359320
615.12264,0.4032,5.63,1562066
615.12996,0.4951,7.02,1224449
615.13153,0.4804,6.8,1314201
615.13313,1.4997,22.18,1252428
615.13556,2.0816,30.97,1285143
615.13652,0.4531,6.39,1266423
615.13892,4.0298,60.37,1299250
615.13965,0.5584,7.98,328741
615.14289,0.4797,6.79,1202197
615.14449,0.7226,10.46,1176501
615.14615,0.4628,6.53,1696503
615.14681,0.7343,10.63,1580497
615.14766,0.494,7.01,1461585
615.14861,1.9242,28.59,1355955
615.15013,0.979,14.33,1326120
615.15667,8.2308,123.78,1313049
615.1581,0.8546,12.45,1432427
615.16144,0.7034,10.17,1163239
615.16395,0.5747,8.22,1487938
615.16631,1.2242,18.03,1014947
615.16791,1.0339,15.15,1263977
615.16954,2.1144,31.46,1330345
615.17192,4.9573,74.37,1342064
615.1753,3.8075,57.02,1345592
615.17603,0.574,8.21,1820361
615.18169,0.5989,8.59,1481098
615.18317,1.3272,19.58,1688268
615.18416,0.5634,8.05,1869240
615.18499,3.2564,48.7,1317729
615.18653,0.6642,9.57,1164273
615.1913,0.4317,6.07,1829125
615.19305,10.7898,162.4,1343743
615.19442,1.4915,22.06,1328800
615.20272,1.5035,22.24,1112700
615.2043,0.6519,9.39,1398394
615.20591,1.3557,20.01,1338840
615.20832,6.7902,102.03,1309281
615.21169,2.5042,37.35,1333690
615.21242,0.7485,10.85,467128
615.21955,1.3221,19.5,1321979
615.22053,0.6095,8.75,1279291
615.22137,3.4282,51.29,1341283
615.22945,6.5252,98.03,1317147
615.23078,0.9025,13.17,1274693
615.23913,0.9839,14.4,1038823
615.24231,0.4475,6.3,1107266
615.24469,5.1657,77.51,1322146
615.24807,0.738,10.69,1374188
615.25589,0.564,8.06,1301591
615.25777,1.7227,25.55,1310656
615.26582,2.2414,33.38,1375161
615.2811,2.2791,33.95,1356529
615.31745,0.4775,6.76,1143612
616.09776,0.6425,9.25,1436509
616.11556,0.6293,9.05,1253795
616.12363,1.1682,17.18,1293076
616.12839,0.5403,7.7,1431367
616.13082,0.802,11.65,1416745
616.13416,1.2944,19.09,1391523
616.1389,0.5736,8.21,1401024
616.14212,1.8637,27.68,1117393
616.14539,0.488,6.92,1536495
616.15195,1.5526,22.98,1383514
616.16003,2.5291,37.72,1396962
616.16479,0.7151,10.34,1212135
616.16717,1.799,26.7,1376987
616.17055,1.3474,19.89,1306022
616.1729,0.7065,10.21,1283553
616.17529,1.3487,19.91,1322316
616.17848,3.2065,47.95,1132676
616.18023,0.5578,7.97,1364539
616.18647,0.4699,6.64,1328751
616.18834,2.1854,32.53,1353233
616.19641,3.0749,45.96,1394606
616.19782,0.5362,7.64,1150181
616.20356,2.4281,36.2,1363807
616.20692,0.4744,6.71,1510204
616.20927,0.4338,6.1,1380971
616.21168,2.2655,33.74,1297009
616.21484,2.1565,32.1,1160935
616.21666,0.4941,7.01,1156691
616.22473,1.3834,20.43,1356357
616.23279,2.0448,30.41,1293125
616.23995,1.5837,23.45,1280772
616.24575,0.4769,6.75,1113429
616.24805,1.8192,27.01,1239713
616.25118,0.6695,9.66,1139413
616.25926,0.4184,5.87,1338739
616.2611,0.6438,9.27,1143315
616.2692,0.6838,9.87,1262055
616.27635,0.642,9.24,1093003
616.28448,0.7255,10.5,1207479
617.07603,0.4196,5.88,1233350
617.07845,0.4535,6.39,1578827
617.08178,0.778,11.29,1355278
617.08596,0.5409,7.71,1281400
617.09955,0.9243,13.5,1488446
617.11241,1.2211,17.98,1383147
617.11483,1.6126,23.89,1390498
617.11819,2.9504,44.08,1390123
617.12378,0.6889,9.95,1097000
617.12606,0.8907,12.99,1593399
617.12786,0.7956,11.56,1405070
617.12941,0.8985,13.11,1323768
617.13595,2.5994,38.78,1356322
617.13737,0.835,12.15,1250293
617.14073,0.6979,10.08,1621559
617.14558,0.805,11.7,1236801
617.14878,2.2333,33.26,1268607
617.1512,5.2989,79.52,1342887
617.15456,4.722,70.82,1355067
617.16242,2.2269,33.16,1356704
617.16427,2.0641,30.7,1346545
617.16577,0.8761,12.77,1279752
617.17051,0.5655,8.09,1133497
617.17232,4.5864,68.77,1364867
617.1737,1.5424,22.83,1216649
617.17711,0.6704,9.67,1310654
617.18196,1.4586,21.56,1015151
617.18517,1.8912,28.09,1299111
617.18757,10.3652,155.99,1336760
617.19094,3.5638,53.34,1301590
617.19882,2.609,38.93,1301770
617.20064,2.7452,40.98,1356575
617.20691,0.8149,11.85,1385658
617.2087,3.7826,56.64,1309636
617.21006,1.5087,22.32,1299137
617.21591,0.4296,6.03,1363359
617.21834,1.4329,21.18,1071569
617.22155,0.8988,13.11,1347273
617.22396,10.464,157.48,1263686
617.22734,1.6809,24.92,1250811
617.23519,1.3455,19.86,1535771
617.23702,1.9435,28.88,1312755
617.24329,0.4299,6.04,1225233
617.24511,1.8091,26.85,1366826
617.24647,0.5229,7.44,1313078
617.25475,0.7593,11.01,1113148
617.26036,6.541,98.27,1291925
617.27156,0.5729,8.2,1350407
617.27343,0.699,10.1,1087460
617.2815,0.469,6.63,880438
617.29673,1.9058,28.31,1316970
618.10769,0.408,5.71,1265088
618.11004,0.5286,7.53,945387
618.11341,0.9761,14.28,1224197
618.1182,0.5949,8.53,1259785
618.12143,1.2419,18.29,1164979
618.12942,0.4281,6.01,1518829
618.13123,0.4985,7.07,1432628
618.13927,0.6524,9.4,1182121
618.14407,0.8045,11.69,1339151
618.14645,2.1736,32.36,1289805
618.14981,1.2753,18.8,1442575
618.15215,0.5775,8.27,1329703
618.15454,1.5654,23.18,1354334
618.15775,3.1566,47.19,1117804
618.16582,0.5457,7.79,1532446
618.16761,1.0194,14.93,1230207
618.16902,0.4374,6.15,1006620
618.17569,1.1848,17.43,1496069
618.17707,0.4967,7.05,1352295
618.18046,0.5019,7.13,1336647
618.18284,3.4899,52.22,1329670
618.1862,0.9127,13.32,1058431
618.18854,0.5731,8.2,1120324
618.19094,3.2954,49.29,1332801
618.1941,3.6025,53.92,1184303
618.20215,0.8481,12.35,1326586
618.204,1.1953,17.59,1279192
618.20535,0.4392,6.18,1355576
618.21206,1.289,19,1191604
618.21344,0.478,6.76,1215062
618.21922,3.2819,49.08,1278065
618.22493,0.4738,6.7,1037748
618.22734,3.3486,50.09,1422647
618.23049,1.6642,24.67,1231949
618.23856,0.4959,7.03,1397993
618.24043,0.6499,9.36,1330341
618.24851,0.5145,7.31,1545286
618.2556,1.6113,23.87,1307928
618.26371,2.0386,30.32,1231652
618.30008,0.7056,10.2,1451597
618.96065,1.0375,15.21,1460315
619.06509,0.4788,6.78,1024195
619.0917,0.7706,11.18,1121641
619.09409,1.0946,16.07,1497356
619.09744,1.433,21.18,1341386
619.10157,0.4589,6.48,1153617
619.1031,0.5708,8.16,1224659
619.10709,0.5599,8,1347295
619.11524,0.5447,7.77,1511143
619.11672,0.4669,6.6,937823
619.11763,0.6111,8.77,1254343
619.12,0.8065,11.72,1451410
619.12488,0.5189,7.38,973269
619.12806,1.6301,24.15,1331583
619.13046,4.5915,68.85,1295459
619.13383,3.5273,52.79,1254297
619.13942,0.6169,8.86,1030223
619.14171,2.0789,30.93,1324193
619.1435,0.9233,13.49,1342977
619.14508,0.8495,12.37,1353441
619.14982,0.473,6.69,1763288
619.15159,1.2115,17.83,1412318
619.153,1.11,16.3,1132336
619.15639,1.0831,15.9,1383071
619.15796,0.5796,8.3,115596
619.15879,0.6346,9.13,469910
619.1612,1.201,17.68,1077228
619.16443,2.271,33.82,1354550
619.16685,11.5196,173.41,1274082
619.17022,3.9308,58.88,1296310
619.17809,3.4118,51.04,1366984
619.1799,1.6267,24.1,1426603
619.18619,0.8911,13,1506436
619.18797,1.6723,24.79,1386001
619.18935,1.6541,24.52,1205561
619.19279,0.8463,12.32,1300800
619.19434,0.5769,8.26,1164730
619.19516,0.8165,11.87,1187933
619.19757,1.7017,25.23,969314
619.20083,1.3121,19.35,1277508
619.20325,17.4048,262.23,1316792
619.20661,2.11,31.4,1197937
619.21448,2.9905,44.68,1418272
619.21627,1.8617,27.65,1318610
619.22038,0.4546,6.41,1277498
619.22256,0.8286,12.06,1617897
619.22436,0.9907,14.5,1416713
619.22572,0.8961,13.07,1342790
619.23065,0.5792,8.29,1373517
619.23158,0.5574,7.96,1447629
619.23398,0.8659,12.62,1134265
619.23722,0.4811,6.81,1107551
619.23963,13.9644,210.31,1325346
619.24298,0.4467,6.29,1473561
619.25086,1.1283,16.58,1475955
619.25268,0.8403,12.23,1359014
619.25893,0.5259,7.49,1478147
619.26796,0.4191,5.88,988436
619.276,5.6689,85.11,1315256
619.31239,1.3128,19.36,1302657
620.09748,0.6182,8.88,1399255
620.1007,0.4883,6.92,1144340
620.12334,0.4417,6.22,1415291
620.12572,1.5358,22.73,1197899
620.12909,0.7911,11.49,1512986
620.13138,0.6078,8.72,1299692
620.13381,1.2462,18.36,1358320
620.13702,2.114,31.46,1123798
620.14507,0.6543,9.42,1476577
620.14689,0.54,7.7,1248325
620.1597,0.6566,9.46,1387473
620.16211,3.6694,54.93,1296546
620.16547,0.8287,12.06,1347264
620.16783,0.6375,9.17,1290680
620.17022,3.4689,51.91,1401429
620.17338,3.8184,57.18,1192566
620.18146,1.0587,15.53,1443415
620.18325,0.7477,10.84,1337503
620.18464,0.4716,6.67,1260728
620.19269,0.4149,5.81,1310746
620.19848,4.9091,73.64,1334807
620.20182,0.4194,5.88,1300847
620.20418,0.4481,6.31,1258404
620.20658,5.6967,85.53,1308940
620.20974,3.1752,47.47,1222404
620.21782,0.6812,9.83,1410781
620.21967,0.6498,9.36,1115393
620.23489,3.3596,50.26,1287506
620.24298,4.5236,67.82,1297939
620.24613,0.99,14.49,1071131
620.25424,0.4432,6.24,1495930
620.27124,1.2923,19.05,1246231
620.27935,2.0307,30.2,1289370
620.31578,0.4309,6.05,1538748
621.06492,0.4078,5.7,678566
621.07341,0.6917,9.99,1555519
621.09932,0.7407,10.73,1147621
621.10734,0.8023,11.66,1287155
621.10974,3.2096,47.99,1278267
621.1131,1.571,23.26,1346126
621.11716,0.4928,6.99,1244541
621.12097000000006,1.0097,14.79,1279741
621.12272,0.6566,9.46,1243812
621.1243,0.4126,5.78,1490816
621.12918,0.4039,5.65,884274
621.13228,0.6105,8.76,889968
621.13567,1.1588,17.04,1392552
621.13808,0.5531,7.9,1482477
621.14045,0.7961,11.57,1081643
621.1437,1.5752,23.32,1317870
621.14613,10.1517,152.77,1302026
621.1495,3.0641,45.8,1294770
621.15736,3.4026,50.9,1315169
621.15914,0.7959,11.56,1231246
621.16548,0.9225,13.47,1394193
621.16726,0.4592,6.48,1380264
621.16862,1.2559,18.5,1180403
621.17113,0.4098,5.73,1530020
621.17205,1.4015,20.7,1360858
621.17362,0.5631,8.05,1402679
621.17447,0.7937,11.53,1587978
621.17681,1.2892,19.01,1141479
621.18009,1.1603,17.06,1341723
621.18251,19.4223,292.69,1277346
621.18587,2.0822,30.98,1256987
621.18735,0.4118,5.77,1043887
621.19373,3.9626,59.36,1327409
621.19556,0.8718,12.71,1340046
621.20185,1.4865,21.99,1360093
621.20498,1.2332,18.16,1400166
621.2075,0.4754,6.72,1561310
621.20841,0.7325,10.6,1314283
621.20996,0.7619,11.05,1387202
621.21084,1.1919,17.54,1477796
621.2132,1.2937,19.08,837305
621.21648,0.7301,10.57,1221292
621.2189,21.6576,326.42,1261582
621.22221,0.9387,13.72,1141120
621.23011,2.1687,32.28,1305104
621.23191,0.8077,11.74,1290842
621.23821,0.8911,13,1441580
621.24135,0.4109,5.75,1309516
621.24386,0.4672,6.6,1311755
621.24634,0.5869,8.41,1479099
621.24723,0.6453,9.29,1520201
621.24972,0.5124,7.28,903661
621.25528,12.1202,182.48,1245301
621.26648,0.7463,10.81,1302718
621.29165,3.755,56.22,1261581
621.32809,0.6567,9.46,1281860
622.10495,0.4615,6.52,1722279
622.11307,1.0067,14.74,1255314
