m/z,I,S/N,Res.
557.97331,0.5442,7.43,1184142
558.08178,0.6721,9.27,1435338
558.0923,0.6223,8.56,1564678
558.10033,0.8444,11.76,1127660
558.11007,1.6001,22.65,1411958
558.11817,2.7091,38.62,1489341
558.12531,1.0547,14.79,1427144
558.12868,1.2675,17.85,1384574
558.13342,0.7194,9.96,1699483
558.13662,2.1065,29.94,1063547
558.13838,0.4301,5.79,1488054
558.13989,0.6534,9.01,1037736
558.14645,3.5232,50.35,1464720
558.15454,5.4686,78.38,1425430
558.15768,0.519,7.07,1262935
558.16169,1.6251,23.01,1546924
558.16508,1.0429,14.62,1517960
558.16581,0.465,6.29,1583663
558.16981,1.5232,21.54,1465068
558.17299,2.7512,39.23,1137524
558.17475,0.5546,7.58,1362877
558.18106,0.4592,6.21,1483947
558.18285,3.1887,45.53,1469266
558.19092,5.547,79.51,1462746
558.19808,1.8431,26.14,1473788
558.20619,2.032,28.87,1530914
558.20936,1.4677,20.74,1108172
558.21925,1.7456,24.74,1436635
558.22731,2.9803,42.53,1473240
558.23447,0.9705,13.57,1401645
558.24259,1.416,19.99,1450879
558.25565,0.5554,7.59,1389694
558.26371,0.6959,9.62,1509803
559.07295,0.9785,13.69,1487209
559.07632,1.2961,18.26,1479696
559.08048,0.4389,5.92,1465872
559.08598,0.5981,8.21,1473596
559.08758,0.4335,5.84,1653710
559.09407,2.9079,41.49,1485427
559.10694,0.651,8.97,1308260
559.10933,2.974,42.44,1443012
559.1127,4.1896,59.95,1526774
559.11825,0.5103,6.94,925140
559.11911,0.4144,5.56,1303337
559.12056,1.0745,15.07,1766573
559.12239,1.4037,19.81,1441729
559.12392,1.1623000000000001,16.34,1310871
559.13046,9.4376,135.56,1477588
559.13184,0.775,10.76,1391764
559.14013,1.5326,21.67,1244608
559.14169,0.8206,11.41,1390726
559.14331,1.3295,18.75,1375846
559.14571,7.6091,109.21,1503678
559.14908,5.9846,85.81,1531939
559.14981,0.5162,7.03,1720077
559.15544,0.6252,8.6,1454122
559.15694,2.3763,33.83,1434708
559.15789,0.6009,8.25,1784384
559.15876,3.3368,47.66,1430115
559.16029,0.7293,10.1,1491043
559.16504,0.4742,6.42,1639872
559.16684,12.2398,175.93,1489937
559.16818,1.3551,19.12,1411946
559.17651,1.9977,28.37,1146740
559.17807,0.7913,10.99,1275226
559.17968,0.954,13.34,1195503
559.18209,12.521,179.98,1451460
559.18546,3.8244,54.69,1436503
559.1862,0.695,9.6,1429258
559.19183,0.5941,8.15,1413937
559.19332,2.1186,30.11,1508741
559.19429,0.6176,8.49,1924373
559.19515,4.0648,58.15,1427879
559.20148,0.4369,5.89,1575504
559.20323,7.8122,112.14,1464844
559.20456,1.1664,16.4,1260588
559.21292,1.5108,21.36,1144806
559.21848,11.7248,168.51,1442152
559.22184,1.1023,15.47,1539278
559.22971,0.6743,9.31,1616238
559.23065,0.442,5.96,1501645
559.23153,2.2303,31.72,1387778
559.23962,2.4742,35.24,1486221
559.25486,5.4705,78.4,1448369
559.26794,0.6068,8.33,1250626
559.27598,0.5302,7.23,1066758
559.29125,0.9378,13.1,1717790
560.0763,0.4889,6.64,1219988
560.09741,0.6575,9.06,1410580
560.10458,0.7422,10.29,1545972
560.10794,1.2001,16.88,1398765
560.1127,0.7437,10.31,1381178
560.11592,1.5846,22.42,1072604
560.1257,1.0835,15.2,1508612
560.1338,2.1299,30.28,1502114
560.13849,0.5876,8.06,554742
560.14097,2.5005,35.62,1520632
560.14352,0.4221,5.67,1313031
560.14433,1.4085,19.88,1466870
560.14906,1.9989,28.39,1568020
560.15224,3.8826,55.53,1176216
560.154,0.4692,6.35,1629993
560.1603,0.7429,10.29,1429664
560.16209,2.1281,30.25,1430003
560.1702,3.0382,43.36,1478533
560.17153,0.4695,6.36,1160506
560.17734,3.3565,47.95,1538901
560.17991,0.488,6.62,1586489
560.1807,0.7189,9.95,1631989
560.18544,3.5107,50.17,1435045
560.18861,3.3996,48.57,1245500
560.19665,0.5692,7.79,1342610
560.19852,1.8061,25.61,1426786
560.20657,2.1877,31.11,1481071
560.21374,2.2828,32.48,1496606
560.2163,0.4459,6.02,1458000
560.22185,3.5795,51.16,1477464
560.225,0.908,12.67,1246379
560.2331,0.4806,6.52,1496852
560.2349,0.9089,12.69,1460103
560.24295,0.6699,9.24,1416182
560.25008,0.9426,13.17,1249190
560.25823,1.5656,22.15,1514673
560.88052,1.804,25.58,1521817
561.05219,0.6631,9.15,1599915
561.07332,0.4633,6.27,1494562
561.08618,0.5161,7.03,1503517
561.08859,2.4243,34.52,1445084
561.09196,2.1724,30.89,1444407
561.09984,0.7898,10.97,1416968
561.10163,0.6625,9.14,1220199
561.10321,0.4849,6.58,1608138
561.10972,1.9534,27.73,1455898
561.11128,0.4348,5.86,1079246
561.11937,0.7584,10.52,1088278
561.12256,1.1074,15.55,1333130
561.12497,8.4362,121.13,1474298
561.12834,5.8939,84.5,1466293
561.13622,3.4521,49.33,1484778
561.13803,1.7553,24.88,1373085
561.13957,0.9341,13.05,1352107
561.14122,0.4567,6.17,1236762
561.14433,0.7348,10.18,1686115
561.1461,4.5596,65.28,1510718
561.14748,1.2169,17.12,1187816
561.15087,0.4546,6.14,1414578
561.15331,0.4699,6.36,1663726
561.15573,1.5852,22.43,1095958
561.15897,1.194,16.79,1463486
561.16136,16.7255,240.55,1410734
561.16472,4.7538,68.08,1421682
561.17258,4.2177,60.36,1431559
561.17442,3.3167,47.37,1362193
561.18069,0.8518,11.86,1541081
561.18248,4.3413,62.14,1382973
561.18385,1.5684,22.19,1293531
561.18879,0.5709,7.82,1450670
561.18967,0.5339,7.28,1521638
561.19213,1.7681,25.07,1023542
561.19532,0.4516,6.1,1607384
561.19774,22.099,317.96,1443395
561.20111,1.936,27.48,1523691
561.20898,2.4456,34.83,1396635
561.21081,2.6409,37.64,1411202
561.2171,0.8752,12.2,1404855
561.21889,2.1942,31.2,1515020
561.22018,0.6276,8.63,1165907
561.2252,0.4828,6.55,1634746
561.22856,0.8621,12.01,1349329
561.23412,14.8369,213.34,1403084
561.23748,0.5453,7.45,1111319
561.24536,0.5429,7.41,1188849
561.24718,0.6618,9.13,1511125
561.27053,5.5484,79.53,1461487
561.30689,1.101,15.45,1327622
561.88009,0.5993,8.23,1657652
562.08383,0.5487,7.5,1551869
562.08721,0.5476,7.48,930168
562.09195,0.7904,10.98,1329223
562.09525,0.8126,11.3,1092049
562.11308,0.4897,6.65,1743523
562.12022,2.5231,35.94,1387189
562.12358,1.1229,15.77,1573945
562.12833,2.0829,29.6,1447509
562.13151,2.9135,41.57,1178816
562.13957,0.7521,10.43,1686428
562.14137,0.8126,11.3,1545769
562.14946,0.9934,13.9,1646582
562.15661,4.8174,69,1454758
562.15996,1.1172,15.69,1414334
562.16471,5.1597,73.93,1463868
562.16788,5.0451,72.27,1191656
562.16966,0.4582,6.19,580936
562.17596,1.1937,16.79,1444660
562.17776,1.1571,16.26,1372367
562.18582,1.1756,16.53,1416728
562.18726,0.4316,5.81,1209339
562.193,4.6749,66.94,1427096
562.20111,6.9079,99.11,1433642
562.20424,2.6761,38.15,1255777
562.21235,0.6023,8.27,1559199
562.21414,0.8393,11.68,1398904
562.22221,0.6264,8.62,1336275
562.22938,2.459,35.02,1402800
562.23748,4.9734,71.24,1430945
562.2406,0.7185,9.94,1159013
562.2658,0.7086,9.8,1317858
562.27388,1.8977,26.93,1388187
562.87739,0.5671,7.76,1487270
562.95685,1.0424,14.61,1388877
563.06786,1.5772,22.31,1518951
563.0712,0.6335,8.72,1454274
563.10184,0.5289,7.21,1821050
563.10424,6.9457,99.66,1481167
563.10762,3.1659,45.2,1423248
563.11548,2.5254,35.97,1494485
563.11728,0.6774,9.35,1236162
563.11888,0.4604,6.22,1388687
563.12285,0.6716,9.27,1504984
563.12359,0.6381,8.78,1682079
563.12535,1.073,15.05,1346362
563.12674,0.6987,9.66,884749
563.13015,0.671,9.26,1493589
563.13258,0.5204,7.09,1605473
563.135,1.0254,14.36,933958
563.13822,1.1121,15.61,1564534
563.14063,18.9843,273.09,1455264
563.14399,4.7994,68.73,1400323
563.14548,0.4772,6.47,789036
563.15186,5.8684,84.14,1495346
563.15367,1.7666,25.04,1365627
563.15924,0.9945,13.92,1664816
563.15998,1.1362,15.96,1608465
563.16178,1.8942,26.88,1385128
563.16311,1.617,22.89,1112576
563.16563,0.5261,7.17,1298511
563.16656,0.6575,9.06,1440537
563.16808,0.5057,6.88,1561987
563.16897,1.1581,16.28,1511681
563.17132,1.703,24.13,993342
563.17462,0.59,8.09,1773851
563.17702,31.1474,448.32,1399162
563.18037,2.9487,42.07,1393104
563.18825,4.6179,66.12,1421132
563.19007,1.9579,27.8,1403500
563.19564,0.5286,7.21,1577414
563.19638,1.2661,17.83,1503111
563.19815,1.1591,16.29,1382639
563.19951,1.1832,16.64,1248296
563.20201,0.5122,6.97,1430451
563.20446,1.0226,14.32,1454600
563.20534,1.1597,16.3,1552169
563.20778,1.2319,17.34,937153
563.21339,29.6138,426.23,1421563
563.21673,0.6993,9.67,1163904
563.22463,1.4934,21.11,1412707
563.22645,0.8153,11.34,1420855
563.23274,0.7239,10.02,1487900
563.23834,0.4982,6.77,1446616
563.24085,0.7351,10.18,1504164
563.24172,0.5996,8.23,1388120
563.24414,0.5486,7.5,859461
563.24978,15.6023,224.37,1449000
563.28617,3.9631,56.69,1428681
563.32259,0.4621,6.25,1455529
564.07124,0.4463,6.02,1428019
564.09949,1.7803,25.24,1501018
564.1029,0.5693,7.79,1570785
564.10761,1.7332,24.56,1518915
564.1108,1.4597,20.62,1131572
564.11885,0.7417,10.28,1376445
564.13588,4.8087,68.87,1465475
564.13925,0.6516,8.98,1519910
564.14399,5.0144,71.83,1488573
564.14714,4.3989,62.97,1240825
564.15523,1.4292,20.18,1528172
564.15703,0.6541,9.02,1449785
564.16252,0.4446,6,1012993
564.17226,7.1253,102.24,1424572
564.18038,9.0868,130.5,1461552
564.18351,4.2611,60.98,1250486
564.1916,1.0143,14.2,1485301
564.19342,0.6768,9.34,1373829
564.19474,0.4555,6.15,1226497
564.20865,4.9769,71.29,1456065
564.21676,9.1354,131.2,1459098
564.21989,1.1655,16.38,1196961
564.22801,0.5748,7.87,1567934
564.24504,1.8145,25.73,1432289
564.25315,4.7104,67.45,1454271
564.28141,0.4885,6.63,1230469
564.28954,1.3696,19.32,1283775
565.04715,0.5581,7.63,1251736
565.07965,0.4509,6.09,1431763
565.08352,4.0595,58.08,1480983
565.08687,0.8508,11.85,1252744
565.09475,0.9928,13.9,1538498
565.10213,0.7241,10.02,1497254
565.10289,0.623,8.57,1278009
565.10941,0.6709,9.26,1360416
565.11187,0.4949,6.72,1639550
565.11335,0.5016,6.82,1450345
565.11746,0.782,10.86,1079754
565.11989,14.8803,213.97,1454928
565.12327,2.6812,38.22,1409811
565.13114,4.6681,66.84,1453589
565.13291,0.5955,8.17,1133664
565.13852,1.6403,23.22,1622849
565.13923,1.1898,16.73,1567157
565.14241,0.9045,12.62,1250307
565.1449,0.6066,8.33,1441921
565.14581,0.7371,10.21,1415082
565.14734,0.7456,10.33,1498645
565.14822,1.2098,17.02,1510339
565.15056,1.169,16.43,1072420
565.15389,0.5241,7.14,1349517
565.15628,31.0722,447.24,1380256
565.15964,2.8733,40.99,1303183
565.16751,6.6577,95.51,1454340
565.16931,1.1071,15.54,1306674
565.17155,0.5397,7.37,1434053
565.17489,1.5256,21.57,1590326
565.17564,1.4861,21,1595278
565.1774,0.5117,6.96,1077234
565.17876,1.2182,17.14,1200759
565.18125,0.7858,10.91,1684076
565.18372,1.1367,15.97,1548979
565.18461,1.9285,27.38,1408210
565.18693,1.2009,16.89,1001953
565.19267,40.677,585.61,1441890
565.19411,0.6041,8.3,3329
565.1951,0.8389,11.68,2185151
565.196,1.8808,26.69,685013
565.19672,0.9283,12.97,152818
565.20389,3.2437,46.32,1419329
565.20569,1.2562,17.69,1103463
565.21131,0.7934,11.02,1394583
565.21202,1.3847,19.54,1384130
565.21379,0.4341,5.85,1399458
565.21513,0.7043,9.74,1251849
565.21765,0.6313,8.69,1594585
565.2201,1.0964,15.39,1543332
565.22098,1.5339,21.69,1431397
565.22333,0.8139,11.32,673690
565.22905,27.5142,395.98,1440268
565.24015,0.9181,12.82,1384100
565.25638,0.6455,8.89,1569383
565.25725,0.5516,7.54,1558965
565.26544,9.6045,137.96,1456372
565.30182,1.7571,24.91,1402264
566.07875,0.576,7.89,1407538
566.08691,0.7157,9.9,1719716
566.11515,3.4816,49.75,1478833
566.11847,0.4798,6.5,1433192
566.12325,3.9724,56.82,1440382
566.1264,2.0004,28.41,1137108
566.13376,0.8235,11.46,1312740
566.13448,1.1286,15.85,1380636
566.14182,0.537,7.33,1232128
566.14502,0.492,6.68,1356104
566.15153,7.0639,101.36,1413091
566.15479,0.4715,6.39,1235167
566.15965,9.1073,130.8,1427296
566.16279,3.6232,51.79,1290220
566.17016,0.4696,6.36,1661864
566.17087,1.513,21.39,1586850
566.17265,0.5298,7.22,903837
566.17822,0.717,9.92,1315424
566.18793,7.0595,101.3,1449824
566.19602,11.5287,165.68,1451680
566.19915,2.1543,30.63,1318647
566.20724,0.9162,12.79,1335899
566.2243,3.4936,49.92,1431232
566.23242,8.0036,114.9,1394141
566.23551,0.555,7.59,802722
566.26071,1.1347,15.94,1425860
566.2688,3.1351,44.76,1402677
566.30517,0.7074,9.78,1049702
566.81194,0.4658,6.3,622026
567.06278,1.4267,20.15,1355186
567.07809,0.477,6.46,1122404
567.08872,0.5028,6.84,1485405
567.09916,8.1477,116.97,1435958
567.10253,0.8468,11.79,1142065
567.1104,1.7012,24.1,1465391
567.11207,0.5116,6.96,825645
567.11446,0.4529,6.12,1207092
567.11779,1.6448,23.29,1568016
567.11851,0.4523,6.11,1776526
567.12508,0.6145,8.44,1547982
567.1275,0.9942,13.92,1544834
567.12902,0.485,6.58,1624908
567.12986,0.4619,6.25,1097136
567.13556,23.7964,342.42,1443305
567.13889,1.6775,23.76,1260781
567.14032,0.6912,9.55,659725
567.14679,5.1925,74.4,1438787
567.14847,0.8041,11.18,830239
567.15079,0.711,9.84,1604539
567.15418,2.7918,39.81,1506483
567.15488,1.549,21.91,1626853
567.1567,0.6543,9.02,84442
567.15803,1.2089,17.01,571518
567.16052,0.7733,10.73,1595785
567.16147,0.5878,8.06,1726699
567.163,0.9557,13.36,1446708
567.16388,2.3515,33.47,1440964
567.16545,0.799,11.1,1023256
567.16616,1.3071,18.42,916402
567.16792,0.4246,5.71,535464
567.17193,36.5691,526.43,1379053
567.17337,0.518,7.05,839126
567.1743,0.5679,7.77,969117
567.17525,0.9821,13.74,1111400
567.18166,0.631,8.68,1350607
567.18318,4.3556,62.34,1375704
567.18487,0.7497,10.39,713941
567.18719,1.0255,14.37,1681404
567.19056,1.6508,23.37,1517891
567.19129,1.5816,22.38,1640835
567.19441,0.7371,10.21,1164450
567.19692,1.0694,15,1341398
567.19938,1.4762,20.86,1585145
567.20025,2.9151,41.59,1443794
567.20253,0.8912,12.43,815653
567.20832,33.8616,487.42,1435001
567.21387,0.4179,5.61,516609
567.21802,0.555,7.59,1442786
567.21954,1.3948,19.69,1493012
567.22134,0.5358,7.31,990643
567.22359,1.0283,14.41,1397131
567.22693,0.6922,9.56,1469820
567.22767,0.7432,10.3,1455964
567.23333,0.4447,6,1640018
567.23578,1.0746,15.07,1400793
567.23665,1.8469,26.2,1501452
567.23881,0.4328,5.83,440022
567.24472,15.6926,225.67,1449004
567.25998,0.5297,7.22,1406276
567.27216,0.4461,6.02,1446412
567.27304,0.5747,7.87,1296798
567.28109,3.8886,55.61,1372217
567.31747,0.4597,6.21,1179954
568.09444,1.214,17.08,1414784
568.10254,1.8791,26.66,1396817
568.10564,0.4853,6.58,1051003
568.11306,0.5534,7.56,1519164
568.11374,0.4932,6.7,1593327
568.12111,0.6716,9.27,1110919
568.12428,0.5947,8.16,1379047
568.1308,4.4134,63.17,1396222
568.1389,5.9681,85.57,1402841
568.14205,1.6828,23.84,1318916
568.14607,0.46,6.22,1148346
568.14944,0.7982,11.09,1606487
568.15013,1.1321,15.9,1627750
568.15747,0.9683,13.54,937011
568.16066,0.6611,9.12,1492779
568.16718,6.9928,100.33,1398433
568.17528,10.4291,149.84,1416932
568.17842,1.8322,25.99,1260820
568.18241,0.4658,6.3,1125696
568.18652,0.9931,13.9,1569875
568.1938,0.8397,11.69,1102244
568.20357,4.747,67.98,1427521
568.21167,9.6639,138.82,1434697
568.21479,0.8075,11.23,1165868
568.23996,1.9281,27.37,1444998
568.24806,4.6332,66.34,1405438
568.27635,0.565,7.73,1479093
568.28446,1.2687,17.87,1444314
568.91666,1.5522,21.95,1478402
569.07843,2.8401,40.51,1364340
569.09707,1.0777,15.12,1424532
569.10434,0.4268,5.74,1670159
569.10677,0.4999,6.79,1093209
569.10827,0.5236,7.14,1428329
569.11481,12.2272,175.74,1446629
569.11815,0.5559,7.6,1199458
569.12606,2.5857,36.84,1296801
569.12766,1.3213,18.63,268257
569.13005,1.1595,16.3,1354987
569.13343,2.9743,42.44,1436059
569.13417,1.0968,15.39,1637095
569.13981,0.5237,7.14,1760488
569.14072,0.4734,6.41,1827280
569.14223,0.609,8.37,1544435
569.14314,1.8805,26.68,1513566
569.14467,0.8307,11.56,1491904
569.14557,0.4673,6.32,721065
569.15119,25.4699,366.53,1397702
569.15257,0.4782,6.48,1226552
569.15448,0.7341,10.17,1035676
569.16091,0.9889,13.84,1344388
569.16243,3.6442,52.09,1430307
569.16408,0.8161,11.35,958236
569.16644,1.7093,24.22,1629173
569.16984,3.0551,43.61,1489093
569.17055,1.5346,21.7,1623947
569.17369,0.7737,10.74,847446
569.17618,0.6557,9.04,1669997
569.17865,1.2195,17.16,1496114
569.17952,3.5136,50.21,1499070
569.18183,0.5198,7.08,1027482
569.18759,28.3406,407.88,1366424
569.189,0.5062,6.89,1403316
569.19728,0.8213,11.42,1367948
569.19881,1.8008,25.54,1469718
569.2005,0.5508,7.53,875308
569.20284,2.0634,29.32,1454767
569.20622,1.7153,24.3,1506110
569.20692,1.0301,14.43,1670755
569.21,0.427,5.74,945231
569.21259,0.8005,11.12,1453963
569.21504,1.1111,15.6,1538798
569.21591,3.1891,45.54,1474329
569.22398,17.4758,251.36,1405045
569.22715,5.0413,72.22,1369357
569.23369,0.4188,5.63,1330092
569.23924,1.5393,21.77,1307916
569.24261,0.6831,9.43,1505836
569.25142,0.7524,10.43,1508337
569.25229,1.3742,19.39,1468076
569.26037,5.9051,84.66,1410593
569.27561,0.6011,8.25,1378496
569.29674,1.0952,15.37,1402236
569.91629,0.5253,7.16,1279713
570.08177,0.4854,6.59,1611574
570.09226,0.4381,5.9,1453792
570.10349,0.4543,6.14,1252586
570.11006,1.9692,27.96,1393924
570.11818,2.9028,41.41,1461469
570.12127,0.4866,6.6,1454859
570.12869,0.8864,12.36,1417922
570.1294,0.5311,7.24,1800973
570.1367,1.1477,16.13,1085143
570.13993,0.6541,9.02,1120194
570.14645,4.7647,68.24,1370896
570.14794,0.5464,7.46,1364548
570.14961,0.4611,6.24,394669
570.15456,6.6489,95.38,1421193
570.15767,1.2994,18.31,926730
570.15925,0.683,9.43,197861
570.16173,0.7297,10.1,1540401
570.16509,0.8556,11.92,1483782
570.16582,0.7978,11.09,1463219
570.16981,0.4727,6.4,1365567
570.17305,1.3714,19.35,1099276
570.17476,0.4789,6.49,1451551
570.18284,4.6591,66.71,1400853
570.19093,8.0082,114.96,1388919
570.19405,0.7212,9.98,993878
570.19812,0.8266,11.5,1366773
570.20619,0.6323,8.7,1405765
570.20938,0.9548,13.35,1202447
570.21923,2.6513,37.79,1390524
570.22734,5.1943,74.42,1448676
570.23049,1.5375,21.74,1415607
570.23451,0.4835,6.56,1273889
570.24255,0.643,8.86,1437048
570.25562,0.7553,10.47,1068468
570.26371,1.7105,24.23,1421555
570.30006,0.5088,6.92,1100401
570.91367,0.7556,10.48,1192191
571.05769,0.5786,7.93,1326130
571.07293,0.497,6.75,1349254
571.07631,0.6779,9.36,1471372
571.09409,3.9111,55.94,1441027
571.1069,0.5494,7.51,1098142
571.10932,0.8721,12.16,1494995
571.11146,0.4354,5.87,1322054
571.1127,2.5873,36.87,1512232
571.12153,0.447,6.03,1581125
571.12239,1.1642,16.36,1505998
571.12392,1.0032,14.04,1417736
571.13046,12.6159,181.34,1398126
571.14015,0.7709,10.7,1243912
571.14171,1.5849,22.42,1382846
571.14329,0.7956,11.05,1286684
571.14573,2.4514,34.91,1470641
571.1491,4.0659,58.17,1504701
571.1498,1.0042,14.06,1626174
571.15304,0.4244,5.71,890919
571.15546,0.6507,8.97,1630646
571.15695,1.0667,14.96,1473952
571.15789,1.0445,14.64,1219424
571.1588,3.0437,43.44,1398173
571.16033,0.6194,8.52,1637068
571.16685,19.7807,284.57,1421960
571.16822,0.8691,12.11,1181325
571.17004,0.4818,6.53,1211910
571.17653,1.3329,18.8,1262707
571.17808,1.4203,20.05,1482031
571.17974,0.9137,12.76,981789
571.1821,4.4421,63.59,1423372
571.18547,3.3197,47.42,1411550
571.18623,1.1503,16.16,1563398
571.19184,0.6432,8.86,1403306
571.19334,1.011,14.16,1465624
571.19429,0.9363,13.08,1646364
571.19516,3.9295,56.2,1433560
571.20324,15.2518,219.32,1380382
571.2046,0.8555,11.92,1181299
571.21292,1.1198,15.72,1138598
571.21449,0.5203,7.09,1555942
571.21611,0.4357,5.87,1239874
571.2185,4.4601,63.85,1452757
571.22187,1.3338,18.81,1313191
571.22419,1.7671,25.05,1378407
571.23071,0.5334,7.28,1685848
571.23155,2.3976,34.13,1414619
571.23962,6.4851,93.02,1425200
571.24935,0.506,6.88,1433900
571.25488,2.4041,34.23,1289068
571.26794,0.8349,11.62,1354255
571.27601,1.6119,22.81,1424475
571.29128,0.783,10.87,1208964
572.0893,0.5737,7.86,1393342
572.09741,0.9974,13.96,1332345
572.10796,0.7519,10.42,1424818
572.11596,0.9359,13.07,1098229
572.11923,0.4839,6.56,1179360
572.12571,1.9028,27,1382587
572.13381,3.0186,43.08,1463831
572.1369,0.4495,6.07,976166
572.14098,1.0894,15.29,1402944
572.14433,1.2436,17.51,1352638
572.14905,0.9171,12.8,1271335
572.1523,1.8392,26.09,1149018
572.16211,2.9935,42.72,1372767
572.1702,5.1021,73.1,1447081
572.17736,1.6784,23.77,1428648
572.18072,0.878,12.24,1513862
572.18304,0.4542,6.14,974554
572.18545,1.7379,24.63,1264585
572.18866,2.0007,28.42,1116544
572.19037,0.4863,6.6,1427759
572.19668,0.4518,6.1,1368803
572.19851,2.5997,37.05,1474525
572.20659,4.2896,61.39,1449667
572.20803,0.4431,5.98,549838
572.21376,1.198,16.85,1542050
572.22185,1.527,21.59,1382154
572.22505,0.8425,11.73,1057988
572.2349,1.0929,15.34,1438628
572.24298,1.849,26.23,1458948
572.25009,0.442,5.96,1610312
572.25826,0.8419,11.72,1263857
572.27126,0.4376,5.9,1421639
572.2794,0.4504,6.08,1551737
573.07334,0.8534,11.89,1436875
573.08861,0.9066,12.65,1565253
573.09198,1.6717,23.68,1400368
573.09771,0.4806,6.52,1015371
573.10169,0.5783,7.92,1069654
573.10318,0.5883,8.07,1198321
573.10972,4.1755,59.75,1411628
573.11942,0.473,6.41,1624446
573.12094,0.4999,6.79,1399507
573.12259,0.8648,12.05,1371622
573.12499,3.1586,45.1,1453654
573.12835,4.409,63.11,1420573
573.13473,0.432,5.82,1432122
573.13621,1.3338,18.81,1374229
573.13802,1.5584,22.04,1398394
573.13959,0.9406,13.14,1279871
573.14611,9.2761,133.23,1378559
573.14749,0.7947,11.04,1074581
573.1558,1.0765,15.1,1211865
573.15734,0.8144,11.32,1601396
573.15896,1.2061,16.97,1166532
573.16137,6.7926,97.45,1399419
573.16474,4.7543,68.09,1451137
573.16551,0.4448,6,1560569
573.17113,0.5644,7.72,1585192
573.17261,1.9286,27.38,1443979
573.17358,0.6667,9.2,1423204
573.17444,3.2267,46.08,1436510
573.17599,0.4969,6.75,1564185
573.18073,0.4281,5.76,1747319
573.1825,9.2826,133.32,1377153
573.18388,1.021,14.3,1331733
573.19216,1.7234,24.42,1122473
573.19372,0.5358,7.31,1552605
573.19538,0.5361,7.32,1468927
573.19775,10.1133,145.29,1394421
573.20112,2.4592,35.02,1456884
573.20182,0.4779,6.48,1403693
573.20899,1.245,17.53,1476803
573.20999,0.4662,6.31,1532579
573.21083,3.2606,46.57,1463994
573.21889,5.474,78.45,1379033
573.22024,0.752,10.43,1268352
573.22857,1.172,16.48,1030362
573.23414,7.4507,106.93,1413162
573.23751,0.6829,9.43,1487515
573.24537,0.5575,7.62,1280678
573.2472,1.2376,17.42,1373651
573.25528,1.5953,22.58,1420933
573.27052,2.5468,36.28,1393783
573.30691,0.6528,9,1221196
574.09523,0.4547,6.14,845921
574.10497,0.4633,6.27,1358813
574.11308,1.0119,14.17,1503023
574.11784,0.5266,7.18,929953
574.12023,1.028,14.4,1394862
574.1236,1.3087,18.45,1304496
574.12834,0.7943,11.04,1538396
574.13154,1.911,27.12,1083152
574.14135,1.4437,20.39,1395211
574.14947,2.2877,32.55,1385107
574.15663,2.1853,31.07,1489746
574.15999,1.0375,14.54,1382222
574.16473,2.0709,29.43,1455758
574.1679,3.3058,47.22,1135873
574.17596,0.5753,7.88,1442410
574.17778,1.9217,27.28,1305807
574.17908,0.4358,5.87,772254
574.18586,2.5508,36.34,1440899
574.193,2.804,39.99,1341208
574.19555,0.6131,8.42,1148753
574.19637,0.5008,6.81,1106896
574.20111,3.1069,44.35,1430312
574.20427,2.0823,29.59,1114715
574.21233,0.4824,6.54,1363311
574.21416,1.1107,15.59,1551122
574.22224,1.5579,22.04,1420761
574.22938,1.7981,25.5,1385999
574.23748,2.3276,33.12,1401432
574.24068,0.646,8.9,1313499
574.25051,0.5814,7.97,1064897
574.26581,0.6667,9.2,1531941
574.2739,0.9774,13.67,1313867
574.89617,1.3028,18.36,1476973
575.06786,0.7529,10.44,1233339
575.08899,0.7864,10.92,1506944
575.10187,0.6223,8.56,1582143
575.10424,3.0726,43.86,1397300
575.10763,2.8062,40.02,1434558
575.11547,1.2728,17.93,1464572
575.11731,0.7385,10.23,1376742
575.11885,0.9103,12.71,1078025
575.12358,0.534,7.29,1614256
575.12539,2.7881,39.76,1401740
575.12688,0.5373,7.33,1027152
575.1326,0.4245,5.71,1394292
575.13504,0.7587,10.52,1208392
575.13819,0.9679,13.54,1239172
575.14064,7.859,112.81,1415520
575.14401,5.0558,72.43,1371500
575.15187,2.8504,40.66,1483960
575.1537,1.8356,26.04,1398937
575.15522,0.5955,8.17,1191894
575.15997,0.5822,7.98,1596639
575.16175,4.4551,63.77,1441100
575.16312,1.0976,15.41,1348147
575.17138,1.3788,19.46,1046322
575.17461,0.6543,9.02,1627142
575.17701,15.3616,220.9,1412166
575.18038,3.6659,52.4,1387062
575.18825,2.7886,39.77,1360934
575.19007,2.6989,38.47,1449607
575.19636,0.8766,12.22,1511362
575.19815,3.7645,53.83,1426150
575.1995,1.107,15.54,1245954
575.20535,0.4371,5.89,1322904
575.20782,1.4023,19.8,1129601
575.21341,16.247,233.66,1418048
575.21678,1.1897,16.73,1415933
575.22463,1.3186,18.59,1408604
575.22647,2.0036,28.46,1403005
575.23277,0.6798,9.39,1355401
575.23452,1.4242,20.11,1288102
575.24419,0.5757,7.89,1020962
575.24978,9.1947,132.06,1363916
575.26283,0.5873,8.05,1365797
575.28619,2.7393,39.06,1320980
575.32257,0.5062,6.88,791898
576.09951,0.7024,9.71,1764887
576.10289,0.6475,8.92,1389249
576.10762,0.9085,12.68,1467461
576.11085,1.1727,16.49,1097116
576.12055,0.4854,6.58,714971
576.12872,0.7866,10.92,1561667
576.13589,2.7333,38.97,1470377
