m/z,I,S/N,Res.
430.15885,1.3978,16.35,1738483
430.16197,1.7931,21.14,1672077
430.17009,0.451,4.9,1622238
430.17189,0.9806,11.31,1888705
430.17997,2.2345,26.48,1843064
430.18498,0.9119,10.47,1867758
430.18714,0.6984,7.89,1546480
430.19523,0.9264,10.65,1544394
430.19835,0.451,4.9,893585
431.01703,0.5802,6.46,1829089
431.04671,0.6175,6.91,1568437
431.05738,0.479,5.24,1793745
431.05959,0.4466,4.84,1982482
431.06201,0.8733,10.01,1774336
431.06536,2.3162,27.47,1720210
431.07321,0.692,7.81,1566341
431.07505,1.1937,13.88,1628646
431.07659,0.5596,6.21,1849957
431.08312,4.1252,49.36,1845773
431.08437,0.4317,4.66,1119418
431.0863,0.4264,4.6,1097001
431.09284,0.903,10.37,1909871
431.09443,0.4959,5.44,1692524
431.09597,0.9761,11.25,1810367
431.09838,5.6178,67.42,1805866
431.10174,5.9679,71.66,1863527
431.1025,0.4922,5.4,1612458
431.10811,0.6264,7.02,2073352
431.1096,2.2443,26.6,1893121
431.11144,4.3157,51.66,1860598
431.11298,0.9162,10.53,1826066
431.11766,0.4473,4.85,1418023
431.1195,10.4057,125.36,1812944
431.12922,1.6567,19.49,2015845
431.13074,0.632,7.09,1491954
431.13238,0.68,7.67,1648852
431.13475,12.3539,148.94,1754163
431.13813,3.6013,43.02,1806835
431.13884,0.5889,6.57,1599178
431.14328,0.4153,4.47,2040878
431.14448,0.7326,8.3,1842407
431.14599,3.3284,39.72,1769735
431.14697,0.7426,8.43,1754302
431.14783,4.4122,52.83,1776654
431.14937,0.516,5.68,1644491
431.1541,0.4805,5.25,1688853
431.15588,7.3422,88.29,1813397
431.1572,0.6059,6.77,699547
431.16563,0.5241,5.78,2202488
431.17114,11.7663,141.83,1811856
431.17454,0.9606,11.06,1645614
431.17867,3.0588,36.45,1759868
431.18239,1.2098,14.08,1853654
431.18422,0.9031,10.37,1613145
431.18586,0.4783,5.23,1209416
431.19227,2.1501,25.46,1569933
431.20752,4.206,50.34,1836459
431.21877,0.4761,5.2,1832895
431.24393,0.876,10.04,1574063
431.27086,0.4658,5.08,1076512
432.06061,0.7129,8.07,1726495
432.06874,0.4465,4.84,2230009
432.07839,0.5356,5.92,1527853
432.08647,0.7796,8.87,1754633
432.09362,2.3113,27.41,1764946
432.09698,1.3928,16.29,1654232
432.10173,1.3442,15.71,1877360
432.10486,1.9329,22.83,1007253
432.10669,0.5636,6.26,972607
432.11296,0.6583,7.4,1693822
432.11478,1.4773,17.32,1609610
432.12285,2.2559,26.74,1727296
432.13,4.0125,48,1861501
432.13256,0.4362,4.72,1994081
432.13337,0.6721,7.57,1869115
432.13812,3.2601,38.89,1872651
432.14125,3.7086,44.32,1623395
432.14305,0.4946,5.42,1856336
432.14935,1.1163,12.95,1803907
432.15117,1.5362,18.03,1818877
432.15924,1.5703,18.44,1792727
432.16638,3.0008,35.75,1830249
432.17449,3.1999,38.16,1810374
432.17763,1.5663,18.39,1817025
432.18205,0.6575,7.4,1857634
432.19564,0.4673,5.09,1863498
432.20278,0.9068,10.41,1727220
432.21088,1.093,12.67,1800633
433.0327,0.4255,4.59,1604504
433.04124,0.5678,6.31,1660550
433.04461,0.7173,8.12,1844660
433.0721,0.4288,4.63,2224346
433.07522,0.8406,9.61,1689306
433.07764,5.4783,65.73,1785206
433.08101,4.3629,52.24,1818522
433.08887,2.4229,28.76,1820820
433.09069,1.8119,21.37,1713096
433.09224,0.7444,8.45,1823363
433.09698,0.4902,5.37,1922029
433.09876,1.8825,22.22,1862900
433.10849,1.7379,20.47,1757533
433.11162,1.0769,12.47,2067908
433.11402,22.6325,273.32,1823294
433.11739,5.7337,68.82,1735287
433.12526,7.6767,92.34,1831724
433.12709,4.0947,48.99,1750087
433.13336,1.1427,13.27,1850656
433.13515,2.8204,33.57,1883676
433.13649,0.9947,11.48,1100713
433.14144,0.5102,5.61,1570098
433.14239,0.5329,5.89,27170
433.14488,1.0237,11.83,2690417
433.14801,0.5061,5.56,1829547
433.1504,31.988,386.53,1741261
433.15154,1.0465,12.1,7807
433.15265,1.691,19.9,124061
433.15377,2.4691,29.32,219856
433.16163,4.8071,57.61,1836232
433.16346,2.372,28.14,1577928
433.16976,0.7179,8.13,1892117
433.17153,1.2727,14.84,1904668
433.17572,0.5437,6.02,1881326
433.17787,0.5796,6.45,1488730
433.18679,19.5759,236.33,1818768
433.19804,1.0121,11.69,1952133
433.22318,4.4628,53.44,1782586
433.25958,0.6777,7.64,1816987
434.07288,1.6987,20,2002290
434.07626,0.8136,9.29,1776982
434.08099,1.3185,15.39,1811644
434.09221,0.4489,4.87,2023967
434.09404,0.457,4.97,1862159
434.10928,6.7644,81.3,1830107
434.11182,0.4404,4.77,1752802
434.11264,1.0099,11.66,1424152
434.11738,5.3251,63.88,1862157
434.1205,5.1901,62.25,1709753
434.12861,1.6604,19.53,1908259
434.13042,0.9082,10.43,1722011
434.13851,0.6342,7.11,1603398
434.14565,7.8944,94.97,1740073
434.14823,0.4528,4.92,908521
434.15376,8.2159,98.86,1798902
434.15689,4.3101,51.6,1789934
434.16501,1.2758,14.88,1734694
434.16678,0.5319,5.88,1419057
434.18204,3.7454,44.76,1789094
434.19015,5.1918,62.27,1855316
434.19329,0.8567,9.81,1367147
434.21842,0.504,5.54,2124781
434.22654,1.1234,13.03,1823949
435.02803,0.4233,4.56,1553949
435.05448,0.4466,4.84,1465406
435.0569,3.626,43.32,1771610
435.06026,1.3109,15.3,1742776
435.06813,0.9924,11.45,1836334
435.06994,0.489,5.36,1287176
435.07621,0.5195,5.73,1544357
435.08282,0.558,6.19,1905877
435.08525,0.4544,4.94,1810562
435.08776,0.8341,9.53,1718126
435.09089,1.0596,12.26,1909536
435.09329,24.335,293.92,1808896
435.09598,1.0487,12.13,144512
435.09665,4.3174,51.69,1570180
435.10452,8.6613,104.25,1792887
435.10634,1.5546,18.25,1811244
435.1079,0.4688,5.11,1122669
435.11263,1.6469,19.37,1874904
435.11445,0.4476,4.86,1720441
435.11575,0.8306,9.49,1310325
435.11826,0.4182,4.5,2310314
435.12072,0.4545,4.94,1995631
435.12159,0.7387,8.38,1082717
435.12385,0.4725,5.16,2353374
435.12415,1.0486,12.13,2272221
435.12726,0.9355,10.76,1854742
435.12967,59.5744,720.36,1758394
435.13203,4.4212,52.94,130731
435.13302,5.8802,70.6,181919
435.13787,0.4594,5,1046396
435.13821,0.4518,4.91,391486
435.1409,11.2463,135.53,1812922
435.14211,0.5065,5.57,220839
435.14271,2.1722,25.73,1561682
435.14901,1.857,21.91,1725794
435.15079,0.497,5.45,2076315
435.15215,1.0015,11.56,1525770
435.15465,0.5186,5.71,2539110
435.15711,0.9531,10.97,1585076
435.15797,0.6452,7.25,1040492
435.16024,0.5767,6.42,2215255
435.16336,0.9237,10.62,380124
435.16606,54.4516,658.37,1749374
435.16724,0.7516,8.53,1241919
435.16765,0.7486,8.5,496903
435.16795,0.6412,7.2,247815
435.16946,0.4581,4.98,1780235
435.17282,0.4293,4.63,363563
435.17729,3.5547,42.46,1819823
435.17911,0.7542,8.57,1584953
435.17987,0.4812,5.26,668127
435.18541,0.9671,11.14,1683406
435.19349,0.7331,8.31,1657120
435.20244,19.6539,237.27,1780927
435.23882,2.6195,31.14,1889558
436.05215,0.5141,5.66,1838631
436.06024,0.7897,9,1722892
436.08613,0.4249,4.58,1618639
436.08854,6.7881,81.58,1838638
436.0919,0.519,5.72,919302
436.09664,5.4482,65.37,1806717
436.09977,2.5345,30.11,1612695
436.10788,1.7693,20.85,1870461
436.1097,0.5005,5.5,1589236
436.12492,13.2466,159.74,1794153
436.12827,0.4364,4.72,1184539
436.13302,13.8991,167.63,1786325
436.13386,0.4864,5.33,1098050
436.13614,5.8571,70.32,1701429
436.14425,2.3782,28.22,1867590
436.1613,8.932,107.53,1802698
436.16941,13.0868,157.8,1780700
436.17254,2.0927,24.76,1526459
436.18066,1.0361,11.98,1787227
436.18244,0.4347,4.7,1145869
436.19768,2.6693,31.74,1752805
436.20579,4.7169,56.52,1762281
436.24217,0.6553,7.37,1701315
437.03617,0.8974,10.3,1643390
437.06206,0.5351,5.91,1431195
437.07014,0.5303,5.86,1453798
437.07255,15.0197,181.19,1743194
437.07592,1.2634,14.73,1548715
437.08378,3.6171,43.21,1826859
437.09118,0.951,10.95,1714886
437.09189,1.4074,16.47,1924505
437.09516,0.4858,5.32,1401877
437.09754,0.5823,6.49,1842553
437.09846,0.6757,7.62,2171823
437.09999,0.6321,7.09,1788016
437.10089,1.6729,19.68,915374
437.10137,0.8864,10.17,288739
437.10651,0.9173,10.54,544391
437.10893,63.3308,765.81,1806334
437.11129,5.7474,68.99,65748
437.11225,6.0282,72.39,147697
437.11724,0.7486,8.5,457870
437.11774,0.7847,8.93,296905
437.12017,13.9162,167.84,1853459
437.12195,1.0238,11.83,1159635
437.12757,0.5427,6.01,1942994
437.12828,2.6969,32.08,1861159
437.13139,0.6807,7.68,1564141
437.13392,1.0678,12.36,1912854
437.13637,1.6666,19.61,1661886
437.13725,1.6717,19.67,1590738
437.13766,0.6361,7.14,447991
437.1395,1.016,11.73,1970122
437.14227,4.0829,48.85,191017
437.14532,89.0229,1076.72,1770639
437.14679,1.7662,20.81,247420
437.14871,0.66,7.43,1477242
437.15244,0.5052,5.55,672978
437.15326,0.5741,6.39,1633547
437.15398,0.4246,4.58,343538
437.15655,8.2881,99.74,1826984
437.15836,0.6556,7.37,1141918
437.16246,0.4962,5.44,1834848
437.16466,2.0564,24.32,1754177
437.16779,0.5382,5.95,1254118
437.17031,0.862,9.87,1800696
437.17276,1.63,19.16,1702904
437.17365,0.8156,9.31,1645766
437.17877,0.5034,5.53,850140
437.1794,0.4907,5.38,365958
437.18171,51.1495,618.41,1788949
437.1826,1.3436,15.7,469091
437.183,1.2476,14.54,270813
437.19295,1.2449,14.5,1792991
437.19482,0.5208,5.74,1064259
437.20105,0.7684,8.74,1429699
437.20914,0.622,6.97,1577521
437.21809,10.1722,122.53,1727301
437.25447,0.9971,11.51,1608872
438.06779,2.4341,28.89,1756814
438.07591,2.8369,33.77,1850391
438.08715,0.6743,7.6,1657412
438.10418,13.0552,157.42,1790548
438.1123,12.9919,156.66,1787016
438.11541,3.0411,36.24,1666707
438.12284,0.4388,4.75,1915121
438.12353,2.749,32.71,1840076
438.13066,0.4528,4.92,773032
438.14057,14.1673,170.88,1750115
438.14867,19.9111,240.39,1763324
438.14952,0.5792,6.45,1587528
438.15179,3.147,37.52,1653401
438.15991,1.7221,20.28,1718896
438.17696,5.808,69.72,1787908
438.18506,11.7138,141.19,1777560
438.18818,0.8021,9.15,777773
438.21336,1.0005,11.55,1860242
438.22145,2.4605,29.21,1801642
439.05182,4.0196,48.08,1826579
439.06305,0.5476,6.07,1531570
439.07045,0.9581,11.03,1636320
439.07113,0.4685,5.11,1536802
439.07771,0.7463,8.47,1727548
439.07923,0.5783,6.44,1323540
439.08013,1.0106,11.67,1435611
439.08582,0.7722,8.78,481417
439.0882,37.4296,452.38,1739713
439.08898,0.93,10.69,6836868
439.08989,1.0792,12.5,232996
439.09156,0.5864,6.54,1446087
439.09944,6.1916,74.36,1828671
439.1012,0.4877,5.34,533474
439.10683,2.1397,25.33,1641557
439.10755,2.3341,27.68,1803501
439.11077,0.7032,7.95,762080
439.11142,0.577,6.42,312326
439.11318,1.3613,15.91,1841865
439.11414,0.6045,6.75,2150183
439.11564,1.7629,20.77,1556215
439.11653,3.0593,36.46,1406523
439.1172,0.5868,6.54,295504
439.12086,0.4591,5,565214
439.12198,0.9422,10.84,397061
439.12459,91.0398,1101.12,1805749
439.12587,2.8208,33.57,136677
439.12622,2.9413,35.03,219436
439.1278,0.6368,7.15,810914
439.13189,0.7909,9.01,420546
439.13252,0.4434,4.81,2068645
439.13284,0.4426,4.8,1521206
439.1332,0.4127,4.43,406651
439.13581,9.6197,115.85,1738946
439.13756,0.6795,7.66,674265
439.13984,0.8924,10.24,2097187
439.14169,0.5864,6.53,1713964
439.1432,1.2327,14.36,1694705
439.14391,2.9821,35.53,1761002
439.14705,0.5002,5.49,1571517
439.14956,1.6034,18.84,1827558
439.15202,2.0979,24.83,1642408
439.15289,2.4365,28.92,1672461
439.15517,0.5167,5.69,1731223
439.15813000000003,1.2557,14.64,382987
439.16096,77.7674,940.51,1778754
439.16237,2.7672,32.93,46859
439.16287,2.5258,30,207831
439.16803,0.4954,5.43,479331
439.1722,2.7647,32.89,1760615
439.1762,0.8143,9.29,1522365
439.18031,1.2984,15.15,1739937
439.18594,0.8604,9.85,1711765
439.18842,1.2718,14.83,1773546
439.18928,0.5016,5.51,2034880
439.1947,0.434,4.69,317692
439.19735,25.5895,309.1,1775659
439.19809,0.6787,7.65,3089821
439.19893,0.7413,8.41,280733
439.22477,0.5269,5.82,1688177
439.23374,2.9615,35.28,1741547
439.2468,5.2125,62.52,1686909
440.05517,0.8654,9.91,1750872
440.06567,0.4822,5.27,1598925
440.08344,5.1882,62.22,1727173
440.09154,8.1334,97.86,1760356
440.09466,0.6837,7.71,1029042
440.10208,0.6706,7.55,1861244
440.10277,1.1592,13.47,1843627
440.11001,0.5982,6.68,907841
440.11174,0.4959,5.44,1762541
440.11329,0.4386,4.75,1219024
440.11982,14.4187,173.92,1744627
440.12298,0.4553,4.95,1709862
440.12793,19.9065,240.33,1783421
440.12878,0.5787,6.44,1455945
440.13105,1.8599,21.95,1592579
440.13847,0.4384,4.74,2037365
440.13917,2.2971,27.24,1770345
440.14634,0.8084,9.22,932122
440.15622,8.6647,104.29,1749837
440.16432,18.5682,224.14,1747417
440.16515,0.6237,6.99,839177
440.16602,0.4504,4.89,163361
440.16636,0.4208,4.53,1388291
440.16671,0.4856,5.32,523970
440.16741,1.0854,12.57,1033031
440.17554,0.6045,6.75,1418491
440.1926,2.3587,27.98,1689502
440.2007,6.0241,72.34,1695959
440.2371,0.86,9.85,1647961
440.25015,1.4507,16.99,1556394
440.85624,0.5398,5.97,1839094
440.91654,0.4441,4.81,1707560
440.94699,1.2154,14.15,1627606
441.0311,0.5992,6.69,1794884
441.04972,0.7071,8,1787459
441.05701,0.564,6.26,1615881
441.06094,0.426,4.59,1875674
441.06748,10.9444,131.88,1857946
441.0748,0.5699,6.34,1341220
441.07872,0.82,9.36,1916403
441.08274,0.6072,6.79,1939947
441.08611,2.6458,31.46,1699084
441.08683,1.2062,14.04,1842301
441.09053,0.5631,6.25,351403
441.09246,1.0337,11.95,1883970
441.09341,0.718,8.13,1957924
441.09494,0.9991,11.53,1709107
441.09581,3.38,40.34,1531099
441.09733,0.7429,8.43,2237736
441.1016,0.9481,10.91,437738
441.10197,0.8013,9.14,299814
441.10388,54.0569,653.59,1827786
441.10626,2.2672,26.88,284265
441.10701,2.7457,32.67,216930
441.11358,0.6796,7.66,1981073
441.1151,5.2596,63.09,1889255
441.11671,0.5796,6.45,1600194
441.11913,1.7406,20.5,1910504
441.12249,3.5391,42.27,1798119
441.12322,2.9322,34.92,1813255
441.12636,0.714,8.08,4171240
441.12669,0.6319,7.09,2682805
441.12702,0.6398,7.18,432592
441.12752,0.4528,4.92,268525
441.12884,1.9224,22.7,1926796
441.13038,0.6445,7.24,1801437
441.13132,2.2687,26.89,1700139
441.13219,5.6013,67.22,1625050
441.13373,0.4287,4.63,2652620
441.13631,0.4183,4.5,586376
441.13781,1.2048,14.02,331273
441.14025,73.2377,885.7,1791929
441.14257,0.7975,9.09,563692
441.14344,0.6961,7.86,713597
441.14746,0.8111,9.26,127363
441.1477,0.7998,9.12,360331
441.14998,0.5654,6.28,2239654
441.15148,3.531,42.17,1894932
441.1555,2.3736,28.16,1836175
441.15738,0.4359,4.71,1472644
441.15887,1.362,15.92,1867436
441.15958,1.73,20.37,1918537
441.16524,1.6445,19.34,1978632
441.16675,0.5366,5.93,1959353
441.1677,2.0015,23.66,1789536
441.16857,3.1275,37.29,1702943
441.17395,0.8699,9.97,131262
441.17458,0.7445,8.45,308427
441.17664,38.1041,460.54,1851074
441.18787,0.6085,6.8,1805967
441.1919,1.5936,18.72,1967107
441.19597,0.4716,5.15,2258287
441.20313,0.4294,4.64,1862517
441.20409,0.7269,8.24,1941219
441.21303,6.9181,83.16,1820026
441.22828,0.5992,6.69,2103652
441.24387,1.8368,21.67,1656882
442.06275,0.724,7.86,1705400
442.07084,2.3312,26.52,1729335
442.08136,0.97,10.71,1808792
442.08945,0.4696,4.9,1032501
442.09912,6.3652,73.36,1810788
442.10722,11.9441,138.13,1838934
442.11034,0.7017,7.6,1520926
442.11437,0.8692,9.54,1537517
442.11775,1.1435,12.73,1962334
442.11845,1.09,12.11,1965867
442.12248,0.455,4.73,1882356
442.12558,0.6796,7.34,2301515
442.12744,0.6863,7.42,1677289
442.12898,0.4228,4.36,2018511
442.13219,0.4526,4.71,1811906
442.13551,8.9944,103.88,1773777
442.13868,0.5005,5.26,1624948
442.14361,17.1956,199.11,1856944
442.1467,0.8536,9.36,1275395
442.15076,1.1165,12.41,1685612
442.15414,0.4478,4.65,1943642
442.15486,0.7708,8.4,1828214
442.15886,0.6727,7.26,1648102
442.162,1.6054,18.09,1661423
442.16382,0.58,6.18,1713206
442.17189,3.4314,39.29,1646463
442.17999,9.0526,104.56,1837312
442.18717,0.507,5.34,1869207
442.19524,0.5185,5.47,1839197
442.20828,0.5308,5.61,1628812
442.21637,1.669,18.83,1930885
443.03314,0.5448,5.78,1656014
443.04674,1.2725,14.23,1693798
443.062,0.7357,7.99,1778280
443.06537,2.3756,27.03,1817864
443.07266,0.4521,4.7,1864676
443.07506,1.8664,21.12,1828777
443.0766,0.9725,10.74,1784574
443.08313,16.1006,186.39,1868056
443.08633,0.4641,4.84,1587550
443.09285,0.8977,9.87,1783594
443.0944,0.9173,10.1,1876925
443.09597,0.8616,9.45,1610156
443.0984,2.5804,29.41,1801000
443.10176,6.3318,72.97,1886598
443.10247,1.1356,12.64,1879433
443.1081,1.4206,15.94,1852106
443.10963,1.3267,14.85,1796066
443.11057,1.5385,17.31,1814531
443.11146,6.303,72.63,1683374
443.113,1.1447,12.74,1968459
443.11578,0.5224,5.52,352140
443.11709,0.5215,5.51,581329
443.11952,43.5323,504.9,1844626
443.12267,0.997,11.03,1506998
443.12672,0.6668,7.19,608696
443.12922,1.6058,18.09,2057316
443.13075,2.1427,24.33,1859642
443.13235,0.8427,9.23,1599149
443.13477,5.9994,69.11,1788506
443.13814,5.0605,58.21,1808351
443.13886,1.7907,20.24,1909792
443.1445,1.6605,18.73,1823946
443.14601,1.9595,22.2,1806736
443.14695,1.9387,21.96,1771119
443.14783,7.0421,81.22,1788176
443.1559,35.2589,408.84,1857863
443.16563,0.7409,8.05,2289305
443.16714,0.8812,9.68,1735025
443.17116,6.3864,73.6,1847543
443.17452,0.909,10,1978725
443.17523,0.6567,7.07,1747867
443.18087,0.6103,6.54,1826439
443.18237,0.8721,9.58,1684244
443.18335,1.0219,11.32,2037008
443.18422,1.9666,22.28,1751235
443.1923,9.8146,113.41,1805051
443.20754,3.0101,34.4,1819494
443.22868,1.0194,11.29,1684434
443.24395,0.5137,5.41,1862680
444.06063,0.6854,7.41,1678623
444.07839,1.0436,11.57,1799306
444.08649,3.0558,34.93,1909891
444.09364,1.1481,12.78,1887416
444.097,1.8606,21.05,1784455
444.10174,0.6528,7.03,1801352
444.1067,0.6233,6.69,2021284
444.10825,0.6377,6.85,1593961
444.11295,0.4194,4.32,1565507
444.11478,4.4718,51.37,1808044
444.12287,9.2642,107.02,1841814
444.126,0.5274,5.57,1241463
444.13003,2.2151,25.17,1835892
444.13338,1.09,12.11,1794486
444.13412,0.4299,4.44,1689770
444.13813,1.355,15.18,1885602
444.14127,2.9402,33.59,1418076
444.14309,0.8578,9.41,1752397
444.14785,0.55,5.84,1797849
444.14937,0.6388,6.87,1648299
444.15118,3.7659,43.18,1745345
444.15926,7.8978,91.15,1851169
444.16237,0.451,4.69,1099796
444.16641,1.7374,19.62,1810297
444.17452,1.8081,20.44,1742735
444.17765,1.4822,16.66,1602330
444.18756,0.8905,9.79,1619103
444.19564,2.4496000000000002,27.89,1751551
444.20279,0.7584,8.26,1755968
444.2109,0.8079,8.83,1870045
445.01242,0.4304,4.45,1432391
445.04463,1.2149,13.56,1749853
445.05037,0.4756,4.97,1712878
445.05431,0.578,6.16,1696588
445.0624,1.7875,20.2,1734963
445.0721,0.497,5.22,1763089
445.07522,0.7865,8.58,1579535
445.07765,2.456,27.97,1854777
445.08101,5.4577,62.82,1832291
445.08737,0.4581,4.77,1844870
445.08888,1.4826,16.66,1792666
445.09071,2.818,32.17,1821019
445.09226,1.1766,13.11,1942803
445.09878,10.4999,121.36,1827570
445.10189,0.4467,4.64,1636338
445.106,0.4178,4.3,729047
445.1085,2.0497,23.25,1776362
445.11003,0.6353,6.83,1256615
445.11163,1.4081,15.8,1494879
445.11404,9.292,107.34,1752973
445.11742,7.7648,89.61,1818578
445.11815,0.7285,7.91,1747942
445.12376,1.0708,11.88,1755280
445.12527,4.0826,46.85,1870344
445.12621,0.8832,9.7,1790071
445.1271,7.1752,82.76,1829252
445.12863,0.7881,8.6,1767511
445.13339,0.498,5.23,2017626
445.13517,16.6284,192.52,1777371
445.13652,0.5968,6.38,1680807
445.13833,0.5314,5.62,1860995
445.14488,2.2373,25.43,1574552
445.1464,0.6412,6.9,1789319
445.14802,0.7676,8.36,2021359
445.15043,15.8496,183.48,1832470
445.1538,3.4128,39.08,1720192
445.15449,0.5822,6.21,1657078
445.16016,0.8374,9.17,1655891
445.16165,3.225,36.89,1841101
445.16261,0.5879,6.28,1916338
445.16348,4.5358,52.11,1747113
445.16976,0.5214,5.5,1837215
445.17155,7.9977,92.31,1792691
445.17287,0.5361,5.67,2058301
445.18681,11.6878,135.16,1840424
445.19018,0.5381,5.7,1603219
445.1965,0.4554,4.74,1145766
445.19803,0.8599,9.43,1884150
445.19988,0.7655,8.34,1751087
445.20794,1.4701,16.52,1809314
445.22319,3.6333,41.64,1831188
445.25958,0.554,5.88,1199016
446.0729,1.0993,12.21,1628769
446.07627,1.2539,14.01,1657395
446.081,0.5795,6.18,1548361
446.08435,1.1391,12.68,914425
446.09405,1.1315,12.59,1692539
446.10213,1.9898,22.55,1824222
446.10929,3.1175,35.65,1794910
446.11185,0.5446,5.77,1243497
446.11266,1.4249,15.99,1766262
446.11739,2.2586,25.67,1887960
446.12053,3.6866,42.25,1197161
446.12234,0.5856,6.25,1509094
446.12863,0.9749,10.77,1635509
446.13044,2.1347,24.24,1862942
446.13852,3.4079,39.02,1751274
446.14566,4.5368,52.13,1803116
446.14825,0.466,4.86,1856193
446.14904,0.5519,5.86,1904415
446.15378,3.8493,44.14,1784256
446.1569,4.0082,45.99,1704599
446.16501,0.8506,9.33,1598501
446.16682,1.3489,15.11,1594761
446.17492,1.6643,18.77,1784617
446.18206,2.428,27.64,1886528
446.19016,2.8823,32.92,1752072
446.19329,1.1156,12.4,1464619
446.21126,0.5573,5.92,1588372
446.21842,0.6179,6.62,1422661
446.22655,1.0652,11.82,1851554
447.05452,0.5006,5.26,1906089
447.05691,1.7362,19.61,1846755
447.06028,2.0535,23.29,1895731
447.06815,0.5484,5.82,1896326
447.06998,0.8548,9.38,1662649
447.0715,0.4521,4.7,1674149
447.07804,0.971,10.72,1775713
447.08775,0.9259,10.2,1776816
447.0909,1.4544,16.34,1817118
447.0933,10.0924,116.63,1811632
447.09667,6.5805,75.86,1807387
447.10454,4.7784,54.93,1827011
447.10637,3.4485,39.49,1783709
447.10791,0.8317,9.11,2155108
447.11443,3.7634,43.15,1766991
447.12018,0.4624,4.82,1907153
447.12073,0.6509,7.01,310241
447.12167,0.6407,6.89,953790
447.12413,2.259,25.68,1476100
447.12729,1.1603,12.92,1948033
447.12968,26.5075,307.23,1778603
447.13305,5.1841,59.64,1811464
447.1394,0.4301,4.44,1574973
447.14091,7.4477,85.92,1829255
447.14275,4.4401,51,1777786
447.14775,1.2486,13.95,1772946
447.14903,1.0376,11.5,1936554
447.15081,3.5708,40.91,1753569
447.15215,0.9236,10.17,1246385
447.16055,0.8225,9,2186696
447.16367,0.538,5.7,1920095
447.16607,28.7494,333.26,1737916
447.16943,1.4269,16.02,1636666
447.17731,3.1392,35.9,1846674
447.17914,1.4532,16.32,1784851
447.1854,0.6402,6.88,1687776
447.18722,1.1906,13.27,1583673
447.18853,0.5283,5.58,1230731
447.1922,1.2465,13.92,1692038
447.20246,13.6849,158.34,1723195
447.23883,3.1183,35.66,1762012
448.05219,0.4376,4.53,1271812
448.06025,0.6397,6.88,1633238
448.08617,0.4748,4.96,1412565
448.08855,3.0808,35.22,1783780
448.09193,0.9926,10.98,1695179
448.09666,2.2725,25.84,1804322
448.0998,2.1092,23.94,964355
448.10789,0.788,8.6,1978066
448.10972,0.8648,9.49,1350784
448.11777,0.7695,8.38,1769980
448.12493,7.0428,81.22,1754815
448.12752,0.6244,6.7,1550745
448.12829,0.9665,10.67,1578818
448.13303,6.3358,73.01,1803670
448.13617,5.6771,65.37,1657059
448.13798,0.4893,5.13,1797723
448.14427,1.68,18.96,1670342
448.1461,1.1267,12.53,1722892
448.15419,0.7051,7.64,1767651
448.16132,6.3217,72.85,1792907
448.16943,7.5615,87.25,1855502
448.17255,3.0553,34.92,1697563
448.18066,0.8645,9.49,1736576
448.18252,0.4425,4.59,1608063
448.19771,2.2602,25.69,1711375
448.2058,3.6847,42.23,1819693
448.23411,0.4774,4.99,1383740
448.24222,0.8143,8.9,1475040
449.02759,0.4207,4.33,1381778
449.03618,0.701,7.59,1736523
449.04116,0.444,4.61,1193706
449.06707,0.5333,5.64,1666287
449.07014,0.6843,7.4,1699771
449.07256,7.5766,87.42,1820193
449.07594,2.7629,31.53,1815438
449.0838,2.6416,30.12,1760512
449.08564,0.986,10.9,1595464
449.09189,0.7302,7.93,1873835
449.09369,0.6691,7.22,1377463
449.10088,0.5349,5.66,1461545
449.1034,1.0274,11.38,1561736
449.10654,0.9905,10.95,1902574
449.10894,32.3367,374.91,1825193
449.11232,4.5864,52.7,1749524
449.12018,10.5316,121.73,1831540
449.122,2.1085,23.93,1764417
449.12828,1.6674,18.81,1831648
449.13007,0.9609,10.61,1643313
449.13144,0.9569,10.56,1259310
449.13394,0.538,5.7,2077318
449.13558,0.5555,5.9,895838
449.13598,0.5147,5.43,360572
449.13638,1.0269,11.37,1341521
449.1373,0.6272,6.73,1548011
449.13977,1.0906,12.11,903805
449.14168,1.2719,14.22,308886
449.14294,0.486,5.09,2111247
449.1448,0.4475,4.65,3115481
449.14533,55.9057,648.56,1833254
449.1487,2.396,27.27,1648903
449.15657,8.3078,95.91,1820431
449.15838,1.6645,18.78,1762401
449.16467,1.5548,17.5,1965338
449.16646,0.6448,6.94,1543931
449.16784,0.6358,6.83,1327832
449.17033,0.62,6.65,2010644
449.1728,0.8986,9.88,1680923
449.17363,0.4944,5.19,1237291
449.17875,0.8881,9.76,42487095
449.17925,1.0449,11.58,332542
449.18172,39.9615,463.44,1818011
449.18404,1.098,12.2,272485
449.18464,1.2589,14.07,639338
449.18504,1.3975,15.68,241294
449.18565,0.7796,8.5,165728
449.18923,0.815,8.91,1639691
449.19296,1.7579,19.86,1704091
449.20107,0.5296,5.6,1500135
449.20917,0.5775,6.16,1266183
449.21811,11.6818,135.09,1797120
449.2545,1.5279,17.19,1704001
450.06781,1.6558,18.68,1633746
450.07592,1.6121,18.17,1842999
450.07926,0.6688,7.22,947529
450.08716,0.5115,5.39,1728963
450.1018,0.4854,5.09,1287924
450.10419,9.1159,105.29,1848458
450.10756,0.5802,6.19,1606165
450.1123,7.4203,85.61,1819965
450.11543,4.3208,49.62,1601802
450.12353,2.4209,27.56,1718693
450.12536,0.5155,5.44,1391341
450.14057,10.9139,126.17,1736462
