m/z,I,S/N,Res.
482.12228,0.3936,3.82,1183538
482.1271,0.3832,3.71,574293
482.1304,13.2701,144.16,1639111
482.13361,0.6156,6.24,334368
482.13851,19.0529,207.19,1648101
482.13936,0.5393,5.41,1473221
482.14163,1.9186,20.44,1170556
482.14565,0.378,3.65,1546700
482.14901,0.868,8.99,1715704
482.14974,2.4043,25.74,1675658
482.15694,0.7457,7.66,964983
482.15785,0.5246,5.25,1759916
482.1635,0.4411,4.34,1474268
482.16678,12.8009,139.05,1631399
482.1694,0.4921,4.89,1405563
482.17007,0.6529,6.65,320000
482.17075,0.4098,4,225415
482.17489,18.3786,199.84,1634067
482.17805,1.1956,12.56,1813319
482.17845,0.5395,5.41,2404971
482.17925,1.202,12.63,2031405
482.18613,1.2571,13.23,1655268
482.19984,0.4114,4.01,1279737
482.20319,2.7035,29,1706633
482.21128,7.1198,77.13,1619303
482.2143,0.3816,3.69,1228389
482.23956,0.4142,4.04,1508757
482.24767,1.0517,10.99,1642919
483.06026,0.6058,6.13,1550663
483.06997,0.4153,4.06,1768627
483.07803,4.3029,46.43,1621434
483.09331,0.6175,6.26,1697244
483.09666,4.2266,45.6,1392797
483.09737,1.3089,13.8,201540
483.103,0.4835,4.8,1857514
483.1055,0.4635,4.58,2091765
483.10635,1.5003,15.88,1943174
483.10789,0.9486,9.87,1769905
483.11024,1.1402,11.96,244866
483.11442,35.4045,385.41,1579265
483.11601,0.3846,3.72,701602
483.11773,0.6086,6.16,1175981
483.12416,0.4771,4.73,1952668
483.12565,3.4431,37.06,1667772
483.12744,0.4039,3.93,1195577
483.12967,1.3013,13.71,1777515
483.13304,6.3176,68.39,1364262
483.13375,4.3904,47.38,1211112
483.13425,1.4337,15.16,170680
483.13939,1.8848,20.07,1544218
483.14088,1.2575,13.24,628902
483.14186,2.0336,21.7,1780095
483.14273,2.9498,31.68,1787994
483.14426,0.6056,6.13,1884617
483.14511,0.4531,4.47,969998
483.14714,2.5888,27.75,218594
483.15081,84.9452,925.37,1625833
483.15252,1.9959,21.28,9056
483.15314,2.3536,25.18,432818
483.15401,2.0071,21.41,198149
483.15918,0.5511,5.54,401367
483.1605,0.5777,5.83,964037
483.16204,5.7907,62.64,1605634
483.16605,1.7922,19.06,1706056
483.16943,2.6952,28.91,1550333
483.17014,3.3216,35.73,1621491
483.17578,2.0666,22.05,1419145
483.17729,0.4629,4.58,1814231
483.17825,2.1589,23.06,1709455
483.17911,1.9407,20.68,1736254
483.18387,0.4254,4.17,396624
483.18719,50.6388,551.46,1642824
483.18949,0.9802,10.21,626195
483.19004,0.688,7.03,219593
483.19687,0.4363,4.29,737127
483.19843,1.2449,13.1,1746825
483.20244,1.4216,15.02,1672488
483.20584,0.5102,5.09,1620400
483.20651,0.8544,8.84,1543070
483.21217,0.7105,7.27,1613261
483.21462,1.1156,11.69,1551437
483.21548,0.4666,4.62,1695121
483.22358,10.4546,113.48,1616346
483.23881,0.4356,4.28,1534145
483.25996,0.8601,8.9,1559053
484.08139,0.9199,9.56,1440417
484.0919,1.1162,11.7,1665030
484.10001,0.8279,8.55,1096380
484.10159,0.3896,3.78,1457645
484.10316,0.4971,4.95,1242172
484.10966,3.5764,38.51,1674680
484.11777,8.3352,90.38,1599995
484.12085,0.3968,3.85,972936
484.12492,0.6859,7.01,1431012
484.12829,1.9638,20.93,1629828
484.12899,0.7401,7.6,1665943
484.13464,0.4133,4.03,1540577
484.13633,1.5426,16.34,927289
484.13717,0.4092,3.99,1734642
484.13797,0.5515,5.54,1718257
484.13953,0.4457,4.39,1725923
484.14276,0.6895,7.04,1510259
484.14605,11.5968,125.93,1631009
484.15415,20.8212,226.47,1595822
484.15723,1.1402,11.96,983417
484.16131,0.8325,8.6,1586627
484.16468,1.0019,10.45,1567784
484.16539,1.3604,14.36,1681406
484.16943,0.4192,4.1,1479879
484.17105,0.4324,4.24,1507486
484.17259,1.0513,10.99,956432
484.17914,0.5523,5.55,1478830
484.18244,6.4016,69.3,1652579
484.19053,12.3889,134.56,1644606
484.19348,0.6085,6.16,780696
484.20581,0.5328,5.34,1390861
484.21884,0.7349,7.54,1638965
484.22692,2.8599,30.7,1656317
485.07255,0.7443,7.64,1683560
485.07592,2.5498,27.32,1616976
485.08381,0.4371,4.29,1655775
485.08563,0.9549,9.94,1706837
485.08713,0.8026,8.28,1492666
485.09368,6.7336,72.92,1572892
485.0952,0.3755,3.62,533227
485.10336,0.7056,7.22,1405783
485.10493,0.5209,5.21,1776493
485.10894,1.9531,20.82,1770813
485.11231,9.3663,101.62,1655719
485.11304,0.7732,7.96,1658863
485.11866,1.2104,12.72,1600393
485.12015,1.3513,14.26,1299660
485.12112,1.0594,11.08,1692892
485.12199,4.2777,46.15,1652158
485.12354,1.5433,16.35,1836353
485.12593,1.6961,18.02,190785
485.13006,41.5165,452.03,1636782
485.13158,0.5235,5.24,985814
485.13251,0.6204,6.29,539594
485.13321,1.129,11.84,459166
485.13978,1.1138,11.67,1340326
485.14129,2.4206,25.91,1652797
485.14532,3.6887,39.73,1582621
485.14869,9.1419,99.17,1557828
485.1494,2.9172,31.33,1482040
485.15503,2.3992,25.68,1550740
485.15656,1.3379,14.11,1749122
485.15752,2.224,23.77,1757530
485.15838,5.1142,55.27,1670856
485.15994,0.4721,4.68,2044772
485.16298,0.6912,7.06,362312
485.16645,55.8223,607.95,1645310
485.16786,1.0803,11.3,560968
485.16875,1.235,12.99,1024400
485.16915,1.0153,10.6,496922
485.16959,1.0166,10.61,210508
485.17615,0.9827,10.24,1265173
485.17769,1.5046,15.93,1775715
485.1817,3.9468,42.55,1616396
485.18507,2.487,26.64,1727684
485.18578,1.2203,12.83,1617722
485.19142,1.4138,14.94,1341864
485.19293,0.6192,6.28,1469616
485.19389,1.4222,15.03,1670101
485.19476,1.7166,18.24,1590196
485.20283,18.1311,197.15,1626181
485.2181,1.9396,20.67,1673413
485.23922,2.042,21.79,1678103
485.25444,0.5487,5.51,1104937
485.67569,1.2328,12.97,1821482
485.67613,0.7743,7.97,4230623
486.07118,0.4303,4.22,1894236
486.07926,0.4358,4.28,819563
486.08897,0.5987,6.06,1709915
486.09702,1.4519,15.35,1620020
486.10419,1.0191,10.64,1412640
486.10755,2.1521,22.99,1673838
486.11232,0.4786,4.75,1825143
486.11562,2.2455,24,1090653
486.11723,0.7551,7.76,1602634
486.1188,0.5804,5.86,1577822
486.12532,4.2344,45.68,1613427
486.12688000000003,0.4273,4.19,1642309
486.13342,9.874,107.15,1634097
486.14057,1.8318,19.49,1595649
486.14394,2.2392,23.94,1719012
486.14869,0.979,10.2,1692020
486.15188,2.8518,30.61,963448
486.15271,0.411,4.01,1291525
486.15363,0.6246,6.34,1420616
486.15519,0.3959,3.85,1320189
486.1584,0.697,7.13,1458121
486.1599,0.4588,4.53,1317384
486.16083,0.431,4.23,526305
486.16169,6.192,67.02,1595037
486.16485,0.4609,4.55,7315855
486.16582,0.5933,6,110125
486.16608,0.5725,5.77,216471
486.16979,13.7287,149.16,1625942
486.17289,0.459,4.53,1104728
486.17693,1.2763,13.44,1563142
486.18032,0.7594,7.81,1709803
486.18505,1.1609,12.18,1421215
486.18821,1.4672,15.52,1126592
486.19809,1.5711,16.65,1665819
486.20619,4.4684,48.23,1596608
486.21335,0.5855,5.91,1589916
486.22143,0.6635,6.76,1607530
486.24257,0.4934,4.91,1463699
487.05182,0.4738,4.69,1410363
487.05519,0.5957,6.02,1560402
487.08819,2.2826,24.41,1607252
487.09157,6.9671,75.47,1626496
487.09942,0.9883,10.3,1755685
487.10126,2.9226,31.38,1587155
487.1028,1.5505,16.43,1596717
487.1081,0.4063,3.96,1732244
487.10933,7.1118,77.04,1624574
487.1109,0.5466,5.49,1312694
487.11249,0.5563,5.59,1303415
487.11904,1.7552,18.66,1507626
487.12457,6.6751,72.28,1631768
487.12795,16.8858,183.57,1630948
487.12868,0.8872,9.2,1563441
487.1343,1.0984,11.5,1703985
487.13581,2.8625,30.73,1609373
487.13676,1.1071,11.6,1737138
487.13764,7.0498,76.37,1603017
487.13917,1.6231,17.22,1559030
487.14391,0.42,4.11,1983310
487.14571,25.8854,281.66,1637419
487.14724,0.7255,7.44,1023778
487.14887,0.8174,8.44,1533230
487.15541,2.2203,23.73,1177214
487.15694,0.9292,9.66,1624129
487.16096,10.4264,113.17,1599231
487.16433,8.9595,97.18,1625214
487.16505,1.4015,14.81,1618597
487.17068,1.5985,16.95,1632330
487.17221,2.5147,26.94,1704792
487.17316,1.5115,16,1605542
487.17403,4.9066,53.01,1605953
487.17749,0.684,6.99,1698167
487.1781,0.756,7.77,210256
487.18209,19.0957,207.66,1617821
487.19179,0.9032,9.37,1146300
487.19735,6.8404,74.09,1572995
487.20072,1.5059,15.94,1504337
487.20708,0.4973,4.95,1726849
487.20859,0.7428,7.63,1515952
487.20953,0.5485,5.51,1456754
487.21041,1.1696,12.28,1553013
487.21848,3.3363,35.89,1599335
487.23373,2.5224,27.02,1515212
487.27009,0.4313,4.23,1508696
487.30565,15.0448,163.51,1554148
487.32512,0.4156,4.06,1254702
488.08344,0.7576,7.79,1612685
488.08682,1.3248,13.97,1595488
488.09154,0.5905,5.97,1841069
488.09491,1.8219,19.39,1416447
488.1046,1.0148,10.59,1461572
488.11267,1.5691,16.63,1683173
488.11427,0.4103,4,1572753
488.11983,2.7024,28.98,1623019
488.1232,3.1469,33.83,1635413
488.12792,1.7125,18.2,1671973
488.13127,4.1416,44.67,983388
488.13289,0.936,9.73,1678074
488.13441,0.4212,4.12,1132059
488.13916,0.8589,8.89,1500041
488.14098,3.4515,37.15,1604422
488.14906,6.1287,66.33,1632471
488.15622,3.7667,40.58,1633235
488.1588,0.3876,3.75,1419325
488.15958,2.0274,21.63,1614023
488.16431,2.8656,30.76,1587467
488.1675,4.0056,43.19,1072723
488.16927,0.4933,4.91,1677196
488.17554,0.6704,6.84,1978866
488.17736,2.3284,24.91,1639503
488.18544,4.4247,47.76,1664185
488.19261,1.8905,20.14,1628231
488.20069,2.1298,22.74,1592422
488.20382,1.0356,10.82,1344255
488.22182,0.8356,8.64,1554810
488.229,0.4549,4.49,1692677
488.23707,0.7829,8.06,1357959
488.309,3.957,42.66,1569008
489.06746,1.034,10.8,1791532
489.07082,2.0661,22.05,1689407
489.07867,0.459,4.53,1529564
489.08052,0.9368,9.74,1711918
489.08207,0.4374,4.3,2096363
489.08861,0.4449,4.38,1491896
489.0983,1.0431,10.9,1527719
489.10384,7.7261,83.74,1555072
489.10721,13.2258,143.68,1615415
489.11507,2.9196,31.35,1652373
489.1169,5.3015,57.31,1610754
489.11845,1.5499,16.42,1662171
489.12317,0.4778,4.74,1591924
489.12377,0.6793,6.93,1703564
489.12497,4.3802,47.27,1655574
489.12654,0.7624,7.84,1230411
489.12813,0.5553,5.58,1594471
489.13217,0.4609,4.55,1450935
489.13467,2.9864,32.08,1414563
489.14022,18.6837,203.17,1615081
489.1436,17.6249,191.63,1650484
489.14435,0.5073,5.06,1747673
489.14995,0.6726,6.86,1591027
489.15146,6.8878,74.6,1616974
489.15241,0.423,4.14,1541546
489.15329,6.9687,75.48,1611690
489.15483,0.7258,7.44,1606742
489.15956,1.0406,10.87,1684801
489.16136,8.0687,87.47,1579456
489.16278,0.6561,6.68,1046224
489.16767,0.4627,4.57,1526945
489.17106,2.0266,21.62,1010799
489.17661,21.0612,229.08,1605275
489.17827,0.4544,4.48,780025
489.17895,0.5803,5.85,564985
489.17998,5.4411,58.83,1561429
489.18632,0.6077,6.15,1328504
489.18785,2.8725,30.84,1584972
489.18878,0.6148,6.23,1551854
489.18966,2.565,27.49,1507663
489.19596,0.6258,6.35,1598098
489.19773,2.9448,31.63,1566417
489.1991,0.3885,3.76,1556921
489.20741,0.4208,4.12,1174608
489.213,9.8971,107.4,1575819
489.21635,0.5855,5.91,1536456
489.22425,0.4316,4.23,1734120
489.24938,2.437,26.09,1595944
489.28578,0.3975,3.86,1821567
489.3027,5.2083,56.3,1625506
489.31233,0.5168,5.16,1211939
490.07415,0.5142,5.13,1187175
490.09908,2.0535,21.91,1682381
490.10247,1.9601,20.89,1652397
490.10719,1.9315,20.58,1703692
490.11054,2.9416,31.59,1149571
490.11217,0.5786,5.84,1535409
490.1184,0.654,6.66,1563454
490.12026,1.0598,11.08,1790243
490.1218,0.4589,4.53,1570026
490.12833,0.8645,8.95,1604852
490.13548,6.9916,75.73,1595338
490.13806,0.5934,6,1652200
490.13884,2.8801,30.92,1675529
490.14359,4.7575,51.38,1563550
490.14677,5.6028,60.6,968922
490.14854,0.7181,7.36,1813293
490.15482,1.6236,17.23,1587514
490.15664,1.9094,20.34,1583508
490.16471,2.1216,22.65,1611918
490.17185,5.7875,62.61,1596087
490.1744,0.7035,7.2,1138596
490.17524,1.1005,11.52,1418458
490.17996,5.9977,64.9,1589887
490.18313,3.3436,35.97,1164132
490.18492,0.4171,4.08,1303326
490.19121,0.7677,7.9,1582082
490.19302,0.9081,9.43,1398216
490.20111000000003,0.7685,7.91,1679388
490.20825,1.9933,21.26,1591348
490.21636,2.8157,30.22,1536266
490.21947,0.5679,5.72,887600
490.25276,0.5881,5.94,1716875
490.30606,1.3032,13.73,1573450
491.0831,4.8824,52.75,1671839
491.08647,3.8415,41.4,1548242
491.09433,1.1496,12.06,1751159
491.09616,1.3822,14.6,1527948
491.09774,0.5032,5.01,1470245
491.10175,0.455,4.49,1880122
491.10247,0.5216,5.22,1690107
491.103,0.4824,4.79,1883604
491.11148,0.4868,4.84,1528288
491.11394,1.8771,19.99,1444613
491.1195,23.8001,258.93,1571386
491.12286,14.033,152.48,1622251
491.13072,7.5668,82,1583824
491.13254,5.1109,55.23,1501349
491.13408,0.9529,9.92,1419787
491.13812,0.6296,6.39,1699195
491.13884,1.6006,16.98,1688116
491.13942,0.6245,6.34,1827510
491.14062,1.3953,14.74,1519568
491.1421,0.6823,6.97,1003311
491.14448,0.6522,6.64,1562054
491.14783,0.5839,5.89,1912076
491.15031,2.8346,30.42,1149043
491.15588,42.6827,464.74,1616419
491.15924,11.2597,122.25,1592152
491.15999,0.4109,4.01,1296788
491.16712,9.6921,105.17,1619173
491.16893,4.1317,44.56,1477512
491.17521,1.4791,15.65,1654885
491.177,1.4356,15.18,1598966
491.17836,0.6456,6.57,1474592
491.18087,0.5425,5.44,1618502
491.18332,0.7034,7.2,1569897
491.18666,1.1221,11.76,851427
491.19226,31.1806,339.38,1605267
491.19563,1.9655,20.95,1580494
491.2035,2.1193,22.63,1577632
491.20531,0.8021,8.27,1426234
491.21163,0.5953,6.02,1482506
491.21336,0.4683,4.63,1185163
491.21972,0.5108,5.1,1513512
491.22864,9.7056,105.31,1595480
491.26503,1.5698,16.64,1559242
491.30934,0.4008,3.9,1225572
491.32491,0.414,4.04,674289
491.42004,0.3963,3.85,1505650
491.4246,0.4363,4.29,1430770
491.43772,0.4152,4.06,1249629
491.44292,0.3766,3.63,1003583
491.44352,0.4618,4.56,1128841
491.47831,0.3802,3.67,1087767
491.48512,0.4045,3.94,1191432
491.48749,0.431,4.23,1388670
491.49156,0.3798,3.67,1273424
491.49434,0.424,4.15,981558
491.49737,0.4286,4.2,1289481
491.51192,0.3901,3.78,1082917
491.52405,0.3995,3.88,1326537
491.5329,0.5104,5.09,1496796
491.54326,0.449,4.42,1375704
491.54387,0.4773,4.73,922501
491.56399,0.3841,3.72,1120877
491.6317,0.4659,4.61,1456908
491.70795,0.3812,3.69,1503098
492.07835,0.7928,8.17,1460757
492.08171,0.4477,4.41,1627702
492.08646,1.002,10.45,1671360
492.08981,0.8728,9.04,1399182
492.09696,0.4782,4.74,949444
492.09771,0.4536,4.47,1357089
492.09952,0.4631,4.58,1248068
492.11474,6.546,70.88,1609359
492.11732,0.4199,4.11,1846185
492.11811,1.7007,18.07,1746495
492.12284,6.3077,68.28,1622319
492.12612,3.7827,40.76,957862
492.13409,1.7754,18.88,1750781
492.13589,1.1773,12.36,1572740
492.15112,12.7304,138.28,1593536
492.15369,0.6379,6.48,1782158
492.15448,1.4166,14.97,1417102
492.15923,10.5784,114.83,1581707
492.16239,5.5952,60.51,1192925
492.17047,2.4318,26.04,1732493
492.17229,1.1277,11.82,1506462
492.17857,0.4114,4.01,1354725
492.18751,6.1427,66.48,1625483
492.19561,8.54,92.61,1563325
492.19875,1.7344,18.43,1366507
492.20682,0.5367,5.38,1476242
492.22389,1.2451,13.1,1638903
492.232,2.7379,29.37,1586233
492.2684,0.5349,5.36,1427947
493.06238,1.4889,15.76,1643605
493.06575,0.4866,4.83,1662302
493.08098,0.7006,7.17,1679029
493.09224,0.4731,4.69,1717619
493.0932,0.6915,7.07,1431061
493.09876,15.8505,172.29,1621453
493.10213,4.3659,47.12,1588376
493.10999,3.7983,40.93,1557288
493.1118,1.7252,18.33,1290952
493.11738,1.7815,18.95,1163847
493.11809,2.0273,21.63,1294673
493.11866,0.8685,9,248636
493.12145,0.4063,3.96,1525178
493.12309,1.0916,11.43,225507
493.12374,1.4912,15.78,332839
493.12618,0.6988,7.15,1633506
493.12709,0.9135,9.49,1601227
493.12862,0.4108,4.01,1620468
493.12958,1.9454,20.73,1265148
493.13077,0.5513,5.54,359581
493.13117,0.5326,5.34,308396
493.13515,59.0836,643.5,1610361
493.13624,0.7775,8,2244240
493.13676,0.6582,6.7,353680
493.13738,0.5462,5.48,271519
493.13852,8.8345,95.82,1612531
493.14492,0.409,3.99,1074521
493.14638,13.745,149.34,1608194
493.14819,3.1689,34.07,1412698
493.15375,1.3529,14.28,1578861
493.15448,3.1835,34.23,1656231
493.15947,0.5625,5.66,2175611
493.1601,1.3047,13.75,1232946
493.16258,1.3296,14.02,1742900
493.16347,1.2131,12.75,1767541
493.16593,1.6711,17.74,897467
493.16778,0.5517,5.54,369129
493.17153,66.6335,725.79,1593578
493.17327,1.3806,14.58,120041
493.17384,1.6607,17.63,52691
493.17489,4.3453,46.89,1380599
493.18007,0.6697,6.83,2818054
493.18082,0.6016,6.09,266407
493.18277,8.0175,86.91,1637157
493.18457,1.3445,14.18,1329316
493.19016,0.4966,4.94,1799873
493.19087,1.6689,17.72,1714450
493.1965,1.8659,19.87,354584
493.19897,0.9187,9.54,1816913
493.20402,0.5909,5.97,75056
493.20465,0.4327,4.25,295193
493.20792,31.0971,338.47,1548660
493.21025,0.8358,8.64,1693046
493.2107,0.8137,8.4,15337
493.21123,0.8342,8.62,180452
493.21915,0.7786,8.02,1621503
493.23534,0.4174,4.08,1013248
493.24429,6.3274,68.49,1579502
493.28066,0.5676,5.72,1809168
494.06574,0.4073,3.97,1590870
494.07624,0.4073,3.97,1116716
494.09402,2.4139,25.84,1727569
494.09736,0.555,5.58,1471264
494.10211,3.9262,42.32,1523759
494.10544,1.0497,10.97,1049930
494.11263,0.683,6.97,1540701
494.11335,0.863,8.94,1514286
494.11516,0.3802,3.67,1428860
494.12069,0.452,4.46,1084698
494.1304,13.9144,151.19,1582347
494.13295,0.4543,4.48,1540568
494.13373,0.979,10.2,1336149
494.13849,14.2592,154.94,1558344
494.14167,3.6105,38.88,1058646
494.14903,0.5896,5.96,1672303
494.14973,2.9359,31.53,1679511
494.15156,0.8181,8.45,1383694
494.157,0.4422,4.35,898246
494.15785,0.4625,4.57,1533018
494.16348,0.3906,3.79,647777
494.16677,15.2121,165.33,1556349
494.17008,0.3866,3.74,1324473
494.17488,18.0572,196.34,1586121
494.17574,0.3759,3.63,1780029
494.17801,3.5812,38.56,1268324
494.18612,2.0596,21.98,1667986
494.18791,0.4385,4.31,1561878
494.19986,0.5295,5.3,919731
494.20316,4.3966,47.45,1586724
494.21127,9.267,100.53,1583581
494.21436,0.5708,5.75,916953
494.23953,0.7479,7.68,1339269
494.24765,1.8477,19.67,1507620
495.06029,0.5516,5.54,1412619
495.07802,4.8317,52.19,1555087
495.08138,0.4118,4.02,1306786
495.08926,0.6936,7.09,1117944
495.09326,0.4108,4.01,1478709
495.09666,1.8333,19.51,1684836
495.09735,0.7016,7.18,1602001
495.10236,0.7483,7.69,149854
495.10298,1.0268,10.72,325204
495.10636,1.1126,11.66,1764423
495.10787,0.5703,5.75,1898689
495.10885,0.4741,4.7,1551740
495.10977,0.4416,4.34,426043
495.1144,40.9244,445.58,1595661
495.11511,0.5092,5.08,6752307
495.11552,0.4945,4.92,1494256
495.11598,0.4945,4.92,371462
495.11777,3.0876,33.18,1487913
495.12565,7.006,75.89,1549863
495.12746,0.9855,10.27,1593821
495.12969,0.4379,4.3,1529951
495.13303,3.4539,37.17,1365196
495.13374,3.552,38.24,1506769
495.13938,1.8359,19.54,1193436
495.14185,1.2704,13.38,1781272
495.14274,1.7778,18.91,1694190
495.14428,0.5716,5.76,1785172
495.14521,1.2203,12.83,899865
495.14687,1.4602,15.45,246342
495.1508,99.0151,1078.72,1611621
495.15226,2.0765,22.16,12575869
495.15303,2.2589,24.15,101408
495.15414,3.6437,39.24,859203
495.15494,0.3992,3.88,728884
495.15943,0.5709,5.75,2326927
495.15989,0.6718,6.85,2017702
495.16041,0.6507,6.62,295243
495.16202,12.3551,134.19,1641339
495.16384,1.3656,14.41,1419031
495.16604,0.5775,5.82,1935957
495.16792,0.3799,3.67,1713182
495.16942,1.8512,19.71,1678964
495.17014,3.6406,39.21,1661410
495.17495,0.6499,6.61,19800597
495.17576,1.9517,20.8,1275310
495.17824,1.9009,20.25,1856559
495.17912,1.2504,13.16,2069982
495.18138,0.5047,5.03,2174163
495.18717,68.7057,748.37,1594667
495.18948,1.4942,15.82,254932
495.19048,1.0424,10.89,173025
495.19575,0.8294,8.57,103161
495.19672,1.0611,11.1,242588
495.19842,3.3487,36.03,1606114
495.20245,0.5484,5.51,1571931
495.20583,0.4221,4.13,1643446
495.20651,1.1508,12.07,1781721
495.21114,0.4093,3.99,897016
495.21215,1.0732,11.23,1050215
495.21463,1.1161,11.69,1525992
495.21551,0.5855,5.91,1427757
495.22005,0.3773,3.64,663264
495.22357,20.8115,226.36,1596538
495.25995,2.5349,27.16,1670100
496.07328,0.4662,4.61,1719669
496.08136,1.155,12.12,1586517
496.09191,0.8776,9.1,1513982
496.09996,0.4361,4.28,1035796
496.10966,6.0929,65.94,1551653
496.11777,10.1879,110.57,1615902
496.12094,1.1715,12.3,890304
496.1249,0.4003,3.89,1680306
496.12828,1.2655,13.32,1638116
496.129,1.7348,18.44,1734602
496.13465,0.552,5.55,887316
496.13632,0.8847,9.17,965455
496.13953,0.4364,4.29,1737544
496.14274,0.7071,7.24,998722
496.14604,18.9946,206.56,1584980
496.14833,0.611,6.19,82760
496.14921,0.625,6.34,331877
496.15414,24.7276,269.04,1592406
496.155,0.562,5.66,1558777
496.15728,3.1128,33.46,1245519
496.1613,0.3854,3.73,1703912
496.16468,0.718,7.36,1641256
496.16538,3.0069,32.3,1633481
496.17106,0.5299,5.31,1199799
496.17259,0.6838,6.98,939183
496.17348,0.419,4.1,1620613
496.17909,0.5253,5.26,994544
496.18243,11.2263,121.89,1577842
496.19054,18.1633,197.5,1564015
496.19363,1.291,13.6,1167165
496.20178,0.8743,9.06,1641415
496.21882,2.069,22.08,1596714
496.22692,5.6719,61.35,1627340
496.26331,0.641,6.52,1847988
497.0573,0.5852,5.91,1583315
497.07254,0.579,5.84,1376818
497.07592,1.4101,14.9,1627307
497.08561,0.8551,8.85,1545182
497.08715,0.5559,5.59,1686103
497.09368,12.1881,132.37,1574401
497.10491,1.1483,12.05,1621156
497.10892,1.0033,10.47,1588922
497.11231,5.1223,55.36,1643998
497.11302,1.0382,10.85,1714200
497.11864,2.3424,25.06,379515
497.12018,0.5347,5.36,1848007
497.12112,0.9926,10.35,1804946
497.12199,2.7195,29.17,1659245
497.12354,1.5637,16.57,1507894
497.13006,69.7994,760.29,1590469
497.13169,2.0333,21.69,1814710
497.13245,1.7424,18.52,181478
497.13334,2.2843,24.43,178966
497.13976,0.9551,9.94,1295833
497.14129,7.4672,80.92,1550492
497.14308,0.5983,6.05,1313500
497.14531,1.568,16.62,1659494
497.14868,5.5646,60.18,1574724
497.1494,4.0226,43.37,1674307
497.15503,3.2026,34.44,1278676
497.15655,0.618,6.27,1853353
497.1575,2.3603,25.26,1719703
497.15838,3.2583,35.04,1744776
497.15993,0.5235,5.24,1807707
497.16247,2.0658,22.05,238384
497.16644,100.3621,1093.4,1586828
497.1679,2.5355,27.17,3319357
497.16869,2.4949,26.72,236650
497.16965,1.5261,16.16,165320
497.17615,1.1334,11.88,406400
497.17768,5.8661,63.47,1685583
497.18171,1.6586,17.61,1607101
497.18351,0.5647,5.68,1077968
497.18507,2.062,22,1637945
497.18579,2.6895,28.84,1766706
497.19025,0.4745,4.7,298383
497.1914,1.8643,19.85,1247956
497.19389,1.9722,21.03,1800150
497.19477,1.8254,19.43,1684487
497.19965,0.3904,3.79,377945
497.20282,42.2438,459.96,1575992
497.20431,0.9946,10.37,9907942
497.20497,1.036,10.82,41756
497.20545,1.0243,10.69,172993
497.2119,0.4257,4.17,1916539
497.21253,0.3927,3.81,247972
497.21406,0.6953,7.11,1889427
497.2181,0.9153,9.51,1723503
497.22779,0.4811,4.77,1696549
497.23028,0.7549,7.76,1827545
497.23922,7.2827,78.91,1512982
497.27561,0.6318,6.42,1436184
498.07117,0.4726,4.68,1608771
498.0792,0.4633,4.58,1199154
498.08891,0.8778,9.1,1369306
498.09702,3.0563,32.84,1586044
498.10416,0.6262,6.36,1322013
498.10755,1.7623,18.74,1651728
498.11561,1.4244,15.06,1079291
498.11725,0.6167,6.25,1752204
498.11878,0.7925,8.17,1699592
498.1253,8.6756,94.09,1538116
498.13341,16.6608,181.12,1580572
498.13653,0.8659,8.97,1080657
498.14055,0.8814,9.14,1469343
498.14394,2.1487,22.95,1646972
498.14465,1.622,17.21,1641264
498.14864,0.5077,5.06,1911063
498.1503,0.4149,4.05,1482022
498.15192,1.6712,17.75,983262
498.15362,0.4689,4.64,1815575
498.15515,0.4831,4.8,1576823
498.15836,0.8078,8.34,1333109
498.16169,13.8433,150.41,1544717
498.16979,25.3405,275.72,1593122
498.17063,0.5927,5.99,1459338
498.1729,1.6469,17.48,1059740
498.17696,0.7099,7.27,1612061
498.18032,0.8298,8.57,1541256
498.18103,1.3403,14.14,1583595
498.18503,0.5911,5.97,1582829
498.18821,0.9505,9.89,1015243
498.1948,0.5171,5.17,1489130
498.19808,4.4887,48.45,1579793
498.20618,10.7439,116.63,1596710
498.20917,0.4165,4.07,552278
498.23448,0.4621,4.57,1581113
498.24256,1.9089,20.34,1651540
499.05519,0.6105,6.18,1513193
499.06487,0.4669,4.62,1240066
499.07294,1.6136,17.12,1502883
499.08818,1.2036,12.65,1544197
499.09156,4.8863,52.79,1540601
499.09489,0.4125,4.03,1368299
499.09944,0.6264,6.36,1772674
499.10124,2.3689,25.35,1527174
499.10281,1.2881,13.57,1565897
499.10932,19.5596,212.72,1590899
499.11251,0.4117,4.02,1688248
499.11904,1.1097,11.63,1387586
499.12056,1.2467,13.12,1638608
499.12457,2.9855,32.07,1573291
499.12795,12.2721,133.29,1478790
499.12865,2.1899,23.4,1421866
499.13428,2.2999,24.6,1257408
499.13581,1.3947,14.73,1770387
499.13678,1.6534,17.55,1707805
499.13763,5.6738,61.37,1630231
499.13919,1.5726,16.67,1613734
499.14571,65.4444,712.83,1563120
499.14712,0.9351,9.72,608883
499.14805,0.3799,3.67,1846839
499.1489,0.8517,8.81,1108537
499.1554,1.7116,18.18,1025842
499.15694,3.9647,42.74,1614170
499.16096,4.4676,48.22,1596390
499.16433,9.2527,100.38,1250401
499.16504,4.5501,49.12,1215130
499.17067,3.0749,33.04,1339190
499.17219,1.3086,13.79,1652404
499.17316,2.5892,27.75,1629661
499.17401,5.0455,54.52,1574134
499.18209,55.3481,602.78,1519846
499.18345,0.9294,9.66,457248
499.18429,0.463,4.58,287789
