m/z,I,S/N,Res.
496.10729,1.5731,16.22,1612820
496.10967,13.9982,148.38,1654977
496.11044,0.5447,5.29,1481133
496.11283,0.8574,8.61,1447003
496.11536,0.5185,5.01,1730108
496.11777,15.395,163.24,1657492
496.11861,0.4846,4.65,1603513
496.1209,4.6483,48.93,1548000
496.12254,0.4149,3.91,1238505
496.12497,0.4888,4.69,1406286
496.12829,0.8922,8.98,1603941
496.129,4.2826,45.04,1715800
496.13065,0.593,5.8,1457913
496.13374,0.5265,5.09,1625117
496.13468,0.5951,5.82,1131280
496.13557,0.5755,5.61,1502661
496.13619,0.5546,5.39,1122803
496.13711,0.5475,5.32,1690936
496.13797,0.7974,7.98,1550409
496.13952,0.7155,7.1,1667483
496.14273,0.5658,5.51,1436795
496.14369,0.5697,5.55,1696320
496.14605,18.2742,193.86,1642495
496.14922,1.2706,13.01,1386621
496.15416,24.0167,254.94,1578100
496.15503,0.5314,5.15,1529188
496.15728,6.1781,65.21,1511564
496.16135,0.4893,4.7,1237893
496.16469,0.4377,4.15,1702618
496.1654,3.4203,35.87,1667122
496.16708,0.5024,4.84,1286705
496.17257,0.7152,7.1,1221140
496.17352,0.5531,5.38,1761855
496.17438,0.4768,4.57,1608328
496.17909,0.6064,5.94,1301711
496.18244,9.9174,104.98,1619198
496.19054,18.4832,196.09,1649889
496.19366,1.8404,19.07,1401963
496.20177,0.8594,8.63,1746459
496.21882,2.3521,24.51,1648538
496.22692,6.2439,65.91,1627679
496.25519,0.5448,5.29,1192925
496.2633,0.9558,9.66,1631569
497.03713,0.433,4.1,1643932
497.03953,0.42,3.96,1389348
497.04368,0.4174,3.93,1929618
497.04682,1.3386,13.73,1665396
497.05327,0.5863,5.73,1370927
497.0573,4.234,44.53,1685098
497.05809,0.5964,5.84,1523258
497.0622,0.5717,5.57,1560223
497.0646,1.1535,11.76,1658848
497.07021,0.8923,8.98,1215008
497.07351,0.9084,9.16,1661163
497.0759,2.2511,23.44,1505980
497.07666,0.5099,4.92,1820127
497.08001,0.4202,3.96,1374859
497.08146,0.4953,4.76,708456
497.08228,0.5032,4.85,1891171
497.0832,4.4128,46.43,1657340
497.08474,0.6405,6.31,1565758
497.0856,1.2243,12.52,1757328
497.08716,1.1723,11.96,1614770
497.08812,0.4635,4.42,1800921
497.09127,0.7243,7.2,1680772
497.09368,35.5269,377.37,1647823
497.09445,0.9867,9.99,1712635
497.09695,0.9153,9.23,1034537
497.09853,0.4398,4.17,1246440
497.10098,1.7738,18.36,1566936
497.10339,0.4617,4.4,1700144
497.10492,6.9803,73.74,1654574
497.10654,1.3529,13.88,1547486
497.10895,0.8003,8.01,1580182
497.10987,0.8406,8.43,1484961
497.11229,4.0453,42.52,1611454
497.11303,3.1179,32.66,1662148
497.11776,0.5714,5.57,1937683
497.11866,1.7613,18.23,1693820
497.11959,4.1865,44.02,1577735
497.12018,0.5599,5.45,1832493
497.12112,1.5181,15.64,1748264
497.122,3.64,38.21,1680330
497.12353,1.4536,14.95,1648138
497.12427,0.951,9.61,1195238
497.12604,0.5702,5.56,462782
497.12763,0.4343,4.11,2172190
497.13006,81.7126,868.62,1652714
497.13325,1.5224,15.69,1239105
497.13737,0.8639,8.68,1789430
497.13975,0.9946,10.07,970845
497.1413,13.2033,139.93,1639576
497.14295,1.2598,12.89,1403234
497.14533,1.8036,18.68,1672327
497.14715,0.9273,9.36,1472020
497.14868,2.9452,30.82,1643131
497.14941,4.3963,46.25,1748826
497.15255,0.8996,9.06,1687774
497.15419,0.9288,9.37,931655
497.15503,2.8075,29.35,1496127
497.15598,1.4186,14.58,1636771
497.15655,0.8741,8.79,1773511
497.15751,2.3628,24.62,1980958
497.15839,4.7939,50.48,1846704
497.16063,1.0995,11.19,1564495
497.16279,1.3049,13.37,373216
497.16323,1.3237,13.57,235876
497.16645,78.5207,834.67,1590353
497.16731,10.609,112.33,1685952
497.16964,0.6585,6.5,1489481
497.17611,1.5978,16.49,426325
497.17768,4.9712,52.37,1649628
497.17933,0.587,5.74,1261830
497.18171,1.805,18.69,1742663
497.18357,0.5211,5.04,1462415
497.18509,0.7489,7.46,1683761
497.18578,2.3708,24.71,1661370
497.18892,0.5163,4.99,1728972
497.19059,0.5591,5.44,181187
497.19143,1.7837,18.47,1277635
497.19294,0.4864,4.67,1731341
497.19389,2.1682,22.56,1746722
497.19477,2.7316,28.55,1689056
497.20284,35.5129,377.22,1607785
497.20416,0.4745,4.54,1697664
497.21405,0.8697,8.74,1802567
497.21809,1.0299,10.45,1580418
497.22216,0.6738,6.66,1494074
497.23027,0.7614,7.59,1794105
497.23114,0.5482,5.32,1731721
497.23922,7.9048,83.57,1637664
497.24257,0.5441,5.28,1758037
497.27561,0.886,8.92,1452216
498.05016,0.5056,4.87,1438257
498.06064,1.0925,11.11,1706601
498.07115,0.9273,9.36,1523494
498.07844,0.8076,8.08,1670364
498.07919,0.4774,4.57,1516735
498.0824,0.5017,4.83,1847303
498.08656,1.2191,12.46,1544574
498.08894,4.5553,47.94,1675208
498.0921,0.4358,4.13,1370658
498.09626,0.5129,4.95,516945
498.09702,7.7019,81.41,1638570
498.09784,0.49,4.71,1377493
498.10016,0.7462,7.43,1462288
498.1018,0.879,8.84,1142677
498.10426,0.7194,7.14,1390232
498.10755,1.8941,19.64,1565081
498.10827,1.4153,14.55,1700112
498.10991,0.4911,4.72,1414174
498.11302,0.886,8.92,1516155
498.11488,0.5238,5.06,1766209
498.11551,1.011,10.25,1121698
498.11724,0.8869,8.93,1706193
498.1188,1.2186,12.45,1600742
498.12203,0.5295,5.13,1396491
498.12293,1.256,12.85,1500706
498.12532,13.9652,148.03,1650221
498.12848,1.2661,12.96,1497920
498.13341,18.912,200.65,1573180
498.13654,3.0964,32.43,1431318
498.13819,0.6571,6.48,1017178
498.1406,1.11,11.3,1550834
498.14394,1.264,12.94,1620281
498.14465,2.9296,30.65,1701065
498.14629,0.7048,6.99,1566901
498.14868,0.4215,3.98,1633219
498.14942,0.591,5.78,1296156
498.15032,0.5898,5.77,1167511
498.15182,2.4392,25.44,1275966
498.15277,0.5237,5.06,1577583
498.15361,0.8943,9.01,1677469
498.15518,0.4372,4.14,1522966
498.1584,0.7392,7.36,1534400
498.1617,11.1592,118.19,1656931
498.16488,0.8173,8.19,1490208
498.1698,19.7765,209.84,1563169
498.17067,3.0564,32,1660542
498.17292,2.4116,25.14,1415798
498.17696,1.0294,10.44,1430115
498.18104,1.1719,11.96,1744917
498.18505,0.4858,4.66,1657333
498.18819,1.5651,16.14,1451676
498.19005,0.4945,4.75,1509783
498.1948,0.5862,5.73,1102010
498.19809,4.2402,44.59,1602524
498.20619,9.4836,100.36,1588992
498.20929,0.4151,3.91,1050703
498.23448,0.7992,7.99,1489058
498.24257,2.0809,21.63,1577421
499.02292,0.6606,6.52,1490209
499.02607,0.4443,4.22,1601085
499.03656,0.7176,7.13,1470058
499.0415,0.4084,3.84,1496908
499.04385,0.5471,5.31,1749445
499.05276,0.6157,6.04,1664255
499.05517,1.5348,15.82,1623739
499.05931,1.0279,10.43,1535530
499.06088,0.599,5.86,1252083
499.06246,2.0932,21.76,1663940
499.06485,0.6373,6.27,1642792
499.06641,0.5987,5.86,1428925
499.06739,0.4536,4.32,1575527
499.06895,0.4136,3.89,1574139
499.07052,0.5254,5.08,1546164
499.07294,9.3873,99.34,1657987
499.07782,0.5641,5.49,1491428
499.08024,1.5529,16.01,1655129
499.08418,0.9658,9.77,1597354
499.08579,1.8747,19.43,1624064
499.0882,1.0682,10.85,1472962
499.08914,0.8966,9.03,1553943
499.09156,5.339,56.28,1635235
499.09228,0.87,8.75,1578238
499.09567,0.4912,4.72,1495028
499.09704,1.342,13.77,1362087
499.09792,0.9365,9.45,1643793
499.09885,3.4513,36.2,1677113
499.09946,0.6202,6.09,1852685
499.10039,1.1269,11.48,1436954
499.10126,3.381,35.45,1611303
499.1028,2.0481,21.28,1711316
499.1052,0.5876,5.74,932143
499.10932,42.378,450.24,1646410
499.11081,0.4634,4.42,1092854
499.1125,1.1661,11.9,1437750
499.11409,0.6727,6.65,1051131
499.11662,1.4263,14.66,1566867
499.11903,1.409,14.48,1497162
499.12056,5.3913,56.84,1663526
499.12218,2.7757,29.02,1597325
499.12457,3.0256,31.67,1632400
499.12552,0.4376,4.15,1538692
499.1264,0.6338,6.23,1430414
499.12795,6.5098,68.73,1643337
499.12867,2.8136,29.42,1636890
499.13342,1.2427,12.71,1662827
499.13431,2.1934,22.82,1586178
499.13524,1.8162,18.81,1706717
499.13582,1.5307,15.77,1634572
499.13677,2.3113,24.08,1691361
499.13765,6.8692,72.56,1678630
499.13918,1.4859,15.3,1688788
499.13996,0.5762,5.62,1408654
499.14162,0.8726,8.77,3432
499.1426,0.5664,5.52,325368
499.14315,0.3971,3.72,236810
499.14571,61.563,654.3,1641900
499.14706,1.0482,10.64,1490487
499.14803,0.3986,3.73,1422643
499.14889,1.2192,12.46,1383224
499.15298,0.4109,3.86,1455908
499.15541,2.4088,25.11,1146143
499.15694,4.7818,50.35,1620070
499.15857,1.873,19.42,1569833
499.16096,4.8589,51.17,1612871
499.16308,1.1347,11.56,1025592
499.16434,3.0819,32.27,1631905
499.16504,2.2895,23.84,1686105
499.16818,0.5715,5.57,1453327
499.1707,2.2134,23.04,1561146
499.1716,0.6147,6.03,1427455
499.1722,1.7349,17.95,1703919
499.17316,2.2898,23.85,1710256
499.17403,6.6033,69.73,1640538
499.1821,37.8603,402.19,1638185
499.18343,1.2548,12.84,1512834
499.18527,0.4741,4.54,1134487
499.19178,1.0094,10.23,593519
499.19332000000003,1.1228,11.44,1550442
499.19494,0.529,5.12,1571597
499.19734,3.7879,39.78,1618899
499.2007,0.6711,6.63,1482652
499.20143,1.0756,10.93,1608332
499.20708,0.7276,7.23,1612868
499.20858,0.7417,7.38,1195003
499.20954,1.3533,13.89,1647940
499.21043,2.1984,22.88,1646317
499.21848,10.5535,111.74,1604959
499.21978,0.4148,3.91,1375887
499.23374,1.6341,16.87,1570966
499.25487,1.3773,14.14,1561382
499.27014,0.4218,3.98,1301475
500.05043,0.4893,4.7,1524359
500.05773,0.4023,3.77,1521103
500.06582,0.5947,5.82,1390319
500.07629,2.0506,21.3,1645905
500.08104,0.8573,8.61,1442224
500.08348,0.6566,6.48,1450827
500.08682,1.8624,19.3,1675896
500.08916,0.5378,5.21,1620088
500.09232,0.6866,6.8,1135132
500.09484,1.1164,11.37,1097325
500.09649,0.7324,7.28,1383379
500.09806,0.9011,9.08,1634127
500.10039,0.474,4.53,955471
500.10221,0.795,7.95,1711759
500.10458,4.8947,51.55,1541972
500.10616,0.5769,5.63,1359829
500.10773,0.4715,4.51,1440082
500.11268,9.4707,100.23,1631345
500.11579,0.8143,8.15,1356798
500.11744,1.2277,12.55,1662232
500.11985,1.6444,16.98,1430159
500.1232,2.4432,25.48,1607047
500.12391,1.1078,11.28,1710530
500.12553,1.0059,10.19,1538627
500.12795,0.7161,7.11,1543352
500.12866,0.9462,9.56,1723392
500.13108,3.6583,38.4,1222730
500.13288,1.2731,13.03,1598294
500.13441,1.0579,10.75,1672515
500.13764,0.6692,6.61,1470506
500.13858,0.5316,5.15,1297942
500.13917,0.4564,4.35,1670656
500.14096,8.3991,88.83,1589173
500.14252,0.4395,4.17,1281713
500.14412,0.9107,9.18,1347514
500.14492,0.4082,3.84,1517682
500.14906,14.0948,149.41,1551265
500.15217,1.2694,12.99,1210328
500.15382,0.7596,7.57,1446813
500.15621,2.1438,22.3,1582061
500.15878,0.4232,3.99,1726167
500.15959,1.1221,11.43,1684486
500.1603,1.0932,11.12,1737917
500.16192,0.6189,6.08,1682966
500.16433,1.4422,14.83,1559295
500.16746,4.6802,49.27,1508019
500.16927,1.0544,10.71,1683939
500.17404,0.6647,6.56,1492649
500.17735,4.7545,50.06,1590669
500.1805,0.4721,4.51,1279448
500.18544,9.4678,100.2,1617043
500.18856,0.6557,6.47,1218877
500.1926,1.542,15.89,1615004
500.20069,1.1277,11.49,1633193
500.20384,1.3549,13.9,1623252
500.20567,0.4107,3.86,1178109
500.21373,1.4304,14.71,1551138
500.22183,2.9247,30.6,1600446
500.22899,0.5933,5.8,1792270
500.2371,0.5582,5.43,1455323
501.00218,0.4507,4.29,1760870
501.03113,0.3991,3.74,1440987
501.03444,0.5451,5.29,1480362
501.03856,1.0552,10.72,1739333
501.04015,0.6801,6.73,1572607
501.04174,0.5922,5.79,1580416
501.04981,0.454,4.32,1473804
501.05219,1.3748,14.12,1677488
501.05459,0.5901,5.77,1703577
501.05635,0.457,4.35,1199565
501.05709,0.4268,4.03,1009749
501.05887,0.5378,5.21,1600368
501.05951,0.7915,7.91,1582273
501.06505,1.7198,17.79,1636632
501.06741,1.0265,10.41,813355
501.06838,0.6235,6.12,1201039
501.07083,4.4387,46.71,1612241
501.07496,1.0695,10.87,1595531
501.07632,1.0481,10.64,877564
501.07812,1.5242,15.7,1644225
501.07871,0.4156,3.91,2011125
501.0805,1.7583,18.2,1605769
501.08206,1.8625,19.3,1534979
501.08298,0.4131,3.89,1343258
501.08448,0.4149,3.91,1371087
501.08859,10.6114,112.36,1633394
501.09013,0.4198,3.96,1277137
501.09095,0.5842,5.71,1434318
501.09173,0.5059,4.87,1759306
501.09588,1.1633,11.87,1423569
501.09829,1.2889,13.2,1482176
501.09982,0.6883,6.81,1591919
501.10144,4.2346,44.53,1663452
501.10384,4.145,43.58,1615183
501.10473,0.5206,5.03,1371242
501.10721,9.5109,100.65,1543575
501.10792,1.1855,12.1,1625190
501.11132,0.5157,4.98,1070889
501.11268,2.2885,23.83,1451167
501.11356,1.1338,11.55,1665773
501.11449,1.1425,11.65,1754695
501.11508,2.5482,26.6,1670134
501.11603,1.0007,10.14,1623318
501.1169,5.7979,61.16,1610008
501.11845,2.4887,25.96,1596255
501.12497,26.6625,283.09,1580614
501.12636,1.4159,14.55,1107913
501.12814,1.185,12.1,1500639
501.12972,0.5758,5.62,1515961
501.13223,0.7065,7.01,1189800
501.13468,2.7517,28.76,1304061
501.13621,1.927,19.99,1719455
501.13781,4.5988,48.41,1617668
501.14023,10.1909,107.89,1616096
501.14359,7.9042,83.56,1573179
501.14431,1.7815,18.44,1569693
501.14906,1.0208,10.35,1483046
501.14995,1.7328,17.92,1576801
501.15146,4.17,43.85,1700506
501.15243,1.5032,15.48,1734260
501.15328,8.2532,87.28,1566857
501.15481,0.7797,7.79,1662450
501.15722,0.4369,4.14,461481
501.15956,0.4553,4.34,1687597
501.16135,25.234,267.89,1639495
501.16271,2.1775,22.65,1434896
501.16451,0.6719,6.64,1100777
501.16524,0.4111,3.87,1422651
501.16612,0.4122,3.88,907141
501.17103,2.3704,24.71,920037
501.1726,1.0531,10.69,1602209
501.17421,2.0823,21.64,1590638
501.17661,11.7226,124.18,1606989
501.17998,2.3078,24.04,1585297
501.18072,0.9587,9.69,1621330
501.18633,0.9633,9.74,1661491
501.18785,2.8197,29.48,1672212
501.18878,0.98,9.92,1761390
501.18967,4.3765,46.04,1623472
501.19594,0.4681,4.47,1591676
501.19774,9.7098,102.77,1624280
501.19907,1.1156,11.36,1538821
501.20743,0.8297,8.32,1064008
501.21062,0.4469,4.25,1631580
501.21299,7.1197,75.22,1621517
501.22423,0.6742,6.66,1421059
501.22607,1.2986,13.31,1495536
501.23412,1.6677,17.23,1643533
501.24938,1.9218,19.93,1579601
501.96066,0.4234,4,1502459
501.9971,0.5879,5.75,1100218
502.0603,0.578,5.64,1254835
502.06279,0.4242,4.01,1442543
502.06607,1.1062,11.26,1526252
502.06842,0.5207,5.03,1340957
502.07416,0.8705,8.75,1492526
502.07736,0.4769,4.57,976285
502.08143,0.4281,4.05,1629250
502.08385,0.8066,8.07,1769482
502.09194,2.3331,24.31,1700030
502.09668,1.605,16.56,1562480
502.0991,2.1821,22.7,1471107
502.09989,0.6554,6.46,1471863
502.10245,2.8242,29.53,1594132
502.10479,1.4455,14.87,1545566
502.10721,0.986,9.98,1795217
502.10795,0.9525,9.62,1495740
502.11038,3.4434,36.12,1080431
502.11213,0.9588,9.69,1594583
502.11369,1.0739,10.92,1495707
502.11606,0.6259,6.15,1190197
502.11781,0.4663,4.45,1335112
502.11844,0.6802,6.73,1824541
502.12024,3.4558,36.25,1582622
502.12176,0.6948,6.88,1228432
502.12338,0.4194,3.95,1820435
502.12832,6.2795,66.28,1630356
502.12992,0.5179,5,1175354
502.13145,0.4632,4.42,1350680
502.13307,1.7151,17.74,1582346
502.13548,4.0939,43.04,1547099
502.13802,0.5516,5.36,1372629
502.13885,2.2688,23.62,1552059
502.14118,1.4262,14.66,1659947
502.14358,2.7863,29.13,1643653
502.14431,0.7549,7.52,1558761
502.14672,8.6391,91.38,1420135
502.14851,1.0788,10.97,1496368
502.15009,0.5438,5.28,1250637
502.1548,1.1255,11.46,1732789
502.15662,3.9165,41.15,1589519
502.15975,0.4428,4.2,725771
502.16471,6.2067,65.51,1649916
502.16608,0.6439,6.34,1116240
502.16784,0.4851,4.65,1294143
502.16943,0.4988,4.8,1491718
502.17185,4.3712,45.99,1609002
502.1744,0.5802,5.66,1080704
502.17524,0.7236,7.19,1599793
502.17755,0.7037,6.98,1502575
502.17997,3.5661,37.42,1621553
502.18309,5.8491,61.71,1537535
502.18492,0.6525,6.43,1503634
502.1912,0.7588,7.56,1574338
502.19302,1.9171,19.88,1590438
502.20108,2.4268,25.31,1602041
502.20825,2.0418,21.21,1511487
502.21634,1.8846,19.54,1611883
502.21949,1.05,10.66,1306111
502.23747,0.5766,5.63,1330231
502.24464,0.4501,4.28,1768105
502.25276,0.5531,5.38,1812281
503.01785,0.9618,9.72,1619860
503.01942,0.4116,3.87,1521573
503.03385,0.7902,7.9,1494132
503.03812,0.614,6.02,1497522
503.04433,0.9817,9.94,1550808
503.0451,0.5119,4.94,1551810
503.04672,0.7177,7.13,1787215
503.05008,1.8311,18.97,1539594
503.05422,1.3604,13.96,1581854
503.0558,0.9524,9.62,1127602
503.05736,0.4999,4.81,1501004
503.05974,0.7503,7.47,1359793
503.06134,0.5727,5.58,1425504
503.06418,0.4014,3.76,882927
503.06784,1.1599,11.83,1833481
503.07021,1.0535,10.7,1640610
503.07264,0.5934,5.81,1509076
503.07451,0.6233,6.12,1657490
503.07511,0.7571,7.55,1439261
503.07757,0.6676,6.59,1522945
503.08069,4.4287,46.6,1661795
503.0831,4.1902,44.06,1572725
503.08389,0.6,5.87,1267928
503.08647,8.2484,87.23,1592979
503.09059,1.0071,10.21,1134374
503.09194,1.6492,17.03,1224372
503.09433,2.3974,24.99,1683871
503.09614,2.9221,30.57,1612280
503.09769,2.0395,21.19,1664046
503.10003,0.5434,5.27,1419734
503.10246,0.4232,4,2054656
503.10303,0.4158,3.92,1280109
503.10423,6.4373,67.96,1574012
503.10575,0.9449,9.54,1209524
503.10661,0.4721,4.51,1776886
503.10739,0.6531,6.44,1731637
503.10821,0.3964,3.71,1022412
503.10902,1.0172,10.31,1586645
503.11087,0.5557,5.4,925506
503.11149,0.9589,9.69,1304653
503.11392,2.16,22.47,1242157
503.11708,7.2307,76.4,1578430
503.11948,15.376,163.04,1604275
503.12026,0.585,5.72,1302514
503.12285,11.6439,123.34,1602430
503.1236,0.5171,4.99,1796932
503.12518,0.4107,3.86,1142632
503.12831,1.8494,19.16,1485868
503.12921,0.8855,8.91,1740917
503.13072,8.136,86.03,1585236
503.13166,0.706,7,1549970
503.13255,5.9334,62.6,1625425
503.13409,1.4295,14.7,1683651
503.13646,0.5466,5.31,1356351
503.13882,1.11,11.3,1772362
503.14062,10.3641,109.73,1627900
503.14196,2.5633,26.76,1405435
503.14378,0.6713,6.63,1458339
503.14536,0.5389,5.22,1343639
503.14787,0.4256,4.02,1216789
503.15027,3.1853,33.37,874784
503.15185,0.6849,6.78,1489815
503.15346,4.5613,48.01,1641558
503.15587,25.4965,270.68,1558653
503.15925,5.2576,55.41,1514876
503.15996,0.804,8.04,1433930
503.16468,0.5077,4.89,1417984
503.16559,0.7365,7.33,1453649
503.1671,7.9561,84.12,1617186
503.16807,0.6978,6.92,1636000
503.16893,5.5065,58.06,1616728
503.17521,1.0824,11.01,1502971
503.177,5.893,62.17,1598233
503.17835,2.2707,23.65,1550441
503.18335,0.4042,3.79,1596714
503.18656,1.7729,18.35,879583
503.18984,1.2127,12.39,1671398
503.19226,23.0066,244.2,1621289
503.19562,0.8025,8.03,1433962
503.20199,0.4574,4.36,1241623
503.20349,2.3487,24.47,1629389
503.20533,1.7936,18.57,1618325
503.21159,0.9255,9.34,1282057
503.21339,1.7934,18.57,1604070
503.21474,0.5076,4.89,1709644
503.22301,0.553,5.38,982998
503.22864,9.696,102.62,1593665
503.23986,0.453,4.31,1386896
503.26502,2.0774,21.59,1501021
503.58482,0.5027,4.84,1618911
503.9763,0.629,6.18,1619234
504.01271,0.4096,3.85,1626025
504.02901,0.4127,3.88,1043476
504.0415,0.4317,4.09,1474958
504.0534,0.4608,4.39,1444449
504.07596,1.2387,12.67,1629874
504.07838,1.5043,15.49,1714058
504.07916,0.54990000000000006,5.34,1322124
504.08174,1.5557,16.04,1639777
504.08408,0.8952,9.01,1634788
504.08646,0.8523,8.56,1822352
504.0898,2.1752,22.63,1189515
504.09139,0.5172,4.99,1623204
504.09699,0.4624,4.41,1400134
504.09768,0.6188,6.08,1685506
504.09952,0.8847,8.9,1492077
504.10105,0.4376,4.15,1404552
504.10759,1.3068,13.39,1576043
504.11235,2.1197,22.04,1676627
504.11475,5.3629,56.53,1653532
504.11551,0.9245,9.33,1751252
504.1173,0.6135,6.02,1526718
504.11811,2.6828,28.03,1602632
504.12045,2.0194,20.97,1553612
504.12286,3.5671,37.43,1620077
504.12359,0.9048,9.12,1635626
504.12601,8.8391,93.51,1334107
504.12778,0.6476,6.38,1552683
504.12936,0.4194,3.95,1310716
504.13409,1.9234,19.95,1690844
504.13591,2.1462,22.32,1586078
504.13736,0.5251,5.08,1070883
504.14399,2.3832,24.84,1645123
504.1454,0.5194,5.02,893690
504.14713,0.4362,4.13,1249596
504.14873,1.2032,12.29,1642656
504.15114,8.6586,91.59,1599920
504.15368,0.7296,7.25,1259705
504.15447,1.0602,10.77,1588563
504.15683,1.1874,12.12,1520485
504.15925,6.9976,73.92,1647691
504.16238,12.664,134.19,1532065
504.1642,0.7476,7.45,1628203
504.17048,2.2782,23.72,1596265
504.17229,1.8505,19.18,1584625
504.18037,1.6253,16.78,1678770
504.18176,0.5786,5.65,990807
504.18351,0.4278,4.04,1385044
504.18753,6.0055,63.37,1601848
504.19005,0.5495,5.34,1176429
504.19563,6.4944,68.57,1636956
504.19875,3.9757,41.78,1577381
504.20684,0.7099,7.04,1475996
504.20869,0.716,7.11,1388960
504.2239,2.2821,23.77,1548218
504.23201,2.789,29.16,1551563
504.23509,0.4327,4.1,1239973
504.26843,0.5785,5.65,1550370
504.81792,0.5726,5.58,1608850
505.01313,0.4662,4.45,1329399
505.01491,0.3969,3.72,1877185
505.02545,0.5603,5.45,1543335
505.03349,0.657,6.48,1581348
505.03507,0.4113,3.87,2016828
505.03666,0.4459,4.24,1318285
505.039,0.5002,4.81,1630363
505.04952,0.9152,9.23,1583156
505.05128,0.4579,4.36,1423089
505.05192,0.7076,7.02,1346776
505.05376,0.7788,7.78,1541539
505.05998,2.2483,23.41,1651587
505.06184,0.4875,4.68,1839743
505.06239,2.7363,28.6,1726611
505.06316,0.6701,6.62,1614017
505.06575,3.4537,36.23,1666260
505.06733,0.5465,5.31,1426137
505.06986,0.6922,6.86,1426878
505.07144,0.7917,7.91,1034883
505.07362,0.8183,8.2,1762686
505.07542,1.2767,13.07,1611394
505.07699,0.5486,5.33,1680428
505.07936,0.3941,3.68,1318164
505.08354,0.7456,7.42,1820799
505.08508,0.426,4.02,1460121
505.08589,0.9394,9.49,1626540
505.08829,1.9518,20.25,1669903
505.0902,0.4903,4.71,1998808
505.09076,0.5041,4.85,1505328
505.09323,1.036,10.51,1434938
505.09636,6.6037,69.73,1638725
505.09876,14.8248,157.18,1634604
505.09953,1.0267,10.41,1836651
505.10213,9.5087,100.63,1662265
505.10447,0.4944,4.75,1345134
505.10616,0.5381,5.22,1036149
505.10761,1.6422,16.96,1378628
505.10999,8.4085,88.93,1620328
505.11181,2.963,31.01,1618678
505.11336,1.3148,13.48,1628129
505.11578,0.4734,4.53,1125973
505.1174,0.5404,5.24,1556039
505.1181,1.3123,13.45,1698681
505.11871,0.4549,4.33,1637767
505.1199,2.1898,22.78,1659695
505.12128,1.6134,16.65,1250245
505.12375,0.5613,5.46,1274091
505.12468,2.0272,21.05,1527816
505.12709,0.657,6.48,1577247
505.12953,2.6058,27.21,926509
505.13274,6.9529,73.45,1666806
505.13362,0.5072,4.89,1838868
505.13515,37.6913,400.39,1592695
505.13851,7.3254,77.41,1599039
505.14397,0.6863,6.79,1834593
505.14638,14.9452,158.46,1547033
505.1482,3.7338,39.21,1526545
505.14973,0.4523,4.3,1519841
505.15222,0.7373,7.34,1419448
505.15449,2.0226,21.01,1628476
505.15627,2.4615,25.68,1731208
505.15762,3.0085,31.49,1568951
505.1594,0.5199,5.02,1196968
505.16015,0.7117,7.06,1660744
505.16107,1.0419,10.57,1163815
505.16259,0.8067,8.07,1544260
505.16346,0.6304,6.2,1821488
505.16577,3.0472,31.9,1009924
505.1675,0.5406,5.24,1251678
505.16913,2.4066,25.09,1597709
505.17154,49.7233,528.37,1650417
505.17492,1.9568,20.31,1496594
505.17569,0.4359,4.13,611969
505.18277,8.3208,88,1597409
505.1846,2.0824,21.64,1572710
505.19089,1.5806,16.31,1640072
505.19266,1.1407,11.63,1677782
505.19401,1.3249,13.59,1572433
505.19652,0.5664,5.52,1535178
505.199,0.803,8.03,1728398
505.2022,1.1247,11.46,976484
505.20792,30.8619,327.75,1629457
505.21916,1.7083,17.66,1626617
505.221,0.504,4.85,1875806
505.22725,0.6193,6.08,1512058
505.23535,0.4178,3.94,1513228
505.24431,8.6762,91.78,1628191
505.28069,1.441,14.82,1631676
505.58191,0.5011,4.82,1633976
505.58278,0.5488,5.33,1678093
506.05527,0.4667,4.46,1530990
506.05762,0.533,5.16,1658574
506.061,0.5601,5.45,1576336
506.06336,0.5835,5.7,1523113
506.06574,0.606,5.94,1690169
506.0691,0.7139,7.09,1496591
506.07067,0.4132,3.89,1388310
506.07623,0.4736,4.53,1475562
506.07875,0.4431,4.21,1600583
506.08353,0.8193,8.21,1600009
506.09162,1.7421,18.02,1569473
506.09402,4.4801,47.14,1652504
506.09479,1.0081,10.22,1509287
506.09739,1.6498,17.04,1545889
506.09971,1.5912,16.42,1561462
506.10212,3.865,40.6,1616163
506.10288,0.6448,6.35,1339761
506.10528,4.2681,44.89,1112023
506.10707,0.4068,3.82,1782445
506.111,0.4077,3.83,1195548
506.1126,0.4661,4.45,1653055
506.11336,1.9596,20.34,1645010
506.11518,0.8435,8.46,1709092
506.11995,0.7304,7.26,1324811
506.12231,0.4303,4.07,1136428
506.12324,0.6409,6.31,1549349
506.12468,0.4912,4.72,1073066
506.12801,1.7126,17.71,1477004
506.13041,12.6605,134.15,1598435
506.13113,0.6988,6.93,345405
506.13289,0.5766,5.63,1294613
506.13373,1.3081,13.41,1415557
506.1361,1.6199,16.72,1639775
506.13851,9.7203,102.88,1561937
506.14163,14.09,149.36,1516909
506.14344,0.5734,5.59,1391022
506.14974,3.5891,37.67,1660328
506.15155,1.1745,11.99,1565885
506.1529,0.4689,4.48,1623200
506.15784,0.4437,4.21,1202788
506.15875,0.4215,3.98,1184851
506.15964,0.5662,5.52,1502714
506.16095,0.7295,7.25,1330447
506.1644,0.48,4.6,1503871
506.16679,12.54,132.87,1610412
506.16927,0.5585,5.43,998977
506.17011,0.4797,4.6,1440772
506.17247,0.7975,7.98,1728946
