m/z,I,S/N,Res.
473.16466,0.5051,4.41,1780764
473.16645,10.8635,105.52,1619148
473.16779,1.2593,11.77,1663308
473.17616,1.3279,12.44,957577
473.17931,1.102,10.24,1626415
473.18171,11.8874,115.51,1648812
473.18509,0.6203,5.53,1653432
473.1858,0.5099,4.46,1821910
473.19293,1.5893,14.99,1842370
473.19392,0.5714,5.06,1597490
473.19476,2.0824,19.81,1634848
473.20283,2.7825,26.64,1630810
473.20417,0.5065,4.42,1615429
473.21809,5.795,56.05,1596130
473.23368,1.6092,15.19,1589118
473.25448,1.3426,12.58,1659322
473.2826,0.6936,6.25,1685180
473.47516,0.4632,4,1210766
473.65918,0.6392,5.72,1160557
474.06541,0.6691,6.01,1501340
474.0678,0.4851,4.21,1368712
474.07118,0.9631,8.88,1759226
474.07349,0.5411,4.76,1374983
474.07925,0.8102,7.39,1395029
474.08896,0.8551,7.83,1325547
474.09703,1.7976,17.03,1722347
474.10178,1.5477,14.59,1591910
474.10419,2.3879,22.79,1667382
474.10755,1.5845,14.95,1730717
474.10989,1.1153,10.37,1576009
474.1123,1.4346,13.48,1757009
474.113,0.7561,6.86,1458433
474.11544,3.8453,37.01,1226804
474.11725,0.6427,5.75,1736823
474.11881,0.4903,4.27,1670531
474.12351,0.8693,7.96,1687938
474.12535,2.319,22.12,1571303
474.13342,3.7562,36.14,1701059
474.13817,0.9827,9.07,1457406
474.14057,4.1545,40.03,1665647
474.14394,0.9292,8.55,1447238
474.14628,0.8885,8.15,1582947
474.14868,2.9925,28.69,1665219
474.15182,7.0785,68.57,1612023
474.15364,0.7894,7.18,1404568
474.15991,1.1871,11.07,1749134
474.16173,1.9628,18.64,1669434
474.16981,2.5499,24.37,1645237
474.17695,3.2971,31.66,1663918
474.18506,3.3485,32.17,1662303
474.18818,3.183,30.55,1570260
474.19811,0.6636,5.96,1548983
474.2062,0.9017,8.28,1534744
474.21335,1.1775,10.97,1698355
474.22145,1.7351,16.42,1588588
474.80303,0.5017,4.38,1275639
475.02295,0.7753,7.05,1312837
475.03894,0.5538,4.89,1800943
475.04321,0.6858,6.17,1526504
475.0494,1.1484,10.69,1717864
475.05181,0.7603,6.9,1510971
475.05518,1.7488,16.55,1679848
475.0593,0.8026,7.31,1445610
475.06088,0.8872,8.14,1142947
475.06487,0.5355,4.71,1666549
475.06642,0.6543,5.87,1494968
475.07293,0.9585,8.84,1804661
475.07533,0.7524,6.82,1755471
475.07774,0.7449,6.75,1513011
475.07961,0.7442,6.74,1740252
475.08023,0.4548,3.92,1908650
475.08265,0.7873,7.16,1374729
475.08579,4.7343,45.69,1711998
475.0882,5.7814,55.91,1698070
475.08898,0.7229,6.54,1742302
475.09157,6.2804,60.78,1722732
475.09703,1.604,15.14,1168967
475.09944,3.2368,31.07,1698852
475.10126,2.5894,24.76,1629767
475.1028,1.479,13.92,1530842
475.10753,0.6523,5.85,1738067
475.10934,4.1202,39.7,1692416
475.11069,0.5254,4.61,1213091
475.11253,0.5245,4.6,1653581
475.11412,1.3733,12.88,1534618
475.11659,0.4759,4.12,1318980
475.11905,1.7901,16.95,1021919
475.12219,6.1386,59.4,1701422
475.12459,18.2747,177.86,1650991
475.12796,6.6275,64.17,1643122
475.12869,0.4719,4.09,1911525
475.13341,1.1545,10.75,1439533
475.13582,8.7673,85.06,1667674
475.13764,4.3963,42.39,1649120
475.13921,0.5262,4.62,1657994
475.14394,1.1059,10.27,1579396
475.14571,4.9648,47.94,1661148
475.14707,1.5595,14.7,1714625
475.1496,0.537,4.72,1376092
475.15046,0.4834,4.2,1366486
475.15206,0.464,4.01,1939058
475.15514,0.5258,4.61,2278802
475.15545,0.8273,7.56,2419269
475.15694,0.6202,5.53,1327256
475.15856,2.9051,27.84,1702854
475.16097,29.6974,289.36,1712737
475.16434,2.3033,21.96,1435728
475.16503,0.6472,5.8,292735
475.17221,5.9387,57.45,1688021
475.17403,2.8295,27.1,1625388
475.1803,1.0682,9.91,1736916
475.1821,2.1496,20.46,1660166
475.18344,1.1737,10.94,1565777
475.1884,0.6948,6.26,1154481
475.19167,0.8854,8.12,903939
475.19493,0.5728,5.07,1576347
475.19735,20.8495,202.99,1671748
475.20073,0.5323,4.68,902614
475.20138,0.4736,4.1,274809
475.20859,1.5205,14.32,1608380
475.21043,0.6543,5.87,1566625
475.21851,0.7095,6.4,1552178
475.2235,0.5893,5.23,1632940
475.23375,6.2581,60.57,1674441
475.27013,0.9663,8.91,1545266
475.71579,0.4523,3.89,1347335
476.08105,1.1909,11.1,1737434
476.08345,1.9289,18.31,1668393
476.08423,0.4848,4.21,1624275
476.08681,1.3865,13.01,1684210
476.08916,1.2015,11.21,1698358
476.09156,1.4309,13.45,1673552
476.09473,1.9909,18.91,1033451
476.1028,0.7361,6.66,1616446
476.10462,0.7237,6.54,1458276
476.11269,0.9329,8.59,1755311
476.11743,1.5201,14.32,1692719
476.11983,6.6001,63.9,1628145
476.12238,0.4934,4.3,1440386
476.1232,1.3148,12.31,1539096
476.12554,1.3159,12.32,1652507
476.12793,5.0508,48.78,1722946
476.13107,8.7851,85.23,1571100
476.13445,0.478,4.15,1226150
476.13917,2.1563,20.53,1762101
476.141,1.4444,13.58,1502188
476.14907,0.9722,8.97,1548076
476.15381,0.5577,4.92,1585678
476.15622,7.8952,76.55,1630747
476.15958,0.5391,4.74,1726090
476.16192,0.7555,6.85,1735336
476.16432,7.8857,76.45,1675628
476.16745,8.161,79.14,1651750
476.17555,1.624,15.33,1593085
476.17737,0.8348,7.63,1632201
476.18545,0.6635,5.96,1293252
476.19261,4.4695,43.11,1664112
476.20071,5.8165,56.26,1645671
476.20383,1.5038,14.16,1612505
476.21192,0.5103,4.46,1266489
476.22899,1.1531,10.74,1482581
476.23708,1.8744,17.78,1640579
476.85683,0.4883,4.25,1535439
477.03104,0.4824,4.19,1417388
477.03862,0.4883,4.25,1887824
477.0402,0.6066,5.4,1230757
477.05461,0.996,9.2,1444122
477.05699,1.0149,9.39,1664422
477.05887,1.0032,9.27,1536703
477.06506,2.5204,24.08,1643911
477.06746,3.912,37.67,1704429
477.06823,0.6877,6.19,1628393
477.07083,2.9953,28.72,1699382
477.07479,0.4674,4.04,1207022
477.07651,0.7412,6.71,937223
477.07871,1.4569,13.7,1710450
477.08049,0.7802,7.1,1548737
477.08208,0.6496,5.82,1659744
477.08444,0.4646,4.01,1391314
477.08863,0.5078,4.44,1347651
477.09099,0.5933,5.27,1797456
477.09338,2.2174,21.12,1670843
477.09582,0.5483,4.83,1565499
477.09827,0.984,9.08,1075864
477.10145,5.6787,54.91,1638653
477.10385,20.9727,204.2,1718025
477.10462,0.9627,8.88,1796535
477.10722,5.9918,57.97,1625905
477.11269,1.0751,9.97,1591594
477.11508,10.0426,97.51,1634540
477.1169,2.1418,20.39,1651692
477.11845,0.9811,9.06,1306896
477.12319,1.647,15.56,1666629
477.12499,1.1639,10.84,1534025
477.12634,1.2498,11.68,1549458
477.12976,1.9961,18.96,1620300
477.13216,0.6064,5.4,1891890
477.13445,2.2338,21.28,932563
477.13783,4.2212,40.68,1678054
477.14023,48.1901,469.87,1713190
477.14255000000003,1.3306,12.47,1410625
477.14301,1.3262,12.42,333523
477.1436,4.0473,38.99,1391160
477.14909,0.8186,7.47,559797
477.15146,13.6075,132.3,1685699
477.15329,2.4228,23.13,1703614
477.15738,0.5246,4.6,1538528
477.15958,2.1444,20.41,1683550
477.16137,1.0552,9.78,1719818
477.16272,1.5261,14.38,1616357
477.16525,0.609,5.42,1518764
477.16768,0.9747,8.99,1864405
477.17083,1.9121,18.14,1070040
477.17264,0.454,3.91,2469718
477.17421,0.9019,8.28,1913684
477.17662,50.971,497.02,1706030
477.17997,0.9422,8.68,970165
477.1807,0.4743,4.11,1094377
477.18785,4.9199,47.5,1718611
477.18967,0.9345,8.6,1705003
477.19598,1.0685,9.91,1713066
477.19908,0.5083,4.44,1449486
477.2016,0.4848,4.21,1830010
477.20406,0.7815,7.11,1192810
477.21301,23.0112,224.1,1658608
477.22054,0.4774,4.14,1116547
477.22424,0.8363,7.64,1667938
477.24939,5.0125,48.41,1685197
477.28578,0.6207,5.54,1720143
477.71373,0.7007,6.32,1489601
478.05221,0.5118,4.48,1579539
478.06032,0.4894,4.26,1927445
478.06272,0.7267,6.57,1667237
478.06344,0.5452,4.8,1510081
478.06844,0.6096,5.43,1755033
478.07083,0.9414,8.67,1691890
478.07416,0.531,4.66,1290776
478.08206,0.4734,4.1,1640608
478.08861,0.8608,7.88,1545849
478.09672,1.6572,15.66,1518198
478.0991,6.8521,66.36,1725053
478.09987,0.7804,7.1,1760497
478.10243,0.7664,6.96,1410661
478.10481,1.392,13.07,1717983
478.1072,5.0944,49.21,1713658
478.10797,0.5946,5.28,1353003
478.11034,5.2393,50.62,1434928
478.11843,2.525,24.13,1731284
478.12022,0.621,5.54,1274273
478.12501,0.4696,4.06,1921822
478.12967,0.4853,4.22,1142349
478.13308,1.1947,11.14,1439657
478.13549,13.1936,128.26,1648831
478.13803,0.5367,4.72,942002
478.13879,0.7493,6.79,1234917
478.14119,0.9702,8.95,1720545
478.14359,12.2685,119.23,1683233
478.14672,10.5615,102.57,1559407
478.15483,3.4721,33.37,1687603
478.1566,0.6416,5.74,1296027
478.17187,10.0388,97.47,1687564
478.17997,12.969,126.07,1683217
478.1831,4.7071,45.43,1569758
478.19122,1.1307,10.52,1784918
478.19299,0.5302,4.66,1548626
478.20825,3.4289,32.95,1625359
478.21637,6.6626,64.51,1673164
478.24461,0.6466,5.79,1593882
478.25274,1.2929,12.1,1801316
478.57164,0.6028,5.36,1449865
479.03815,0.6001,5.34,1131578
479.04432,0.5912,5.25,1621159
479.04674,1.5676,14.78,1654898
479.05165,0.5375,4.73,1377888
479.05408,0.4985,4.35,863953
479.06531,0.5665,5.01,1639509
479.07025,0.6023,5.36,1844024
479.07264,3.3007,31.7,1663769
479.07453,0.6255,5.58,1895780
479.08072,2.7141,25.97,1746192
479.08311,15.6027,151.78,1720381
479.08388,1.3592,12.75,1785329
479.08649,2.8786,27.58,1535716
479.09042,1.0629,9.85,1637851
479.092,0.5282,4.64,1172759
479.09435,5.5811,53.96,1689880
479.09616,0.7525,6.82,1328223
479.0977,0.4774,4.14,1385470
479.1017,0.7778,7.07,1735247
479.10247,1.7055,16.13,1431248
479.10314,1.0006,9.25,336263
479.10429,0.4835,4.2,193839
479.10567,0.4818,4.18,1411390
479.10902,4.2008,40.48,1607276
479.11056,0.6119,5.45,1485513
479.11143,0.6879,6.19,2095851
479.11373,1.2547,11.73,993209
479.11544,0.5932,5.27,1622675
479.11588,0.5832,5.17,434337
479.11709,3.5396,34.03,1816865
479.1195,52.074,507.78,1665974
479.12025,0.6052,5.39,1799445
479.12286,5.0463,48.74,692868
479.12679,0.5606,4.95,1710599
479.12834,0.5877,5.22,1293895
479.13074,17.4841,170.14,1702682
479.13252,1.0351,9.58,1447083
479.1366,0.7592,6.89,1281603
479.13884,3.2352,31.06,1738648
479.14196,1.4341,13.48,1698618
479.14451,0.8811,8.08,1949126
479.14541,1.7819,16.87,1603773
479.14695,1.5023,14.14,1684208
479.14781,1.4072,13.22,2062798
479.15008,2.2575,21.52,1293773
479.15239,0.5376,4.73,583798
479.15346,1.1938,11.13,2033880
479.15589,77.4829,755.8,1666657
479.15816,0.4833,4.2,1464725
479.15924,1.9528,18.54,411750
479.16561,0.4995,4.35,495628
479.16712,11.4843,111.58,1681770
479.16892,0.8652,7.92,1566002
479.17113,0.4712,4.08,1395450
479.17301,0.6715,6.03,1801235
479.17523,2.6646,25.49,1632628
479.17836,0.8763,8.03,1489872
479.18088,0.9181,8.44,1909589
479.18334,1.6628,15.71,1740844
479.1842,0.9538,8.79,1872529
479.18648,1.1044,10.26,1342270
479.18841,1.07,9.92,131635
479.18862,1.0552,9.78,1423820
479.18924,1.1148,10.36,2469609
479.18979,0.941,8.66,236545
479.19228,53.5513,522.2,1696291
479.19466,1.0492,9.72,640956
479.19517,1.0528,9.76,271925
479.20351,2.0291,19.29,1773201
479.21161,1.0855,10.08,1761077
479.21972,0.9054,8.32,1764042
479.22866,16.9499,164.93,1686742
479.26504,2.2396,21.34,1671391
480.05005,0.464,4.01,1732094
480.06787,0.7294,6.6,1680141
480.076,0.9387,8.64,1571635
480.07837,3.2643,31.34,1624422
480.07913,0.6671,5.99,1621583
480.08408,0.5311,4.66,1582563
480.08648,3.6129,34.75,1662314
480.08727,0.5217,4.57,1545928
480.08961,1.0535,9.76,1490423
480.09772,1.2731,11.91,1668767
480.10427,1.0197,9.43,1662552
480.11236,1.2771,11.95,1652355
480.11475,13.2792,129.1,1678462
480.11798,0.6071,5.41,1236949
480.12044,0.8549,7.82,1655362
480.12286,12.4851,121.35,1603519
480.12368,0.6133,5.47,1472513
480.12599,7.0121,67.93,1587446
480.1341,3.9629,38.16,1635732
480.14535,0.5194,4.55,1482671
480.14877,0.6228,5.56,1272554
480.15114,15.0112,146.01,1682967
480.15432,0.5982,5.32,1316722
480.15923,19.5085,189.91,1628470
480.16237,6.6952,64.83,1593023
480.17048,2.5406,24.28,1648163
480.17356,0.4799,4.16,1616009
480.1794,0.4962,4.32,1288996
480.18753,7.9477,77.06,1706162
480.19562,13.7532,133.73,1662783
480.19875,1.4294,13.43,1511930
480.20686,0.5812,5.15,1634569
480.2239,1.924,18.26,1568621
480.23201,4.5275,43.67,1683739
480.26841,0.5554,4.9,1685250
480.30956,1.4805,13.93,1632733
481.05191,1.7661,16.72,1663131
481.06,0.8282,7.56,1461627
481.06238,5.8674,56.75,1736764
481.06312,0.9449,8.7,1722514
481.06731,0.5691,5.03,1397401
481.06969,1.1533,10.74,1417614
481.07363,0.988,9.12,1796788
481.07861,0.706,6.37,1748533
481.08099,1.2111,11.3,1564356
481.08173,0.9247,8.51,1534808
481.08259,0.6282,5.61,463628
481.08829,5.2143,50.38,1584063
481.0898,0.4652,4.02,1700052
481.0907,0.6282,5.61,1961213
481.09223,0.5302,4.65,1685550
481.09317,0.5908,5.25,1044812
481.09475,0.4946,4.31,19388199
481.09635,1.4754,13.88,1765639
481.09877,37.3984,364.53,1693327
481.09953,1.3079,12.25,1725168
481.10212,1.4302,13.44,1187636
481.10608,1.6243,15.33,1411897
481.10762,0.5442,4.79,1439730
481.11,9.9567,96.67,1641498
481.11167,0.665,5.97,1261005
481.11321,0.5581,4.93,632921
481.11739,1.5435,14.55,1712473
481.11811,2.9989,28.75,1658566
481.12125,0.5415,4.77,1781584
481.12376,1.2671,11.85,1709285
481.12468,4.0798,39.3,1648769
481.12529,0.525,4.6,1400877
481.12621,1.5519,14.63,1635060
481.12708,2.4741,23.63,1724121
481.12936,1.5303,14.42,1405728
481.13157,0.8515,7.79,414667
481.13273,1.0054,9.29,2072215
481.13515,79.6905,777.35,1621578
481.13841,4.6607,44.97,188904
481.14246,0.4958,4.32,1977324
481.14638,14.5103,141.12,1701081
481.1481,0.5789,5.13,1190016
481.1504,0.7472,6.77,1994959
481.1523,0.8106,7.39,1626657
481.1538,1.0241,9.48,1710188
481.15449,3.5705,34.33,1642917
481.15763,1.0937,10.16,1741434
481.16013,1.6469,15.56,1757839
481.16108,1.2557,11.74,1530825
481.1626,2.3307,22.23,1654607
481.16347,3.083,29.57,1787318
481.16573,1.3599,12.75,1512253
481.16784,1.2435,11.62,498673
481.16836,1.304,12.21,260433
481.17153,79.0082,770.69,1687920
481.17483,1.207,11.26,483076
481.17532,1.1266,10.48,272791
481.18011,0.5857,5.2,375641
481.18122,0.5084,4.44,1272922
481.18277,4.5827,44.21,1758686
481.18677,0.8391,7.67,1770549
481.18868,0.6303,5.63,1537588
481.19087,1.8463,17.5,1762594
481.19652,1.115,10.36,1494188
481.19897,1.83,17.34,1723885
481.19985,1.5238,14.35,1643187
481.20462,0.6003,5.34,480342
481.20524,0.4939,4.3,278205
481.20792,33.0429,322.02,1657985
481.21135,0.6713,6.03,323127
481.21916,0.7606,6.9,1553858
481.22726,0.472,4.09,1646151
481.23537,0.6093,5.43,2033277
481.2443,6.3319,61.29,1695768
481.28065,0.59,5.24,1258751
481.31292,0.5179,4.53,1446445
481.46146,0.7062,6.37,1540294
482.04715,0.5388,4.74,1454399
482.05763,0.522,4.58,1446184
482.06573,1.2859,12.03,1612296
482.07622,0.6182,5.51,1332278
482.08353,0.9187,8.45,1542810
482.09164,1.3954,13.1,1686450
482.09401,6.9058,66.89,1669147
482.09476,0.5978,5.31,1574107
482.10211,8.744,84.83,1712822
482.10524,1.7045,16.12,1409556
482.10936,0.6849,6.16,1107758
482.11262,0.8335,7.62,1506769
482.11335,2.3037,21.97,1645646
482.11503,0.4656,4.02,983643
482.11994,0.7366,6.67,1777257
482.12073,0.5629,4.97,1133451
482.12234,0.5906,5.24,1992759
482.12387,0.5154,4.51,1724775
482.12711,0.603,5.37,1346531
482.12802,1.1198,10.41,1614752
482.13039,14.8166,144.11,1643216
482.13278,0.601,5.35,759341
482.13357,1.338,12.54,947050
482.1385,19.4759,189.59,1617251
482.14163,4.6928,45.29,1512390
482.14568,0.5094,4.45,1249974
482.14974,3.3186,31.87,1749511
482.1569,0.8851,8.12,1272435
482.15781,0.544,4.79,1519516
482.1587,0.6205,5.54,1679274
482.16347,0.6735,6.05,957624
482.16679,11.0272,107.12,1683304
482.17489,19.2606,187.49,1676417
482.178,2.4767,23.66,1402514
482.18019,4.0518,39.03,615529
482.18103,1.4195,13.34,1016334
482.18612,1.345,12.61,1586657
482.19016,0.4803,4.17,1178924
482.19327,0.5052,4.41,1621043
482.20317,3.6361,34.97,1668744
482.21127,9.054,87.86,1700575
482.21432,0.5089,4.45,1707986
482.24765,1.8032,17.08,1567945
482.92712,0.5429,4.78,1055692
483.03118,0.5259,4.61,1680904
483.04164,1.0966,10.18,1643480
483.04891,0.674,6.06,1647557
483.05448,0.4817,4.18,1413176
483.05784,0.5752,5.09,1697954
483.06025,1.1678,10.88,1595577
483.06755,3.011,28.87,1645749
483.06996,0.489,4.25,1688763
483.07152,0.566,5,1707261
483.07245,0.5753,5.09,1488441
483.07803,15.5179,150.95,1706152
483.07879,0.546,4.81,1827232
483.08136,0.5817,5.16,1139839
483.08533,1.7011,16.08,1652124
483.08926,2.1189,20.16,1699908
483.09086,1.1741,10.94,1644906
483.09426,0.649,5.82,1649931
483.09664,2.7894,26.71,1541022
483.09737,1.65,15.59,1654500
483.10302,1.0285,9.52,1831914
483.10394,4.5938,44.32,1599389
483.10546,0.8217,7.5,1735946
483.10634,2.5621,24.49,1663060
483.10787,1.0471,9.7,1652428
483.11112,0.7785,7.08,339493
483.11197,0.5476,4.83,237751
483.11441,56.3964,549.97,1680549
483.1167,0.5679,5.02,830381
483.11759,1.368,12.83,992701
483.11836,0.4962,4.32,376228
483.12171,1.5188,14.31,1532164
483.12432,1.0336,9.57,868098
483.12564,9.5336,92.54,1704134
483.12726,1.5868,14.97,1616631
483.12967,1.6818,15.9,1654607
483.13153,0.6607,5.93,1815025
483.13304,3.0548,29.3,1613358
483.13375,3.5155,33.79,1629486
483.13423,0.4749,4.12,896609
483.13464,0.5005,4.37,325701
483.13689,0.7774,7.07,1728989
483.13939,2.1769,20.73,1745785
483.14032,2.0412,19.4,1543071
483.14093,0.7492,6.79,1512813
483.14185,1.9687,18.7,1734278
483.14273,5.4078,52.27,1742512
483.14427,0.6193,5.52,1704455
483.14498,0.8001,7.29,1578606
483.14709,0.9017,8.28,191408
483.14754,1.1122,10.34,272513
483.15079,77.7383,758.3,1687786
483.15165,1.2092,11.28,1848282
483.15396,1.115,10.36,1188157
483.15867,0.5461,4.81,1632856
483.15914,0.6484,5.81,260284
483.1605,1.292,12.09,1354466
483.16202,6.3806,61.76,1707142
483.16364,0.8093,7.38,1441101
483.16606,2.4915,23.8,1619137
483.1679,0.769,6.99,1423273
483.16943,1.3922,13.07,1532541
483.17014,2.63,25.15,1715289
483.17327,0.6011,5.35,1269656
483.17577,2.0716,19.7,1582887
483.17728,0.7697,6.99,1531461
483.17825,2.4077,22.98,1654247
483.17911,4.2582,41.04,1687690
483.18387,0.5246,4.6,828743
483.18439,0.5448,4.8,326493
483.18717,44.7863,436.65,1677113
483.19038,0.4719,4.09,1082516
483.19691,0.6035,5.37,913272
483.19842,1.2822,12,1598610
483.20244,1.8034,17.08,1681828
483.20653,0.8722,7.99,1791465
483.21216,0.9318,8.57,1416272
483.21462,0.9565,8.82,1659886
483.2155,1.3641,12.79,1545636
483.22356,11.4292,111.04,1677185
483.23884,0.658,5.9,1661828
483.25994,1.4126,13.27,1809512
484.06278,0.6102,5.44,1561094
484.07093,0.7754,7.05,1554743
484.07329,1.4476,13.61,1640504
484.08137,3.6326,34.94,1719439
484.08617,0.5237,4.59,1410771
484.08867,0.6013,5.35,1149935
484.0919,1.3265,12.43,1508453
484.09259,0.515,4.51,1567245
484.09736,0.5705,5.05,1540221
484.09918,0.6366,5.69,1608227
484.09994,0.6669,5.99,1244000
484.10312,0.5797,5.14,1700076
484.10729,1.2836,12.01,1695620
484.10966,8.6275,83.69,1643560
484.11283,0.7735,7.03,1411808
484.11776,13.1016,127.37,1690502
484.12089,1.4599,13.73,1480243
484.12251,0.6185,5.52,1509190
484.12495,1.0279,9.51,1470042
484.1283,1.011,9.35,1737522
484.129,2.0621,19.61,1660079
484.13061,0.6882,6.2,1572459
484.13374,0.7101,6.41,1798705
484.13617,1.7582,16.64,1399080
484.13709,0.5632,4.98,1573776
484.13797,1.0697,9.92,1407168
484.13953,0.5496,4.84,1865119
484.14276,0.6532,5.86,1732171
484.14366,0.4924,4.29,1404431
484.14605,10.6254,103.2,1601789
484.14922,1.0836,10.06,1386268
484.15415,18.9646,184.6,1661502
484.15498,0.6908,6.22,1727934
484.15726,1.8641,17.68,1447450
484.16129,1.0114,9.35,1562379
484.16468,0.5599,4.94,1745316
484.16538,1.3577,12.73,1656793
484.16942,0.8046,7.33,1685157
484.17255,2.0018,19.02,1543637
484.17437,0.6354,5.68,1655197
484.17914,0.6028,5.36,1753257
484.18243,4.9834,48.12,1673313
484.19054,11.8611,115.26,1655161
484.19363,0.5294,4.65,1253901
484.19768,0.7426,6.73,1563083
484.20581,0.7038,6.35,1153677
484.21881,1.2377,11.56,1719051
484.22692,3.1427,30.16,1564630
485.04368,0.7217,6.52,1686853
485.04526,0.6926,6.24,1626069
485.04681,1.1079,10.29,1536479
485.05329,0.533,4.68,1669973
485.05729,2.3875,22.78,1771973
485.0646,1.2572,11.75,1577888
485.06876,1.1656,10.86,1546833
485.07014,1.4467,13.6,1571270
485.07258,0.7855,7.15,1451597
485.07349,0.5758,5.1,1494050
485.07591,2.9876,28.64,1674046
485.08004,0.4688,4.06,1783405
485.0832,2.8155,26.96,1635436
485.08473,0.6006,5.34,1658840
485.08561,1.528,14.39,1693244
485.08714,1.184,11.04,1738031
485.09367,22.2551,216.71,1680664
485.09682,0.4649,4.02,1709746
485.10099,1.6742,15.82,1613747
485.10341,0.929,8.55,1596460
485.1049,2.4184,23.09,1718880
485.10653,2.9422,28.2,1620375
485.10893,2.2394,21.34,1546796
485.11229,5.628,54.42,1578702
485.11301,2.109,20.07,1427143
485.11777,1.1995,11.19,1742747
485.11866,1.4029,13.17,1699627
485.11959,2.1482,20.45,1754432
485.12018,1.2492,11.67,1724095
485.12109,0.9241,8.5,2046532
485.12148,0.6224,5.56,2022803
485.122,5.5801,53.95,1746309
485.12353,1.0338,9.57,1675125
485.12429,0.4562,3.93,1357993
485.12599,1.0375,9.61,1145829
485.12661,0.7643,6.94,1494299
485.12695,0.6991,6.3,402694
485.12755,0.4817,4.18,205050
485.13006,46.7231,455.55,1640471
485.13143,0.6725,6.04,1328251
485.13324,1.8473,17.51,1036093
485.13736,0.7184,6.49,1565062
485.13976,1.966,18.67,1376391
485.14129,4.0414,38.93,1653654
485.1429,2.8376,27.18,1641005
485.14531,5.5764,53.91,1661827
485.14719,0.6302,5.63,871357
485.14868,3.5252,33.89,1685697
485.1494,2.2647,21.59,1739300
485.15504,1.8621,17.66,1627534
485.15597,0.5855,5.2,1701754
485.15655,1.7732,16.79,1748106
485.1575,2.3137,22.06,1685352
485.15837,7.373,71.45,1628761
485.16234,1.5156,14.27,315112
485.16348,1.2461,11.64,176181
485.16456,0.5787,5.13,134523
485.16644,40.9474,399.17,1667675
485.16778,1.0092,9.33,1710323
485.16964,0.5452,4.8,1412864
485.17613,1.5155,14.27,868610
485.17767,1.4858,13.98,1721233
485.1793,0.9985,9.23,1637062
485.18171,5.8632,56.71,1693604
485.18508,0.9183,8.44,1637185
485.1858,1.1922,11.12,1600158
485.1914,1.1629,10.83,1478522
485.19294,0.9676,8.92,1793878
485.19391,1.3352,12.51,1787900
485.19476,3.7108,35.7,1590082
485.20284,14.9149,145.07,1663488
485.20417,0.4518,3.89,1708490
485.21258,0.525,4.6,1618497
485.21808,3.4252,32.91,1662535
485.23026,0.5019,4.38,1481682
485.23114,0.633,5.66,1477960
485.23921,2.3121,22.05,1689168
485.25448,0.9444,8.7,1571181
485.27897,0.8213,7.5,1453887
485.67451,0.6844,6.16,1390348
485.67493,0.8856,8.12,2188786
486.06065,0.6443,5.77,1572124
486.06541,0.4894,4.26,1387525
486.07115,0.9904,9.15,1424896
486.07925,0.6884,6.2,1583036
486.08657,0.5988,5.32,1621578
486.08892,2.1847,20.81,1592851
486.0905,0.5344,4.7,1349624
486.09703,4.955,47.85,1735191
486.10178,1.4242,13.38,1505675
486.10422,1.2515,11.7,1308730
486.10756,2.0416,19.41,1653178
486.1099,0.9792,9.04,1480764
486.11229,0.5467,4.82,1609245
486.11302,1.083,10.05,1482756
486.11548,2.0397,19.39,1048862
486.11722,0.8251,7.53,1693239
486.1188,0.7768,7.06,1484909
486.12201,0.5402,4.75,1609337
486.12292,0.4836,4.2,1421905
486.12532,6.1507,59.52,1600294
486.12851,0.4583,3.95,1424604
486.13341,10.8551,105.44,1648381
486.13652,0.8059,7.35,1214925
486.13816,1.1323,10.53,1407761
486.14057,1.9906,18.91,1550841
486.14393,1.2596,11.77,1630042
486.14465,0.8839,8.11,1795116
486.14627,0.9792,9.04,1535526
486.14866,1.3245,12.41,1703736
486.1494,0.4932,4.29,1298060
486.1518,4.792,46.26,1500367
486.15362,1.2396,11.58,1523752
486.15837,0.6887,6.2,1615365
486.15992,0.6442,5.77,1845244
486.16171,5.4239,52.42,1673811
486.1698,10.1678,98.73,1660898
486.17289,0.8139,7.42,1193372
486.17695,2.1342,20.31,1641469
486.18029,0.4697,4.06,1708354
486.18507,1.6207,15.3,1717849
486.18819,2.5107,23.99,1529633
486.18997,0.5757,5.1,1248015
486.19477,0.4733,4.1,1409649
486.19809,1.7208,16.28,1591156
486.20618,3.7509,36.09,1618033
486.21333,0.9875,9.12,1546242
486.22144,1.0363,9.6,1699157
486.24258,0.502,4.38,1315516
487.02294,0.8007,7.3,1728107
487.02456,0.4927,4.29,1473012
487.03894,0.6999,6.31,1615436
487.04942,0.9317,8.57,1479199
487.0502,0.5799,5.14,990987
487.05181,0.56,4.95,1646044
487.05519,1.7845,16.9,1600618
487.05933,0.8834,8.1,1490684
487.06089,1.1129,10.34,1261032
487.06246,0.8297,7.58,1630079
487.06488,0.8481,7.76,1571647
487.06641,0.6853,6.17,1767483
487.07295,3.6927,35.52,1645054
487.07532,0.8246,7.53,1640161
487.0796,0.6637,5.96,1931255
487.08024,1.2108,11.3,1550534
487.08265,0.573,5.07,1673293
487.0858,3.8465,37.03,1679389
487.0882,2.7469,26.29,1579442
487.09157,6.7287,65.16,1648468
487.09228,0.4971,4.33,1796178
487.09567,0.4631,4,1176644
487.09704,2.051,19.5,1195744
487.09792,0.7568,6.87,1414218
487.09885,1.7067,16.14,1434980
487.09944,2.0135,19.13,1393863
487.10039,0.9871,9.11,1112061
