ind,mz,intensity,sn,rel_int,mf_ind,mf,m0,search_m,p,major_ind,minor_ind,err_ppm
312,318.134680678115,0.8657,15.42,0.00862576610094847,1852,C19H23O2Cl,319.1420125,318.13473603312,0.2054988,1,-1,-0.173998620675294
325,320.077558609482,1.087,19.45,0.0108307817393219,1886,C17H17O4Cl,321.0848915,320.07761503312,0.1838674,1,-1,-0.176281113897395
350,323.096576920157,0.5704,10.03,0.00568342033496708,1889,C14H21O6Cl,324.1039624,323.09668593312,0.003945067,4,-1,-0.337400436678826
327,320.113938570747,2.0451,36.93,0.020377214107716,1890,C18H21O3Cl,321.121277,320.11400053312,0.1946831,1,-1,-0.193563458929659
329,320.150328532001,0.6874,12.17,0.00684919905023908,1892,C19H25O2Cl,321.1576626,320.15038613312,0.2054988,1,-1,-0.179918941203464
338,322.05683696051,0.5214,9.14,0.00519518822344291,1920,C16H15O5Cl,323.0641561,322.05687963312,0.1730517,1,-1,-0.132500228216171
339,322.093216939504,3.6055,65.4,0.0359249158796,1926,C17H19O4Cl,323.1005416,322.09326513312,0.1838674,1,-1,-0.149626275811151
350,323.096576920157,0.5704,10.03,0.00568342033496708,1926,C17H19O4Cl,324.1038964,323.09661993312,0.01590928,2,2,-0.133127245120433
370,325.112236983122,0.7287,12.92,0.00726070897280946,1929,C14H23O6Cl,326.1196124,325.11233593312,0.003945067,4,-1,-0.304356331154607
343,322.129606918493,2.5168,45.54,0.0250771954751844,1930,C18H23O3Cl,323.1369271,322.12965063312,0.1946831,1,-1,-0.135705071002127
354,323.132952754578,0.4139,7.18,0.00412406675428274,1930,C18H23O3Cl,324.140282,323.13300553312,0.01789794,2,2,-0.163333800576233
357,324.072487233047,1.3567,24.38,0.0135180511368335,1966,C16H17O5Cl,325.0798062,324.07252973312,0.1730517,1,-1,-0.131143706103168
388,327.091499942758,0.4094,7.09,0.00407922911138766,1969,C13H21O7Cl,328.098877,327.09160053312,0.004602578,4,-1,-0.30752963906576
388,327.091499942758,0.4094,7.09,0.00407922911138766,1970,C18H22OCl2,328.0988705,327.09159403312,0.102373,4,-1,-0.287657535471341
368,325.104127984604,1.5534,27.96,0.0154779543273806,1970,C18H22OCl2,326.1114804,325.10420393312,0.01789794,2,2,-0.233612840192811
389,327.098639730755,0.6062,10.69,0.00604012869399903,1970,C18H22OCl2,328.106067,327.09879053312,0.001315022,4,1,-0.461030030737637
359,324.108867266756,4.265,77.43,0.0424961215438896,1971,C17H21O4Cl,325.1161917,324.10891523312,0.1838674,1,-1,-0.147994583687746
370,325.112236983122,0.7287,12.92,0.00726070897280946,1971,C17H21O4Cl,326.1195465,325.11227003312,0.01590928,2,2,-0.101657183818163
393,327.127877048557,0.5055,8.85,0.00503676188521364,1974,C14H25O6Cl,328.1352625,327.12798603312,0.003945067,4,-1,-0.333155729809792
363,324.145257300474,1.1475,20.56,0.0114335989382446,1975,C18H25O3Cl,325.1525772,324.14530073312,0.1946831,1,-1,-0.133991287142185
376,326.051738062643,0.383,6.61,0.00381618160640321,2007,C15H15O6Cl,327.0590707,326.05179423312,0.1622359,1,-1,-0.172274704700857
377,326.088138056741,2.1512,38.87,0.0214343860879754,2012,C16H19O5Cl,327.0954562,326.08817973312,0.1730517,1,-1,-0.127807083706228
388,327.091499942758,0.4094,7.09,0.00407922911138766,2012,C16H19O5Cl,328.0988111,327.09153463312,0.0140376,2,2,-0.106057045634175
379,326.124518050841,2.7617,50,0.0275173596407409,2016,C17H23O4Cl,327.1318417,326.12456523312,0.1838674,1,-1,-0.144675635609896
393,327.127877048557,0.5055,8.85,0.00503676188521364,2016,C17H23O4Cl,328.1351966,327.12792013312,0.01590928,2,2,-0.131705550759117
