mf_ind,mf,ec,C,H,O,NSP,other,search_m0,search_m,pa_mm_abs,pa_mm_max,pa_mm_rel,major_count,minor_count,major_multi_count,minor_multi_count,p_d1,p_d2,p_dinf,pa_sum_abs,pa_sum_max,pa_sum_rel,tma_m_err_ppm
2495,C15H21O7Cl,HCOCl,15,21,7,0,1,348.0975807,347.09030423312,2,5.6,0.357142857142857,2,0,0,0,1.8355612270534,1.102668432971,0.995397448539734,1.00460257800296,1.54263491882011,0.651225099177278,0.0330835851194559
2717,C16H19O7Cl,HCOCl,16,19,7,0,1,358.0819306,357.07465413312,2,5.6,0.357142857142857,2,0,0,0,1.25533287646249,0.889747872558085,0.826948285102844,1.17305169999599,1.55783302150667,0.753002204858561,0.0249616709216974
2723,C17H23O6Cl,HCOCl,17,23,6,0,1,358.1183161,357.11103963312,2.1,5.6,0.375,2,1,0,0,1.63287980947644,0.979442759237023,0.816132605075836,1.18386739492416,1.572676142212,0.752772527762155,0.0400796722543463
2775,C17H25O6Cl,HCOCl,17,25,6,0,1,360.1339662,359.12668973312,2.1,5.6,0.375,2,1,0,0,0.99707801733166,0.542136849679534,0.319957792758942,1.18386739492416,1.57290616934188,0.752662439756027,0.049189524535916
2816,C16H23O7Cl,HCOCl,16,23,7,0,1,362.1132308,361.10595433312,2,5.6,0.357142857142857,2,0,0,0,2.08735121041536,1.19234036435488,0.995397448539734,1.00460257800296,1.55747272958979,0.645020974632123,0.0357054892498933
3016,C18H23O6Cl,HCOCl,18,23,6,0,1,370.1183161,369.11103963312,2.1,5.7,0.368421052631579,2,1,0,0,2.05228985147551,1.22176065381293,0.85899817943573,1.19468310475349,1.58758870977908,0.752514235831103,0.0268612582862089
3060,C17H21O7Cl,HCOCl,17,21,7,0,1,372.0975807,371.09030423312,2.1,5.6,0.375,2,1,0,0,1.72438784036785,1.02318320728224,0.816132605075836,1.18628267291933,1.57282704114914,0.754235934329188,-0.000339750395840205
3065,C18H25O6Cl,HCOCl,18,25,6,0,1,372.1339662,371.12668973312,3.1,5.7,0.543859649122807,3,1,0,0,1.16569007234648,0.84532347464474,0.805316925048828,1.51464089751244,1.61804663646035,0.936092238247147,0.0142992303888399
3112,C17H23O7Cl,HCOCl,17,23,7,0,1,374.1132308,373.10595433312,3.1,5.6,0.553571428571429,3,1,0,0,0.435311363078654,0.292959775692498,0.267466157674789,1.50382518768311,1.60335130756721,0.937926192834734,0.0243386642553384
3117,C18H27O6Cl,HCOCl,18,27,6,0,1,374.1496163,373.14233983312,3.1,5.7,0.543859649122807,3,1,0,0,0.631676294375211,0.40980556143315,0.332681357860565,1.51464089751244,1.61827666242607,0.935959179712654,0.00778467506917041
3165,C16H21O8Cl,HCOCl,16,21,8,0,1,376.0924953,375.08521883312,2,5.6,0.357142857142857,2,0,0,0,1.28557801991701,0.823922598369028,0.737199306488037,1.00526008894667,1.5581302405335,0.6451707712203,-0.0187652846998423
3170,C17H25O7Cl,HCOCl,17,25,7,0,1,376.1288808,375.12160433312,3.1,5.6,0.553571428571429,3,1,0,0,0.922966943122447,0.526586521982194,0.373669266700745,1.50382518768311,1.60358133469708,0.93779165119004,-0.00227820105105331
3172,C21H25O4Cl,HCOCl,21,25,4,0,1,376.144137,375.13686053312,2.2,5.7,0.385964912280702,2,2,0,1,1.91601548809558,1.12097338585927,0.77286970615387,1.22713029384613,1.63201923656743,0.751909209371276,0.00235676447646631
3175,C18H29O6Cl,HCOCl,18,29,6,0,1,376.1652663,375.15798983312,2.1,5.8,0.362068965517241,2,1,0,0,0.876468100119382,0.575384267489275,0.53149151802063,1.31995779275894,1.61288575129583,0.818382698029574,0.00404143903608678
3218,C16H23O8Cl,HCOCl,16,23,8,0,1,378.1081454,377.10086893312,3,5.6,0.535714285714286,3,0,0,0,2.0492452159524,1.22169339367979,0.994739890098572,1.32521788170561,1.58860779041424,0.83420079499928,0.0208885808972015
3315,C26H19OCl,HCOCl,26,19,1,0,1,382.1124429,381.10516643312,2.1,6.4,0.328125,2,1,0,0,1.72290826588869,1.03985912955033,0.940972626209259,1.00105252698995,1.70435850904323,0.587348566442109,0.078755505131822
3361,C18H21O7Cl,HCOCl,18,21,7,0,1,384.0975807,383.09030423312,2.2,5.7,0.385964912280702,2,2,0,0,2.0949170072563,1.2520980265282,0.901625335216522,1.19709838274866,1.58773960871622,0.753963922155087,-0.0264293906368415
3365,C19H25O6Cl,HCOCl,19,25,6,0,1,384.1339662,383.12668973312,2.1,5.7,0.368421052631579,2,1,0,0,2.03587270341814,1.20798014346711,0.849262475967407,1.20549879968166,1.60276872687973,0.752135214185597,0.013851361022333
3419,C18H23O7Cl,HCOCl,18,23,7,0,1,386.1132308,385.10595433312,3.2,5.7,0.56140350877193,3,2,0,0,1.43401777045801,0.921530302295667,0.805316925048828,1.51728620147333,1.6202525338158,0.936450442018453,0.0235802652542899
3424,C19H27O6Cl,HCOCl,19,27,6,0,1,386.1496163,385.14233983312,2.1,5.7,0.368421052631579,2,1,0,0,1.34490752778947,0.873514344025942,0.794501185417175,1.20549879968166,1.60299875284545,0.752027284825897,0.0235943953290569
3466,C17H21O8Cl,HCOCl,17,21,8,0,1,388.0924953,387.08521883312,3,5.6,0.535714285714286,3,0,0,0,1.30908323824406,0.734586993464587,0.488160014152527,1.18912748387083,1.57846805616282,0.75334276118425,0.0592798083679054
3472,C18H25O7Cl,HCOCl,18,25,7,0,1,388.1288808,387.12160433312,3.1,5.7,0.543859649122807,3,1,1,0,0.428035475779325,0.356377860895868,0.350721925497055,1.51464089751244,1.62048256094567,0.934685095672074,0.0236233278874262
3477,C19H29O6Cl,HCOCl,19,29,6,0,1,388.1652663,387.15798983312,2.1,5.8,0.362068965517241,2,1,0,0,0.857641389593482,0.480794065622641,0.380477845668793,1.31995779275894,1.62994138151407,0.809819179836281,0.0236373802032812
3526,C17H23O8Cl,HCOCl,17,23,8,0,1,390.1081454,389.10086893312,4,5.6,0.714285714285714,4,0,0,0,1.26360173523426,1.01312151800276,0.994739890098572,1.50908527662978,1.61104731285013,0.936710712710247,-0.0280040638298108
3531,C18H27O7Cl,HCOCl,18,27,7,0,1,390.1445309,389.13725443312,3.1,5.7,0.543859649122807,3,1,1,0,0.387016036082059,0.219447517883977,0.180518388748169,1.51464089751244,1.6207125869114,0.93455243683823,-0.00228814503150971
3569,C16H21O9Cl,HCOCl,16,21,9,0,1,392.0874099,391.08013343312,2,6.7,0.298507462686567,2,0,0,0,1.95442854461726,1.13686452527424,0.994082391262054,1.00591759989038,1.55981180246454,0.644896774278159,0.00761606537685104
3575,C17H25O8Cl,HCOCl,17,25,8,0,1,392.1237954,391.11651893312,3,5.6,0.535714285714286,3,0,0,0,1.97857220470905,1.21908869570798,0.994739890098572,1.32521788170561,1.60535460384563,0.825498540030379,-0.011897763225746
3580,C18H29O7Cl,HCOCl,18,29,7,0,1,392.1601809,391.15290443312,2.1,5.8,0.362068965517241,2,1,0,0,1.511401750613,0.906359230215026,0.629078507423401,1.31995779275894,1.6149407508783,0.817341312392462,0.00393267724633008
