ind,mz,intensity,sn,rel_int,mf_ind,mf,m0,search_m,p,major_ind,minor_ind,err_ppm
751,348.108871051575,3.0366,23.72,0.0303643906872936,2497,C19H21O4Cl,349.1161917,348.10891523312,0.2054988,1,-1,-0.126918741031417
753,348.145261043356,1.4235,11.07,0.014234245584984,2500,C20H25O3Cl,349.1525772,348.14530073312,0.2163146,1,-1,-0.114003445475693
773,350.051752518389,3.33,26.02,0.0332982351935347,2532,C17H15O6Cl,351.0590707,350.05179423312,0.1838674,1,-1,-0.119167311964004
775,350.088152582243,3.7945,29.66,0.0379429890215819,2537,C18H19O5Cl,351.0954562,350.08817973312,0.1946831,1,-1,-0.07755439369646
818,353.085937607294,1.4204,11.04,0.0142032472278969,2537,C18H19O5Cl,354.0933977,353.08612123312,0.003287556,4,2,-0.520059598118476
819,353.086417640121,1.5649,12.17,0.0156481706469557,2537,C18H19O5Cl,354.0933977,353.08612123312,0.003287556,4,2,0.839475082163106
777,350.124522646046,1.8809,14.65,0.0188080031758317,2542,C19H23O4Cl,351.1318417,350.12456523312,0.2054988,1,-1,-0.121634065307498
810,352.9489438021,1.3114,10.19,0.0131133049948353,2562,C14H12O2Cl4,353.9561903,352.94891383312,1,2,-1,0.0849102484365882
801,352.046262076554,1.4997,11.66,0.0149962052011243,2580,C20H13O4Cl,353.0535914,352.04631493312,0.2163146,1,-1,-0.150140942753122
802,352.067402025544,3.996,31.24,0.0399578822322417,2583,C17H17O6Cl,353.0747208,352.06744433312,0.1838674,1,-1,-0.120168953308911
804,352.103791937735,3.905,30.53,0.0390479304596856,2588,C18H21O5Cl,353.1111063,352.10382983312,0.1946831,1,-1,-0.107625597606871
850,355.101663720222,1.6638,10.89,0.0166371182327337,2588,C18H21O5Cl,356.1090477,355.10177123312,0.003287556,4,2,-0.302766435776053
829,354.046686794875,2.5557,16.82,0.0255556455507858,2623,C16H15O7Cl,355.0539853,354.04670883312,0.1730517,1,-1,-0.0622467153582365
831,354.061926750675,2.4465,16.09,0.0244637034237185,2626,C20H15O4Cl,355.0692415,354.06196503312,0.2163146,1,-1,-0.10812357303239
817,353.079747183962,1.3159,10.22,0.0131583026099617,2628,C17H19O6Cl,354.087016,353.07973953312,1,0,-1,0.0216688798762502
833,354.083056689393,5.3003,35.07,0.0530001909898775,2628,C17H19O6Cl,355.0903708,354.08309433312,0.1838674,1,-1,-0.106313258137287
835,354.098306645164,1.4276,9.32,0.0142752434120992,2629,C21H19O3Cl,355.105627,354.09835053312,0.2271303,1,-1,-0.123942843521285
850,355.101663720222,1.6638,10.89,0.0166371182327337,2629,C21H19O3Cl,356.1089818,355.10170533312,0.0245658,2,2,-0.117185856758202
837,354.119446583852,2.4507,16.12,0.0245057011978365,2631,C18H23O5Cl,355.1267564,354.11947993312,0.1946831,1,-1,-0.0941751866184798
857,356.041194479313,1.5516,10.14,0.0155151776955821,2666,C19H13O5Cl,357.048506,356.04122953312,0.2054988,1,-1,-0.0984543484264895
845,355.058993478814,1.6004,10.47,0.0160031518329529,2670,C16H17O7Cl,356.0662806,355.05900413312,1,0,-1,-0.0300071411128224
859,356.062344494646,1.9915,13.07,0.0199139445609383,2670,C16H17O7Cl,357.0696354,356.06235893312,0.1730517,1,-1,-0.0405504079134726
861,356.077594505702,2.6104,17.18,0.0261026165613222,2673,C20H17O4Cl,357.0848915,356.07761503312,0.2163146,1,-1,-0.0576487177231664
863,356.098704521006,2.8144,18.54,0.0281425084470523,2676,C17H21O6Cl,357.1060209,356.09874443312,0.1838674,1,-1,-0.11208159005682
865,356.11396453207,1.3223,8.62,0.0132222992181414,2677,C21H21O3Cl,357.121277,356.11400053312,0.2271303,1,-1,-0.101094172674781
965,363.920900146781,1.1861,7.71,0.0118603714003158,2691,C12H10O4Cl4,364.9278241,363.92054763312,0.01328686,7,-1,0.96865555754873
870,357.0382577968,1.4875,9.72,0.0148742116667817,2711,C15H15O8Cl,358.0455451,357.03826863312,1,0,-1,-0.0303505843451124
885,358.05684567819,2.6616,17.52,0.0266145894267604,2714,C19H15O5Cl,359.0641561,358.05687963312,0.2054988,1,-1,-0.0948311067873368
874,357.07466411237,2.042,13.4,0.0204189177973567,2717,C16H19O7Cl,358.0819306,357.07465413312,1,0,-1,0.0279472369469774
888,358.093235694597,2.2096,14.52,0.0220948289740644,2720,C20H19O4Cl,359.1005416,358.09326513312,0.2163146,1,-1,-0.0822090942181506
903,359.086933706981,1.3474,8.78,0.0134732859158465,2720,C20H19O4Cl,360.0942367,359.08696023312,0.3199578,2,-1,-0.0738710734344293
878,357.111034618461,1.9069,12.5,0.019067989396562,2723,C17H23O6Cl,358.1183161,357.11103963312,1,0,-1,-0.0140422954063264
890,358.114375704128,1.3493,8.8,0.0134922849088998,2723,C17H23O6Cl,359.121671,358.11439453312,0.1838674,1,-1,-0.0525781478569127
912,360.036117492144,2.2712,14.93,0.0227107963277946,2760,C18H13O6Cl,361.0434207,360.03614423312,0.1946831,1,-1,-0.0742730324913046
898,359.053925176962,1.7694,11.59,0.0176930622676998,2763,C15H17O8Cl,360.0611952,359.05391873312,1,0,-1,0.0179467254363804
915,360.07248754383,3.2279,21.29,0.0322772893036669,2766,C19H17O5Cl,361.0798062,360.07252973312,0.2054988,1,-1,-0.117168864969802
928,361.0717646863,1.5409,10.07,0.0154081833662816,2767,C12H21O10Cl,362.0793745,361.07209803312,0.3199578,2,-1,-0.923214011513635
905,359.090293607214,2.6541,17.47,0.0265395934015497,2770,C16H21O7Cl,360.0975807,359.09030423312,1,0,-1,-0.0295911793302405
930,361.087355462524,1.573,10.28,0.0157291663541832,2770,C16H21O7Cl,362.0946306,361.08735413312,0.3199578,2,-1,0.00368166843766369
918,360.10888759556,2.1468,14.1,0.0214668622563004,2772,C20H21O4Cl,361.1161917,360.10891523312,0.2163146,1,-1,-0.0767477819168407
947,362.9416192442,1.5028,9.82,0.0150272035582114,2793,C14H9O5Cl3,363.9486063,362.94132983312,0.9598733,2,-1,0.797404583373951
922,361.033175021485,1.4884,9.72,0.0148832111898069,2806,C14H15O9Cl,362.0404597,361.03318323312,1,0,-1,-0.0227448218037147
940,362.051769159612,3.6369,24.01,0.0363670725451551,2808,C18H15O6Cl,363.0590707,362.05179423312,0.1946831,1,-1,-0.0692539243605312
927,361.06957380546,3.0474,20.09,0.0304723849635969,2811,C15H19O8Cl,362.0768452,361.06956873312,1,0,-1,0.0140480972072629
942,362.088139166141,3.8785,25.61,0.0387829445039413,2813,C19H19O5Cl,363.0954562,362.08817973312,0.2054988,1,-1,-0.112036188241299
935,361.105956035598,2.2229,14.61,0.022227821925438,2816,C16H23O7Cl,362.1132308,361.10595433312,1,0,-1,0.0047146219904586
944,362.12451917267,2.2361,14.69,0.0223598149298087,2818,C20H23O4Cl,363.1318417,362.12456523312,0.2163146,1,-1,-0.127195043083963
975,364.9202576684,2.81,18.51,0.0280985107789287,2835,C13H7O6Cl3,365.9278709,364.92059443312,0.9598733,2,-1,-0.922843832949642
976,364.9205376684,6.4134,42.47,0.0641306010781429,2835,C13H7O6Cl3,365.9278709,364.92059443312,0.9598733,2,-1,-0.155553621590117
977,364.9208976684,6.5233,43.2,0.0652295428342298,2835,C13H7O6Cl3,365.9278709,364.92059443312,0.9598733,2,-1,0.830962364332296
966,364.031020255219,2.0647,13.55,0.0206459057669943,2852,C17H13O7Cl,365.0383353,364.03105883312,0.1838674,1,-1,-0.105974203101619
968,364.067410291053,4.4867,29.66,0.0448646221750247,2859,C18H17O6Cl,365.0747208,364.06744433312,0.1946831,1,-1,-0.0935048376724445
955,363.085223412606,1.5616,10.21,0.015615172395863,2863,C15H21O8Cl,364.0924953,363.08521883312,1,0,-1,0.0126127029675898
970,364.103790326877,3.8123,25.17,0.0381209795880818,2865,C19H21O5Cl,365.1111063,364.10382983312,0.2054988,1,-1,-0.108502684608048
972,364.140190362721,1.2395,8.07,0.0123943430998157,2870,C20H25O4Cl,365.1474918,364.14021533312,0.2163146,1,-1,-0.0685735824172197
994,366.046672138901,2.3746,15.61,0.023744741528699,2905,C17H15O7Cl,367.0539853,366.04670883312,0.1838674,1,-1,-0.100244634615586
1036,369.044376926994,1.2682,8.26,0.0126813278896218,2905,C17H15O7Cl,370.0519268,369.04465033312,0.004602578,4,2,-0.740848364544815
1036,369.044376926994,1.2682,8.26,0.0126813278896218,2907,C22H16OCl2,370.0519203,369.04464383312,0.102373,4,-1,-0.723235332417965
996,366.06193215232,1.4093,9.2,0.0140922531105851,2909,C21H15O4Cl,367.0692415,366.06196503312,0.2271303,1,-1,-0.0898230429523523
998,366.083062170901,4.5991,30.4,0.0459885626061819,2912,C18H19O6Cl,367.0903708,366.08309433312,0.1946831,1,-1,-0.0878549692233684
1000,366.119442202892,2.9639,19.53,0.0296374292162515,2916,C19H23O5Cl,367.1267564,366.11947993312,0.2054988,1,-1,-0.103054413139846
1021,368.041202148161,1.3752,8.97,0.0137512711826273,2955,C20H13O5Cl,369.048506,368.04122953312,0.2163146,1,-1,-0.0744073125533585
1036,369.044376926994,1.2682,8.26,0.0126813278896218,2955,C20H13O5Cl,370.0518609,369.04458443312,0.0222262,2,2,-0.562279286608794
1022,368.062322127878,3.1289,20.63,0.0312873417708861,2959,C17H17O7Cl,369.0696354,368.06235893312,0.1838674,1,-1,-0.0999973000198035
1024,368.077592113213,1.4554,9.5,0.01455322867888,2962,C21H17O4Cl,369.0848915,368.07761503312,0.2271303,1,-1,-0.0622692233583203
1013,367.095415177222,1.2409,8.08,0.012408342357855,2964,C18H21O6Cl,368.1026661,367.09538963312,1,0,-1,0.0695843702362131
1026,368.098712092929,3.7578,24.81,0.037576008471551,2964,C18H21O6Cl,369.1060209,368.09874443312,0.1946831,1,-1,-0.0878573780721213
1028,368.135092057991,1.4203,9.27,0.0142022472808941,2967,C19H25O5Cl,369.1424064,368.13512993312,0.2054988,1,-1,-0.102883768291211
1035,369.03825421107,1.3424,8.75,0.013423288565706,3004,C16H15O8Cl,370.0455451,369.03826863312,1,0,-1,-0.0390800923443167
1051,370.041591268397,1.4629,9.55,0.0146282247040907,3004,C16H15O8Cl,371.0489,370.04162353312,0.1730517,1,-1,-0.0871921464066784
1053,370.056841270771,1.842,12.07,0.018419023791739,3008,C20H15O5Cl,371.0641561,370.05687963312,0.2163146,1,-1,-0.103666086683316
1040,369.074663542421,1.458,9.52,0.014579227300953,3011,C17H19O7Cl,370.0819306,369.07465413312,1,0,-1,0.0254943014856822
1055,370.077981274063,2.7017,17.79,0.0270155681748867,3011,C17H19O7Cl,371.0852855,370.07800903312,0.1838674,1,-1,-0.0750086628098694
1057,370.093221276437,1.5981,10.45,0.0159801530518883,3013,C21H19O4Cl,371.1005416,370.09326513312,0.2271303,1,-1,-0.118501706328898
1043,369.111029049314,1.3682,8.92,0.0136812748924307,3016,C18H23O6Cl,370.1183161,369.11103963312,1,0,-1,-0.0286737712961254
1059,370.114361279729,1.5044,9.83,0.0150432027102564,3016,C18H23O6Cl,371.121671,370.11439453312,0.1946831,1,-1,-0.0898462527839909
1065,371.0175184884,1.2099,7.87,0.0120983587869843,3047,C15H13O9Cl,372.0248097,371.01753323312,1,0,-1,-0.0397413026865126
1082,372.036091644998,2.2234,14.61,0.022232821660452,3050,C19H13O6Cl,373.0434207,372.03614423312,0.2054988,1,-1,-0.141352185007535
1069,371.053918100617,1.6561,10.84,0.0165601223135174,3054,C16H17O8Cl,372.0611952,371.05391873312,1,0,-1,-0.00170461080657084
1085,372.072481653248,2.6332,17.33,0.0263306044779627,3057,C20H17O5Cl,373.0798062,372.07252973312,0.2163146,1,-1,-0.129221774251844
1073,371.090303606917,3.0982,20.43,0.0309803580410238,3060,C17H21O7Cl,372.0975807,371.09030423312,1,0,-1,-0.00168746663438501
1087,372.093651658047,1.6434,10.75,0.0164331290441607,3060,C17H21O7Cl,373.1009355,372.09365903312,0.1838674,1,-1,-0.0198204753853594
1089,372.108881661499,1.8832,12.35,0.0188310019568963,3062,C21H21O4Cl,373.1161917,372.10891523312,0.2271303,1,-1,-0.090219877190079
1076,371.126699112921,1.4835,9.69,0.0148342137866693,3065,C18H25O6Cl,372.1339662,371.12668973312,1,0,-1,0.025273850656486
1097,373.033182658517,1.6571,10.84,0.0165701217835455,3101,C15H15O9Cl,374.0404597,373.03318323312,1,0,-1,-0.00154035222920974
1114,374.051768284203,3.4107,22.5,0.0341051924248015,3103,C19H15O6Cl,375.0590707,374.05179423312,0.2054988,1,-1,-0.0693725240313489
1102,373.069570529298,2.9736,19.6,0.029734424075524,3106,C16H19O8Cl,374.0768452,373.06956873312,1,0,-1,0.00481459301453219
1117,374.08813814713,3.4693,22.89,0.0346911613684475,3109,C20H19O5Cl,375.0954562,374.08817973312,0.2163146,1,-1,-0.111166276296948
1108,373.105953671118,3.2023,21.12,0.0320213028709478,3112,C17H23O7Cl,374.1132308,373.10595433312,1,0,-1,-0.00177430160051709
1138,375.102995529258,1.2503,8.14,0.0125023373761191,3112,C17H23O7Cl,376.1102807,375.10300423312,0.3199578,2,-1,-0.0232039261800335
1120,374.124518010019,1.7848,11.69,0.0178470541061324,3115,C21H23O4Cl,375.1318417,374.12456523312,0.2271303,1,-1,-0.126222934582956
1147,376.031027265766,1.7206,11.27,0.0172050881303291,3152,C18H13O7Cl,377.0383353,376.03105883312,0.1946831,1,-1,-0.0839487949582427
1205,380.043271946017,2.1122,13.87,0.0211208805933286,3157,C15H24O2Cl4,381.0504954,380.04321893312,0.07786296,5,-1,0.139491758009138
1219,381.043927868359,1.2797,8.33,0.0127963217949449,3157,C15H24O2Cl4,382.0513869,381.04411043312,0.001972534,6,1,-0.479117132159201
