mf_ind,mf,ec,C,H,O,NSP,other,search_m0,search_m,pa_mm_abs,pa_mm_max,pa_mm_rel,major_count,minor_count,major_multi_count,minor_multi_count,p_d1,p_d2,p_dinf,pa_sum_abs,pa_sum_max,pa_sum_rel,tma_m_err_ppm
2591,C15H25O7Cl,HCOCl,15,25,7,0,1,352.1288808,351.12160433312,3,5.6,0.535714285714286,3,0,0,0,2.14320028945804,1.20671606386431,0.995397448539734,1.3245603707619,1.56930277822539,0.844043857654893,0.07364821649896
2676,C17H21O6Cl,HCOCl,17,21,6,0,1,356.1026661,355.09538963312,2.1,5.6,0.375,2,1,0,0,2.01635338459164,1.19931146459456,0.816342890262604,1.18628267291933,1.57244611624628,0.754418647903311,0.0962247921213826
2723,C17H23O6Cl,HCOCl,17,23,6,0,1,358.1183161,357.11103963312,2,5.6,0.357142857142857,2,0,0,0,1.5055660167709,0.930213121773916,0.816132605075836,1.18386739492416,1.572676142212,0.752772527762155,0.124534096235347
2775,C17H25O6Cl,HCOCl,17,25,6,0,1,360.1339662,359.12668973312,2.1,5.6,0.375,2,1,0,0,0.662877366878092,0.428603026205774,0.319957792758942,1.18386739492416,1.57290616934188,0.752662439756027,0.102474918296262
2816,C16H23O7Cl,HCOCl,16,23,7,0,1,362.1132308,361.10595433312,2,5.6,0.357142857142857,2,0,0,0,1.71853006631136,1.07551877633965,0.995397448539734,1.00460257800296,1.55747272958979,0.645020974632123,0.129512716063979
2820,C17H27O6Cl,HCOCl,17,27,6,0,1,362.1496163,361.14233983312,2.1,5.6,0.375,2,1,0,0,1.14119245205075,0.663459674725767,0.490282595157623,1.31995779275894,1.59598452504724,0.827049242673496,0.0741097393097441
2967,C19H25O5Cl,HCOCl,19,25,5,0,1,368.1390516,367.13177513312,2.1,5.7,0.368421052631579,2,1,0,0,2.07687652669847,1.23715130744012,0.890266299247742,1.20549879968166,1.60238780081272,0.752314014791077,0.0685668155630876
3016,C18H23O6Cl,HCOCl,18,23,6,0,1,370.1183161,369.11103963312,2.1,5.7,0.368421052631579,2,1,0,0,1.98429740266874,1.17495161126719,0.805316925048828,1.19468310475349,1.58758870977908,0.752514235831103,0.0954447796537597
3060,C17H21O7Cl,HCOCl,17,21,7,0,1,372.0975807,371.09030423312,2,5.6,0.357142857142857,2,0,0,0,1.54874529037625,0.945276802105999,0.816132605075836,1.18386739492416,1.57282704114914,0.752700305851307,0.0927825305697458
3065,C18H25O6Cl,HCOCl,18,25,6,0,1,372.1339662,371.12668973312,2.1,5.7,0.368421052631579,2,1,0,0,1.23402703600004,0.869758927984347,0.805316925048828,1.19468310475349,1.58781873690896,0.752405219174583,0.0658462331536588
3112,C17H23O7Cl,HCOCl,17,23,7,0,1,374.1132308,373.10595433312,2.1,5.6,0.375,2,1,0,0,0.584137932397425,0.382052261396149,0.319957792758942,1.18386739492416,1.57305706711486,0.752590239523536,0.0921853353236449
3117,C18H27O6Cl,HCOCl,18,27,6,0,1,374.1496163,373.14233983312,2.1,5.7,0.368421052631579,2,1,0,0,0.454160072375089,0.28012734964268,0.194683104753494,1.31995779275894,1.61288575129583,0.818382698029574,0.0819534130325559
3165,C16H21O8Cl,HCOCl,16,21,8,0,1,376.0924953,375.08521883312,2,5.6,0.357142857142857,2,0,0,0,1.72086257487535,1.07540039005039,0.994739890098572,1.00526008894667,1.5581302405335,0.6451707712203,0.102030392176657
3170,C17H25O7Cl,HCOCl,17,25,7,0,1,376.1288808,375.12160433312,2.1,5.6,0.375,2,1,0,0,0.769122020341456,0.461378839492569,0.401524484157562,1.31995779275894,1.59803952462971,0.825985698360492,0.0816753498328438
3172,C21H25O4Cl,HCOCl,21,25,4,0,1,376.144137,375.13686053312,3.2,5.7,0.56140350877193,3,2,0,0,1.26341643650085,0.84435261384901,0.77286970615387,1.57165388576686,1.66480500984471,0.944046826188649,0.0964922752652823
3175,C18H29O6Cl,HCOCl,18,29,6,0,1,376.1652663,375.15798983312,2.1,5.8,0.362068965517241,2,1,0,0,1.27128640608862,0.759277559738241,0.618452727794647,1.31995779275894,1.61288575129583,0.818382698029574,0.0886038356978288
3218,C16H23O8Cl,HCOCl,16,23,8,0,1,378.1081454,377.10086893312,3,5.6,0.535714285714286,3,0,0,0,1.91858492046595,1.17609159562907,0.994739890098572,1.32521788170561,1.58860779041424,0.83420079499928,0.061504158921956
3361,C18H21O7Cl,HCOCl,18,21,7,0,1,384.0975807,383.09030423312,2.1,5.7,0.368421052631579,2,1,0,0,2.04872668581083,1.21925808823112,0.855435013771057,1.19468310475349,1.58773960871622,0.752442716800059,0.0918520294442896
3365,C19H25O6Cl,HCOCl,19,25,6,0,1,384.1339662,383.12668973312,2.2,5.7,0.385964912280702,2,2,0,0,1.87105513177812,1.09837794086747,0.794501185417175,1.20837413077243,1.60276872687973,0.753929191721184,0.115984351492125
3419,C18H23O7Cl,HCOCl,18,23,7,0,1,386.1132308,385.10595433312,3,5.7,0.526315789473684,3,0,0,0,1.32161323027685,0.877873619495704,0.805316925048828,1.51464089751244,1.6202525338158,0.934817792844525,0.115278925579698
3424,C19H27O6Cl,HCOCl,19,27,6,0,1,386.1496163,385.14233983312,2.1,5.7,0.368421052631579,2,1,0,0,1.16779035888612,0.841676093048494,0.77568131685257,1.20549879968166,1.60299875284545,0.752027284825897,0.115284392471783
3466,C17H21O8Cl,HCOCl,17,21,8,0,1,388.0924953,387.08521883312,2,5.6,0.357142857142857,2,0,0,0,1.0318472920917,0.724917884383035,0.647799611091614,1.18386739492416,1.57337775896303,0.752436843714135,0.0631723797873674
