mf_ind,mf,ec,C,H,O,NSP,other,search_m0,search_m,pa_mm_abs,pa_mm_max,pa_mm_rel,major_count,minor_count,major_multi_count,minor_multi_count,p_d1,p_d2,p_dinf,pa_sum_abs,pa_sum_max,pa_sum_rel,tma_m_err_ppm
2140,C15H21O6Cl,HCOCl,15,21,6,0,1,332.1026661,331.09538963312,2,5.6,0.357142857142857,2,0,0,0,1.18257505819201,0.742902995140672,0.648472726345062,1.00394506705925,1.5419774078764,0.651076378895767,0.0276630172884721
2181,C14H19O7Cl,HCOCl,14,19,7,0,1,334.0819306,333.07465413312,2,5.6,0.357142857142857,2,0,0,0,1.29277701675892,0.851528889916194,0.772950947284698,1.00460257800296,1.52783465455286,0.657533572110896,0.0276724672402056
2186,C15H23O6Cl,HCOCl,15,23,6,0,1,334.1183161,333.11103963312,2,5.6,0.357142857142857,2,0,0,0,2.03309113904834,1.17322457736228,0.996054947376251,1.00394506705925,1.5419774078764,0.651076378895767,-0.0023307710173463
2318,C17H21O5Cl,HCOCl,17,21,5,0,1,340.1077515,339.10047503312,2.1,5.6,0.375,2,1,0,0,2.15863962564617,1.3003469098804,0.958629131317139,1.18386739492416,1.57206519017927,0.753065077911406,-0.000309180661381462
2406,C16H21O6Cl,HCOCl,16,21,6,0,1,344.1026661,343.09538963312,3.1,5.6,0.553571428571429,3,1,0,0,1.58933202642947,1.02270187288904,0.826948285102844,1.50704709254205,1.58393854368478,0.951455533770993,0.0849865794613046
2453,C16H23O6Cl,HCOCl,16,23,6,0,1,346.1183161,345.11103963312,2.1,5.6,0.375,2,1,0,0,0.841476154513657,0.564434892108847,0.461657702922821,1.17305169999599,1.55780100962147,0.753017678606482,0.0267255938198975
2495,C15H21O7Cl,HCOCl,15,21,7,0,1,348.0975807,347.09030423312,3,5.6,0.535714285714286,3,0,0,0,1.00973642989993,0.740097912069003,0.715794920921326,1.3245603707619,1.56930277822539,0.844043857654893,0.0264518985829117
2535,C14H19O8Cl,HCOCl,14,19,8,0,1,350.0768452,349.06956873312,2,5.6,0.357142857142857,2,0,0,0,1.63811679184437,1.06415249873404,0.994739890098572,1.00526008894667,1.52849216549657,0.65768089077518,0.0516026135184686
2541,C15H23O7Cl,HCOCl,15,23,7,0,1,350.1132308,349.10595433312,2,5.6,0.357142857142857,2,0,0,0,2.05484498664737,1.18245154221054,0.995397448539734,1.00460257800296,1.54263491882011,0.651225099177278,0.0371311109569564
2586,C14H21O8Cl,HCOCl,14,21,8,0,1,352.0924953,351.08521883312,2,5.6,0.357142857142857,2,0,0,0,2.11704136431217,1.21660689860069,0.994739890098572,1.00526008894667,1.52849216549657,0.65768089077518,-0.000647501647341119
2631,C18H23O5Cl,HCOCl,18,23,5,0,1,354.1234015,353.11612503312,2.2,5.7,0.385964912280702,2,2,0,1,2.14632136421278,1.28960723365483,0.953029692173004,1.19468310475349,1.58720778371207,0.752694837445564,-0.00011509888384548
2676,C17H21O6Cl,HCOCl,17,21,6,0,1,356.1026661,355.09538963312,2.1,5.6,0.375,2,1,0,0,2.10501475725323,1.26133460688931,0.905004262924194,1.18386739492416,1.57244611624628,0.752882647419596,0.0606372639027166
2679,C18H25O5Cl,HCOCl,18,25,5,0,1,356.1390516,355.13177513312,2.1,5.7,0.368421052631579,2,1,0,0,1.9986851294525,1.18468554653744,0.80539345741272,1.19468310475349,1.58743781084195,0.752585768459085,0.0258084410978841
