"mz","MDL_2.5","ResPow","refe","m1","SE","Sample1_SRNOM.csv","Sample2_U1383C_Middle.csv","Sample3_BottomWater.csv","Sample4_U1382A.csv","Sample5_U1383C_Shallow.csv","Sample6_U1383C_Deep.csv","Sample7_NPEqIW.csv"
277.18428792643,44.6724081404395,2682608,NA,277.18429,NA,100.0053,NA,NA,NA,NA,NA,NA
291.199937821581,33.2186402012518,2569616,NA,291.19994,NA,91.4056,NA,NA,NA,NA,NA,NA
297.15299,29.257974011151,2539413,NA,297.15299,NA,NA,NA,NA,NA,NA,35.4204,NA
305.215587716732,24.7047440619273,2506222,NA,305.21559,NA,45.6833,NA,NA,NA,NA,NA,NA
309.097977687689,22.7037068460432,2566119,309.09797590485,309.09798,NA,30.9636,NA,NA,NA,NA,NA,NA
311.077237672882,21.7656709319607,2467132,311.07724052441,311.07724,NA,25.8755,NA,NA,NA,NA,NA,NA
311.11361767261,21.7656709319607,2413743,311.11362590485,311.11362,NA,24.7415,NA,NA,NA,NA,NA,NA
311.168650785489,21.7656709319607,2468526,NA,311.168652143099,0.0733556630558145,NA,NA,NA,37.316,NA,80.6953,NA
313.092877657804,20.8670298919823,2463806,313.09289052441,313.09288,NA,23.9269,NA,NA,NA,NA,NA,NA
321.097977597919,17.6350379002067,2406161,321.09797590485,321.09798,NA,22.9793,NA,NA,NA,NA,NA,NA
323.077237583112,16.910359145144,2409004,323.07724052441,323.07724,NA,28.0145,NA,NA,NA,NA,NA,NA
323.113624238276,16.910359145144,2429438.5,323.11362590485,323.113625589299,0.0165944029029269,32.1378,NA,20.0132,NA,NA,NA,NA
325.056507568306,16.2162755877098,2331264,325.05650514397,325.05651,NA,20.9367,NA,NA,NA,NA,NA,NA
325.09288857548,16.2162755877098,2388203.5,325.09289052441,325.09289,0.00528974941906596,40.7078,NA,20.3603,NA,NA,NA,NA
325.12927874006,16.2162755877098,2352076.5,325.12927590485,325.12928,0.00529003016086509,23.9772,NA,20.7621,NA,NA,NA,NA
325.184304791246,16.2162755877098,2405169.5,NA,325.184307792871,0.0839577713227004,NA,NA,NA,34.984,NA,54.4957,NA
327.072157546166,15.5515141281423,2431449,327.07215514397,327.07216,NA,30.344,NA,NA,NA,NA,NA,NA
327.108538681548,15.5515141281423,2408956,327.10854052441,327.10854,0.00530529491697175,35.3578,NA,26.2391,NA,NA,NA,NA
329.087797516821,14.9148519465994,2395721,329.08780514397,329.0878,NA,20.6536,NA,NA,NA,NA,NA,NA
333.0615874582,13.721174956846,2268950,333.06159052441,333.06159,NA,17.7386,NA,NA,NA,NA,NA,NA
333.09796745766,13.721174956846,2363136,333.09797590485,333.09797,NA,19.086,NA,NA,NA,NA,NA,NA
333.13435745712,13.721174956846,2340807,333.13436128529,333.13436,NA,14.8303,NA,NA,NA,NA,NA,NA
335.040847428747,13.1619502031484,2296649,335.04085514397,335.04085,NA,16.9804,NA,NA,NA,NA,NA,NA
335.077237428204,13.1619502031484,2344239,335.07724052441,335.07724,NA,26.9305,NA,NA,NA,NA,NA,NA
335.113624471229,13.1619502031484,2330230,335.11362590485,335.113625247746,0.0153361284820905,29.4455,NA,19.0694,NA,17.4393,NA,16.058
335.150009166366,13.1619502031484,2302668.66666667,335.15001128529,335.15001,0.00443278416178174,14.9737,NA,17.1513,NA,15.4719,NA,NA
337.056507386463,12.6264044524677,2320172,337.05650514397,337.05651,NA,26.0562,NA,NA,NA,NA,NA,NA
337.092889100725,12.6264044524677,2311975,337.09289052441,337.09289,0.00387788081731051,41.5224,NA,20.7079,NA,14.8681,NA,15.0806
337.129279077354,12.6264044524677,2293309.5,337.12927590485,337.12928,0.00430417583040541,32.8674,NA,30.7277,NA,25.9091,NA,21.5822
337.165670585141,12.6264044524677,2297326,337.16566128529,337.16567,NA,NA,NA,12.9187,NA,NA,NA,NA
339.035767327705,12.1135498579934,2301652,339.03576976353,339.03577,NA,15.7841,NA,NA,NA,NA,NA,NA
339.072158524486,12.1135498579934,2315555,339.07215514397,339.07216,0.0068078745686155,42.1766,NA,14.1697,NA,NA,NA,NA
339.108540821497,12.1135498579934,2349863.75,339.10854052441,339.10854268819,0.0199894660967949,53.8223,NA,44.5449,NA,29.6699,NA,28.8398
339.144925755378,12.1135498579934,2298551,339.14492590485,339.144927559962,0.0150785414943923,20.9919,NA,27.8519,NA,20.6092,NA,17.6927
339.199946593981,12.1135498579934,2282748,NA,339.199949789712,0.0386711932759837,NA,NA,NA,21.4555,NA,23.3386,NA
340.103790596984,11.865329365341,2252972,NA,340.10379,NA,NA,NA,12.1849,NA,NA,NA,NA
341.051417262322,11.6224229721964,2332987,341.05141976353,341.05142,NA,26.339,NA,NA,NA,NA,NA,NA
341.087800852274,11.6224229721964,2320569.75,341.08780514397,341.087802713205,0.0199288497733148,49.3709,NA,28.7975,NA,14.4114,NA,12.8849
341.124185931989,11.6224229721964,2318128,341.12419052441,341.124187774126,0.0194425503977086,34.2392,NA,37.238,NA,22.1026,NA,22.74
343.067067184618,11.1520960850121,2226473,343.06706976353,343.06707,NA,21.5054,NA,NA,NA,NA,NA,NA
343.103453974316,11.1520960850121,2277413,343.10345514397,343.103455111262,0.0135275079801429,24.34,NA,22.2668,NA,NA,NA,NA
343.139840619669,11.1520960850121,2287069,343.13984052441,343.13984,NA,NA,NA,11.9309,NA,NA,NA,NA
345.061587104207,10.7016804508127,2178647,345.06159052441,345.06159,NA,15.4446,NA,NA,NA,NA,NA,NA
345.082717103351,10.7016804508127,2241554,345.08271976353,345.08272,NA,11.5352,NA,NA,NA,NA,NA,NA
345.097977102733,10.7016804508127,2218448,345.09797590485,345.09798,NA,14.6766,NA,NA,NA,NA,NA,NA
345.134357101258,10.7016804508127,2236476,345.13436128529,345.13436,NA,12.148,NA,NA,NA,NA,NA,NA
346.756937035235,10.2703358117179,2275699,NA,346.75694,NA,11.002,NA,NA,NA,NA,NA,NA
347.040847023632,10.2703358117179,2165328,347.04085514397,347.04085,NA,16.6152,NA,NA,NA,NA,NA,NA
347.077237022144,10.2703358117179,2254719,347.07724052441,347.07724,NA,25.5935,NA,NA,NA,NA,NA,NA
347.113617872431,10.2703358117179,2266155.5,347.11362590485,347.11362,0.00602815599371221,24.7476,NA,11.9431,NA,13.3425,NA,12.9684
347.15000320689,10.2703358117179,2249943.5,347.15001128529,347.150005181939,0.0169300331540356,15.249,NA,13.989,NA,13.9203,NA,11.2869
349.056496940787,9.85731336676188,2167817,349.05650514397,349.0565,NA,24.9449,NA,NA,NA,NA,NA,NA
349.092885645833,9.85731336676188,2213383.5,349.09289052441,349.092887798266,0.00967358486252929,32.8051,NA,12.746,NA,12.4773,NA,11.4592
349.129268571409,9.85731336676188,2207328,349.12927590485,349.129270668506,0.0393156329733323,30.9147,11.3978,26.5045,14.8649,26.5038,11.3798,20.8058
349.165658458002,9.85731336676188,2219817,349.16566128529,349.165659720589,0.0232994867600717,11.3289,NA,13.4228,NA,13.1849,NA,NA
351.035766859993,9.46195337585849,2148963,351.03576976353,351.03577,NA,15.2454,NA,NA,NA,NA,NA,NA
351.072151083728,9.46195337585849,2162135,351.07215514397,351.072152857839,0.0325704621725681,34.2238,NA,10.5597,NA,NA,NA,NA
351.108532889776,9.46195337585849,2190769.57142857,351.10854052441,351.108534988714,0.0351068758092651,45.7881,12.3746,38.3159,15.0625,33.3473,13.0353,28.6105
351.119762535071,9.46195337585849,2220580.6,NA,351.119764056793,0.0389845756997308,NA,11.4599,11.8382,12.0983,9.7111,12.9909,NA
351.144915524142,9.46195337585849,2189871.85714286,351.14492590485,351.144917575822,0.0348849955024134,29.0706,15.2175,37.2652,20.044,34.9717,14.8657,24.4568
351.181300688561,9.46195337585849,2155782,351.18131128529,351.1813,NA,NA,NA,9.4886,NA,NA,NA,NA
352.103774331421,9.27068963418088,2241933,NA,352.103774688123,0.0155678379270113,NA,NA,12.4851,NA,9.7251,NA,NA
352.111886819856,9.27068963418088,2172542,352.11189535941,352.11189,NA,9.5903,NA,NA,NA,NA,NA,NA
353.05142678492,9.08358832250765,2222777,353.05141976353,353.05143,NA,31.3872,NA,NA,NA,NA,NA,NA
353.087812901856,9.08358832250765,2267119.33333333,353.08780514397,353.087815196221,0.0244260322831,51.7724,NA,34.4068,9.2762,25.6467,9.3178,19.359
353.099042139555,9.08358832250765,2286715.66666667,NA,353.099043217928,0.0132039687497042,NA,NA,11.6134,NA,9.357,9.4146,NA
353.124200464546,9.08358832250765,2245323.14285714,353.12419052441,353.124201617968,0.0271486022961841,52.6961,19.2729,59.1482,21.8,47.9408,19.3446,44.4785
353.160584479523,9.08358832250765,2255096.28571429,353.16057590485,353.160585458063,0.0320823239055173,16.7442,10.933,28.9487,13.1935,24.5858,10.2854,16.2551
354.08305071561,8.90056453538601,2241306,NA,354.08305,NA,NA,NA,10.2192,NA,NA,NA,NA
354.119440715946,8.90056453538601,2279767,NA,354.11944,NA,NA,NA,12.0012,NA,NA,NA,NA
354.12754839571,8.90056453538601,2235436.33333333,354.12754535941,354.127549694079,0.022638912301911,9.4896,NA,11.3592,NA,9.1378,NA,NA
355.030696714738,8.72153479917857,2277488,355.03068438309,355.0307,NA,10.6523,NA,NA,NA,NA,NA,NA
355.067074515069,8.72153479917857,2234608,355.06706976353,355.067076329143,0.0119263847877976,39.9032,NA,13.4231,NA,NA,NA,NA
355.103460420662,8.72153479917857,2253360.71428571,355.10345514397,355.103461616742,0.0269628586477764,50.7782,11.5886,46.5479,12.0712,31.5873,11.828,27.4007
355.139847023487,8.72153479917857,2243011.28571429,355.13984052441,355.139848137737,0.0247540389632477,26.2356,10.6452,36.6186,11.4118,26.5503,10.448,25.5579
356.098700733715,8.5464170619262,2253110,NA,356.0987,NA,NA,NA,8.7046,NA,NA,NA,NA
357.046336658062,8.37513068263285,2205802,357.04633438309,357.04634,NA,15.1817,NA,NA,NA,NA,NA,NA
357.061596657635,8.37513068263285,2143611,357.06159052441,357.0616,NA,10.4452,NA,NA,NA,NA,NA,NA
357.082725104682,8.37513068263285,2193506.33333333,357.08271976353,357.082726646325,0.0112969502810635,29.3224,NA,18.3179,NA,9.4064,NA,NA
357.097986656666,8.37513068263285,2167308,357.09797590485,357.09799,NA,9.8617,NA,NA,NA,NA,NA,NA
357.119109908322,8.37513068263285,2218400.75,357.11910514397,357.119111793687,0.0208720745794977,21.6517,NA,29.2587,NA,16.7933,NA,16.1306
357.155490742877,8.37513068263285,2243200,357.15549052441,357.15549,NA,NA,NA,10.3399,NA,NA,NA,NA
359.040856614378,8.04373642070244,2233451,359.04085514397,359.04086,NA,12.2,NA,NA,NA,NA,NA,NA
359.061986613918,8.04373642070244,2217764,359.06198438309,359.06199,NA,10.1851,NA,NA,NA,NA,NA,NA
359.077246613585,8.04373642070244,2239481,359.07724052441,359.07725,NA,16.5459,NA,NA,NA,NA,NA,NA
359.098373667629,8.04373642070244,2187525.5,359.09836976353,359.098374969426,0.0115298451031291,13.3434,NA,13.6738,NA,NA,NA,NA
359.113626612922,8.04373642070244,2208186,359.11362590485,359.11363,NA,15.0446,NA,NA,NA,NA,NA,NA
359.134760758145,8.04373642070244,2192315,359.13475514397,359.13476,NA,NA,NA,9.7894,NA,NA,NA,NA
359.150016612259,8.04373642070244,2202182,359.15001128529,359.15002,NA,9.8704,NA,NA,NA,NA,NA,NA
361.056506577428,7.72673466447696,2194753,361.05650514397,361.05651,NA,21.0835,NA,NA,NA,NA,NA,NA
361.092896576906,7.72673466447696,2163530,361.09289052441,361.0929,NA,23.891,NA,NA,NA,NA,NA,NA
361.129279161195,7.72673466447696,2211604.85714286,361.12927590485,361.129280284445,0.0228212103712633,21.9154,8.9402,14.7001,11.2364,15.9344,8.6075,13.4976
361.165662612244,7.72673466447696,2200312.25,361.16566128529,361.165664607853,0.0244096439249372,9.7078,NA,10.6494,8.334,10.6554,NA,NA
361.223180046493,7.72673466447696,2251750,361.22317590485,361.223183182861,0.0168028011713283,NA,NA,NA,7.8182,NA,35.8654,NA
363.035776548997,7.4235298700957,2194552,363.03576976353,363.03578,NA,15.475,NA,NA,NA,NA,NA,NA
363.07214654863,7.4235298700957,2202763,363.07215514397,363.07215,NA,28.0584,NA,NA,NA,NA,NA,NA
363.108540947163,7.4235298700957,2184403.42857143,363.10854052441,363.108542136316,0.0235917914970571,33.6545,10.4064,21.5938,12.2829,23.3692,11.1115,19.5293
363.119775564312,7.4235298700957,2190747.25,NA,363.119774917398,0.0249399812721145,NA,8.8306,7.5674,9.2654,NA,10.0162,NA
363.144927894471,7.4235298700957,2192568,363.14492590485,363.144928891936,0.0264341460239937,25.4176,15.0658,26.543,18.8132,28.4906,13.8128,19.7872
363.181309647999,7.4235298700957,2181342.5,363.18131128529,363.18131,0.00451866369914039,NA,NA,10.22,NA,9.5783,NA,NA
365.05141655411,7.13354787422141,2141981,365.05141976353,365.05142,NA,25.4029,NA,NA,NA,NA,NA,NA
365.087806455858,7.13354787422141,2176044.57142857,365.08780514397,365.087807653998,0.0284428153376756,39.0896,8.4523,20.4896,9.0117,19.5582,8.5899,14.3413
365.099038328697,7.13354787422141,2214186,NA,365.099038122582,0.0168894417121544,NA,9.7456,10.4027,10.4163,9.4911,11.6292,NA
365.124187922767,7.13354787422141,2179884.42857143,365.12419052441,365.12418897168,0.0140259806912922,43.4752,22.3506,47.9139,26.9287,49.3978,23.8787,37.6714
365.135425570831,7.13354787422141,2188616.5,NA,365.13542486318,0.0248343804069051,NA,9.5108,8.4843,9.3965,NA,10.1911,NA
365.160577998423,7.13354787422141,2167582.85714286,365.16057590485,365.160578914017,0.0262560413972176,19.7063,15.0858,31.1962,18.9938,29.7478,13.9464,19.4364
366.083060802134,6.99334173630781,2090189,NA,366.08306,NA,NA,NA,7.4148,NA,NA,NA,NA
366.091156561831,6.99334173630781,2243808,366.09115997897,366.09116,NA,7.1827,NA,NA,NA,NA,NA,NA
366.119438043056,6.99334173630781,2180854,NA,366.119438487823,0.0152618401656913,NA,7.5048,11.7701,7.6845,9.6231,8.3085,8.8428
366.127548092838,6.99334173630781,2173361.25,366.12754535941,366.12755,0.00576004098682739,8.2759,NA,9.3635,NA,9.9836,NA,7.4537
367.030676569041,6.85623544699683,2108965,367.03068438309,367.03068,NA,12.3164,NA,NA,NA,NA,NA,NA
367.067070682475,6.85623544699683,2183068.66666667,367.06706976353,367.067072463044,0.0164665847665873,34.8083,NA,11.8644,NA,9.325,NA,NA
367.103453546612,6.85623544699683,2179567.57142857,367.10345514397,367.103454612735,0.0220645291030132,49.3662,18.3744,47.0222,20.0147,42.9878,18.0617,32.884
367.114688289307,6.85623544699683,2157702.8,NA,367.11468803994,0.016848866355569,NA,10.6697,11.8169,10.7459,9.6358,12.386,NA
367.139839187455,6.85623544699683,2144705.57142857,367.13984052441,367.139840184286,0.0224470242746309,38.0199,23.1124,54.666,26.9771,49.7351,24.0975,41.1357
367.176228045285,6.85623544699683,2147282.57142857,367.17622590485,367.176228903126,0.0139825415792839,8.2317,7.5436,17.5023,9.1677,14.7982,7.0479,9.9038
368.098705850302,6.72216304694582,2158812.66666667,NA,368.09870712494,0.0212499233151772,NA,NA,11.8356,NA,9.206,NA,6.8255
368.106808599249,6.72216304694582,2167972,368.10680997897,368.10681,0.00572751112189327,8.9628,NA,8.1391,NA,7.7652,NA,NA
368.135090801674,6.72216304694582,2074304,NA,368.13509,NA,NA,NA,8.1007,NA,NA,NA,NA
368.143195079036,6.72216304694582,2184253.33333333,368.14319535941,368.143196436028,0.0107552251850272,NA,NA,10.7261,NA,9.8806,NA,7.6783
369.046326611294,6.5910598260185,2105089,369.04633438309,369.04633,NA,20.5226,NA,NA,NA,NA,NA,NA
369.061586611624,6.5910598260185,2223693,369.06159052441,369.06159,NA,7.1942,NA,NA,NA,NA,NA,NA
369.082717892133,6.5910598260185,2168155.57142857,369.08271976353,369.082718999691,0.0139801932662804,39.1746,8.2995,28.0456,8.5383,20.9989,8.7126,12.227
369.119107933096,6.5910598260185,2153054,369.11910514397,369.119108972039,0.013980155048657,39.1655,18.3069,53.0097,20.2459,42.4271,19.7236,38.4649
369.155487991386,6.5910598260185,2146072.42857143,369.15549052441,369.155488914258,0.0139804757272987,15.0769,11.5289,30.7438,13.0586,24.0621,11.4465,20.5885
370.086076638152,6.46286230791141,2088030,370.08607459853,370.08608,NA,7.0937,NA,NA,NA,NA,NA,NA
370.114360793319,6.46286230791141,2147694,NA,370.11436,NA,NA,NA,9.2263,NA,NA,NA,NA
370.122458175368,6.46286230791141,2148569,370.12245997897,370.12246,0.00560557935400104,7.3819,NA,10.0717,NA,8.1675,NA,7.2237
371.040856663292,6.33750823460529,2028211,371.04085514397,371.04086,NA,8.6455,NA,NA,NA,NA,NA,NA
371.061988080974,6.33750823460529,2145028,371.06198438309,371.06199,0.00785813330954621,26.1182,NA,7.1604,NA,NA,NA,NA
371.077236664254,6.33750823460529,2207459,371.07724052441,371.07724,NA,11.399,NA,NA,NA,NA,NA,NA
371.098366894418,6.33750823460529,2151123.85714286,371.09836976353,371.098367911907,0.0227151752067264,31.3808,9.7825,34.4816,10.1041,22.6982,10.6756,15.2199
371.113626665281,6.33750823460529,2115682,371.11362590485,371.11363,NA,9.3822,NA,NA,NA,NA,NA,NA
371.134755232518,6.33750823460529,2143892,371.13475514397,371.134756220347,0.0204929667765338,18.0303,9.8469,32.057,10.4874,21.5365,9.9695,21.8471
371.150006666463,6.33750823460529,2089048,371.15001128529,371.15001,NA,6.4752,NA,NA,NA,NA,NA,NA
371.156756666699,6.33750823460529,2071136,NA,371.15676,NA,7.4491,NA,NA,NA,NA,NA,NA
371.171150786703,6.33750823460529,2169307,371.17114052441,371.17115,NA,NA,NA,8.8269,NA,NA,NA,NA
372.101730778973,6.21493655066271,2160888,372.10172459853,372.10173,NA,NA,NA,6.4589,NA,NA,NA,NA
373.020116732291,6.09508738739247,2063887,373.02011976353,373.02012,NA,6.3295,NA,NA,NA,NA,NA,NA
373.041246733039,6.09508738739247,2107989,373.04124900265,373.04125,NA,7.4657,NA,NA,NA,NA,NA,NA
373.05650673358,6.09508738739247,2104284,373.05650514397,373.05651,NA,16.3449,NA,NA,NA,NA,NA,NA
373.077632905376,6.09508738739247,2123545.5,373.07763438309,373.0776343964,0.0266036692146801,15.7475,NA,9.6933,NA,NA,NA,NA
373.092886735077,6.09508738739247,2089754,373.09289052441,373.09289,NA,17.017,NA,NA,NA,NA,NA,NA
373.114018315019,6.09508738739247,2137669.5,373.11401976353,373.11402,0.00549615838624152,13.5147,NA,19.7806,NA,10.76,NA,8.205
373.129274295347,6.09508738739247,2109390.66666667,373.12927590485,373.12927716675,0.0178008477993869,14.7591,NA,NA,NA,6.8761,NA,6.5302
373.150410770175,6.09508738739247,2163276,373.15040514397,373.15041,NA,NA,NA,8.9414,NA,NA,NA,NA
373.165656738742,6.09508738739247,2082004,373.16566128529,373.16566,NA,7.3396,NA,NA,NA,NA,NA,NA
374.221593624713,5.97790204690047,2065369,NA,374.221596364576,0.016283736765901,NA,NA,NA,8.3315,10.8171,12.4422,NA
375.035776835704,5.86332298604562,2056937,375.03576976353,375.03578,NA,13.5824,NA,NA,NA,NA,NA,NA
375.072156837602,5.86332298604562,2114905,375.07215514397,375.07216,NA,23.496,NA,NA,NA,NA,NA,NA
375.108539988305,5.86332298604562,2087330.28571429,375.10854052441,375.108541187799,0.0166625001863716,24.1008,6.1931,9.1905,7.2533,10.7714,6.2392,10.2366
375.144925278525,5.86332298604562,2105301.14285714,375.14492590485,375.14492628061,0.0195820509896279,17.9209,9.9922,14.832,12.9375,16.5013,9.1914,12.6743
377.051426955558,5.64175920766318,2099181,377.05141976353,377.05143,NA,21.4881,NA,NA,NA,NA,NA,NA
377.087807703004,5.64175920766318,2083056.4,377.08780514397,377.08781,0.00516430473398338,27.2007,NA,9.034,6.042,10.379,NA,8.3629
377.099033899963,5.64175920766318,2111250,NA,377.099033389311,0.0122754412580143,NA,6.0331,NA,5.9331,NA,6.4469,NA
377.124191035956,5.64175920766318,2100573.71428571,377.12419052441,377.124192050272,0.0213625506557237,30.924,16.8662,25.9143,20.6008,30.205,16.3699,23.7336
377.135423992539,5.64175920766318,2104006.2,NA,377.135423822103,0.0236580297997524,NA,7.5848,6.2164,8.0586,6.009,8.0447,NA
377.160575242777,5.64175920766318,2102037.42857143,377.16057590485,377.160576128147,0.0195710318433526,16.6111,13.7617,21.7523,17.3023,22.6341,12.0596,15.2436
378.119434657765,5.5346650322485,2117861.5,NA,378.119435198283,0.0212722986341279,NA,6.15,6.9723,6.8127,7.1537,6.5641,6.3843
378.127542730686,5.5346650322485,2040838,378.12754535941,378.127544922139,0.0216815760988296,6.4328,NA,NA,NA,6.0443,NA,NA
378.130663968195,5.5346650322485,2089840,NA,378.130663594123,0.0123278575033511,NA,5.6212,NA,5.7035,NA,6.9864,NA
378.720017061584,5.42995818822132,2156712,NA,378.72002,NA,6.9782,NA,NA,NA,NA,NA,NA
379.030687081441,5.42995818822132,2118502,379.03068438309,379.03069,NA,13.07,NA,NA,NA,NA,NA,NA
379.067068335844,5.42995818822132,2041386,379.06706976353,379.06707,0.00480398734853891,29.5107,NA,6.5105,NA,6.2953,NA,NA
379.103451202176,5.42995818822132,2077953.85714286,379.10345514397,379.103452225699,0.0192853775584895,39.27,18.5327,30.1073,20.405,33.7895,18.8861,26.519
379.114684304184,5.42995818822132,2101346,NA,379.114684677903,0.0212740476975675,NA,12.7661,11.115,13.11,10.6332,14.4199,6.5255
379.139836536207,5.42995818822132,2085138.28571429,379.13984052441,379.13983748091,0.0100959226336181,35.7655,28.4263,45.4859,33.2615,47.8624,28.2442,39.3553
379.151070611037,5.42995818822132,2111670.66666667,NA,379.151070187468,0.0275963687809809,NA,5.9054,NA,6.2198,NA,6.2777,NA
379.176220449069,5.42995818822132,2079017.28571429,379.17622590485,379.176221309264,0.0181078499518052,10.828,11.2562,21.0018,14.2588,19.8245,10.7049,12.9166
380.070427158542,5.32758666343979,2088828,380.07042459853,380.07043,NA,5.3398,NA,NA,NA,NA,NA,NA
380.098696374634,5.32758666343979,2097827.16666667,NA,380.09869693572,0.0247649643579792,NA,6.8752,10.2888,7.4166,9.7599,8.05,6.8473
380.106808763303,5.32758666343979,2050298.66666667,380.10680997897,380.10681,0.004679661646747,8.2062,NA,6.4281,NA,7.1737,NA,NA
380.135087877332,5.32758666343979,2079878,NA,380.135088433326,0.015358372274809,NA,7.7191,9.7081,8.315,8.8361,8.2471,7.9722
380.143190713499,5.32758666343979,2080826.85714286,380.14319535941,380.14319168165,0.0230963370338101,7.8442,6.0064,10.0738,7.3489,11.617,6.1728,8.3105
380.717967207152,5.22749950321083,2107553,NA,380.71797,NA,7.5,NA,NA,NA,NA,NA,NA
381.046327231871,5.22749950321083,2063857,381.04633438309,381.04633,NA,24.6385,NA,NA,NA,NA,NA,NA
381.061587233053,5.22749950321083,2001618,381.06159052441,381.06159,NA,5.4887,NA,NA,NA,NA,NA,NA
381.082716714553,5.22749950321083,2081020.71428571,381.08271976353,381.082717757962,0.0102006254167245,42.3073,12.1284,25.7416,12.8762,25.7939,11.9685,15.0464
381.09394807819,5.22749950321083,2086640.4,NA,381.093947942188,0.0172675172391978,NA,7.6694,7.6165,7.3236,6.8879,8.4382,NA
381.119104160701,5.22749950321083,2072047.28571429,381.11910514397,381.119105149555,0.0209987365035446,53.0592,34.4091,63.9066,38.3984,64.9873,35.9232,52.4405
381.130337443184,5.22749950321083,2031326.16666667,NA,381.130337874499,0.0153438736236503,NA,10.9404,10.1375,10.6018,8.7426,11.9262,6.8818
381.155483769786,5.22749950321083,2081934.85714286,381.15549052441,381.155484695834,0.023942311176181,27.2295,25.3334,50.4095,30.0513,47.5623,25.234,36.5146
381.191874875724,5.22749950321083,2065677,381.19187590485,381.191875006914,0.0236105772777527,NA,5.3334,11.9054,6.4561,9.9423,NA,5.8652
382.077969724202,5.12964749869926,2065491.5,NA,382.07797,0.0037525564858096,NA,NA,6.5767,NA,5.3762,NA,NA
382.086077316608,5.12964749869926,2103148,382.08607459853,382.08608,NA,8.2164,NA,NA,NA,NA,NA,NA
382.114348037834,5.12964749869926,2061606.33333333,NA,382.114348682106,0.0153334912910874,NA,8.6045,13.3327,8.6163,11.8332,9.6184,10.978
382.122456575254,5.12964749869926,2079841.85714286,382.12245997897,382.122457569147,0.0102810644115918,10.8607,6.9545,12.4616,7.6429,12.9272,7.0281,10.39
382.150741728774,5.12964749869926,2002347,NA,382.150743223933,0.00982566746786015,NA,NA,6.4385,NA,5.2012,NA,5.2548
382.158842122097,5.12964749869926,2086831.66666667,382.15884535941,382.158842739861,0.0227186746827683,6.2132,5.437,10.4925,6.3968,10.0688,NA,7.7627
383.02559739548,5.0339851795472,1974824,383.02559900265,383.0256,NA,7.6558,NA,NA,NA,NA,NA,NA
383.040847396765,5.0339851795472,1877963,383.04085514397,383.04085,NA,7.1554,NA,NA,NA,NA,NA,NA
383.061978572632,5.0339851795472,2051438,383.06198438309,383.06198,0.0043229822819183,33.5683,NA,9.5974,NA,7.9935,NA,NA
383.077237399854,5.0339851795472,1908877,383.07724052441,383.07724,NA,8.1027,NA,NA,NA,NA,NA,NA
383.098368060756,5.0339851795472,2061603.42857143,383.09836976353,383.098369077149,0.0139895170421237,48.53,21.2033,47.8642,22.6474,42.6868,22.4968,30.4083
383.109598263342,5.0339851795472,2048952,NA,383.109598208819,0.0177380859307424,NA,6.4385,7.9624,6.7062,6.2026,7.3881,NA
383.113627402998,5.0339851795472,2013818,383.11362590485,383.11363,NA,5.9195,NA,NA,NA,NA,NA,NA
383.134752286967,5.0339851795472,2058685.14285714,383.13475514397,383.134753276904,0.0233926249932367,36.245,28.4412,64.562,32.1639,55.858,29.5351,48.5549
383.171136636605,5.0339851795472,2047921,383.17114052441,383.171137559217,0.0103673769699286,10.6774,10.7152,25.3661,12.5421,20.2779,9.4801,16.987
384.065337488961,4.94046814714088,1987830,384.06533921809,384.06534,NA,5.9475,NA,NA,NA,NA,NA,NA
384.093619758094,4.94046814714088,2037386,NA,384.09362,0.00369742664565168,NA,NA,8.647,NA,6.2495,NA,NA
384.101725072928,4.94046814714088,2051857.5,384.10172459853,384.101726766873,0.0201011617858298,7.86,NA,9.0434,NA,8.1621,NA,5.3533
384.13000490832,4.94046814714088,2045125,NA,384.130006442736,0.02429897546872,NA,NA,8.5295,NA,6.2149,NA,6.6184
384.13810659954,4.94046814714088,2030298.57142857,384.13810997897,384.138107644587,0.0227729425543466,6.6275,5.0831,11.9499,6.151,10.5266,5.5735,9.4753
385.041247577704,4.84905065530072,2005084,385.04124900265,385.04125,NA,13.4508,NA,NA,NA,NA,NA,NA
385.056507579095,4.84905065530072,2002319,385.05650514397,385.05651,NA,10.9512,NA,NA,NA,NA,NA,NA
385.077634600024,4.84905065530072,2029458,385.07763438309,385.077635577654,0.0212768349349098,29.8019,6.6092,18.047,6.8237,13.4971,7.0565,4.9553
385.092897582428,4.84905065530072,2026288,385.09289052441,385.0929,NA,9.21,NA,NA,NA,NA,NA,NA
385.114015017865,4.84905065530072,2024974.85714286,385.11401976353,385.114016043107,0.0226538381764289,29.1029,16.3207,45.2918,17.5219,33.2198,18.1724,27.6931
385.129277585794,4.84905065530072,2024553,385.12927590485,385.12928,NA,7.3994,NA,NA,NA,NA,NA,NA
385.150402528195,4.84905065530072,2023223.57142857,385.15040514397,385.150403518226,0.0207801296819159,12.238,11.4929,29.9794,13.1071,22.7225,11.0447,20.7576
385.172407589809,4.84905065530072,1958734,NA,385.17241,NA,5.8571,NA,NA,NA,NA,NA,NA
385.186790681688,4.84905065530072,1970675,385.18679052441,385.18679,NA,NA,NA,5.7777,NA,NA,NA,NA
386.080997674598,4.75968489805703,1903308,386.08098921809,386.081,NA,5.2377,NA,NA,NA,NA,NA,NA
