"Used.Data","Used.tolerance","Junction","Recalibration","C","H","O","N","mode","Fit","Smooth","minSNR","diptest"
"MDL input",0.2,"fastjoin","Yes","1:50","2:80","2:15","0:0","negative","mean","standard",2,"Hartigan's Dip Test result: D = 0.13072 p = 0"
